generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,69,18659,4109.9,4510.26,-5.88028,2.39744,-3.36693,-4.39275,-8.96331,-4.5105
1,200,188,7750,1838.3,2000.27,-9.34507,9.26858,-8.26555,-8.4463,-12.0686,-6.15251
2,300,213,43656,9970.77,9053.52,-10.1697,8.74385,-6.13205,-10.1651,-15.9984,-5.85333
3,400,366,95879,16566.5,18494.5,-9.90273,8.44825,-5.92607,-11.589,-18.2366,-5.53838
4,500,227,127292,20697.3,25914.7,-10.1365,6.23711,-4.36273,-12.9004,-18.8849,-6.92634
5,600,2517,122737,27300.3,27469,-9.11643,6.66635,-5.51104,-14.6118,-20.3125,-7.92487
6,700,191,149501,31623.4,33740.3,-10.7182,4.33694,-7.0281,-15.1635,-21.0258,-7.16052
7,800,545,94655,26933.8,21769.3,-9.47652,6.8303,-7.33267,-16.5456,-21.3282,-7.54339
8,900,462,134816,31854.1,31045.6,-8.21077,5.63543,-7.66584,-17.8844,-19.9334,-7.3396
9,1000,597,81426,20806.2,20730.6,-9.45574,6.88581,-8.22771,-20.7725,-19.3645,-6.87608
10,1100,370,62231,19154.6,17603.7,-10.2054,6.02114,-6.90609,-22.7111,-19.3124,-8.89135
11,1200,530,97072,20095.1,19826.3,-11.1557,4.78803,-7.53899,-23.1962,-19.4328,-8.63548
12,1300,218,105892,26337.2,25345.5,-12.6513,6.26701,-7.51265,-22.4237,-22.4559,-8.63268
13,1400,1298,71499,22221.4,18450,-12.2146,5.53288,-8.33764,-22.3258,-22.5708,-9.19851
14,1500,4529,89089,25675.4,23484.4,-11.4696,5.91078,-8.95007,-22.2345,-23.1813,-9.69133
15,1600,151,123321,33049.5,34000.9,-12.6541,5.64359,-7.97097,-23.022,-19.9776,-9.36298
16,1700,2103,115615,29764.6,27598.2,-12.4834,6.78981,-8.63906,-23.7942,-20.5595,-9.49748
17,1800,2379,137626,35895.3,30265.5,-12.8319,7.78125,-8.54591,-23.8334,-20.7063,-9.82098
18,1900,1542,189279,33598.2,41953.9,-14.1039,7.13254,-7.54089,-24.3381,-19.1221,-9.42933
19,2000,566,80896,27933.7,23485.3,-14.1224,7.79998,-8.24588,-26.0589,-19.3129,-9.39207
20,2100,391,102396,29346.1,26198.8,-14.8145,8.14276,-9.22859,-25.9768,-18.5401,-10.3475
21,2200,3672,123433,37440.8,33653.1,-14.1773,7.09165,-9.39585,-25.9791,-17.7644,-11.2705
22,2300,481,117602,28946.8,27248,-12.7081,7.79504,-8.10974,-26.8034,-17.5269,-10.7981
23,2400,883,82927,24056.1,22409.6,-13.7834,6.93016,-7.85401,-27.0274,-16.4138,-9.96271
24,2500,1382,85308,26542.2,22324.2,-14.4735,7.29462,-6.98972,-26.722,-18.6079,-9.8871
25,2600,814,82913,21223.4,23947.4,-14.0877,8.04734,-7.43085,-25.6235,-18.1693,-10.2207
26,2700,229,82750,16875,16314.2,-14.3725,7.28058,-7.29631,-23.486,-19.0351,-11.15
27,2800,748,131586,36710.2,36884.2,-14.5067,6.07406,-7.29542,-24.4346,-16.8956,-11.1435
28,2900,399,82426,21690.8,20102.7,-14.1148,7.48451,-7.37001,-24.8676,-16.0918,-10.8727
29,3000,1529,193348,33899.7,38334,-14.3444,8.49818,-7.5674,-25.5271,-16.6448,-10.1934
30,3100,2243,71153,23085.4,20740,-12.526,9.19523,-7.19356,-25.6368,-17.2043,-10.6992
31,3200,543,73286,19641.6,16098.2,-11.9355,8.03882,-7.93992,-25.6768,-18.138,-10.3463
32,3300,205,121662,28267.2,26737.8,-12.2045,8.27407,-7.6485,-26.6918,-18.6176,-10.2769
33,3400,2997,138223,37340.3,31643,-12.2276,7.36528,-7.63284,-26.5818,-18.7647,-9.93015
34,3500,957,105497,28842.3,25004.9,-12.9557,7.77904,-7.7195,-23.7058,-18.7365,-9.3526
35,3600,778,57214,21743.4,15714.1,-11.8687,8.23817,-8.23442,-23.6575,-18.3976,-9.459
36,3700,339,135802,25411.9,32571.7,-11.4339,8.8063,-8.75128,-25.5638,-18.2398,-8.54985
37,3800,328,124382,26902.3,29105,-12.3289,9.66698,-9.35832,-26.6648,-18.3647,-9.59198
38,3900,90,84988,25823.9,23930.5,-12.35,6.67892,-9.45179,-27.3526,-18.4213,-10.2959
39,4000,1190,134850,35076.7,33473.2,-12.716,6.65261,-8.60088,-26.4504,-18.1231,-10.4284
40,4100,361,132076,27605.1,30240.8,-12.2784,7.43147,-8.80093,-26.2107,-18.4309,-9.58859
41,4200,772,115493,24860.9,24961.1,-13.0249,8.08401,-8.938,-25.3994,-18.3854,-9.41968
