generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,7,1.33333,1.60459,0.954824,-0.394053,0.350627,-0.0327643,-0.616967,-0.62025,0.117634,0.630206,-0.0299806,-0.893645,-0.978632,0.385689,-0.141957,0.919813,-0.46413,-0.0446046,-1.35809,-1.10697,-0.0219124,-0.309672,-0.261305,0.786473,-0.44557
1,26,0,2,0.433333,0.626062,0.930237,-0.93258,1.11517,0.864047,-0.503004,-0.078294,0.0564185,1.16299,0.484753,-0.571697,-0.648728,1.60426,-0.192176,1.2535,-0.291222,0.157466,-0.855313,-1.38547,-0.174059,0.253138,0.220766,0.203156,-1.17735
2,39,0,4,0.8,1.0635,0.931872,-1.06903,0.982527,0.881205,-0.930585,0.100415,1.00809,1.44765,0.7499,-1.13703,-0.494297,1.94378,-0.96155,1.33378,-0.414494,0.951333,-0.714462,-1.86987,-0.0990806,0.0994932,0.894373,0.231726,-1.77751
3,52,0,4,0.633333,1.0662,0.942106,-0.493744,1.66425,0.804263,-1.06021,0.249359,1.66041,1.60887,0.617137,-2.06116,-1.2979,2.0232,-0.800983,0.828258,-0.0423105,1.09831,-1.17345,-1.37218,-0.337628,-0.565419,0.962469,0.812191,-2.20676
4,65,0,6,1.46667,1.59164,0.95247,-0.325054,0.859618,1.03827,-0.835286,1.02355,2.03957,0.866907,0.254334,-2.0576,-1.83667,1.78151,-1.70496,0.795515,-0.243317,0.636787,-1.59373,-1.33493,-0.438576,-1.24921,0.396828,1.50825,-2.5471
5,78,0,5,1.66667,1.53877,0.937942,-0.460002,0.823494,0.711454,-0.721343,0.048096,1.6987,-0.127233,0.555107,-1.37358,-1.38596,2.03502,-1.72709,1.06665,0.139752,0.949275,-2.13354,-1.87273,-0.459405,-1.25423,0.389717,0.985801,-2.94208
6,91,0,7,2.73333,1.72073,0.930218,-1.2148,0.798905,0.759704,-0.273015,0.245588,1.39124,-0.434693,0.591389,-0.742926,-1.58915,2.62755,-1.156,1.19555,0.424445,1.27438,-2.81206,-1.56174,-0.693718,-1.41898,0.20229,1.10114,-3.21096
7,104,0,9,3.43333,2.1922,0.916606,-1.38677,0.524774,0.598982,0.396955,0.473351,0.89612,-0.385893,0.180645,-0.441596,-1.79708,2.60808,-1.46279,1.31161,-0.501557,1.38687,-2.53343,-2.09211,-0.732016,-1.94214,0.608739,0.936124,-3.32049
8,117,0,11,5.66667,3.021,0.913062,-1.04024,0.922988,-0.783068,0.302019,0.318081,0.948098,-0.922498,0.0874688,-1.00953,-1.74062,2.55006,-1.40638,1.38568,-0.52583,1.02968,-3.28391,-1.89104,-0.812019,-2.41087,1.4652,0.901509,-3.27156
9,130,0,12,4.53333,3.38081,0.908316,-0.426653,0.411389,-1.27119,-0.462309,0.300798,0.438639,-1.76914,-0.362462,-0.495715,-1.82466,3.04391,-1.04483,1.48797,-0.201869,0.922824,-3.15894,-2.38752,-0.792902,-1.93519,1.65534,0.801708,-2.43194
10,143,0,14,3.73333,2.83978,0.897208,-1.00606,0.676599,-1.55485,-0.50257,-0.28692,-0.231873,-1.51815,-0.326418,-0.571066,-1.50412,2.77032,-1.16267,1.57254,-0.0148523,1.05953,-2.96965,-2.48515,-0.808029,-2.12936,2.04837,1.52238,-1.48791
11,156,1,7,3.46667,1.67607,0.902343,-0.829736,0.844122,-2.49756,-0.23185,-0.177721,-0.102682,-1.66806,-0.366497,-0.701855,-2.22858,2.38628,-1.56026,1.92182,-0.536461,0.828365,-3.19672,-2.55945,-1.08709,-3.43151,1.47304,1.55353,-1.4394
12,169,0,11,5.06667,2.91173,0.901698,-0.302257,0.413612,-2.38653,-1.40649,0.453001,-0.393564,-1.83477,-1.00725,-1.14773,-1.48732,2.80658,-1.77601,1.86837,-0.924217,0.366026,-2.99684,-1.97607,-0.873753,-3.81747,1.40672,1.02001,-1.87021
13,182,1,17,6.1,3.78153,0.900585,-0.411061,0.344527,-1.79384,-1.82901,-0.0221234,-0.750194,-1.56345,-0.822583,-0.649199,-1.45037,3.77864,-2.79784,1.42784,-1.01607,0.265355,-3.78993,-1.82382,-0.52565,-3.6405,1.64868,1.36891,-1.86747
14,195,1,20,8.4,3.98791,0.907109,-0.0599107,0.992475,-1.34014,-1.87729,-0.31062,-1.36695,-1.63977,-1.38591,-1.46352,-2.11026,2.95741,-3.28078,0.589791,-1.24521,0.506581,-4.05202,-2.1863,-1.56466,-3.57273,1.62265,1.57231,-2.6044
15,208,6,32,11.9,5.33272,0.903873,-0.572794,-0.0715315,-1.4981,-1.84774,-0.0931805,-1.82933,-1.7366,-1.36854,-2.33179,-1.76684,1.92478,-2.52027,0.208244,-1.69347,0.853816,-3.41475,-2.38321,-1.47909,-2.95555,1.31409,0.866987,-2.97292
16,221,6,36,15.4333,6.99105,0.911307,-0.00912054,-0.0470359,-0.978508,-1.58785,-0.283261,-1.69145,-1.67637,-1.8986,-2.32258,-2.19129,1.67536,-2.65506,-1.23048,-1.09015,0.752007,-3.06832,-2.10614,-1.60618,-2.72087,0.815774,1.07391,-3.61236
17,234,5,33,17,6.32456,0.926972,-0.601165,0.264223,-1.64503,-1.98395,-0.663243,-1.64392,-2.39137,-1.65283,-2.62322,-2.18463,1.52835,-3.10212,-1.46435,-1.1729,0.507515,-3.9779,-2.5482,-1.38209,-3.20077,0.549296,1.87408,-4.35931
18,247,6,29,16,5.58323,0.967577,-0.936634,0.323788,-1.968,-2.56032,-0.784354,-1.75031,-2.76603,-2.28969,-3.21118,-2.40636,2.27666,-3.20215,-2.1046,-1.04071,0.593486,-4.14472,-2.32752,-1.8844,-2.12774,-0.0931253,2.07731,-4.94086
19,260,6,38,15.8333,6.89369,0.986321,-2.06425,0.432006,-2.89137,-2.01296,-1.35271,-1.69175,-3.24321,-2.34416,-3.31888,-1.89489,1.87929,-2.40427,-1.45706,-0.816419,0.302241,-4.28549,-2.23034,-1.4794,-1.84249,-0.54882,1.7002,-3.99813
20,273,5,31,16.9,6.23312,0.968562,-1.85579,0.584506,-2.65445,-1.99694,-0.801775,-1.47598,-2.71394,-2.70787,-3.56654,-2.08029,2.03903,-2.31898,-1.27684,-1.31555,0.534448,-4.2714,-1.42674,-1.79447,-2.18667,-0.288618,2.08997,-4.42982
21,286,3,34,15.3667,8.66019,0.927803,-1.42863,0.718309,-2.79174,-2.13908,-1.33301,-1.92371,-2.63998,-2.12548,-3.93182,-2.00769,2.26629,-2.14705,-0.647719,-1.29147,0.737839,-4.18169,-2.04582,-1.58779,-2.02915,-0.236608,1.42106,-4.52218
22,299,6,41,21,8.17059,0.888806,-1.04382,0.676695,-2.9927,-1.60927,-1.27418,-1.05969,-2.1086,-2.61931,-4.19913,-1.72967,1.96144,-2.32919,-0.255874,-1.65623,0.222529,-4.18466,-1.94812,-1.75473,-2.55358,-0.252714,1.18971,-4.92306
23,312,12,69,29.2667,11.2677,0.856253,-1.18737,0.549601,-2.80979,-2.8472,-1.10141,-1.37845,-2.63831,-2.13806,-4.4412,-1.71791,1.88958,-2.48209,-0.294112,-1.28726,-0.206038,-4.10642,-2.43129,-2.1389,-2.54979,-0.655814,0.648979,-4.94934
24,325,7,37,22.4,9.41239,0.823127,-0.710914,0.258579,-3.18004,-2.79419,-1.23246,-1.17205,-3.11329,-2.35266,-4.30734,-1.52148,2.35137,-2.97332,-0.677161,-0.846401,-0.253385,-4.86326,-1.96568,-2.2877,-2.05302,-0.264441,0.987605,-5.17601
25,338,4,82,29.5667,17.22,0.798665,-0.35172,0.162838,-3.57061,-3.28956,-1.25904,-1.62992,-2.47965,-1.66865,-3.78403,-0.935842,1.63595,-2.70731,-0.221569,-0.89531,-0.634397,-5.14572,-1.96138,-1.84006,-2.60958,-0.530119,0.605197,-4.36958
26,351,7,124,39.6,22.289,0.786809,0.537719,0.139561,-2.81366,-3.65658,-1.72808,-1.46234,-2.14794,-1.42512,-3.02543,-1.00344,1.17456,-2.62257,-0.709624,-1.12165,-0.770575,-4.88088,-2.56621,-1.68963,-2.55279,-0.568326,0.349289,-4.39017
27,364,16,99,46.4,18.5706,0.759448,0.236471,0.610403,-3.14655,-3.38594,-1.19102,-1.54194,-1.73661,-1.62178,-2.55415,-1.15003,1.37734,-2.35162,-0.56494,-1.01866,-0.891149,-4.70994,-2.66834,-1.68866,-2.73589,0.0600032,-0.128515,-4.6817
28,377,12,143,49.9,26.6709,0.758612,0.128509,0.582504,-2.78002,-3.65645,-0.91853,-1.34496,-1.34542,-1.35015,-1.77878,-1.27816,1.13442,-2.63327,-1.31351,-0.660525,-1.25708,-4.85859,-2.74456,-1.98972,-2.38372,-0.705922,-0.0543391,-5.20881
29,390,18,80,45.6333,19.6688,0.752998,0.446819,0.101682,-3.36477,-3.91212,-0.226876,-1.46497,-1.13264,-1.5233,-2.12375,-1.55139,0.499325,-2.09231,-1.36788,-1.13558,-1.04052,-3.88353,-2.98505,-1.77497,-1.98504,-0.117389,-0.00687865,-4.81953
30,403,18,140,63.4,31.0468,0.728418,0.512964,0.242401,-2.96118,-3.31754,-0.462349,-2.13905,-0.80481,-1.37003,-2.23433,-1.88637,1.07207,-2.0314,-1.51881,-1.2263,-0.992318,-3.82009,-2.94403,-2.08088,-2.35807,-0.142685,-0.132734,-5.18794
31,416,18,134,70.9,29.3297,0.714751,0.842851,0.388326,-2.7232,-2.88513,-0.833912,-2.47153,-0.863025,-0.75977,-2.2158,-2.19098,0.424576,-2.13819,-1.57697,-1.18233,-0.706361,-3.61559,-3.3409,-1.97928,-2.06311,-0.321376,-0.424381,-4.94108
32,429,13,104,51.4,20.1744,0.70289,1.06096,0.222893,-2.76439,-2.86766,-0.40017,-2.21529,-0.719325,-0.561307,-2.32971,-1.94769,0.125062,-2.04724,-2.06197,-0.884488,-0.796425,-3.60329,-3.27319,-2.64744,-2.09522,0.000191094,-0.148527,-5.40904
33,442,22,164,72.7333,32.312,0.68306,0.841025,0.481614,-2.85464,-2.90638,-1.05958,-2.02425,-0.376783,-0.888538,-2.60049,-0.95051,0.10849,-2.21592,-2.03053,-1.36365,-0.710483,-3.66989,-3.65702,-2.68504,-1.96913,-0.624676,-0.416077,-5.35742
34,455,25,160,62.4,32.4671,0.654803,0.62188,0.413856,-3.00611,-2.59337,-1.38962,-1.99827,-0.758274,-1.37054,-1.87143,-0.769172,0.321347,-2.05018,-2.03197,-1.38063,-0.633917,-3.85743,-3.50919,-2.50795,-2.2405,-1.05938,-0.438856,-5.19114
35,468,32,205,88.3,40.0355,0.637884,0.639476,0.479265,-2.96582,-2.91693,-1.80136,-2.3793,-0.420393,-1.82145,-2.29575,-1.12494,-0.0548773,-1.88456,-1.85328,-1.70679,-0.382246,-3.75255,-3.26257,-2.8662,-2.57303,-1.23338,-0.446379,-5.6686
36,481,28,129,76.2667,31.9978,0.614574,1.04616,0.63188,-3.04165,-3.38173,-1.76247,-2.2327,-0.0888638,-1.65169,-2.68986,-1.26813,0.14869,-2.35874,-1.82942,-2.23036,-0.703314,-3.94117,-3.39941,-2.27957,-2.46643,-1.00559,-0.528837,-5.86111
37,494,37,174,91,37.809,0.601289,1.49507,0.580761,-3.25532,-3.08272,-1.80988,-2.32377,0.149258,-1.38771,-2.84586,-1.35862,0.0773681,-1.94037,-1.44374,-2.20482,-0.753452,-3.9955,-3.54068,-2.09309,-2.98631,-1.43891,-0.446496,-5.82679
38,507,34,241,109.133,47.5429,0.583135,1.36261,0.64113,-3.46315,-2.40694,-1.90786,-2.34789,0.0882992,-1.88321,-2.96071,-1.55596,-0.0395186,-2.16074,-1.58236,-2.17393,-0.689784,-4.02361,-3.21197,-2.06082,-2.61457,-1.38715,-0.709752,-6.08204
39,520,28,191,97.4,41.7923,0.552635,0.907949,0.729784,-3.38754,-2.39691,-1.65385,-2.40863,0.0835909,-1.841,-2.33859,-1.51415,0.163555,-2.12332,-1.84499,-2.27697,-1.01666,-3.6863,-3.2919,-2.38761,-2.38758,-1.18534,-0.148485,-6.289
40,533,37,202,94.6333,40.6367,0.543267,0.992585,1.23631,-3.9398,-2.84708,-1.63382,-2.8147,0.121571,-2.25729,-2.21992,-1.75823,0.188688,-2.06562,-2.18294,-2.76219,-0.894627,-3.78536,-3.32891,-2.38998,-2.79551,-1.4933,-0.241524,-6.26491
41,546,32,235,82.5,43.4509,0.522953,1.08766,1.11089,-3.8158,-2.92503,-1.65567,-2.84452,-0.00242438,-2.09116,-2.37482,-2.1277,-0.20055,-2.1424,-1.91661,-2.76896,-0.970181,-3.82829,-3.14782,-2.43125,-3.01821,-1.71619,-0.0707356,-6.12102
42,559,33,184,82.7667,32.4778,0.517537,0.841283,1.5069,-3.73771,-2.8983,-1.93917,-2.77017,0.313681,-1.6921,-2.29974,-2.18968,-0.105696,-2.70592,-1.85561,-2.77072,-1.11641,-3.46907,-3.09151,-2.43839,-3.60838,-1.65473,-0.0138489,-5.87112
43,572,21,231,84.3333,43.3258,0.512501,1.08132,1.19311,-3.58521,-2.9974,-1.98661,-3.13935,0.497234,-1.70793,-1.85776,-2.49657,-0.0249463,-2.67675,-1.56237,-3.04356,-0.84869,-3.4449,-3.00625,-2.86682,-3.57022,-1.28061,-0.283506,-5.89627
44,585,32,149,68.1,29.2897,0.515059,1.12225,1.14597,-3.65574,-2.95976,-1.83889,-2.79096,0.548902,-1.66866,-1.81798,-3.11034,-0.112732,-2.74645,-0.946293,-3.17046,-0.586991,-3.81379,-3.19216,-2.98163,-3.5817,-1.52575,-0.586653,-6.04744
45,598,22,156,77.9333,32.6031,0.506059,0.891365,0.720676,-3.91254,-2.66598,-1.51601,-2.57618,0.664307,-1.86414,-1.96516,-3.11816,-0.261083,-2.59096,-0.901563,-3.15771,-0.654373,-3.84197,-3.24285,-2.45106,-3.37869,-1.57459,-0.443475,-6.50816
46,611,28,294,104.2,68.1486,0.511056,1.1493,0.454932,-3.87118,-2.65555,-1.77376,-3.34029,0.807598,-2.32036,-1.65875,-3.42426,-0.706928,-2.47187,-1.27281,-2.59312,-0.815388,-3.4184,-3.7166,-2.46301,-2.86782,-1.34443,-0.436177,-6.59409
47,624,23,239,116.267,57.7396,0.508846,1.07264,0.522331,-4.20499,-2.56975,-1.53397,-3.46245,0.560428,-1.94988,-1.59891,-3.12301,-0.548447,-2.13155,-1.16651,-2.64111,-1.43763,-3.58828,-3.34867,-2.26242,-2.58554,-1.28828,-0.445909,-6.96583
48,637,34,278,121.3,66.822,0.509562,1.06623,0.900633,-3.88752,-2.44662,-1.33059,-3.68054,0.814917,-1.6905,-1.84499,-3.35609,-0.525677,-2.50808,-1.59876,-2.72316,-1.64801,-3.95634,-2.7772,-2.2521,-2.86469,-1.14162,-0.216766,-7.24664
49,650,37,178,101.033,44.6422,0.488189,1.03915,0.912449,-3.91328,-2.54292,-1.28233,-3.22191,0.795412,-1.61687,-1.51744,-3.37585,-0.497237,-2.45731,-1.74489,-2.6877,-1.3907,-3.73512,-2.59851,-1.96258,-2.93915,-1.18739,-0.460988,-6.68205
50,663,24,305,105.233,58.8931,0.481068,1.19982,1.20911,-4.28707,-2.41569,-1.09271,-3.25748,0.246657,-2.10478,-1.44589,-3.55755,-0.257727,-2.6512,-1.9605,-2.54956,-1.63491,-3.25229,-2.33699,-2.30283,-2.90434,-1.07919,-0.497638,-6.53595
51,676,61,225,131.833,51.0099,0.485489,1.04711,1.30342,-4.55651,-2.6407,-0.982134,-3.11464,0.0654842,-2.48945,-1.68272,-3.39337,-0.500786,-3.06297,-2.33979,-2.0208,-1.75221,-3.33602,-2.27722,-1.93524,-2.60779,-1.01473,-0.375534,-6.62594
52,689,42,249,116.1,46.7527,0.475257,1.15106,1.39326,-4.21165,-2.61977,-1.32514,-3.21204,0.166935,-2.35464,-1.16197,-3.15648,-0.577211,-2.82594,-1.90748,-1.95536,-1.7918,-3.41618,-2.2486,-1.7414,-2.98567,-0.776505,-0.0622165,-6.67708
53,702,15,230,94.6667,44.1887,0.47914,1.21118,1.44998,-4.28308,-2.71246,-1.47896,-3.38849,0.295497,-2.14258,-0.981716,-3.38883,-1.10142,-3.23007,-2.41405,-1.97044,-1.84666,-3.07858,-1.95035,-1.88962,-3.32056,-0.609171,-0.444402,-6.45765
54,715,34,196,94.2667,42.6881,0.499054,1.22312,1.63884,-4.44017,-3.04127,-1.44624,-3.39459,0.333257,-2.01725,-0.516335,-3.86762,-1.08717,-3.47299,-2.6109,-1.60258,-1.87539,-3.04449,-1.60317,-1.92349,-3.22906,-0.66901,-0.837758,-6.33805
