generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,109,1050,382.4,228.033,-9.96016,3.2583,-3.73738,-4.28113,-6.02006,-6.1373
1,200,160,44922,10406.9,10519.4,-10.3616,5.63988,-6.04397,-12.4307,-9.09754,-6.63983
2,300,669,80241,25114.2,20084.3,-8.90522,8.7463,-7.8583,-17.8836,-13.3845,-6.87123
3,400,239,119610,30285.4,30862.8,-9.41028,7.6786,-6.6448,-18.1174,-11.378,-6.35368
4,500,814,100436,26723.6,25682.5,-8.66318,6.22355,-7.09807,-19.8345,-12.4749,-6.45014
5,600,146,86794,22886.4,24360.9,-8.80938,5.73815,-7.65942,-19.3532,-12.964,-6.75693
6,700,1135,133717,31335,31154.6,-9.84257,4.91278,-7.34263,-19.7785,-13.3693,-6.59145
7,800,1921,140669,38120.1,33212.6,-9.19104,5.8849,-6.11668,-19.295,-14.9742,-6.93956
8,900,542,78688,18179.3,18754.4,-9.2542,4.74973,-5.89097,-19.0824,-15.1133,-6.95079
9,1000,913,89324,25662.1,20237.9,-10.6591,4.77449,-6.91999,-21.642,-16.009,-7.51198
10,1100,808,106301,23824.3,23928.6,-11.6971,6.71605,-7.60612,-21.1499,-18.6055,-8.11942
11,1200,2329,185525,38113.3,41267.7,-9.67972,6.5867,-7.62768,-21.3797,-18.9386,-7.8458
12,1300,1941,137233,30133.2,31459.6,-10.0767,7.37729,-7.67961,-21.4994,-19.3188,-8.09663
13,1400,793,105390,32024.8,27539.5,-11.1277,8.17002,-7.40706,-21.4374,-21.8577,-8.6822
14,1500,883,77853,25054.7,20635.9,-11.6602,8.34643,-8.34756,-21.5322,-23.2674,-9.13494
15,1600,261,79818,25027,24774.8,-11.4131,8.46512,-7.97511,-22.7176,-22.673,-9.4791
16,1700,766,196237,33540,40454.6,-12.0263,7.37733,-8.4899,-23.759,-22.355,-10.1591
17,1800,348,129759,22869.5,28599.2,-12.9745,6.41133,-8.67718,-24.6432,-23.1488,-10.4674
18,1900,575,168929,38506.1,39981.1,-13.0582,8.67199,-9.33762,-26.3424,-23.3318,-10.6427
19,2000,1730,128043,36608.5,31873.5,-12.9784,8.73126,-9.61038,-26.2385,-24.671,-9.83383
20,2100,957,160162,35582.7,45117.7,-13.2863,8.93838,-9.44847,-25.5417,-26.6524,-10.1677
21,2200,1693,110790,31171.7,31718.8,-13.468,8.96103,-10.2997,-25.8438,-27.0191,-9.84333
22,2300,326,90309,24722.1,24049.2,-13.4064,9.64178,-9.55561,-26.034,-26.4648,-9.58749
23,2400,1260,151197,37491.4,38179,-13.9167,10.2245,-9.4155,-27.553,-25.9516,-9.59695
24,2500,1497,99780,27979.7,24501.5,-15.1377,9.57623,-9.85696,-29.3806,-25.5681,-10.2033
25,2600,619,67190,20406,19762.1,-14.8932,8.71514,-10.5107,-31.6965,-24.5699,-10.107
26,2700,512,141738,30745.3,34247.3,-14.8345,9.33771,-11.4452,-31.807,-22.9864,-10.9767
27,2800,739,127236,25520.3,28333.5,-13.6438,9.04907,-10.9539,-31.5394,-22.9593,-10.937
28,2900,63,113378,25106,26532.6,-14.3647,10.5431,-9.6016,-32.062,-23.3317,-11.3921
29,3000,313,97039,20827.3,20213.1,-14.0865,8.33003,-10.0135,-30.5996,-21.7429,-10.7512
30,3100,951,125213,28352.1,30932.8,-14.2331,9.51255,-9.42876,-29.8376,-21.9244,-9.99352
