generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,3,0.5,0.861034,-1.89868,-0.0409753,-1.18816,-5.37343,-4.11272,4.86628,6.63222,-3.10692,3.18238,1.28346,2.10911,-3.6949,-4.73591,-1.72976,-2.29718,3.25289,-0.796479,0.209671,-0.901811,-1.64662,-1.48468,-2.50985
1,200,0,7,1.26667,1.61743,-2.61904,-2.25057,-3.48842,-11.7283,-5.32074,3.71514,9.0042,-2.61135,7.57035,5.55835,0.182165,-4.11201,-11.6241,-3.37179,1.25007,-0.768041,0.0919498,-3.05065,-2.30066,-5.10796,-9.82163,-3.66391
2,300,2,13,6.23333,3.16972,-4.97043,-2.50416,-6.47324,-12.3861,-6.09834,-0.00252866,-1.74319,-3.52474,5.95921,3.42495,0.934678,-6.39481,-9.95208,-5.89831,-1.49424,-2.99115,0.430131,-3.59938,-3.44315,-10.9032,-12.5817,-6.75219
3,400,5,29,15.0333,6.05426,-12.4032,-1.59385,-8.79743,-12.4157,-4.7726,-4.31751,-0.998971,-7.00174,4.83394,1.16157,-0.698574,-8.68552,-10.8333,-8.40558,-0.725732,-4.54209,-2.03843,-10.4957,-2.60434,-11.2013,-16.4287,-8.51394
4,500,10,48,27.2667,10.4087,-14.9763,4.2662,-8.93167,-8.95388,-5.83238,-2.93714,-1.48253,-9.96494,1.70105,1.01507,-4.39792,-5.12301,-14.6554,-8.59042,-7.67044,-10.0324,-1.69046,-13.8869,-1.45361,-12.9617,-19.6151,-11.8167
5,600,15,68,38.9333,15.3307,-15.3419,3.43732,-8.44547,-7.29497,-1.96961,-1.47879,-1.75866,-9.41397,2.2558,-0.526749,-6.17673,-6.42544,-15.9354,-5.11561,-9.76284,-8.72884,-4.37408,-8.247,-1.47596,-14.3439,-20.128,-16.7296
6,700,14,86,52.3,19.162,-15.8035,1.43026,-12.2726,-4.73791,-4.37798,-2.92984,-1.89,-8.71429,-0.335715,-0.135687,-6.69792,-8.74738,-16.7805,-8.14855,-7.55263,-10.1517,-5.41128,-8.8965,-1.36673,-15.0289,-18.5129,-18.1657
7,800,20,124,55.1,23.7811,-14.9054,2.70571,-13.9284,-7.0635,-4.43983,-6.08474,-2.58034,-6.49634,-1.4248,-0.19596,-8.07693,-9.54583,-15.8802,-8.13275,-8.71166,-10.02,-8.18841,-5.94779,-3.20329,-15.3344,-18.0113,-19.024
8,900,30,170,73.8667,36.4159,-19.326,2.38456,-12.626,-6.46507,-5.90311,-6.46201,-3.73793,-8.233,-5.05755,-1.28952,-6.13528,-9.87595,-17.2387,-8.02041,-8.29311,-8.10435,-9.55429,-7.13867,-3.58535,-11.398,-15.0567,-22.3051
9,1000,21,201,81.4,43.7624,-15.8695,3.63665,-13.8593,-5.5637,-4.50835,-7.9742,-4.65046,-8.69085,-4.88221,-4.4912,-4.26951,-13.2294,-17.0943,-8.80234,-11.0839,-8.58167,-9.2135,-7.96767,-5.63166,-9.02422,-14.7635,-27.0447
10,1100,37,234,105.2,51.4,-17.8148,2.16324,-13.4708,-4.48024,-4.49526,-8.00196,-2.96782,-10.8523,-4.60326,-3.58219,-3.71379,-12.9124,-15.8618,-6.91142,-10.3453,-8.14523,-11.1437,-8.21078,-5.21766,-7.47339,-14.2447,-32.496
11,1200,46,497,147.533,94.8639,-17.7064,2.7367,-15.5343,-4.50312,-4.62677,-5.58926,-2.27922,-9.9592,-4.98592,-5.87446,-1.63212,-12.5973,-15.9316,-8.06667,-10.5689,-9.39818,-11.498,-9.70614,-4.86805,-9.59969,-12.5615,-35.2199
12,1300,41,448,162.433,88.871,-14.7764,4.72868,-13.8766,-4.93512,-3.6465,-7.35724,-5.03636,-9.22986,-5.91659,-6.7601,0.121876,-13.1391,-14.9931,-7.39233,-10.4403,-10.3894,-9.2152,-11.7463,-6.06661,-9.34984,-12.6347,-37.7114
13,1400,39,670,201.6,142.261,-12.7089,7.05494,-14.9748,-4.00774,-4.23044,-7.11133,-4.78116,-11.2105,-4.87733,-6.93065,0.334025,-11.7386,-13.7305,-8.02246,-10.0829,-12.1799,-9.91814,-12.5333,-5.28051,-11.1622,-12.3782,-38.2391
14,1500,43,485,175.2,98.5678,-11.7438,5.54182,-13.9773,-2.92945,-3.76831,-5.96359,-4.35567,-13.5987,-3.98903,-6.87651,1.32665,-11.4771,-11.3906,-7.34585,-9.64276,-12.5165,-12.9607,-14.1973,-6.37684,-11.7159,-13.7257,-42.9991
15,1600,45,441,189.467,97.4438,-9.00136,5.80035,-13.527,-4.04962,-3.60756,-6.94202,-3.59988,-14.3832,-3.9188,-7.61862,2.22327,-11.6388,-11.1685,-8.3274,-10.2496,-14.7044,-12.5366,-13.6793,-4.43402,-12.1158,-13.9186,-45.5842
16,1700,58,739,237.567,153.316,-9.02808,6.43586,-14.2275,-3.44328,-2.77035,-8.13602,-3.95385,-15.3176,-2.76536,-6.50483,2.87602,-12.9956,-11.9116,-10.2186,-10.3604,-14.9623,-11.278,-12.6854,-6.13589,-11.8807,-10.9257,-48.3016
17,1800,98,813,247.533,167.851,-5.65499,6.7496,-13.7607,-2.87929,-1.96275,-8.22913,-2.75527,-12.6825,-0.53537,-7.59919,3.06681,-13.1752,-11.4079,-12.6133,-11.2493,-14.7909,-11.6011,-13.6336,-5.15851,-11.8457,-12.2269,-50.6138
18,1900,80,1193,340.867,264.707,-10.7611,8.19512,-13.1993,-3.85354,-1.21974,-8.66659,-4.31686,-9.10581,-0.766991,-6.0732,4.2104,-12.8361,-10.4102,-11.5857,-11.3053,-14.2884,-9.48587,-13.2194,-5.54052,-12.1712,-12.5279,-51.128
19,2000,46,644,241.033,147.022,-10.6576,6.61233,-11.5451,-3.59705,-1.56271,-8.441,-6.29723,-10.817,-1.14948,-7.08694,4.55725,-12.3372,-11.4984,-14.906,-11.1617,-13.3666,-8.71148,-14.1411,-4.79249,-12.3211,-15.8411,-51.0355
