generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,0,0,0,0.937193,0.0891272,-0.445172,0.154897,0.431064,-0.386744,-0.0737964,0.000900636,1.1749,0.0557262,-0.494223,-0.0309428,0.753706,-0.490018,-0.379364,1.24191,-0.203394,-0.459534,-0.360039,0.235442,-0.193077,0.454864,0.710883
1,26,0,1,0.0333333,0.182574,0.887274,-0.393209,0.336609,0.501311,0.467399,0.354141,0.127484,-0.815643,1.47772,0.249922,-0.239326,0.0770345,0.929506,0.171278,-0.477053,0.613752,-0.616566,0.247309,0.589484,-0.878034,-0.310833,0.478724,0.693002
2,39,0,1,0.0333333,0.182574,0.847529,-0.76393,-0.256986,0.165291,0.243117,0.292848,0.417984,-0.373524,1.10041,0.787247,-0.726763,-0.213955,0.187137,-0.629838,-1.51148,0.13628,-0.664223,0.142661,0.654037,-1.0643,-0.994055,0.316659,0.663604
3,52,0,1,0.1,0.305129,0.815178,-0.286996,-0.306555,0.708385,0.323204,-0.438151,1.02241,-0.115245,1.03487,1.88298,-0.313162,-0.284606,0.36683,0.270633,-1.70919,0.112911,0.00353156,0.0920559,0.634394,-0.785371,-0.326197,0.463357,0.512184
4,65,0,0,0,0,0.78752,-0.329904,-0.317789,0.180857,0.835594,-0.271331,0.569772,-0.54283,0.913134,2.00728,-0.743556,0.43258,0.805947,0.75164,-1.81132,0.366021,0.159576,-0.392124,1.05021,-0.392736,0.109173,0.109694,1.00048
5,78,0,1,0.0666667,0.253708,0.787285,-0.855691,-0.324506,0.446246,1.51621,-0.593807,0.366216,-0.271223,1.47287,1.78702,-1.40814,1.04579,0.827532,0.94552,-2.11952,-0.160949,0.0365034,-0.217534,1.8649,-0.697255,-0.0834711,-0.39419,0.807797
6,91,0,1,0.0333333,0.182574,0.787798,-1.40528,0.0148232,0.511601,1.80389,-0.722013,0.772272,-0.511945,1.64011,1.89774,-1.31284,0.563822,0.520296,0.448316,-1.4865,0.638875,0.980544,-0.785372,2.24404,-1.2999,0.174099,-0.293614,0.435372
7,104,0,0,0,0,0.787943,-0.569753,0.120094,0.797029,1.82953,-0.710205,1.4462,-0.0323077,2.1026,1.41773,-0.84486,0.404453,0.836106,0.0798511,-1.42242,1.82406,0.757104,-0.369529,2.65683,-0.313704,0.173133,-0.304061,0.033951
8,117,0,0,0,0,0.785241,-0.180271,0.488409,0.547685,2.11545,-0.773119,1.47459,-0.600881,2.38657,1.64328,-0.299446,0.426687,1.45486,-0.0233844,-1.69072,1.73428,0.924094,-0.0840355,2.69306,0.0282572,0.500162,-0.163878,0.224725
9,130,0,0,0,0,0.774425,0.59853,0.325901,0.234121,2.13344,-0.757804,1.21767,-0.634491,2.28167,2.03219,-1.34394,-0.0676363,1.19074,0.320193,-1.23016,1.79519,1.10402,0.0363658,2.77284,-0.27479,0.385491,0.654977,0.561559
10,143,0,1,0.0333333,0.182574,0.773202,0.959796,0.256393,-0.0941579,2.58534,-0.73935,1.56991,-0.316669,1.97849,1.26058,-1.60942,0.0188168,0.240877,0.765546,-1.36476,1.36666,1.12512,-0.124463,2.66777,0.364813,1.28588,0.228266,1.36246
11,156,0,1,0.1,0.305129,0.782369,1.43005,0.791374,0.184839,2.46118,-1.27747,2.35384,-0.856793,2.45287,1.97593,-1.82482,-0.0398151,0.10669,0.881057,-0.573535,0.909659,1.02789,-0.529737,2.49015,0.474984,1.11757,-0.207948,1.19664
12,169,0,0,0,0,0.782792,1.58982,0.766004,-0.028409,2.65542,-0.787508,2.1258,-1.38333,2.00737,1.62037,-1.40665,-0.342665,0.838831,1.06713,-0.447232,0.563557,0.269083,0.615391,2.95699,0.313614,1.30079,-0.128618,1.67721
13,182,0,0,0,0,0.771752,1.48095,0.869531,0.414141,2.11408,-0.551204,2.5669,-1.2132,2.09169,2.26498,-0.884764,-0.223266,0.991907,0.959595,-0.21909,0.763437,0.213477,0.919478,2.64329,0.172499,2.02398,0.0955995,1.21313
14,195,0,1,0.0333333,0.182574,0.746999,1.05959,1.04624,0.486559,2.42434,-0.718912,2.17688,-1.54753,2.47724,2.13409,-0.90187,-0.00238903,1.0346,1.2517,0.268898,1.08874,0.524465,0.393238,2.19214,0.231858,2.03725,0.267363,1.62856
15,208,0,1,0.0333333,0.182574,0.719751,0.845924,1.16301,0.709794,2.9374,-1.14995,1.82475,-1.22048,2.37353,1.89511,-1.09251,0.0846272,0.649247,1.20684,0.71714,0.655282,0.538734,0.126712,2.23439,0.452225,2.0399,-0.236365,1.59314
16,221,0,0,0,0,0.686053,1.09663,1.08897,0.180671,2.87829,-0.778948,2.09242,-1.51236,3.22665,1.62419,-1.36237,-0.209473,0.501638,0.832288,0.333964,0.836173,0.120955,0.204822,2.80196,0.105692,1.56349,-0.161371,1.84513
17,234,0,0,0,0,0.646032,1.04773,0.800347,0.079428,2.84553,-0.641822,1.32787,-1.32405,3.02314,1.49296,-1.19414,0.117934,0.563305,0.649456,0.409865,0.852703,-0.0395505,-0.171176,2.96615,0.235749,1.57618,-0.576502,1.68368
18,247,0,0,0,0,0.612764,0.663077,1.05548,0.0178517,2.81401,-0.801323,1.16328,-0.914844,3.04403,1.42871,-1.23977,0.26978,0.615368,0.824366,0.462341,0.289423,0.205633,-0.354669,2.97066,-0.00217932,1.70172,-0.636291,2.11674
19,260,0,0,0,0,0.598298,0.310195,1.10928,0.62841,3.28839,-0.951142,1.34096,-0.949111,2.90864,1.46985,-1.47483,0.717759,1.24829,0.657047,0.896994,0.493975,0.390722,-0.702542,3.4196,0.0200113,1.8059,-0.451084,2.20017
20,273,0,1,0.0666667,0.253708,0.583127,0.288756,0.897504,0.544098,3.27833,-1.15912,1.09981,-0.969224,3.18492,1.39724,-2.07741,0.936719,1.32807,1.26261,0.455221,-0.0273669,0.571074,-0.634702,2.94709,-0.24579,1.59829,-0.660647,1.93247
21,286,0,1,0.0333333,0.182574,0.576803,0.110059,1.04934,0.796669,3.6524,-1.34711,1.34258,-0.93242,3.53782,1.0667,-2.08903,1.42234,1.59563,1.25286,0.726494,0.457341,0.418743,-0.365317,3.23161,0.0549748,1.72874,-0.47733,2.20921
22,299,0,0,0,0,0.571717,0.24235,1.23295,0.728596,3.94948,-1.06688,1.52274,-1.56293,3.73939,1.59705,-2.39172,1.48338,1.67438,1.3365,0.437226,0.843837,0.461879,0.103556,3.67146,-0.32121,1.58717,-0.158438,1.66648
23,312,0,0,0,0,0.583274,-0.040471,0.839374,1.08892,4.33837,-1.0928,1.77136,-2.10204,3.34388,2.22403,-2.34094,1.14927,2.32272,1.55055,0.196067,0.907595,0.441218,-0.173611,4.26539,-0.254327,1.60028,0.0889451,1.51876
24,325,0,1,0.0666667,0.253708,0.57183,-0.104185,1.22938,1.04395,4.24795,-0.841802,1.91213,-2.14088,3.37548,2.09697,-2.2502,1.10729,1.95324,1.43617,0.127927,0.827067,0.0714033,-0.177824,4.20675,0.157056,1.17021,-0.30694,1.72484
25,338,0,1,0.0333333,0.182574,0.555864,-0.107531,1.02298,0.634647,4.27375,-0.919569,1.76008,-2.51122,3.2291,1.4248,-2.06671,1.22816,1.81652,1.75728,0.231565,0.829624,0.291459,-0.371465,3.76926,-0.427715,1.00819,-0.510755,2.36487
