generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,95,3747,660.333,677.518,-12.6656,0.256628,-7.37402,-10.3327,-6.06865,-9.06641
1,200,90,80513,15459.3,16519.5,-14.5905,4.12723,-7.30123,-17.8398,-16.3482,-9.02701
2,300,1575,70958,21305.8,18265.3,-17.5126,8.49065,-9.51213,-21.272,-27.0805,-10.172
3,400,2941,68888,22665,17637.6,-16.5723,10.9712,-10.2637,-24.8125,-28.7223,-10.5186
4,500,943,88831,22332.2,21514.9,-16.082,9.4484,-10.269,-24.5887,-30.7167,-11.4285
5,600,745,117349,26488,27513.5,-15.9716,9.7548,-10.1348,-25.8564,-32.26,-11.8357
6,700,2446,53127,22420.2,15676.4,-16.6561,9.47322,-9.62691,-26.7401,-31.1985,-12.4997
7,800,2124,151395,32041.3,36845.6,-17.4133,7.78468,-10.1728,-27.4773,-31.8242,-12.8181
8,900,653,49139,14746.7,12823.8,-18.8461,7.21816,-9.38221,-27.1392,-31.4628,-12.6115
9,1000,190,162292,31350.4,34678.7,-18.7198,4.74872,-10.7965,-26.9123,-32.1286,-11.9369
10,1100,2413,97055,26714.4,23248.1,-18.8068,6.44864,-9.43082,-25.7742,-30.3338,-12.0035
11,1200,995,65783,20841.9,17133.4,-15.6945,6.7292,-11.2313,-26.022,-31.3909,-13.937
12,1300,1436,111315,36596.1,27216.5,-16.9269,6.92895,-11.0199,-25.8124,-31.6186,-13.0413
13,1400,1023,88384,29749.9,25033.4,-17.4485,7.02747,-11.4569,-27.0203,-32.8333,-12.8914
14,1500,1033,140189,34218.1,31237.1,-17.9711,7.87606,-11.1724,-28.903,-34.0985,-13.7024
15,1600,178,121426,28158,29082.4,-17.3891,6.93909,-10.9776,-28.2014,-38.644,-13.1332
16,1700,415,73292,24006.9,21851.6,-16.7217,7.89623,-11.6755,-28.1874,-38.6413,-14.3087
17,1800,114,110520,36903.8,31073.1,-16.204,8.68581,-11.9498,-30.3029,-39.4238,-14.0338
18,1900,2800,140034,35434.8,34739.4,-15.421,8.88268,-11.6896,-28.9304,-39.3378,-13.5706
19,2000,252,82827,26459.7,23527.8,-16.8296,8.24538,-12.4251,-28.2001,-38.8842,-14.1189
20,2100,380,95095,24957.1,26661,-17.254,8.08719,-11.1672,-27.642,-40.0399,-12.3394
21,2200,360,79190,23936.8,19599.9,-17.3359,9.14723,-10.2464,-30.2307,-37.9973,-12.4438
22,2300,630,259860,30469.6,54747.1,-17.5922,9.07359,-10.929,-29.739,-38.8046,-12.6879
23,2400,608,58840,22465,15567.7,-17.7137,9.01326,-11.3814,-26.3515,-37.0578,-12.7942
24,2500,1921,159673,39360.5,43213.4,-18.0737,8.85428,-11.4312,-27.179,-36.095,-12.2992
25,2600,176,92208,26242.9,24755.1,-19.0971,9.62295,-12.7617,-28.2719,-38.7509,-13.2229
26,2700,1316,87589,28806,24257.7,-18.4198,7.30614,-11.6548,-28.925,-38.4138,-14.2417
27,2800,1091,98211,29500.3,26089.7,-20.3181,7.41589,-11.4451,-28.0046,-38.9083,-14.212
28,2900,1523,82363,30170.2,24348,-19.3646,7.81787,-11.3315,-28.9873,-40.597,-14.9115
29,3000,435,141915,32784.7,33813.3,-18.4903,9.55878,-11.7953,-30.1607,-39.3061,-15.0901
