generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,5,1.73333,1.33735,0.939845,0.0772724,0.334866,-0.0335645,-0.612605,-0.590258,0.396443,-0.246275,-0.868824,0.0793091,-0.592839,1.15555,0.375807,-0.0815159,-0.503381,0.972994,-0.541954,0.146434,-0.439462,0.193027,-0.590796,-0.703948,0.0119056
1,26,0,5,2,1.43839,0.914348,0.461008,0.469432,-0.560701,-1.18384,-0.491431,0.663761,-0.809974,-1.08839,-0.290785,-1.02032,0.867625,-0.249784,0.135815,-1.40473,1.30816,-0.696772,-0.491071,-1.00907,0.159383,-1.23512,-0.192948,0.0193845
2,39,1,15,5.33333,3.56548,0.915498,0.283968,0.400738,-0.511405,-2.40202,-0.580015,0.617301,-0.855006,-0.809306,0.3227,-0.678383,1.10802,-0.332955,-0.0168337,-1.83252,1.82622,-0.521398,-0.288942,-0.924273,-0.033844,-1.16951,-0.214008,-1.81366
3,52,2,15,8.2,3.44814,0.931849,0.491994,-0.362774,-0.826037,-2.98197,-0.662311,0.194879,-1.45272,-0.530675,0.250526,-0.737777,0.594934,-0.383136,0.0331968,-1.88422,2.5808,-1.01278,-0.987695,-0.56585,-0.588417,-1.05388,-0.631411,-2.1855
4,65,3,36,12.4333,7.0402,0.933788,1.08711,-0.382196,-0.100369,-2.94706,-0.823955,0.44351,-1.60482,-1.01726,0.392648,-0.709705,0.60643,-0.276871,-0.132672,-1.22986,2.32883,-1.19938,-1.27569,-0.409584,-0.676142,-1.06517,-0.888465,-2.8416
5,78,1,17,8.6,3.86496,0.955922,1.12032,0.0828036,-0.0252837,-3.24754,-0.533732,1.50527,-0.804768,-0.811143,0.289067,-0.52832,1.06537,-1.22634,-0.352507,-1.79854,2.45302,-1.50675,-1.2747,-0.276981,-1.38452,-1.52268,-1.14462,-3.7499
6,91,2,21,8.96667,4.13966,0.970818,1.28188,0.487922,0.11875,-2.86222,-0.756255,1.47164,-1.24939,-1.13801,0.386869,-0.421033,1.5109,-1.32584,0.164305,-1.66684,2.56279,-1.56349,-1.91342,-0.51526,-1.8969,-1.64936,-1.30195,-4.10582
7,104,4,15,8.43333,2.7877,0.97152,1.95254,0.254141,-0.0406017,-2.80122,-0.238906,2.12937,-1.03076,-0.612254,0.440736,-0.493448,1.62907,-1.32569,0.407298,-1.62505,1.98827,-1.97367,-2.36272,-0.637089,-1.76713,-0.867411,-1.39364,-4.05918
8,117,4,37,19.3333,7.7519,0.965425,1.33745,0.252206,-0.63979,-1.94498,0.0749302,1.82548,-1.4438,-0.984481,0.688451,-0.924317,0.966371,-1.42775,0.276409,-1.84539,1.44997,-0.912657,-2.46213,-0.85869,-1.82853,-0.954815,-1.79807,-5.05553
9,130,10,102,43.9667,21.8466,0.972218,1.42192,-0.047053,-1.05212,-2.13014,0.0387348,1.41143,-1.91962,-0.41507,1.07574,-1.79497,0.97647,-1.73058,0.537564,-2.1745,0.972747,-0.964678,-2.68194,-1.86404,-1.5238,-1.14404,-2.6905,-4.90471
