generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,61,637,259.667,156.666,-9.21247,3.44646,-9.12665,-5.9492,-8.81314,-7.47202
1,200,1174,36539,9984.5,8580.66,-11.4935,5.42165,-9.07237,-12.6943,-17.4291,-5.36678
2,300,371,69400,23931.3,18791.6,-11.6828,5.19668,-6.9579,-17.1072,-19.7195,-6.82804
3,400,680,41978,18569.1,12854.3,-12.3621,7.68869,-6.51453,-20.0412,-19.4172,-8.50252
4,500,632,93901,27359.1,22615,-9.29585,6.3471,-6.80263,-19.7935,-20.4516,-8.20879
5,600,1175,125704,29521.5,29400.9,-10.7321,6.65662,-6.56942,-20.4749,-20.6159,-9.36542
6,700,609,241195,37866.8,44876.8,-11.2898,5.45568,-7.37818,-21.3903,-20.6269,-9.02871
7,800,649,165486,38305.8,45072.7,-11.6436,5.30281,-7.77826,-20.9485,-20.3675,-8.27885
8,900,435,165523,30165.1,36417.9,-13.5759,5.95744,-7.11367,-23.807,-22.0453,-9.36982
9,1000,906,184954,31551.7,38277,-13.9064,6.13414,-8.37796,-25.5674,-23.1336,-9.47842
10,1100,137,77744,25194.9,24865.6,-13.1129,6.03171,-9.4085,-23.7809,-22.8281,-9.69685
11,1200,169,121124,18709.3,22995.6,-14.1077,4.90069,-9.44556,-24.5187,-23.2216,-8.98136
12,1300,934,109329,35896.2,31472.7,-13.7621,6.83047,-8.33834,-24.09,-24.0237,-9.79855
13,1400,682,89799,28445.5,21169.2,-13.9106,6.61039,-8.59868,-24.3687,-23.3154,-9.91558
14,1500,909,103034,35661.2,26549.3,-13.8943,5.83276,-8.15758,-23.6116,-23.4152,-10.3144
15,1600,182,114507,34407.3,33643.6,-14.075,4.14068,-8.55702,-23.5833,-25.0145,-9.3792
16,1700,357,113100,30402.9,27752.5,-14.3022,6.04761,-8.36817,-22.7941,-24.5434,-9.93169
17,1800,536,109486,31767.4,30668.9,-13.7091,6.56654,-8.41213,-25.3363,-25.0564,-10.2128
18,1900,2746,194594,36241,42319.3,-14.7604,6.02339,-9.30272,-24.143,-25.3584,-10.0816
19,2000,709,116362,20766.1,24280.4,-15.1208,4.76746,-9.55433,-24.2569,-26.2703,-9.75944
20,2100,3020,140784,30206.7,30530.8,-14.9976,4.42173,-8.11528,-22.2999,-26.7612,-10.2194
21,2200,1956,132209,29573.9,32775.4,-14.6991,6.94997,-8.80958,-22.3435,-27.0717,-10.1459
22,2300,247,67634,23493.8,22190.5,-14.6183,7.10553,-9.3975,-23.1012,-28.1396,-10.2921
23,2400,257,102403,26107.1,26826.9,-13.7491,6.63586,-8.92934,-23.5485,-28.301,-11.3051
24,2500,507,94096,25363.2,27286.9,-13.329,6.66813,-9.1733,-22.5763,-26.1759,-11.1174
25,2600,3374,67162,21768.8,17260.7,-12.9124,5.82779,-7.79242,-21.9192,-26.2496,-10.6413
26,2700,1121,140476,33836.3,34137.4,-12.6266,6.90117,-8.37219,-22.8513,-29.2377,-10.6474
27,2800,117,83921,25242.3,23479.9,-13.2463,6.19913,-8.35596,-23.5972,-29.7805,-10.4956
28,2900,1789,127666,30834.3,30535.1,-14.4262,5.46149,-9.29999,-23.848,-29.1235,-10.65
29,3000,1618,99575,25872.3,25761.2,-14.1797,6.74545,-9.9032,-26.2908,-28.2717,-11.1086
30,3100,302,71922,24650.3,20141.2,-13.1673,6.89225,-9.18716,-26.8604,-28.3773,-10.5717
31,3200,3048,144303,30056.6,30431,-14.4573,6.75042,-10.0634,-25.94,-29.1661,-11.3997
32,3300,95,131611,25343.6,30836.5,-13.5622,7.64094,-9.67669,-26.2241,-30.0687,-10.7357
33,3400,369,108565,32665.4,29807.9,-14.1466,7.10231,-9.59436,-25.8105,-30.4278,-10.5079
34,3500,2081,116765,28544.6,23433.4,-13.6834,7.94384,-10.116,-25.8815,-28.9732,-11.1567
35,3600,3401,84055,22192.6,20539.6,-13.401,9.51918,-10.0152,-26.225,-27.1928,-10.8486
36,3700,1450,126591,39193.2,31130.5,-12.8893,8.41171,-10.3152,-26.4295,-27.8375,-10.8662
37,3800,178,175426,25323.5,33995.4,-11.9341,8.64477,-10.8047,-26.4439,-28.099,-10.8823
38,3900,131,104168,27950.9,24886.9,-12.6603,9.05637,-10.8978,-26.3723,-28.8373,-10.6603
39,4000,1515,124252,32373.4,31261.8,-12.9587,8.4718,-10.4472,-26.721,-28.1874,-10.5217
40,4100,105,105404,30787.3,25816.7,-12.7317,8.62218,-10.0169,-27.2252,-28.1243,-10.4868
41,4200,256,66857,24950.4,17821.1,-13.4649,7.94301,-8.76528,-27.2814,-27.3672,-11.2146
42,4300,1374,105789,37081.6,28417.6,-14.2736,8.16177,-9.12666,-27.2603,-28.9304,-10.0477
43,4400,167,84803,26050.3,22489.1,-14.3562,9.63321,-9.97369,-27.4874,-29,-9.67213
44,4500,885,56986,19040.7,14051.9,-13.9196,10.003,-9.90901,-26.8729,-28.828,-10.537
45,4600,999,88303,22404.7,23144.2,-14.1489,10.4769,-10.2058,-26.8339,-29.7493,-10.3198
46,4700,1854,64664,24343.4,15827.8,-14.3945,10.1642,-10.4126,-27.345,-29.7882,-10.926
47,4800,423,111800,26532.3,25110.1,-14.7856,10.2761,-10.2641,-27.3549,-30.5708,-11.4447
48,4900,1805,106384,30154.3,27030.1,-14.7577,9.53036,-10.2531,-27.2207,-28.8858,-11.0312
49,5000,584,156191,30792.3,36030.5,-14.8888,9.37576,-9.84899,-27.5005,-28.2046,-11.1689
50,5100,2329,102582,31656,26590.3,-15.5024,8.6183,-9.6162,-27.4622,-28.3998,-10.9001
51,5200,896,165112,42898.4,36207.7,-15.271,8.33058,-9.47512,-27.5415,-27.1621,-11.0644
52,5300,1296,169823,42557.1,42328,-15.0702,8.80574,-10.0794,-27.2855,-26.4356,-11.3431
53,5400,689,136762,25978.2,26742.9,-14.9736,8.56009,-9.93311,-27.023,-27.2085,-10.8417
54,5500,210,100068,29426.8,23950,-14.7931,8.49347,-9.78927,-27.1372,-26.3473,-10.9302
55,5600,1333,89132,36526.2,27063.8,-14.6043,8.6594,-9.79852,-27.1443,-26.1129,-10.8521
56,5700,2279,125046,37261.7,29538.5,-14.3875,8.78867,-9.91063,-27.1766,-26.2185,-10.655
57,5800,1024,186940,41486,45833.4,-14.486,8.71874,-9.8739,-27.1752,-26.0012,-10.5288
58,5900,862,153081,37215.1,31109.7,-14.516,8.80717,-9.99255,-27.2129,-25.84,-10.5329
59,6000,645,129114,32565.1,31495.3,-14.5584,8.80195,-10.1395,-27.1785,-25.9023,-10.5064
60,6100,2243,170175,28789.3,32756.1,-14.5337,8.88124,-10.1668,-27.1257,-25.8533,-10.4783
61,6200,3822,123439,35937.8,33644.4,-14.6436,8.90793,-10.1905,-27.0609,-25.9526,-10.5033
62,6300,684,175224,38138.2,41771.5,-14.7651,8.92567,-10.2053,-27.0334,-26.0332,-10.5385
63,6400,3820,95959,32052.6,31450.9,-14.7476,8.90581,-10.2153,-27.0885,-26.0755,-10.519
64,6500,664,142912,32392.2,33246.7,-14.7972,8.95204,-10.228,-27.1134,-26.0797,-10.5218
65,6600,934,124508,31133.7,31638,-14.7225,8.93737,-10.1937,-27.1392,-25.9738,-10.5238
66,6700,869,87011,23577.4,20968.1,-14.8212,8.9071,-10.1632,-27.2143,-26.0222,-10.5126
67,6800,2384,87526,34722,24866.1,-14.8677,8.89348,-10.161,-27.2176,-26.0463,-10.5001
68,6900,1869,76015,29248,24096,-14.8084,8.86672,-10.1673,-27.1689,-26.0381,-10.5133
69,7000,731,118372,28974.2,29916.5,-14.6621,8.84226,-10.1365,-27.1174,-25.9297,-10.5051
70,7100,2127,101503,28185.5,26888.2,-14.6159,8.85366,-10.1422,-27.1242,-25.8115,-10.4957
71,7200,688,106720,25514.7,25246.1,-14.5738,8.85854,-10.1396,-27.139,-25.6436,-10.5009
72,7300,439,105734,25322,26382.4,-14.527,8.83716,-10.1456,-27.1135,-25.609,-10.4958
73,7400,176,84675,24821.7,22371.4,-14.5785,8.8446,-10.1487,-27.0798,-25.6542,-10.4987
74,7500,4044,157833,30910.3,29843.9,-14.5305,8.86916,-10.1451,-27.0698,-25.5208,-10.5004
75,7600,563,145724,18353.2,27431.6,-14.3771,8.84881,-10.1539,-27.0778,-25.4214,-10.4983
76,7700,2935,80101,23386.6,17129.9,-14.2341,8.82437,-10.1653,-27.0851,-25.4493,-10.4994
