generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,118,8452,3205.6,2432.85,-8.67719,2.14424,-4.52336,-6.84015,-7.12744,-3.57501
1,200,515,27498,10263.7,7851.96,-11.4106,4.52102,-6.68527,-12.0176,-11.7598,-4.61916
2,300,229,84225,15924.3,17815.2,-11.1913,6.20732,-6.06956,-14.2576,-15.6972,-6.38231
3,400,87,116699,27375.6,24313.7,-10.0673,5.02606,-6.70729,-14.7243,-17.2098,-6.58391
4,500,666,143830,28158.6,29291.1,-8.99622,3.74781,-7.20628,-15.7563,-17.8674,-6.41829
5,600,355,134760,29265.5,29118.9,-9.07389,4.54499,-6.9293,-16.5506,-20.2555,-6.43403
6,700,363,102594,40335.8,30254.7,-9.32606,4.57771,-6.99847,-16.5982,-21.5558,-7.0931
7,800,456,91632,32181,22289.2,-9.42061,4.96088,-7.17062,-16.6957,-21.2172,-7.32384
8,900,175,80821,28758.1,24904,-9.51564,5.09291,-6.88888,-16.9014,-21.5111,-7.26763
9,1000,515,114020,31697.6,31152.3,-9.53032,4.98748,-6.88297,-16.8702,-22.0957,-7.22676
10,1100,2656,122519,30076.6,30063.1,-9.5725,4.92257,-6.80892,-16.7848,-20.5543,-7.42749
11,1200,665,162621,34076.7,35444.2,-9.5225,5.17235,-6.88017,-16.7476,-20.1752,-7.60014
12,1300,881,112757,33140.3,28167.2,-9.44232,4.96208,-6.94747,-16.9113,-18.7777,-7.62083
13,1400,376,92525,26626.8,23975.6,-9.45844,5.07788,-6.90548,-16.9772,-19.156,-7.51658
14,1500,331,134972,36826.6,40089.2,-9.68461,5.08422,-7.0183,-16.9896,-19.4742,-7.553
15,1600,2768,120060,37431.5,30857.7,-9.56607,4.88437,-6.78022,-17.0516,-20.7149,-7.63699
16,1700,1741,119142,29118,26218.2,-9.64647,4.73874,-6.73926,-17.1194,-19.2206,-7.57641
17,1800,1691,149996,21408.1,28031.8,-9.74361,5.0258,-6.75974,-17.0688,-19.6511,-7.54252
18,1900,336,90748,24619.6,23044.3,-9.71255,5.11961,-6.72539,-17.0385,-20.1763,-7.53074
19,2000,769,137867,23868.2,29030.6,-9.66405,5.15985,-6.72482,-17.0394,-20.1605,-7.51725
20,2100,613,208693,33585,44406.1,-9.71078,5.5444,-6.75014,-17.0251,-20.3027,-7.54785
21,2200,928,113813,23150.8,26998.3,-9.65333,5.46631,-6.73899,-17.0213,-20.2434,-7.51699
22,2300,500,99432,27760.1,27328.4,-9.66924,5.76898,-6.69979,-17.026,-20.0148,-7.54332
23,2400,442,95175,30771,24272.8,-9.68659,6.09166,-6.71609,-17.0245,-19.9168,-7.54507
24,2500,1318,102528,24799.8,23407.6,-9.69499,6.38243,-6.80657,-17.0196,-19.4784,-7.54911
25,2600,729,167522,26011.1,33013.5,-9.66979,6.40902,-6.80341,-17.0144,-19.3626,-7.53283
26,2700,935,71803,20707.1,21008.8,-9.65391,6.47038,-6.77642,-17.0148,-19.1474,-7.535
27,2800,1472,102559,30947.7,25411.3,-9.63363,6.55737,-6.69421,-17.0129,-19.1472,-7.48375
28,2900,173,151386,26871.3,34261.4,-9.69501,6.64665,-6.69664,-17.0109,-19.2137,-7.47857
29,3000,236,64744,24151.5,19405.8,-9.66581,6.62532,-6.68115,-17.0124,-19.2143,-7.47859
30,3100,156,160408,36941.2,40477.6,-9.68379,6.85853,-6.67083,-17.0134,-19.0797,-7.49439
31,3200,810,93549,36438.2,28479.5,-9.68816,6.85322,-6.6367,-17.0144,-19.1417,-7.49617
32,3300,1998,73699,25795.7,19321.4,-9.67988,6.93914,-6.63703,-17.0147,-19.1361,-7.48273
33,3400,281,217285,32362.3,45259.5,-9.6663,6.87926,-6.65084,-17.0129,-19.1097,-7.48787
34,3500,5025,85182,24095.2,20932,-9.66596,6.89526,-6.64796,-17.0132,-19.0682,-7.48636
35,3600,733,202701,36573.9,49686.6,-9.65775,6.94832,-6.64644,-17.012,-19.0702,-7.48397
36,3700,721,94915,25526.5,23027.5,-9.6582,6.97766,-6.65949,-17.0121,-19.0675,-7.47755
37,3800,343,89312,36114.2,25070.3,-9.65948,6.90552,-6.65881,-17.0117,-19.0526,-7.47931
38,3900,1652,88617,26341.3,24138.6,-9.66213,6.93886,-6.65341,-17.0113,-19.0467,-7.47481
39,4000,270,75346,27571.4,24478.9,-9.66155,6.93162,-6.65861,-17.0113,-19.0612,-7.47556
40,4100,147,146635,33855,30601.4,-9.66398,6.90063,-6.6592,-17.0114,-19.076,-7.4764
41,4200,1730,90823,34331.6,25801.8,-9.66628,6.80118,-6.65756,-17.0114,-19.086,-7.47511
42,4300,1038,98974,30346.6,31312.1,-9.66159,6.77606,-6.65712,-17.0114,-19.0566,-7.47577
43,4400,1036,132157,31404.9,28708.4,-9.6625,6.80964,-6.65329,-17.0114,-19.0869,-7.47382
44,4500,784,75680,31245.1,23851.1,-9.66526,6.80819,-6.66008,-17.0114,-19.0498,-7.47136
45,4600,554,151921,36310.5,35095.9,-9.66446,6.78137,-6.66649,-17.0114,-19.0701,-7.47431
46,4700,523,122515,27780.2,29063.6,-9.66525,6.75817,-6.66582,-17.0114,-19.094,-7.47426
47,4800,246,111986,28554.5,26455.1,-9.66568,6.78063,-6.66879,-17.0114,-19.0991,-7.47448
48,4900,1172,96527,32242.8,28390,-9.66652,6.77977,-6.6612,-17.0114,-19.1027,-7.47351
49,5000,109,139621,28698.1,33467.8,-9.6651,6.79858,-6.66013,-17.0114,-19.0962,-7.47152
50,5100,892,84390,28540.2,23836.4,-9.66502,6.79456,-6.65969,-17.0114,-19.0987,-7.47235
51,5200,4185,165890,39061.4,38595.4,-9.66522,6.77284,-6.6622,-17.0114,-19.09,-7.47238
52,5300,849,71449,20070.9,18500,-9.66523,6.79229,-6.66073,-17.0114,-19.0941,-7.47133
53,5400,933,139268,28264.7,30983.7,-9.66515,6.78741,-6.66062,-17.0114,-19.0933,-7.47159
54,5500,2191,97664,24516.1,21020.3,-9.66496,6.77741,-6.65676,-17.0114,-19.0918,-7.4717
55,5600,1881,130604,30600.5,29142.7,-9.66503,6.79211,-6.65605,-17.0114,-19.0923,-7.47764
56,5700,238,90859,26137.8,22730.6,-9.66493,6.79398,-6.65436,-17.0114,-19.0925,-7.48393
57,5800,598,130248,27764.9,26164.2,-9.66478,6.79323,-6.6606,-17.0114,-19.0928,-7.47718
58,5900,1058,148684,32114.3,35633.9,-9.66485,6.79118,-6.66068,-17.0114,-19.093,-7.47468
59,6000,925,69741,27078.3,20307,-9.66492,6.78937,-6.66474,-17.0114,-19.0927,-7.47698
60,6100,1906,136902,35399.7,33529.4,-9.66485,6.78414,-6.66484,-17.0114,-19.0923,-7.47718
61,6200,968,175251,29181.4,34524.1,-9.66482,6.7813,-6.66388,-17.0114,-19.0923,-7.47393
62,6300,756,196202,34368.6,40213.6,-9.66481,6.78156,-6.66406,-17.0114,-19.0916,-7.47428
63,6400,1360,86891,19564.7,18674.1,-9.66479,6.78002,-6.66163,-17.0114,-19.0913,-7.47454
64,6500,94,110635,30280.4,27253.9,-9.66474,6.78036,-6.66189,-17.0114,-19.0912,-7.47431
65,6600,1499,92010,27224.6,25246.7,-9.6648,6.77661,-6.6628,-17.0114,-19.0913,-7.47483
66,6700,1372,94541,29943.3,29989.7,-9.66482,6.78079,-6.66308,-17.0114,-19.0916,-7.47442
67,6800,141,116946,34857.8,32583.1,-9.66479,6.78052,-6.66407,-17.0114,-19.0917,-7.47401
68,6900,129,132479,30332.6,30152.2,-9.66481,6.77991,-6.66404,-17.0114,-19.0919,-7.47387
69,7000,1558,59851,22051.9,15821.8,-9.66481,6.78409,-6.66384,-17.0114,-19.092,-7.47392
70,7100,31,59509,22689.2,17477.2,-9.66481,6.77856,-6.66379,-17.0114,-19.0921,-7.47377
71,7200,627,81983,31305.9,25673.3,-9.66481,6.77677,-6.66384,-17.0114,-19.0921,-7.47367
72,7300,2783,140206,27553.6,29872.2,-9.66479,6.78269,-6.6639,-17.0114,-19.092,-7.47375
73,7400,269,56758,19548.9,15993,-9.66479,6.78876,-6.66395,-17.0114,-19.092,-7.47372
74,7500,886,110390,31097,30644.4,-9.66481,6.77497,-6.66395,-17.0114,-19.0921,-7.47364
75,7600,1394,199133,41178,42996.8,-9.66482,6.77662,-6.6639,-17.0114,-19.0921,-7.47358
76,7700,160,138767,35585.3,40225.3,-9.66483,6.77832,-6.66373,-17.0114,-19.0922,-7.47356
77,7800,115,67367,20733.3,17006.7,-9.66482,6.77444,-6.66372,-17.0114,-19.0921,-7.47354
78,7900,455,131787,29105.1,32346.4,-9.66481,6.76761,-6.66368,-17.0114,-19.0921,-7.47353
79,8000,642,114386,35046.3,29294.1,-9.66481,6.77205,-6.66371,-17.0114,-19.0922,-7.4735
80,8100,2218,63747,24879.1,18030.5,-9.66481,6.77434,-6.66363,-17.0114,-19.0922,-7.47354
