generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,24,120,65.3667,19.8329,-10.036,1.81443,-10.8761,-3.23106,-6.9543,-6.93473
1,200,82,1765,532.767,468.07,-12.5986,7.56656,-9.9574,-11.1681,-7.99231,-6.22369
2,300,396,26304,9356.23,7868.45,-10.5603,4.70631,-7.97904,-14.916,-10.5731,-7.78073
3,400,1263,83534,20555.4,21182,-9.73238,4.3973,-5.10513,-15.4884,-10.1483,-7.38786
4,500,1394,96130,28948.1,26784.9,-9.26577,3.33651,-5.58274,-17.554,-10.4032,-6.80201
5,600,204,104890,28576.4,27204.1,-9.53764,3.78043,-5.33385,-19.8414,-10.0941,-7.21147
6,700,197,98818,27077,27644.7,-9.12279,3.91926,-5.3409,-20.0439,-10.0292,-6.89423
7,800,568,65867,24353.5,19178.1,-9.07827,4.66017,-5.1569,-19.802,-10.0258,-6.85113
8,900,439,132674,28865.6,34114.3,-8.84538,4.76292,-5.27763,-19.8202,-10.716,-7.11288
9,1000,2384,128145,28263.2,30154.9,-8.80762,4.92727,-5.26477,-19.7725,-10.4132,-7.04238
10,1100,848,82561,23100.8,22454.3,-8.49477,5.03666,-5.22059,-19.8298,-10.494,-7.06199
11,1200,226,108614,40552.4,31936.5,-8.57459,4.64555,-5.22079,-19.5947,-10.7165,-7.25833
12,1300,281,83068,20477.8,20751.9,-8.40768,4.4761,-5.30153,-19.8255,-10.7423,-7.18318
13,1400,719,160762,28871.1,28948.7,-8.4066,3.93848,-5.29658,-20.4007,-10.3258,-6.90827
14,1500,2075,128105,33067.3,32169.9,-8.3884,3.54438,-5.29936,-20.4024,-10.2916,-6.99837
15,1600,4203,103852,34896.2,27663.9,-8.93543,3.80854,-5.29045,-18.9683,-10.5416,-6.92011
16,1700,1654,99975,25048.3,23441.4,-9.17586,4.14187,-5.28606,-19.3345,-10.3791,-6.90891
17,1800,1320,77168,28464.6,23260.8,-8.98393,4.25597,-5.27254,-20.3439,-10.5363,-6.81246
18,1900,567,81745,28760.6,23465.2,-9.3984,4.25756,-5.25612,-19.8474,-10.0604,-6.85593
19,2000,1368,110125,23042.3,24207.1,-9.3257,4.3758,-5.23625,-20.6474,-10.1981,-6.86827
