generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,580,45961,14597.4,14874.1,-6.08601,0.989495,-1.8911,-4.64725,-10.6623,-3.97563
1,200,695,33053,8017.93,7507.12,-9.94412,3.71108,-2.31991,-12.3056,-16.0668,-5.82558
2,300,195,84900,19542,20614,-9.43836,3.8215,-3.3892,-12.1769,-17.9319,-7.31005
3,400,1470,177885,27771,37686.3,-9.34617,3.15194,-3.96256,-15.3249,-16.6805,-7.16398
4,500,1370,120342,28933.6,32584,-8.42706,3.12007,-4.56007,-16.0636,-13.3136,-7.12731
5,600,2416,80571,25228.9,23318.9,-8.09475,2.56436,-4.3787,-15.0596,-15.3712,-6.61883
6,700,300,55929,14774.3,15280.7,-8.20416,2.42228,-4.33101,-14.6885,-14.7417,-6.82371
7,800,400,130596,31357.6,28733.4,-8.2767,2.86873,-4.44416,-15.351,-12.2257,-6.96362
8,900,1345,138577,31606.1,29944.1,-8.33768,3.18008,-4.63103,-15.3323,-12.3135,-6.77072
9,1000,435,120035,28377.6,27540.8,-8.31596,3.30632,-4.6457,-15.2959,-13.6167,-6.67982
10,1100,639,85518,24208.3,19502,-8.26506,3.39807,-4.64358,-15.0186,-13.656,-6.62954
11,1200,248,120306,26515.5,27165.4,-8.33158,3.52333,-4.71868,-14.8982,-12.7099,-6.54719
12,1300,133,140379,28937.9,28020.8,-8.22711,3.50589,-4.90164,-14.8086,-12.7669,-6.62294
13,1400,344,135754,37238.5,37227.9,-8.23846,3.42033,-4.87519,-14.9958,-13.1927,-6.62613
14,1500,618,63878,23889.1,17269.2,-8.15066,3.39539,-4.88327,-15.0471,-13.922,-6.5926
15,1600,2177,116532,29552.7,30735.4,-8.05602,3.45261,-4.96296,-15.1459,-15.0394,-6.47306
16,1700,2806,113834,27981,26227.2,-8.14354,3.47227,-4.9799,-15.5475,-15.3299,-6.63599
17,1800,711,96124,23982.5,26631.7,-8.15423,3.46515,-5.00179,-15.5311,-14.9927,-6.48832
18,1900,529,167761,37780.1,36862.8,-8.21363,3.47861,-5.09392,-15.6902,-14.9798,-6.50475
19,2000,823,108814,31444.9,25644.1,-8.22883,3.49299,-5.2291,-15.2998,-14.7741,-6.81192
20,2100,1079,152218,31738.2,35820.7,-8.27874,3.49813,-5.22237,-15.0623,-14.693,-6.48099
21,2200,941,120410,25488.6,29218.7,-8.28771,3.44006,-5.27042,-15.301,-14.6379,-6.23035
22,2300,3109,111155,32079.2,30533.4,-8.3023,3.40025,-5.28789,-15.3747,-14.6166,-6.07844
23,2400,68,216838,34299.7,42875.5,-8.30262,3.33258,-5.28321,-15.6158,-14.5903,-5.96575
24,2500,3368,155176,36048,40465.8,-8.3015,3.46624,-5.2544,-15.7689,-14.5958,-6.10392
25,2600,1260,83838,26610.9,23601.8,-8.30538,3.53515,-5.25093,-15.8578,-14.5969,-6.03754
26,2700,746,138488,28659.6,30860.9,-8.3077,3.58436,-5.15527,-15.7127,-14.6544,-6.01496
27,2800,2455,151382,28205.5,36143.9,-8.29421,3.55899,-5.15292,-15.7005,-14.6775,-5.98084
28,2900,3089,141078,28623,33121.9,-8.29538,3.55827,-5.16044,-15.6612,-14.6912,-5.98435
29,3000,389,80660,26845.6,22835.8,-8.28114,3.53426,-5.08913,-15.6125,-14.5025,-6.08499
30,3100,457,133750,35278.2,36352.4,-8.29467,3.48402,-5.15115,-15.6366,-14.6104,-6.11585
31,3200,231,85303,27230.9,23539.2,-8.29644,3.47201,-5.13854,-15.8043,-14.636,-6.15714
32,3300,420,74952,21796.6,19771,-8.29071,3.43583,-5.15548,-15.8193,-14.6516,-6.08225
33,3400,461,131187,29861.9,31605.2,-8.31817,3.42193,-5.17419,-15.8747,-14.6787,-6.05964
34,3500,4242,197499,39054.2,47834.5,-8.3302,3.42052,-5.10903,-15.8712,-14.6998,-5.9852
35,3600,1475,131414,34154.7,33632.6,-8.32485,3.3998,-5.09789,-15.813,-14.7644,-5.92992
36,3700,922,160048,32104.3,34237.3,-8.32376,3.37851,-5.0763,-15.7441,-14.805,-5.85712
37,3800,676,109759,26867.5,24497.8,-8.32324,3.37993,-5.02022,-15.6788,-14.8064,-5.90792
38,3900,1182,82457,22379,20660.7,-8.3351,3.38666,-5.02742,-15.6794,-14.7672,-5.91048
39,4000,1007,151864,50205.2,47443.5,-8.3236,3.37383,-5.00887,-15.7572,-14.7582,-5.91783
40,4100,6144,143934,43064,29143.4,-8.32146,3.36845,-5.01966,-15.769,-14.7298,-5.91004
41,4200,5438,109889,29600,22424.7,-8.33126,3.3751,-5.00985,-15.7832,-14.7337,-5.90849
42,4300,1503,98256,30096.4,22544.4,-8.35683,3.36703,-5.01142,-15.7076,-14.7336,-5.90447
43,4400,1069,137997,33938,35094.7,-8.36014,3.36931,-5.01378,-15.6174,-14.7338,-5.90933
44,4500,1377,134763,37405.8,36477.1,-8.36342,3.36801,-5.01284,-15.7124,-14.7227,-5.90969
45,4600,1321,151262,29786.1,33356.1,-8.36508,3.37352,-5.00199,-15.8387,-14.7252,-5.91214
46,4700,65,140590,31918.9,32459.7,-8.3672,3.37243,-4.99031,-15.8273,-14.7178,-5.91299
47,4800,2239,100867,24418.8,24485.5,-8.35342,3.37572,-4.99163,-15.8859,-14.7162,-5.91294
48,4900,1770,112258,33819.7,31210.2,-8.35973,3.37305,-4.96228,-15.9092,-14.6994,-5.91135
49,5000,2166,129458,28242.4,31393.9,-8.36387,3.37854,-4.94313,-15.8711,-14.7109,-5.91825
50,5100,334,99843,26447.2,25390.9,-8.36358,3.38069,-4.95762,-15.8781,-14.7151,-5.92015
51,5200,1593,64289,26049.7,18929.3,-8.35948,3.38205,-4.9569,-15.8767,-14.7051,-5.92214
52,5300,735,148807,31837.6,28577.8,-8.36315,3.38107,-4.95651,-15.878,-14.7031,-5.91983
53,5400,1444,223158,40952.1,50383.6,-8.36653,3.38535,-4.94024,-15.8733,-14.7027,-5.92037
54,5500,735,91853,27645.4,25937,-8.37179,3.38269,-4.95251,-15.8783,-14.7005,-5.92121
55,5600,3250,123458,37148.8,28607.8,-8.37247,3.38664,-4.90737,-15.8679,-14.696,-5.92104
56,5700,264,133807,41373.5,33267.9,-8.37106,3.38519,-4.89341,-15.8614,-14.696,-5.92056
57,5800,1189,113060,32481.7,26680.1,-8.37476,3.38479,-4.8721,-15.8646,-14.6962,-5.92
58,5900,2942,107165,32008.5,27730.3,-8.37224,3.38586,-4.88016,-15.8537,-14.692,-5.9202
59,6000,1105,101685,23663.8,22368.8,-8.37477,3.38841,-4.8893,-15.8438,-14.6912,-5.91966
60,6100,363,135774,38082.3,30706,-8.37597,3.38824,-4.88272,-15.8499,-14.6961,-5.91946
61,6200,613,79093,28123.8,20538,-8.37481,3.38795,-4.88354,-15.8618,-14.6955,-5.91942
62,6300,2669,138640,36695.4,31476.2,-8.38063,3.3871,-4.88003,-15.862,-14.6922,-5.9196
63,6400,94,130578,41168.6,36927.8,-8.38242,3.38935,-4.87644,-15.8767,-14.691,-5.91958
64,6500,1473,105525,35424.1,25653.2,-8.37974,3.38992,-4.87763,-15.8749,-14.6932,-5.92068
65,6600,5107,125294,33688.6,32111.3,-8.3791,3.39303,-4.88533,-15.8772,-14.6952,-5.92053
66,6700,1324,78065,28277.8,20091.1,-8.38005,3.39252,-4.89361,-15.8815,-14.6987,-5.92004
67,6800,442,70476,26305.8,19477.2,-8.38043,3.39302,-4.89512,-15.8887,-14.6933,-5.91991
68,6900,455,128413,26136.3,26899.9,-8.38069,3.3927,-4.89272,-15.8804,-14.6916,-5.92014
69,7000,923,138917,28141.4,29014.1,-8.37947,3.39249,-4.89078,-15.883,-14.6872,-5.92044
70,7100,1614,90037,26184.2,22879,-8.37976,3.39217,-4.89589,-15.8827,-14.6878,-5.92032
71,7200,1901,106264,24347.3,24986.1,-8.38083,3.39244,-4.8918,-15.8795,-14.6872,-5.92021
72,7300,1520,112056,36300.8,32114.9,-8.3812,3.39261,-4.89533,-15.8772,-14.689,-5.92001
73,7400,1414,80190,27006.5,22927.9,-8.38127,3.39262,-4.8965,-15.8722,-14.6876,-5.92011
74,7500,251,117858,32141.3,32616.2,-8.38041,3.39238,-4.89582,-15.8738,-14.6882,-5.91994
75,7600,1931,225110,37740.8,41376.3,-8.38061,3.39222,-4.89985,-15.8774,-14.6866,-5.91998
76,7700,1277,222080,38719.8,46278.6,-8.3808,3.39221,-4.89967,-15.8799,-14.6868,-5.92009
77,7800,564,96183,30967.1,25966.5,-8.38054,3.39216,-4.89752,-15.8755,-14.6871,-5.92007
78,7900,1294,136605,37787.5,39233.1,-8.38065,3.39212,-4.89755,-15.8695,-14.6891,-5.92036
79,8000,148,111221,40089.6,29339,-8.38063,3.39212,-4.89954,-15.8713,-14.6897,-5.92042
80,8100,528,84714,28879.9,23481.3,-8.38052,3.3921,-4.89918,-15.8696,-14.6899,-5.92037
