generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,82,733,235.667,131.429,-9.06787,9.669,-6.02365,-5.6505,-3.78967,-3.85313
1,200,316,19828,6271.83,4819.5,-9.4853,12.3325,-7.53872,-15.406,-8.81941,-4.34901
2,300,139,73091,12807.5,14837.5,-9.02547,12.1763,-7.53136,-18.7807,-11.313,-5.32423
3,400,303,91196,17921.1,18925.4,-8.5502,11.1654,-7.1585,-19.1893,-11.0682,-6.27613
4,500,481,197850,28839.9,39810.7,-7.66414,8.71246,-7.79723,-19.2536,-13.44,-6.96433
5,600,890,104877,24871,23072.5,-8.31934,7.83452,-6.71372,-18.0843,-13.8959,-7.61012
6,700,193,98709,24993.1,24871.9,-9.00567,9.67552,-6.62171,-18.0667,-14.0387,-6.64347
7,800,408,47829,19094.1,14156.8,-9.7725,10.2658,-6.31538,-18.2403,-12.5773,-6.93142
8,900,443,147360,27626.4,28366.2,-10.4126,9.66564,-6.33972,-19.7238,-14.9091,-6.68312
9,1000,2610,93663,30089.7,27398.7,-10.8945,9.19158,-7.1682,-21.3286,-14.9171,-6.80249
10,1100,279,60202,19792.4,16415.3,-10.9906,9.99023,-7.43804,-22.8734,-14.8302,-7.34797
11,1200,341,134693,23351.8,24001,-11.8867,9.86543,-6.92694,-26.8667,-15.5603,-6.8756
12,1300,5173,149258,42622.4,31829.8,-11.9839,8.16609,-8.07387,-28.6693,-14.1241,-8.50268
13,1400,72,115549,33163.5,34156.6,-12.49,7.19991,-8.31839,-30.461,-14.4628,-10.181
14,1500,1385,75549,24188.7,21164.1,-11.9438,3.89014,-7.67657,-29.6829,-15.0915,-10.4627
15,1600,631,136821,31732.8,32393.5,-12.0336,5.01201,-8.74071,-28.9815,-17.0018,-10.1431
16,1700,244,92190,20325.7,21682.4,-12.0467,7.04646,-9.09731,-27.6965,-16.9664,-8.26762
17,1800,1466,133511,24331.7,26649.8,-13.3992,6.20265,-8.51655,-24.9037,-19.1887,-9.44585
18,1900,1169,66850,19873.7,17079.4,-13.4315,4.35589,-8.62718,-27.1866,-20.3682,-10.8675
19,2000,1571,93273,24460.6,21554.7,-13.778,5.41136,-8.18931,-26.5,-21.7725,-11.8851
20,2100,1472,153797,28643,29658.5,-14.2959,5.97068,-9.02807,-25.4182,-22.6544,-9.88406
21,2200,109,121995,31229.1,33435.4,-13.8411,7.41787,-9.17095,-25.2777,-23.4093,-9.30399
22,2300,735,121212,35816.1,30469.8,-14.5508,5.20242,-9.25935,-25.8642,-22.9308,-9.14457
23,2400,512,160511,29467.6,37094.6,-15.1084,6.41234,-8.97791,-25.8663,-23.7102,-10.4601
24,2500,847,106836,27084.9,24681.5,-15.4862,6.91632,-8.69092,-24.9738,-22.0096,-11.4944
25,2600,272,102707,23307,24232.7,-16.1119,5.57865,-8.68509,-26.8691,-21.4695,-11.2968
26,2700,62,130782,25884.5,30355.2,-16.3598,6.71838,-9.32957,-28.0815,-20.332,-12.1145
27,2800,1016,110644,30204.1,30158.9,-16.0421,6.71032,-8.83913,-29.8635,-18.9278,-10.8233
28,2900,552,106819,24960.3,25114.1,-16.4104,5.89519,-9.46994,-31.3464,-19.0911,-10.4578
29,3000,809,116254,26130.3,28737.8,-15.615,5.71623,-9.28579,-32.0174,-17.6769,-11.1034
30,3100,745,140342,34712.6,36149.3,-16.7811,5.75171,-10.1791,-32.6213,-18.7125,-11.43
31,3200,2364,126328,39425,31717.8,-16.4887,6.00053,-10.2313,-34.536,-18.9216,-11.9025
