generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,7,1.26667,1.83704,-2.51905,0.222056,-1.0163,-8.4763,1.81254,-1.43333,-2.31473,-7.09807,2.26369,-0.301592,-2.70604,-2.3899,0.816896,-2.49483,1.6266,-0.972313,-0.898608,1.16171,1.7806,-8.22588,3.30789,-7.94825
1,200,0,12,5.4,3.59693,0.777844,-0.00628733,0.149107,-10.01,0.299532,0.162274,1.19695,-7.65355,-1.44413,-2.28638,-7.49855,-3.45718,3.85425,-2.83257,3.05372,-7.57717,-5.85479,-5.24138,4.47447,-8.93474,-0.166233,-11.6335
2,300,5,18,10.7333,3.79594,-4.48199,-3.24442,-1.33546,-14.7735,-5.83746,-0.810148,-1.25797,-6.86055,-4.18301,-4.33102,-8.71391,-4.81981,2.22614,-4.75031,2.14801,-6.5535,-4.98653,-5.98792,-0.247794,-11.5906,-0.788603,-15.2946
3,400,4,59,23.6667,12.5488,-2.39958,-1.71191,-0.280449,-14.6428,-13.2721,1.30728,-2.70381,-8.74024,-2.73235,-4.05633,-5.83616,-8.11876,-1.94319,-5.18935,0.0366039,-11.4227,-8.16632,-4.30067,-2.10157,-17.862,-6.67766,-16.9923
4,500,16,83,41.1,14.1503,3.45872,-1.76859,-0.215077,-14.2772,-3.67065,2.78018,-3.4681,-8.95001,-3.89854,-3.89984,-5.8014,-10.3106,-7.54536,-6.1604,-2.77906,-8.19532,-7.59059,-6.43892,-4.14436,-17.3591,-25.2618,-17.4801
5,600,14,76,34.4333,16.4373,0.884445,-2.28224,0.52461,-14.3252,-6.45589,0.25607,-3.77366,-6.00896,-6.64534,-1.45748,-7.0741,-8.58749,-9.45437,-8.53384,-3.82349,-6.23943,-8.02989,-7.76794,-2.8593,-18.4636,-40.944,-17.876
6,700,9,83,42.3,19.3768,3.09496,-2.14946,0.564137,-14.8825,-3.81073,-0.843576,-5.23422,-5.30319,-8.58406,-3.50757,-6.22423,-9.35431,-9.01954,-8.93744,-4.12918,-8.47509,-5.65743,-8.85052,-3.75167,-18.4558,-38.1883,-17.943
7,800,11,83,43.7333,16.7454,5.76584,-1.53428,0.98826,-14.8765,-11.8168,-3.82865,-5.68677,-4.33916,-8.68717,-3.0561,-9.24653,-10.6359,-7.60232,-10.8759,-4.67344,-6.62098,-5.3961,-9.18359,-5.03367,-18.6588,-36.3705,-20.4532
8,900,12,93,46.7333,20.3486,4.21517,-1.69657,-0.123892,-14.8713,-11.3756,-4.04348,-7.64488,-5.14873,-7.20375,-4.50047,-8.90188,-11.3298,-7.47731,-12.0772,-4.42243,-5.73801,-4.19872,-9.8901,-5.59322,-17.0392,-31.8526,-20.8554
9,1000,18,95,51.4667,19.532,9.86825,-1.23535,-1.17833,-14.7197,-12.0244,-5.70402,-7.96455,-6.3279,-6.5045,-3.26544,-8.48994,-11.3128,-6.59553,-11.354,-5.42702,-6.15568,-4.47732,-11.3451,-5.62123,-16.1631,-32.1422,-21.4176
10,1100,18,141,52.7667,30.2013,7.78111,-0.404207,-1.76126,-14.6503,-5.48969,-5.17228,-7.62921,-7.68108,-7.28213,-1.62364,-8.32222,-11.1801,-6.15681,-11.2868,-4.97637,-5.65948,-3.98262,-12.189,-4.61468,-15.7247,-32.9281,-21.4125
11,1200,15,100,51.4667,20.9214,6.23726,-0.792405,-1.772,-14.5941,-7.78801,-4.94391,-7.18035,-8.42181,-6.65331,-1.89836,-8.60107,-10.9842,-8.8783,-11.4181,-4.65659,-5.98388,-3.44216,-10.9704,-4.66443,-15.662,-34.2537,-21.3003
12,1300,13,111,44.7333,21.6013,7.615,-0.428696,-1.25975,-14.677,-7.66073,-4.88018,-7.55999,-8.76571,-6.1999,-2.39637,-9.1116,-11.1908,-7.89537,-12.5035,-4.55603,-4.24047,-3.61236,-11.0852,-4.42652,-15.1169,-31.8525,-21.3845
13,1400,10,90,50.4333,22.4433,7.11557,-0.707284,-1.4059,-14.5111,-6.63967,-5.51422,-8.09949,-9.77105,-6.2467,-2.45715,-8.37187,-11.3107,-8.85632,-11.7774,-4.693,-4.32446,-3.41936,-11.1357,-4.32208,-15.9095,-29.9559,-22.2017
14,1500,21,135,60.9333,31.1459,5.9164,-0.575048,-1.12141,-14.2932,-5.38163,-5.67215,-8.87289,-8.98809,-7.15931,-1.92347,-7.78414,-11.4053,-7.85918,-11.6943,-4.99885,-4.16281,-3.24759,-11.0298,-4.19814,-14.7184,-29.7473,-22.6587
15,1600,21,86,51.0333,17.8721,5.55207,-0.959478,-1.29394,-14.4471,-7.05553,-5.18323,-9.68615,-9.34586,-7.31118,-1.5826,-7.16709,-11.0249,-8.31292,-12.6418,-5.05872,-3.95875,-3.36783,-10.8771,-4.61268,-15.1125,-28.824,-22.9846
16,1700,20,118,53.2,23.124,5.58156,-0.71363,-0.970565,-14.3775,-6.44282,-5.14387,-8.83593,-8.0712,-7.47884,-1.57457,-8.5621,-11.1735,-7.86999,-11.3282,-5.01825,-4.19207,-3.99538,-10.9165,-4.64504,-14.2163,-28.9995,-22.943
