generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,7,1.86667,1.59164,1.32803,-1.04625,-3.41618,-5.37842,2.77273,-8.64149,-6.56059,0.555672,0.622529,-3.35307,0.118255,-6.54427,4.03832,-3.09975,0.572075,-1.52494,1.87126,-3.11014,-1.70725,-3.83353,0.745618,-1.99035
1,200,0,13,4.1,2.86898,-3.68458,-5.46518,-4.78729,-6.07029,2.74438,-7.80498,-13.4597,-0.454497,-2.02553,-8.44207,2.0804,-6.22788,5.35184,-3.8972,2.97029,-13.4966,-2.63076,-6.61778,-4.00946,-4.42299,-0.763564,-5.39087
2,300,1,27,10.2667,6.44303,-5.71272,-2.03471,-2.98802,-7.70893,-1.24184,-7.76078,-11.4819,-2.53744,-5.08814,-11.6925,-0.685407,-4.68138,5.66178,-4.25718,5.63668,-14.9845,-5.63517,-8.51202,-4.71291,-2.1555,-2.98808,-15.2562
3,400,9,72,29.9667,15.0642,-6.36739,-4.83626,-2.16447,-7.90626,-0.590386,-8.8112,-8.81724,-3.66093,-6.38275,-8.04698,1.38193,-7.09396,1.62042,-8.95171,-4.1406,-18.695,-4.99384,-13.4251,-8.287,-0.821528,-2.63529,-17.0485
4,500,35,167,71.6333,29.9661,-4.58847,-7.14608,-3.57914,-8.77602,-3.1877,-9.21953,-11.5479,-5.4912,-12.9477,-7.74289,-0.311007,-8.8609,0.0581168,-10.1368,-9.89272,-16.5589,-8.8663,-12.6707,-9.45741,-4.17112,-8.15134,-18.3412
5,600,18,177,68.3333,39.112,-2.30143,-10.0037,-4.84822,-8.85152,-7.08702,-7.80584,-11.657,-3.96507,-13.5333,-5.41837,-1.45178,-9.7446,-0.3506,-10.3102,-9.93409,-17.912,-9.54348,-11.9244,-9.24777,-3.80843,-9.38573,-20.2625
6,700,34,190,93.5667,43.4096,3.8977,-10.1272,-6.24262,-10.7617,-7.58353,-7.77395,-12.1647,-4.43741,-17.5665,-7.28104,-1.80952,-8.74995,-0.112793,-7.96325,-10.1561,-16.2714,-10.7361,-11.0852,-8.76464,-3.90962,-9.13744,-22.0584
7,800,46,487,136.667,84.2367,2.32964,-8.62233,-8.93348,-9.84809,-9.17825,-7.76111,-14.3581,-3.45246,-15.6952,-9.70879,-1.38383,-10.5022,-3.2323,-10.1433,-8.79088,-16.0079,-10.9994,-11.224,-9.17446,-4.19308,-7.45415,-25.0945
8,900,20,379,130.833,77.9302,3.98039,-8.77396,-9.50863,-9.81928,-8.58523,-5.61297,-16.6473,-4.52211,-16.7866,-10.014,-1.51696,-10.6168,-4.06213,-11.1578,-8.85018,-16.4674,-11.7445,-11.5837,-8.50252,-3.52288,-6.13151,-27.9126
9,1000,48,377,155.833,86.5261,3.73542,-6.98777,-11.1714,-10.9615,-12.4512,-7.55232,-14.7961,-4.94785,-18.0209,-12.4339,-1.39342,-10.0804,-5.06739,-13.1709,-8.09167,-16.0597,-11.9986,-11.233,-8.70358,-3.84274,-5.36661,-29.8498
10,1100,48,423,146.067,81.03,2.45374,-5.86636,-12.3365,-10.6107,-12.59,-9.48903,-14.3304,-6.98596,-17.771,-12.6281,-1.73134,-13.6418,-5.47923,-14.6781,-6.94201,-15.356,-11.8575,-10.6877,-9.66926,-5.01398,-6.13747,-31.1731
11,1200,87,424,178.1,71.0422,3.14831,-6.14719,-12.9314,-11.3299,-13.0873,-8.0223,-13.8527,-7.59113,-17.324,-12.1766,-2.99526,-11.602,-5.56951,-15.503,-7.09375,-15.0964,-11.2448,-11.669,-9.31648,-6.58826,-7.79168,-33.8459
