generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,4,0.9,1.37339,-2.78967,0.134799,-5.92083,1.72112,-4.33662,-2.12253,-7.60563,-6.5557,-0.772135,-1.6099,5.15252,-0.606749,1.91838,2.43189,3.84511,1.10531,5.59365,2.9746,4.55852,-5.60583,0.0879469,-4.47428
1,200,0,13,4.3,2.9261,-8.1147,1.15574,-6.40524,0.321882,-5.31682,-1.33729,-9.3057,-5.46591,1.3904,-1.91082,6.43636,-1.05016,1.34485,2.01751,5.59452,-3.84465,6.88745,-1.28205,1.29663,-3.70578,-4.95036,-9.26834
2,300,0,19,6.36667,5.14268,-4.61225,0.34637,-8.26301,-0.0772311,-8.73301,-0.740776,-9.97395,-6.91841,1.36307,-6.91581,8.34265,-1.43086,1.80927,0.450424,0.688729,-6.10403,5.57487,-1.84593,-0.355408,-4.2614,-6.02472,-14.0787
3,400,2,76,25.6,19.3491,-4.84136,-0.352674,-6.43932,1.16497,-11.14,-0.990569,-4.5376,-10.4472,0.480255,-8.05417,11.1262,-2.37004,0.0717167,-10.8408,-5.02368,-7.15721,3.05454,-7.88212,-8.49121,-4.71317,-3.78375,-16.5671
4,500,13,127,59.9667,27.7594,-4.273,-1.52337,-7.89121,-0.516153,-13.1455,-2.11005,-6.40591,-10.9718,0.620151,-13.4205,9.27882,-1.62081,-2.00507,-9.45818,-7.75885,-8.72242,1.78157,-13.4385,-10.352,-9.45351,-5.26775,-18.4096
5,600,7,140,57.5667,31.4946,-5.97205,-1.20127,-9.58635,0.684705,-13.2074,-1.67643,-5.07853,-11.3141,1.38887,-16.5832,10.3524,-3.39916,0.597876,-10.21,-9.26174,-10.3637,-2.32889,-13.9954,-10.6179,-7.9118,-6.04536,-19.8516
6,700,24,134,74.6,26.6983,-4.02062,-1.39647,-10.7009,-0.153758,-13.8222,-2.4381,-2.5044,-9.74969,0.976537,-15.7476,9.28734,-4.60525,-1.29773,-11.344,-12.6633,-8.64786,-3.72081,-15.951,-9.38386,-7.07115,-8.97861,-21.7696
7,800,38,198,96.6667,47.8556,-4.28791,-0.584227,-9.90512,-0.346766,-13.5829,-1.35718,0.015018,-9.45573,-0.525412,-13.2038,7.69601,-1.85175,-2.15513,-12.0013,-12.5526,-8.08833,-4.85411,-12.9919,-6.99337,-8.59119,-10.5275,-25.2887
8,900,32,313,108.233,71.5188,-1.74113,-2.08598,-10.4299,0.587152,-13.5287,-1.23131,-2.60495,-9.63002,-1.18201,-12.8387,7.00948,-2.25422,-1.61484,-12.7107,-9.48978,-8.05064,-6.03503,-13.5967,-5.31956,-8.04245,-12.3766,-26.2145
9,1000,20,274,94.1667,52.1385,-4.03081,-3.29956,-11.3784,0.486908,-12.756,-0.858249,-1.10718,-9.47201,-1.31198,-10.8095,6.92983,-3.345,-1.93867,-10.2049,-9.1913,-8.24456,-7.44799,-10.1407,-4.03912,-7.49977,-13.7738,-27.9581
10,1100,5,362,166.1,96.8324,-11.1858,-1.9807,-10.2833,-1.87084,-12.772,-1.35775,-1.88103,-9.78785,0.746056,-10.6741,4.15063,-3.65731,-0.749155,-10.503,-9.2264,-9.47462,-8.52001,-9.85098,-3.08787,-8.72276,-13.3779,-34.1087
11,1200,43,442,197.067,108.006,-6.5711,-0.294994,-9.70836,-0.952851,-12.2146,-1.56919,-2.63429,-9.22262,1.57518,-12.2144,3.67775,-4.88074,-3.15543,-9.80729,-8.99106,-8.79722,-8.54419,-10.5437,-3.67456,-9.20444,-13.9318,-34.2244
12,1300,42,462,182.067,105.513,-7.06778,1.03933,-9.21772,-1.1123,-11.1437,-2.08525,-3.5836,-8.76101,1.86369,-12.6856,5.18259,-5.39,-4.84566,-9.75546,-9.3446,-7.26842,-10.9441,-10.8762,-6.12115,-10.1219,-13.3621,-34.4897
13,1400,34,408,165.333,83.8452,-8.07972,1.68704,-7.78452,-2.3402,-10.3249,-3.82801,-2.8311,-9.27205,1.28582,-12.1268,3.77986,-8.13165,-4.55207,-10.2971,-9.61936,-7.17785,-10.9248,-10.6226,-7.20914,-8.58145,-13.7434,-34.7678
14,1500,30,552,202.567,135.116,-6.8829,1.65014,-6.7934,-3.92473,-10.2129,-2.42807,-2.87301,-9.83054,0.15188,-11.5143,3.47776,-8.96874,-5.21684,-9.51384,-7.99193,-6.43563,-11.6481,-10.4152,-6.66476,-13.2375,-13.3172,-36.3854
15,1600,42,866,227.8,189.133,-9.66041,3.54615,-7.40691,-4.3369,-9.63253,-2.90445,-4.90856,-10.0193,0.0955517,-12.3233,4.16843,-9.21608,-4.45804,-7.94992,-7.71224,-6.56892,-10.0749,-11.5373,-6.04725,-11.6837,-11.5421,-38.18
16,1700,72,515,245.067,108.618,-6.66807,3.44008,-9.1458,-2.44241,-8.21305,-3.82534,-6.54871,-10.8862,0.66013,-12.5909,4.56961,-8.91112,-4.46548,-9.19033,-6.71751,-8.0886,-9.32648,-11.7052,-6.54896,-12.0207,-10.625,-38.5942
17,1800,40,698,284.967,165.712,-8.31785,1.96078,-10.4053,-3.06606,-7.7123,-2.39868,-7.5313,-11.3297,0.776198,-13.2181,4.05411,-11.0377,-5.4291,-9.06637,-5.51908,-7.19743,-9.69206,-10.7379,-7.4867,-11.5003,-8.86805,-38.8953
18,1900,50,996,271.267,211.49,-7.53693,1.92687,-10.595,-2.17735,-8.44604,-3.04968,-5.86129,-10.9971,-1.44807,-11.5953,2.47234,-10.248,-7.80568,-10.3591,-5.13366,-7.81418,-10.3494,-9.93561,-8.01359,-8.92032,-8.46825,-40.0681
19,2000,100,867,358.733,247.573,-8.86668,2.27022,-10.0698,-3.12494,-8.07016,-2.84413,-4.85857,-11.2377,-0.768487,-10.7885,1.96164,-11.8502,-6.22759,-10.7961,-4.89802,-7.83002,-9.67001,-9.92577,-8.10643,-8.41745,-10.0426,-40.9814
20,2100,60,1952,335.933,360.101,-9.85853,4.62663,-9.20654,-3.66636,-7.69157,-1.61235,-2.86937,-9.55829,-2.42159,-11.8467,3.36071,-13.1566,-6.66974,-10.5607,-4.87588,-7.41333,-11.7942,-9.01125,-7.77877,-8.50667,-8.27288,-41.4146
21,2200,72,683,310.233,171.175,-11.6376,2.54528,-10.6757,-2.48753,-5.15785,-1.15124,-1.52282,-9.82819,-2.80287,-10.3446,4.03066,-12.9921,-8.40749,-11.5926,-6.25418,-6.58383,-10.8323,-7.36291,-8.66174,-7.96808,-7.08214,-40.4408
22,2300,45,737,301.067,184.261,-10.3453,1.53419,-11.001,-3.6082,-6.14599,-1.71185,-2.50229,-11.4475,-4.4599,-11.2435,3.21924,-9.79895,-6.73169,-11.5922,-7.83752,-9.10963,-12.0238,-8.13946,-8.74872,-9.59165,-7.96699,-39.6148
23,2400,36,1118,344.9,287.771,-9.18075,1.68611,-11.219,-3.73948,-4.60668,-1.0796,-1.73724,-12.1468,-5.14577,-10.6162,4.10199,-9.37635,-6.69673,-10.7989,-6.33327,-10.7342,-10.4786,-7.90594,-6.70224,-10.5874,-6.01687,-42.0574
24,2500,49,1002,320.667,209.862,-8.72874,1.09719,-9.65151,-5.12141,-4.58346,-3.07604,-2.94714,-10.6093,-6.91404,-7.80727,4.71696,-9.56473,-5.58427,-12.3773,-7.71743,-11.9301,-10.2017,-8.69302,-8.95845,-9.88344,-6.76847,-42.008
25,2600,74,737,295.7,164.613,-12.1369,0.218317,-9.48852,-4.53103,-4.65723,-3.88183,-3.42043,-9.40274,-6.86928,-7.30847,2.46221,-10.8503,-7.35993,-12.0726,-7.65982,-12.569,-10.8525,-9.92024,-8.56449,-10.768,-6.84544,-44.5702
26,2700,50,1067,368.533,260.019,-12.3865,1.04876,-10.5071,-4.40084,-5.17816,-4.01555,-5.13435,-6.51263,-6.81858,-7.63858,2.44925,-10.3171,-6.58155,-10.5766,-7.69763,-13.0622,-9.72688,-10.6873,-8.05211,-13.195,-7.22051,-45.0288
27,2800,51,763,323.7,202.991,-15.4242,3.08707,-8.99025,-5.44716,-5.69594,-3.37461,-4.87517,-6.71954,-7.05637,-5.19844,1.7472,-9.46806,-9.71988,-13.3442,-8.26347,-11.3504,-12.5656,-10.5347,-9.71848,-15.3092,-8.3248,-45.0815
28,2900,41,874,335.2,219.398,-11.469,2.96978,-10.0774,-3.87918,-3.62117,-4.19744,-3.6294,-5.87463,-6.46596,-3.87941,2.62457,-9.3751,-7.73138,-13.4627,-8.67402,-11.457,-11.166,-10.5039,-11.567,-14.4641,-8.83519,-50.6231
29,3000,78,1458,322.367,267.655,-11.9929,3.28006,-10.3044,-4.40779,-4.22449,-5.34007,-2.76961,-6.34855,-8.27361,-2.28779,2.5044,-9.80487,-8.08766,-13.6564,-10.8392,-12.8641,-12.537,-11.8241,-12.6311,-14.3634,-9.28805,-51.1409
