generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,27,281,127.667,62.6475,-10.4783,4.90335,-8.01179,-3.9625,-6.86713,-6.05294
1,200,534,24072,5332.33,5164.08,-9.16689,6.33701,-4.78031,-7.25223,-12.3874,-4.71083
2,300,2016,108548,34701.5,33559.6,-6.84897,5.42893,-5.03287,-10.265,-14.3312,-4.64625
3,400,897,120298,36967,37003.5,-6.78404,4.33469,-5.09403,-13.2615,-14.2691,-5.25417
4,500,772,68647,20376.6,16889.7,-8.11348,7.10382,-6.23607,-14.9348,-15.2753,-7.30716
5,600,183,198688,41020.4,48405.9,-9.10868,5.89997,-6.14857,-14.9928,-19.697,-5.99825
6,700,653,84524,25617.3,19932.6,-8.84438,6.23967,-6.67273,-15.8586,-19.3512,-5.75739
7,800,4298,122361,34384.3,29620.4,-8.81317,6.05412,-6.01613,-14.5914,-19.5063,-6.94361
8,900,880,70733,26580.4,21993.7,-8.54626,6.56664,-6.69529,-15.078,-19.4312,-7.77502
9,1000,3102,258041,42135.6,49691.3,-9.24129,5.96395,-6.80919,-16.2826,-21.74,-6.99624
10,1100,1869,106070,28612,26445.8,-9.26463,5.15724,-7.51727,-17.243,-20.1208,-6.68736
11,1200,2487,65590,25353.2,22561.7,-10.194,4.91191,-7.8281,-17.3398,-22.3146,-7.24306
12,1300,639,131293,29214.3,31726.8,-9.46766,6.36936,-7.64969,-16.2718,-21.6147,-8.45514
13,1400,667,94890,22319.5,25260.7,-9.18686,5.27174,-6.89402,-16.7421,-19.4828,-8.33461
14,1500,878,111140,30087,28585.8,-10.1918,3.708,-6.27279,-16.9517,-20.8183,-7.65691
15,1600,278,132591,22008.5,28710.9,-10.7348,3.60974,-7.88123,-17.4013,-21.4597,-7.4005
16,1700,1071,107209,34829,28088.9,-10.176,5.49608,-7.78694,-19.4125,-20.8089,-7.61705
17,1800,2316,39334,19590.1,10978.9,-10.403,4.89972,-6.74301,-20.8051,-18.4766,-7.28743
18,1900,325,127018,26151.6,27981.1,-11.1907,4.78038,-7.08222,-20.739,-20.4941,-8.47213
19,2000,2115,147734,30407.2,35616.1,-12.4403,3.08378,-7.41818,-20.8204,-18.9397,-7.89903
20,2100,5409,89710,30929.4,26231.8,-12.7565,2.71662,-7.96177,-20.9031,-19.1472,-8.56333
21,2200,505,193394,30759.6,38572.4,-12.4694,4.6311,-8.18562,-22.3184,-20.4706,-8.09522
22,2300,2663,86624,25996.2,23526.7,-13.5377,4.21227,-7.67084,-22.6254,-21.9453,-9.80641
23,2400,5554,135422,45804.9,35149.1,-13.5562,6.26146,-7.91621,-21.7439,-23.765,-9.46682
24,2500,713,79315,26046.1,19928.4,-13.4423,7.23871,-7.71914,-21.7495,-24.8472,-9.65581
25,2600,810,104922,28425.4,31613.5,-12.7958,6.49524,-8.26234,-22.5122,-23.7141,-9.69077
26,2700,1126,126693,40971.5,39505.5,-13.4305,6.99881,-8.21251,-24.5576,-25.0731,-10.3683
27,2800,596,125334,31026.8,34252.3,-13.0373,8.66078,-8.33322,-24.3311,-22.568,-11.2147
28,2900,612,172044,31767.3,39166,-14.4068,7.29992,-8.30737,-25.3283,-21.9043,-11.1395
29,3000,1150,77796,22311,19451.4,-14.555,7.15457,-8.25153,-23.8762,-23.0733,-11.1847
30,3100,1366,89947,27842,22281.2,-15.7358,6.40151,-8.57789,-25.4038,-25.0033,-10.555
31,3200,1292,214985,32790,45325,-15.3198,7.90348,-8.52171,-25.3358,-23.4835,-10.1756
32,3300,227,87091,28395.9,26995.9,-14.3715,7.60856,-9.34278,-25.3479,-25.3275,-10.6176
33,3400,767,111681,33244,28299,-13.4894,6.51774,-8.51246,-26.2865,-25.3827,-11.1889
34,3500,484,88371,22787.4,19414.4,-15.2168,7.78022,-8.21232,-27.0562,-25.3069,-11.1317
35,3600,525,96628,22795.7,20380.2,-14.5973,9.01506,-8.46561,-27.1677,-25.6847,-12.2008
36,3700,1051,153518,28756.5,36804.5,-13.6356,7.67558,-9.15732,-25.8203,-26.0865,-11.4926
37,3800,1744,125007,22574.5,23872,-13.7044,7.55206,-10.6469,-27.613,-27.2424,-11.738
38,3900,725,167706,37049.5,44087.1,-12.7001,8.748,-9.85085,-27.8383,-25.8213,-10.7764
39,4000,907,128273,26322,31520.5,-12.5527,9.18426,-9.76369,-28.0945,-24.2914,-10.6323
40,4100,1220,53813,16687.7,12988.3,-13.8629,8.93988,-10.1327,-28.8584,-25.0703,-9.87447
41,4200,997,97376,30806.9,27666.8,-14.9414,7.28259,-9.41772,-29.6472,-25.1285,-11.0674
42,4300,1922,98238,30241.8,22177.1,-14.9959,6.83671,-8.60373,-26.8714,-26.2121,-12.1977
43,4400,1721,185528,31017.5,34428.4,-14.1714,6.37057,-9.78678,-26.3701,-27.3135,-12.6621
44,4500,578,123417,33191.9,28459.4,-14.2195,6.37805,-9.63639,-26.7937,-25.4171,-13.0425
45,4600,1177,152276,33918.2,32357.8,-14.7145,5.8727,-9.11729,-25.5734,-24.3834,-11.4391
46,4700,122,94226,19431.7,22448,-14.1204,7.14044,-9.43233,-26.4134,-24.3893,-11.3161
47,4800,229,223555,37187.3,48656.8,-13.6743,6.9556,-9.27261,-27.0761,-23.8763,-11.8028
48,4900,618,61335,20830.2,16665.2,-15.0961,7.52393,-9.22807,-26.995,-26.4856,-11.612
