generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,46,12040,4328.87,3719.23,-4.08465,6.30529,-5.44675,-7.94628,-8.91562,-5.76526
1,200,609,71893,22849.6,20034.1,-6.87227,8.05524,-5.50285,-15.0985,-10.999,-4.75043
2,300,1422,93400,23982.6,24447.5,-6.68559,8.71683,-6.30179,-17.8782,-12.3413,-6.69213
3,400,1839,157512,33119.7,39405.7,-7.646,4.65081,-6.99665,-18.2848,-13.6822,-6.58658
4,500,2217,87772,25805,21952.9,-9.01476,5.84867,-6.59074,-19.1032,-16.4155,-6.63844
5,600,601,176204,30235.7,33375.2,-10.4123,4.45337,-7.46116,-20.4464,-17.5293,-7.41099
6,700,599,93530,23024,26286.6,-9.3355,6.11447,-8.38333,-20.3605,-18.2635,-8.29173
7,800,188,120728,30352.8,31947,-10.6201,4.97987,-7.56541,-20.808,-19.0265,-7.70556
8,900,196,148143,30128.4,32604.5,-11.2924,5.17137,-6.84843,-20.1803,-22.2794,-8.49332
9,1000,803,72704,20238.5,20335,-11.8888,3.74377,-7.57853,-21.4515,-20.9125,-7.8673
10,1100,70,69951,21675.3,18273.2,-13.2817,2.94061,-7.49196,-20.3348,-19.4152,-7.94576
11,1200,348,80228,21683.1,20696.9,-11.9071,4.27399,-8.02176,-22.529,-20.6414,-9.54061
12,1300,436,121568,32129.8,32701.5,-10.4354,4.41221,-7.40493,-22.3795,-17.0397,-8.69631
13,1400,268,130684,27224.4,28381.2,-11.6218,3.49419,-7.45273,-23.2604,-16.9214,-9.73784
14,1500,354,221140,35264.8,43996.8,-12.669,3.78353,-6.87034,-24.4981,-14.4773,-8.7301
15,1600,1025,173172,31057.2,36923,-10.9649,4.04667,-7.93733,-26.66,-14.9556,-9.67275
16,1700,1094,80050,24480.9,21038.8,-10.6906,5.09856,-8.80084,-26.5591,-14.7862,-9.14594
17,1800,1989,104569,29010,25645.5,-11.1571,5.16801,-8.64078,-26.603,-16.0755,-9.5468
18,1900,269,111593,33679.4,27601.1,-11.9079,3.45281,-8.2178,-28.1185,-16.3649,-8.24396
19,2000,358,96716,24468.2,25879.8,-11.82,3.02333,-8.20878,-28.9867,-14.8064,-8.93965
20,2100,989,115591,27850.2,25343.6,-12.4406,4.39439,-8.49924,-29.7396,-14.8581,-9.51501
