generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,23,7,6.02867,0.880271,0.149324,0.235185,-0.727238,-0.59016,-0.334547,0.189735
1,12,7,64,30.4333,15.4912,0.83934,-0.350893,0.0988256,-1.548,-1.10824,0.0170814,0.260443
2,18,139,6902,1789.4,1619.79,0.799232,-0.498911,0.653371,-0.945964,-1.23234,-0.86832,-0.532891
3,24,38,1876,335.6,371.676,0.763177,-1.52063,0.314768,-0.77274,-1.08453,-0.579704,0.0283001
4,30,809,32112,6465.23,6639.9,0.682656,-0.934247,0.548036,-0.225003,-0.97313,-0.877702,-0.385396
5,36,821,51293,14774.1,12438.7,0.627458,-0.954033,0.740589,-0.40891,-1.25589,-1.09204,-0.803956
6,42,104,3099,1013.77,826.024,0.557718,-0.850505,0.619287,-1.08149,-1.19889,-1.05577,-0.527052
7,48,78,44284,11782.5,12426.8,0.521967,-0.908263,0.485335,-0.751085,-1.64972,-1.47137,-0.346686
8,54,235,9342,3517.83,2691.09,0.493093,-1.48695,0.601824,-0.486266,-1.30939,-0.77763,-0.725832
9,60,93,4220,1317.03,956.611,0.462786,-1.38664,0.45078,-0.442386,-1.14103,-0.517804,-0.931127
10,66,67,4507,892.1,934.704,0.450428,-1.52914,0.477767,-0.594861,-0.963382,-1.06067,-1.26353
11,72,125,18176,7244.33,5451.52,0.406586,-1.33364,0.288443,-0.409335,-1.10862,-1.28729,-0.843725
12,78,919,103960,19549.1,25844.9,0.390092,-0.941802,0.425915,-0.453634,-1.22286,-1.54028,-0.481521
13,84,1107,84541,16197.8,19275.7,0.371751,-0.872558,0.588495,-0.315992,-1.35596,-1.69473,-0.751279
14,90,60,36046,11886.6,10226.3,0.347003,-0.96117,0.547166,-0.60284,-1.11786,-1.80533,-0.862252
15,96,135,133780,34746.1,33262,0.353203,-1.00385,0.465086,-0.667208,-1.63257,-2.12981,-0.604152
16,102,231,100007,24676.2,23661.8,0.323525,-1.07788,0.5486,-0.55922,-1.17866,-2.06735,-0.685279
17,108,329,73855,19154.6,17444.5,0.297576,-0.94762,0.578997,-0.358737,-1.13361,-2.11234,-0.601241
18,114,70,99059,23957.3,22127.6,0.266239,-0.84318,0.413201,-0.597415,-1.11268,-1.91531,-0.55899
19,120,406,130736,24764.8,26721.3,0.243862,-0.89036,0.421771,-0.482953,-1.09392,-2.21535,-0.658098
20,126,1582,55404,20750.5,15188.4,0.2182,-0.776396,0.415585,-0.538832,-1.09168,-2.16692,-0.706538
21,132,324,88988,26687.7,22962.7,0.203069,-0.658589,0.372388,-0.640832,-1.07481,-2.11595,-0.577439
22,138,839,119096,21167.3,23182.8,0.182601,-0.633771,0.371758,-0.554254,-1.03543,-2.16263,-0.635234
23,144,2608,76541,28944,24796.4,0.17525,-0.66605,0.305907,-0.516537,-1.0948,-2.29129,-0.771965
24,150,374,73401,14206.7,15210.9,0.175669,-0.810284,0.209798,-0.385193,-1.03394,-2.08345,-0.787963
25,156,558,54784,13960,15082.7,0.152998,-0.767756,0.358216,-0.525043,-1.014,-2.03612,-0.748378
