generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,21,5.23333,4.77554,1.00641,0.0859806,-0.0243939,-1.64025,-1.66378,-0.133942,-0.106349
1,12,70,1827,405.833,358.316,0.933066,-0.333975,0.696032,-1.20972,-0.978324,-0.942392,-0.202685
2,18,136,1679,525.233,393.907,0.937878,-0.587538,-0.0665199,-1.07147,-0.41179,-2.27325,-0.573769
3,24,48,832,255.667,207.678,1.09095,-1.06358,-0.473985,-0.867634,0.799563,-4.13241,-0.529556
4,30,59,860,353.9,223.437,1.15743,-1.51546,0.282293,-2.26904,-0.583732,-3.9682,-0.777712
5,36,242,8284,2551.5,2104.92,1.12395,-0.960089,1.26583,-1.48891,-0.956535,-3.67743,-1.07857
6,42,60,1219,416.067,264.925,1.09819,-1.64921,2.08795,-1.57182,-0.867445,-2.92366,-1.57421
7,48,163,2529,633.933,495.254,1.15073,-1.22896,3.59906,-1.59513,-1.43079,-3.07675,-1.96973
8,54,119,3972,1673.23,1119.12,1.24046,-2.4687,3.06631,-3.01291,-2.5357,-4.96947,-1.51266
9,60,405,58427,15294.1,17637.1,1.3441,-2.28758,2.63828,-2.53727,-3.68934,-6.23525,-1.11679
10,66,545,67921,18654.4,16667.5,1.40869,-2.32294,1.84935,-1.84977,-3.84081,-7.25647,-1.3419
11,72,275,67616,20293.9,20318,1.39384,-2.75823,1.11478,-2.94508,-4.59382,-6.46171,-1.68472
12,78,120,35202,9775.63,8433.8,1.34092,-3.63099,2.12555,-2.95575,-5.05795,-6.17393,-1.26684
13,84,447,115712,37840.5,27724.3,1.32576,-3.0926,3.22034,-2.54582,-6.05503,-6.38653,-2.38205
14,90,1176,131793,31825,34775,1.25342,-3.33207,2.75576,-2.23141,-6.04139,-7.22117,-2.49985
15,96,645,77241,31909,23400.1,1.12755,-2.93375,1.85722,-1.89406,-5.4676,-6.22286,-2.6554
16,102,1336,71159,28982.2,19465.7,1.13855,-4.52582,1.67016,-2.88008,-6.51817,-6.66047,-3.1739
17,108,125,154561,35152.9,40051.2,1.07941,-4.19615,2.23536,-3.05588,-7.29984,-6.18656,-2.94542
18,114,1075,105060,19975.8,21580.2,0.98501,-3.2595,2.50697,-3.14263,-6.55094,-7.39652,-2.98877
19,120,267,98237,21963.9,24024,0.984882,-3.31621,3.92302,-2.81103,-6.49508,-6.66244,-1.96761
20,126,706,159210,22871.5,31807.6,0.921034,-4.42258,2.92018,-2.56448,-7.20115,-7.58335,-2.61915
21,132,215,75164,26956.2,21476.8,0.871967,-4.26984,3.04916,-2.44322,-6.65905,-8.59022,-2.80017
22,138,1258,82164,28990.8,22338.1,0.867878,-4.71085,2.66454,-2.7066,-6.37031,-9.57661,-3.10689
23,144,229,77833,22416,24249.3,0.75878,-4.05601,2.90108,-2.73043,-5.9348,-8.19104,-2.9925
24,150,2418,61470,23806.4,14650.7,0.68181,-4.52918,2.78262,-2.74634,-5.93387,-7.92285,-3.1686
25,156,328,122256,28216.2,31077.1,0.608175,-4.5215,2.99294,-2.7472,-6.07884,-8.35906,-3.45581
26,162,1686,106923,32201.3,29046.8,0.589352,-4.41788,2.88959,-2.4735,-6.26834,-8.50975,-3.91037
27,168,935,67293,18971.9,15024.3,0.553525,-3.83488,3.19999,-2.53496,-6.44097,-7.49889,-3.2948
28,174,853,71499,21099.8,17236.4,0.502489,-3.84386,3.37436,-2.63115,-6.2578,-7.34625,-3.32766
29,180,137,98759,18075.9,19617.1,0.514933,-3.92745,3.90904,-2.70936,-7.03772,-7.23289,-3.24001
30,186,3351,125581,32974.3,28024.8,0.471167,-3.94806,3.86783,-2.71255,-6.52546,-7.7784,-3.41204
31,192,1597,86437,28395.1,25071.8,0.472131,-3.6572,4.08878,-2.68036,-6.67502,-7.58492,-2.79212
32,198,325,61378,15807.1,16662.2,0.439247,-3.73281,4.19061,-2.5625,-6.46888,-7.53151,-2.88567
33,204,545,131096,23812.6,29647.3,0.40744,-3.49587,4.26296,-2.56565,-6.59923,-7.61864,-2.89616
34,210,2036,62580,21826.5,17428.2,0.416959,-3.49343,4.06671,-2.56661,-6.96313,-7.99805,-2.63593
35,216,1782,97609,26329.3,22987,0.38538,-3.37766,4.024,-2.38493,-6.61761,-7.82363,-2.68555
36,222,822,119190,29105.4,28684.1,0.346731,-3.4552,4.04868,-2.60705,-6.75346,-7.81641,-3.07175
37,228,154,90819,28195.5,26697.4,0.345969,-3.34032,4.04616,-2.66554,-7.11056,-7.52065,-3.14403
38,234,203,83054,26123.3,22685.4,0.325215,-3.46506,4.0664,-2.62237,-7.17048,-7.61906,-3.23304
39,240,1285,103172,24364.1,23543.8,0.29043,-3.57635,3.96817,-2.6241,-7.17558,-7.76742,-3.22622
40,246,735,98423,23936.5,23066.7,0.287847,-3.11052,4.12145,-2.4865,-7.14365,-7.40047,-2.98572
41,252,413,156917,23562.6,31000.2,0.301705,-3.299,3.80889,-2.44724,-7.47919,-7.58871,-3.12637
42,258,2389,139218,30913.4,36785.7,0.286142,-3.71242,3.88788,-2.63388,-7.38038,-7.79483,-3.38361
43,264,825,124546,30789,28735.3,0.296327,-3.941,3.86852,-2.5645,-7.62565,-7.8341,-3.39985
44,270,1883,122736,30205.1,29087.8,0.281914,-3.84574,3.99161,-2.61047,-7.54565,-8.12933,-3.37706
45,276,581,105898,23350.3,23349,0.290489,-3.89639,3.79053,-2.36514,-7.73442,-7.96937,-3.36528
46,282,233,76565,27517.6,23172.5,0.291184,-3.72459,3.67822,-2.34406,-7.7549,-8.0904,-3.45957
47,288,284,59529,18710.9,14825.1,0.263539,-3.76515,3.79148,-2.39483,-7.56152,-8.22655,-3.43112
48,294,1281,85453,21942.8,22194.7,0.25452,-3.56498,3.59089,-2.31329,-7.57468,-8.03473,-3.484
49,300,235,122467,24585.6,27734.3,0.248676,-3.66085,3.62292,-2.43826,-7.91151,-7.94013,-3.34982
50,306,788,79716,21125,18731.6,0.218574,-3.56268,3.82373,-2.41992,-7.77355,-7.87692,-3.3314
51,312,474,134761,22716.7,29445.3,0.21024,-3.41348,3.92323,-2.3998,-7.76461,-7.62844,-3.26226
52,318,267,91603,19264.8,21975.1,0.199406,-3.42775,4.01281,-2.46365,-7.78994,-7.59614,-3.27774
53,324,527,77976,16919.5,18854.8,0.191143,-3.42676,4.08142,-2.45789,-7.51703,-7.7069,-3.24403
54,330,911,80569,28516.6,23342.8,0.174173,-3.54217,3.96936,-2.54302,-7.66497,-7.86663,-3.26201
55,336,436,109978,24114.1,24986.6,0.190087,-3.38837,3.88634,-2.48938,-7.50306,-8.05014,-3.1144
56,342,4115,74097,25367.5,19814.9,0.233575,-3.42263,3.73742,-2.3821,-7.48181,-8.47343,-3.09705
57,348,245,120068,21639.1,27920.5,0.230644,-3.4453,4.0391,-2.44756,-7.43662,-8.09739,-3.05166
58,354,561,52340,23761.8,15510.9,0.228538,-3.45072,4.09409,-2.5584,-7.47949,-8.2595,-3.03857
59,360,833,64939,20084.1,18473.3,0.207381,-3.41638,4.18482,-2.55219,-7.46933,-8.09796,-3.09388
60,366,331,88032,19416.8,23275,0.216645,-3.45436,4.43791,-2.56776,-7.32748,-7.63222,-3.15267
61,372,1333,68950,24229,20436.1,0.228887,-3.46635,4.40869,-2.58211,-7.1372,-7.74432,-2.98149
62,378,307,91201,20556.1,25094,0.241314,-3.6046,4.27805,-2.45866,-7.12607,-7.81891,-2.97977
63,384,447,108916,22346.6,24344.8,0.228491,-3.53081,4.49157,-2.53071,-7.30985,-7.46595,-3.07916
64,390,144,99966,22697.1,22568,0.253396,-3.17927,4.8065,-2.71575,-7.26369,-7.26324,-3.01722
65,396,2194,98191,27707.2,23408.9,0.282936,-2.98638,5.01867,-2.64369,-7.12827,-7.03365,-2.8402
66,402,792,113095,23992.4,23960.4,0.3357,-2.70818,5.10559,-2.70643,-6.68521,-7.10898,-2.58718
67,408,1280,97463,21437.2,22206.1,0.314341,-3.05423,4.66699,-2.61446,-6.93269,-7.61596,-2.77233
68,414,344,72530,18414.8,17138.7,0.306483,-2.89002,4.88632,-2.58229,-6.68024,-7.49358,-2.56994
69,420,548,116030,23481.8,25760.8,0.310064,-2.92026,4.78888,-2.5895,-6.37943,-7.50939,-2.46987
70,426,1732,95698,21801,22376.7,0.324605,-3.13051,4.71078,-2.62612,-6.42451,-7.0447,-2.66713
71,432,1182,77469,22065.5,18770.3,0.35968,-3.27939,4.73469,-2.75898,-6.32351,-6.77217,-2.70409
72,438,1734,54319,18317.3,12737.2,0.335445,-3.21882,4.92071,-2.7976,-6.59601,-6.82586,-2.75017
73,444,116,85473,18299.4,20235,0.341843,-3.54423,4.59546,-2.6657,-7.29152,-7.56966,-3.21995
74,450,652,130004,23497.4,27121.9,0.319001,-3.51866,4.7603,-2.80822,-7.00418,-7.28577,-3.13277
75,456,1923,106153,26998.4,28931,0.328416,-3.871,4.55217,-2.84997,-7.41268,-7.2951,-3.52169
76,462,128,98102,23658.7,24947.8,0.319921,-3.77178,4.51147,-2.76512,-7.05925,-7.06305,-3.44656
77,468,500,61390,21929.2,15299.8,0.328499,-4.07163,4.29155,-2.79212,-7.20653,-7.12425,-3.71562
78,474,346,58319,22997,16110.2,0.336696,-4.20704,4.15399,-2.91843,-7.2521,-7.12834,-3.72692
79,480,1071,78237,19574.2,17162.9,0.311023,-4.25306,4.24233,-2.82011,-7.40411,-7.07933,-3.82987
80,486,741,87565,23035,20953.7,0.27829,-4.06991,4.25958,-2.7912,-7.45585,-7.33107,-3.80665
81,492,710,85407,19991.4,16484.5,0.247547,-4.20714,4.11285,-2.74863,-7.39615,-7.33019,-3.70705
82,498,855,68934,19926.8,18127.5,0.234651,-4.16067,4.17325,-2.82585,-7.60068,-7.07646,-3.74535
83,504,3972,71178,24896.4,18557.3,0.232988,-4.2289,4.24605,-2.97127,-7.58021,-7.15535,-3.72826
84,510,797,96386,33057.6,27574.9,0.219795,-4.29768,4.2887,-2.88026,-7.39171,-7.28144,-3.72572
85,516,353,57831,21203.6,17045.7,0.216913,-4.32562,4.24353,-2.91501,-7.39186,-7.48567,-3.64301
86,522,561,125704,36296.5,31609.9,0.20794,-4.14506,4.32042,-2.9436,-7.2387,-7.50637,-3.56082
87,528,178,59289,20694.2,14866.5,0.20164,-4.20674,4.16337,-2.84254,-7.28535,-7.76562,-3.66515
88,534,647,122025,32338.7,30541.7,0.182862,-4.17391,4.28754,-2.90052,-7.35101,-7.57389,-3.71673
89,540,556,72889,20713.9,19624.1,0.169909,-4.13554,4.25983,-2.83365,-7.48225,-7.45734,-3.65713
90,546,617,60934,17824,18724.3,0.173045,-4.20794,4.14069,-2.71879,-7.55217,-7.51987,-3.76204
91,552,1348,53320,18953.2,14284,0.168208,-4.12698,4.24079,-2.73484,-7.54073,-7.51827,-3.64205
92,558,656,71259,16214,18122,0.163935,-4.02912,4.31249,-2.76142,-7.40649,-7.45747,-3.48566
93,564,2752,140156,31773.1,28760.2,0.154095,-4.0977,4.27556,-2.75011,-7.452,-7.29445,-3.68135
94,570,1925,110269,36805.8,32816.9,0.149219,-4.05004,4.31032,-2.72963,-7.39627,-7.26726,-3.69325
95,576,565,96194,25305.4,22874.4,0.152686,-3.95564,4.39195,-2.74919,-7.53099,-7.17789,-3.69896
96,582,327,61553,21206.8,16649.6,0.161627,-3.92999,4.38138,-2.68576,-7.57775,-7.18524,-3.76645
97,588,602,50130,15603.5,11956.7,0.159025,-4.02479,4.29994,-2.65583,-7.53303,-7.24345,-3.82936
98,594,736,48050,19776.7,14026.4,0.171008,-4.01698,4.22373,-2.65214,-7.54259,-7.10336,-3.93311
99,600,810,70204,20787.3,16600.6,0.172675,-4.02215,4.2585,-2.57611,-7.57063,-7.06492,-3.91265
100,606,113,46961,18552.1,14391.9,0.187264,-3.90807,4.35153,-2.49338,-7.47986,-7.03707,-3.86895
101,612,323,141951,23000.3,29014.2,0.200553,-3.97485,4.27939,-2.48302,-7.42878,-6.8572,-3.98765
102,618,668,60849,19338,16421.8,0.224075,-3.88715,4.25812,-2.41989,-7.42142,-6.63018,-4.07018
103,624,221,62659,15044,16785.1,0.240258,-4.0159,4.17518,-2.46504,-7.42124,-6.72763,-4.24754
104,630,266,63053,14249.7,16972.5,0.248654,-3.92891,4.28807,-2.47133,-7.44869,-6.6079,-4.30251
105,636,224,67014,15872.9,19474.2,0.234282,-3.95131,4.40223,-2.62152,-7.47166,-7.0104,-4.0479
106,642,649,68598,17631,16341.8,0.228188,-3.86227,4.35413,-2.61796,-7.36991,-7.08437,-4.04469
107,648,759,100820,18091.5,18856.2,0.234593,-3.71384,4.33382,-2.59121,-7.44283,-7.05481,-4.03624
108,654,1014,53571,20585.6,15588.1,0.228707,-3.92819,4.12956,-2.49335,-7.5149,-7.19759,-4.23618
109,660,261,61782,18943.8,15286.7,0.241965,-3.72396,4.17476,-2.60333,-7.53209,-7.14148,-4.12774
