generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,1,0.0333333,0.182574,0.952425,0.293884,-1.41708,-0.00172176,0.206165,0.881255,0.266854,0.524241,0.187907,0.707212,1.00495,0.13129,-0.442531,-0.126889,0.153738,-0.46295,1.4704,-0.468657,0.0100219,-0.330546,0.561161,-0.0488709,-0.187455
1,26,0,1,0.0333333,0.182574,0.909903,0.826799,-0.716022,-0.299789,0.412529,0.425891,0.810052,0.86551,0.549379,0.985114,0.683605,1.01615,-0.749596,0.736418,-0.520107,-0.254761,1.59403,-0.350034,-0.415114,0.00555667,-0.218869,-0.0264914,-0.377849
2,39,0,4,0.566667,0.897634,0.881115,1.21084,-0.69541,-0.389875,-0.477155,0.33528,0.778182,0.789931,0.797274,0.78422,0.680754,1.14525,-0.618101,1.22182,-0.839135,-0.490344,1.45466,0.209576,-0.505646,-0.730972,-0.434122,-0.597087,-1.21568
3,52,0,6,0.733333,1.25762,0.83791,0.851208,-0.735098,0.242695,0.052067,-0.54983,0.740641,0.169027,0.406225,0.558342,0.425109,0.798641,-0.167844,0.476919,-0.832875,0.247154,1.2826,0.514021,-0.945229,-1.26726,-0.509135,0.0988975,-1.49978
4,65,0,3,0.233333,0.678911,0.803699,1.5007,-0.496035,0.340965,0.303412,-1.11498,0.986596,0.82933,0.0965272,0.682693,0.489457,0.678323,0.142434,0.183498,-0.970551,-0.111554,1.35961,0.182719,-0.554778,-1.06253,-0.882567,0.121228,-1.72257
5,78,0,7,1.26667,1.81817,0.787863,1.90962,-1.59868,-0.409968,0.452357,-1.08833,1.23907,0.340151,-0.181893,0.270281,0.31484,0.907957,0.346076,0.524151,-1.16284,-0.401125,1.02827,0.571354,-0.36536,-1.07012,-1.093,0.085388,-2.15767
6,91,0,6,1.83333,1.78274,0.786793,2.16518,-2.41297,-0.756393,0.312948,-0.784353,0.986347,-0.495604,-0.510508,0.0890075,0.159325,1.41551,0.30629,0.707293,-0.73574,-0.0528275,0.943625,0.995563,-0.885941,-0.661463,-1.25635,0.114084,-2.29914
7,104,0,9,2.43333,2.02882,0.793732,2.75795,-2.59232,-0.950628,0.11896,-0.64845,1.29241,-0.30059,-1.10343,0.0498664,0.0865767,1.66962,0.407016,1.17645,-1.18506,-0.428995,0.716248,0.424543,-1.24282,-0.312037,-1.30808,-0.303904,-2.41864
8,117,0,9,2.16667,2.49252,0.834138,2.358,-3.22232,-1.60089,0.456254,-0.584935,1.4289,-1.03742,-1.20266,-0.377103,-0.994763,1.86636,0.170251,1.29904,-1.34912,-0.198833,0.647631,0.776437,-2.10312,0.518915,-1.78727,-0.286081,-2.77916
9,130,0,10,3.43333,2.37346,0.861152,2.6417,-3.04381,-0.398955,0.542386,-0.420204,1.66234,-0.811372,-1.82004,-1.11491,-0.865533,1.96083,-0.446197,1.59599,-0.667565,-0.547558,0.183064,0.553585,-2.02483,0.86338,-2.0715,-0.0942433,-2.43354
10,143,0,21,5.4,5.33434,0.878068,2.84174,-2.40068,-0.728152,-0.767764,-0.866368,0.962224,-0.659254,-1.34401,-2.29131,-1.10182,1.31299,-1.05343,1.41825,-0.48913,-1.35015,-0.100643,0.132832,-1.5445,0.245539,-1.1282,-0.000836858,-2.59486
11,156,1,12,6.13333,3.13746,0.878975,2.26289,-2.33201,-0.405537,-0.67651,-1.25059,0.357204,-0.308305,-1.37449,-2.4212,-0.547336,0.88208,-0.868707,0.330625,-0.757362,-1.14703,-0.50408,0.492259,-2.06741,0.557087,-2.11842,0.282739,-2.39778
