generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,12,5.96667,3.20004,-2.41528,-0.779718,-11.9004,0.364173,-3.90655,-1.02279,-0.626317,-2.05257,-3.26177,-5.82231,-3.5518,-4.65018,-2.68023,-4.99406,-6.32573,-2.06149,-2.25349,-1.75073,-0.266515,-8.02023,5.26174,-5.46212
1,200,3,75,21.2667,15.445,0.639886,0.547311,-16.1584,-0.28004,-4.57049,-1.58541,-8.04704,-4.74118,-5.98854,-8.99994,-3.6276,-2.94313,-6.41708,-8.71918,-7.31346,-3.30448,-5.85068,-1.17873,-6.35437,-11.3088,-0.106228,-10.0096
2,300,12,127,58.7,28.2588,2.67144,-1.44041,-17.2021,3.07274,-7.46807,-1.40242,-8.56867,-7.01142,-6.73328,-6.98127,-3.6309,-5.07963,-5.53994,-12.8025,-6.34474,-4.79065,-3.3895,-2.70204,-4.72233,-9.08091,-1.89387,-17.2417
3,400,42,210,120.567,43.2863,1.90764,-3.03249,-16.2315,-1.43945,-9.73524,-6.12691,-12.7762,-10.202,-8.82167,-10.2023,-3.07597,-5.93888,-5.6134,-9.49607,-4.55686,-6.00111,-6.05474,-6.36808,-7.97541,-7.17343,-8.74682,-20.0079
4,500,29,203,86,51.8546,4.14101,1.48573,-16.2788,-1.77058,-7.15802,-8.69599,-10.7395,-7.94455,-8.33267,-8.44882,-5.02847,-7.24591,-7.04196,-8.33964,-4.94326,-5.0234,-9.1265,-6.27431,-9.28128,-10.8007,-13.9528,-20.3456
5,600,21,146,76.4333,33.6592,2.74232,0.452276,-16.9955,-5.76463,-9.35836,-13.5635,-13.9953,-10.2286,-8.66207,-6.79004,-10.3655,-7.41624,-10.7211,-6.11285,-5.32644,-5.77598,-10.2347,-5.72379,-9.92499,-10.5745,-19.9305,-23.2178
6,700,28,206,80.9333,42.5959,3.2016,0.430082,-18.4245,-7.62963,-13.4555,-13.9314,-15.9953,-13.9335,-8.62511,-6.82637,-8.13848,-8.82392,-9.86465,-2.60368,-7.75555,-6.80562,-8.86825,-6.9226,-10.1397,-10.5119,-21.4252,-23.4638
7,800,41,323,99.3333,58.3877,5.00709,-5.89617,-18.3798,-9.57313,-12.7342,-14.7246,-14.7174,-17.414,-9.93927,-9.89331,-5.31793,-7.72734,-12.0012,-2.4962,-11.228,-7.39906,-11.6604,-6.9947,-10.1589,-9.23373,-20.2446,-24.2023
8,900,23,197,95.5333,38.2746,6.11058,-4.15526,-18.8433,-8.13037,-15.2427,-12.6218,-13.4045,-15.9245,-10.327,-11.6109,-4.16527,-7.61794,-11.7449,-3.7663,-10.8586,-7.85173,-7.56752,-7.53369,-7.78848,-11.1936,-22.0203,-25.7134
9,1000,35,207,84.0333,41.1352,6.0944,-5.16383,-19.3766,-6.55735,-12.3256,-12.566,-13.1773,-16.5204,-10.7545,-12.05,-5.52148,-6.04122,-11.0382,-3.85103,-12.3123,-7.45257,-5.96338,-8.25853,-8.82386,-12.0711,-23.4513,-26.263
10,1100,29,221,109.5,48.7589,6.52283,-6.4999,-21.372,-7.84926,-9.45731,-13.2202,-12.6129,-14.2257,-11.4647,-12.3622,-5.96866,-5.61842,-7.84912,-4.84845,-13.9779,-8.99695,-7.30522,-8.54551,-7.04274,-9.00476,-22.8414,-26.9093
11,1200,22,188,95.8333,38.8544,6.91718,-6.81106,-20.6772,-7.6997,-12.1398,-12.7024,-12.5461,-14.8049,-10.2903,-13.8489,-8.67931,-4.53754,-5.94994,-5.60766,-14.6197,-8.49514,-8.52159,-9.94321,-6.49719,-8.85409,-23.1526,-27.5578
12,1300,32,157,86.5,37.0366,5.85585,-7.65783,-20.2736,-7.47517,-10.4126,-14.6383,-13.1644,-14.4861,-10.4635,-14.8826,-4.95509,-3.39694,-5.2044,-4.57332,-14.5858,-9.49857,-8.9581,-10.442,-5.40005,-7.96646,-24.3408,-27.6202
13,1400,28,228,91.9667,48.4117,5.90303,-4.87672,-21.9899,-9.09287,-11.5504,-12.1082,-13.7263,-12.1986,-12.336,-16.0005,-5.12563,-4.67332,-4.71352,-5.02486,-14.4223,-8.89378,-9.29075,-11.7911,-5.92297,-10.5649,-21.8405,-27.9355
14,1500,48,402,136.1,77.4554,4.48038,-0.282323,-22.6915,-9.85357,-13.3428,-14.3997,-14.3083,-12.1336,-12.8552,-16.8089,-4.30227,-4.62183,-3.97189,-5.33562,-13.7452,-7.44371,-8.60401,-10.5908,-5.43888,-8.1752,-20.7989,-29.3591
15,1600,31,394,151.367,87.0994,5.30614,-0.87464,-22.3708,-9.73675,-14.4172,-15.4025,-13.2624,-11.2106,-14.2539,-18.3423,-4.35825,-4.7395,-4.14372,-4.49991,-13.1477,-10.5716,-8.6319,-10.7792,-8.82182,-10.307,-18.6983,-29.9749
16,1700,52,396,165.9,88.1485,4.02425,-1.9585,-22.5815,-10.2185,-14.453,-16.6781,-12.3793,-10.7565,-14.3704,-19.5906,-4.12235,-5.83995,-4.79682,-5.41839,-14.1759,-9.25062,-8.57866,-9.95216,-8.8036,-11.8656,-17.0853,-33.73
17,1800,53,299,124.933,58.0612,5.05172,-2.08603,-23.362,-10.7206,-15.332,-16.3708,-13.4105,-9.95621,-14.8473,-19.919,-3.7484,-5.86808,-5.57382,-5.01045,-13.7007,-9.02538,-9.34179,-7.0911,-8.85507,-10.1624,-17.1233,-33.9853
18,1900,38,552,173.167,117.429,2.37991,-4.03076,-22.2335,-11.329,-14.3587,-18.1052,-11.9934,-10.9803,-15.4675,-19.7646,-2.48624,-7.84323,-6.65957,-3.41709,-12.4119,-8.26145,-9.37965,-7.07998,-7.27804,-9.65832,-17.5534,-36.1348
19,2000,39,498,181.067,135.118,2.24003,-2.20818,-22.7752,-14.4842,-14.6124,-19.1992,-13.7876,-13.0132,-15.0076,-19.6786,-2.10128,-7.84581,-6.18758,-3.66215,-11.1829,-6.39508,-7.53379,-7.97973,-11.0642,-10.9341,-17.0265,-37.66
20,2100,75,658,191.667,136.079,1.99625,-1.62027,-22.8334,-16.7671,-13.8884,-18.7885,-12.5844,-11.6863,-16.8321,-20.7961,-1.20775,-9.30357,-9.05873,-4.01912,-10.9176,-7.15519,-7.44803,-9.02361,-11.9738,-11.0764,-16.1038,-38.7334
21,2200,21,1010,224.233,190.121,0.762084,-2.42959,-20.7293,-16.5955,-14.0249,-16.7987,-11.9101,-15.6564,-16.6987,-21.8855,-1.14882,-7.61487,-8.40351,-5.02575,-11.4873,-7.21057,-8.86339,-8.80023,-12.1375,-11.8851,-16.1467,-40.3479
22,2300,48,621,220.5,149.068,-1.67292,-2.62258,-21.16,-16.5598,-13.6521,-17.755,-13.0701,-17.9554,-17.4652,-21.6168,-1.53409,-7.73326,-8.49146,-5.00386,-13.1022,-8.77967,-9.11754,-8.77371,-10.8862,-12.6293,-18.5549,-43.8243
23,2400,50,723,223.2,149.377,-1.37103,-3.91203,-22.3569,-16.2236,-14.4648,-18.4677,-14.1601,-19.4182,-18.4822,-20.7985,-2.29573,-7.683,-8.5271,-6.11992,-11.8569,-9.63822,-9.39633,-7.22579,-12.3319,-13.0599,-18.8384,-44.4194
24,2500,42,518,173.267,106.07,-1.32769,-3.76999,-21.6311,-16.2948,-14.6049,-18.4578,-13.8988,-18.9329,-19.0703,-21.3782,-3.18149,-10.3051,-8.70866,-6.58998,-12.4775,-10.1449,-10.3326,-8.0557,-12.1134,-14.1159,-19.265,-45.7676
25,2600,45,469,210.8,90.9245,-1.60694,-3.89223,-22.0602,-15.5732,-16.0421,-20.7601,-12.9757,-19.1306,-20.2508,-20.5313,-3.78514,-10.2288,-9.79961,-7.41583,-11.5313,-11.5698,-9.08112,-7.22664,-12.2835,-13.569,-19.4712,-48.2876
26,2700,63,425,207.933,120.689,-0.861727,-2.88307,-23.2,-15.4667,-15.0252,-21.3993,-13.6151,-20.2768,-18.4236,-18.9246,-1.62272,-12.5252,-7.23145,-6.85976,-9.37043,-10.7231,-10.6468,-8.33508,-11.7308,-13.1587,-19.8531,-49.3123
27,2800,24,524,210.2,148.008,-0.974695,-2.93731,-23.097,-14.4453,-15.5927,-20.7669,-12.9637,-19.2945,-19.0699,-18.8603,0.30671,-12.6458,-6.9201,-7.56309,-8.78491,-11.1849,-13.0909,-9.79763,-12.0876,-14.2769,-20.032,-50.6932
28,2900,36,635,214,124.941,-1.73061,-3.0505,-24.331,-13.6973,-18.3875,-21.2692,-14.7557,-19.328,-19.2651,-19.4283,-2.41785,-12.9639,-7.23658,-5.65809,-11.3422,-9.54902,-11.4993,-9.86524,-12.4069,-15.0506,-17.6842,-50.8687
29,3000,15,720,213.567,150.579,-2.00399,-3.38688,-24.9492,-12.951,-16.8248,-22.0064,-14.628,-20.1962,-20.6177,-17.3204,-3.79917,-13.1664,-5.71961,-6.73154,-13.7457,-8.915,-10.7012,-9.02456,-12.756,-15.5222,-14.3576,-53.9787
30,3100,63,492,235.4,115.053,-4.21595,-3.70975,-24.1795,-11.0857,-17.2396,-21.4177,-14.7352,-19.7723,-19.907,-15.1564,-3.6022,-14.5679,-7.69759,-6.49991,-14.5402,-9.85357,-9.62827,-8.96063,-13.0752,-14.2526,-19.3081,-53.3367
31,3200,77,762,261.6,152.641,-3.53386,-3.92483,-24.7311,-11.1414,-17.5702,-20.461,-13.2656,-22.4691,-20.5411,-14.9475,-4.3205,-13.8513,-9.32563,-7.15639,-11.2508,-9.90701,-8.54398,-9.35272,-12.614,-13.6802,-16.9536,-56.0086
32,3300,60,561,221.5,143.923,-5.21651,-4.04156,-25.1801,-10.766,-17.4619,-19.2323,-12.4479,-21.4556,-20.3605,-14.6765,-3.67861,-13.4847,-10.4638,-7.57312,-12.0057,-9.23808,-9.01985,-8.30121,-13.7072,-14.7365,-18.232,-55.3839
33,3400,37,750,209.533,161.377,-5.92248,-2.80266,-25.1621,-9.68055,-17.7641,-20.9835,-13.3453,-19.4633,-21.3739,-13.9807,-6.88816,-14.5065,-10.0305,-7.88736,-14.7195,-10.0735,-8.88804,-8.45666,-13.6266,-14.2899,-14.8311,-57.1783
34,3500,50,574,216.967,120.865,-5.71187,-1.37701,-26.0202,-11.0033,-16.9659,-21.1648,-13.5757,-21.8436,-20.1838,-14.0477,-7.30517,-15.5068,-8.67528,-8.10993,-13.8254,-11.2707,-12.3313,-7.97239,-13.4607,-14.2012,-15.3162,-53.4358
35,3600,28,820,269.6,202.155,-4.90917,-0.382066,-24.5084,-12.3833,-17.0763,-21.0976,-14.1012,-22.1571,-19.8565,-11.8582,-7.0343,-15.7129,-8.35675,-11.4696,-13.0664,-9.61117,-12.7018,-9.14747,-13.0318,-14.3387,-12.9531,-54.0649
36,3700,65,415,211.933,81.0695,-3.54747,0.483943,-25.1673,-11.6785,-16.8505,-20.299,-14.4504,-21.0229,-19.3078,-13.442,-6.09512,-17.0317,-10.1861,-10.792,-13.9505,-10.4947,-10.5637,-10.231,-12.5883,-16.8625,-13.6315,-53.5918
37,3800,23,591,211.833,133.256,-5.47417,-0.0267932,-26.3137,-12.4367,-16.8321,-17.4348,-15.0252,-21.4709,-18.5025,-14.2648,-6.75986,-17.5508,-10.2788,-9.65322,-15.4078,-9.35202,-9.8794,-10.9165,-11.321,-15.8209,-14.4619,-56.1493
38,3900,56,459,186.533,105.353,-4.96816,2.03418,-25.746,-12.1336,-16.7401,-16.8432,-13.5394,-22.7285,-18.7707,-15.7145,-7.06859,-16.6475,-10.1337,-9.02658,-16.0063,-10.0243,-12.4299,-10.0459,-10.7573,-16.0325,-14.5765,-56.9928
39,4000,84,520,247.3,113.64,-5.8412,3.1201,-26.5179,-12.9909,-16.524,-17.3751,-14.1561,-21.5716,-18.6575,-15.2501,-6.91162,-17.8188,-10.383,-10.061,-15.2095,-10.272,-13.5483,-11.1037,-9.63229,-16.5517,-15.4704,-58.3493
40,4100,56,678,235.9,159.373,-6.06403,2.96739,-23.4071,-13.8923,-17.1188,-16.6881,-14.8212,-19.8779,-18.7271,-16.1416,-6.34349,-17.8578,-11.5769,-10.4473,-14.5704,-10.5866,-14.0269,-11.4123,-9.63522,-17.5648,-15.2427,-58.1091
41,4200,50,983,295.867,207.213,-6.48326,1.8709,-23.2539,-13.9894,-17.3032,-16.6349,-15.1027,-18.4429,-19.0858,-14.6404,-5.92572,-18.6197,-13.7508,-11.0273,-14.2847,-10.1735,-13.406,-10.5934,-10.4352,-15.5278,-16.0109,-59.917
42,4300,51,696,234.7,142.415,-5.22662,1.72838,-23.6388,-12.9655,-18.4225,-13.4277,-14.6371,-18.2484,-19.6611,-15.1357,-2.98822,-20.9254,-12.9112,-11.9803,-15.2886,-8.74357,-14.3216,-10.2672,-11.8407,-16.2691,-15.5537,-61.2465
43,4400,65,793,261.533,180.343,-8.17741,-1.6902,-22.0602,-11.8994,-18.6848,-13.3852,-14.4158,-17.1529,-19.3188,-16.6233,-4.29198,-22.4445,-11.6874,-13.39,-13.2841,-9.09802,-13.7039,-9.91556,-13.1379,-18.2593,-14.5946,-61.3322
44,4500,70,1213,329.8,227.985,-7.27036,-2.5446,-20.9547,-10.6765,-19.2296,-13.2147,-14.7905,-16.9263,-18.3855,-15.1564,-4.10109,-21.8486,-10.3927,-13.0493,-14.1672,-9.98037,-12.7964,-10.3109,-12.9465,-18.7153,-13.3254,-65.4953
45,4600,65,774,312.9,170.709,-8.57681,-3.1396,-20.1367,-9.78716,-19.5922,-14.2982,-14.8873,-15.5508,-17.9472,-15.3479,-3.13833,-23.1919,-13.2581,-16.475,-13.7799,-9.51696,-11.756,-10.4652,-11.0818,-16.4086,-12.4276,-69.569
46,4700,25,947,323.2,273.11,-6.10459,-1.20213,-21.2178,-8.18894,-19.2797,-13.1905,-16.6148,-16.6071,-18.1866,-14.1024,-3.36431,-23.4459,-11.6859,-17.2208,-15.6765,-10.2286,-12.5722,-9.67483,-10.6134,-16.9394,-11.7779,-75.2459
47,4800,19,1002,293.6,229.114,-3.8535,-1.17745,-21.3429,-6.59339,-19.7045,-11.882,-15.9618,-15.7185,-17.9589,-15.2174,-5.21997,-21.9628,-13.727,-16.6101,-16.956,-11.7791,-10.002,-9.27389,-10.2978,-20.1379,-10.8166,-75.4927
48,4900,54,845,351.067,262.708,-3.80057,1.04151,-23.9449,-6.32108,-19.105,-11.0335,-15.1012,-16.5363,-16.1294,-17.335,-4.82933,-22.1941,-12.9808,-14.8464,-15.472,-12.5659,-10.634,-10.3796,-10.6518,-20.8677,-9.90594,-82.4256
49,5000,35,879,278.233,199.031,-0.416274,-1.95414,-22.8994,-5.86272,-19.2531,-11.3727,-14.1624,-14.0682,-16.4128,-18.2284,-4.52202,-21.9491,-13.1605,-16.6935,-15.7681,-13.0253,-12.3228,-12.0779,-11.3273,-20.7335,-8.1183,-84.1695
50,5100,81,770,278.867,167.539,-1.61387,-3.25084,-24.2279,-4.61961,-19.0429,-9.95948,-13.5375,-16.1252,-16.4455,-14.5685,-6.15451,-21.6891,-13.074,-15.6221,-15.7054,-12.238,-11.666,-12.716,-11.5518,-21.388,-8.79607,-85.6377
51,5200,60,686,314.233,194.195,-1.39699,-0.888087,-25.6456,-3.43031,-18.192,-10.0272,-12.1588,-15.4803,-15.1381,-17.9723,-7.17677,-21.9248,-13.9329,-16.6925,-13.4565,-13.7511,-12.5008,-13.4997,-11.0372,-22.7052,-9.54879,-88.0463
52,5300,52,828,321.567,211.347,-2.89242,-0.220345,-23.589,-4.17141,-19.4428,-10.3192,-13.3199,-14.305,-15.0549,-18.1924,-7.02819,-23.2509,-12.8497,-17.723,-16.7471,-12.8692,-12.6403,-14.7781,-10.3515,-22.2006,-7.87039,-89.65
53,5400,41,1154,308.133,242.703,-6.73138,1.31759,-23.8296,-4.02561,-18.5327,-9.67053,-14.0005,-14.8783,-14.3098,-18.0363,-5.11204,-25.6203,-12.1841,-17.9955,-14.7645,-13.1202,-11.2431,-16.2837,-9.11451,-23.4447,-7.705,-90.2532
54,5500,60,1487,438.9,334.415,-14.6317,2.40215,-22.3255,-3.71559,-19.7783,-9.68011,-12.3911,-14.8524,-12.8678,-18.124,-4.65435,-23.334,-11.0078,-18.4009,-16.0256,-13.6828,-14.5542,-15.8206,-8.35843,-25.2947,-7.04449,-89.467
55,5600,85,1748,404.8,357.153,-15.474,2.5301,-22.3118,-5.66896,-19.6437,-11.4533,-10.6475,-14.8278,-12.7382,-17.6497,-2.8428,-23.482,-10.225,-18.5517,-19.3935,-13.4698,-14.9209,-15.9747,-9.40056,-24.0701,-6.67385,-85.9785
56,5700,63,925,357.867,209.249,-16.0135,2.7512,-22.5772,-4.65315,-19.7306,-10.1822,-8.53611,-15.2254,-12.7036,-15.4556,-4.18628,-23.4544,-8.95709,-17.3879,-19.2206,-14.4304,-14.7881,-16.4593,-8.07352,-22.7258,-5.35437,-83.2817
57,5800,90,1158,385.833,255.655,-16.7298,3.17812,-22.6911,-5.33313,-18.0302,-10.4957,-7.57063,-12.3909,-13.407,-15.7369,-2.05779,-24.2971,-8.03722,-15.4966,-18.505,-15.943,-14.6573,-17.0016,-7.75018,-22.3526,-6.50157,-82.4957
58,5900,69,1407,397.733,303.355,-17.7407,4.0971,-24.6122,-7.09249,-16.6155,-10.3386,-10.0169,-13.0428,-13.569,-15.546,-3.30768,-24.912,-6.70197,-17.8585,-18.5513,-15.5821,-14.7426,-17.9653,-8.19778,-21.0194,-6.23856,-83.3871
59,6000,87,598,311,169.147,-17.5808,4.83754,-25.3629,-7.40593,-17.4807,-10.3895,-12.6188,-12.0169,-11.5647,-16.2649,-4.45204,-23.6312,-6.97872,-17.1793,-19.6326,-15.1667,-15.4713,-16.4052,-8.93704,-18.7491,-5.97297,-83.0567
60,6100,25,1520,328.1,330.036,-17.0565,3.9095,-26.8003,-5.65823,-16.3787,-12.2069,-10.7203,-9.71691,-10.7832,-17.5124,-4.29131,-22.8917,-7.26725,-16.0743,-18.2845,-15.0835,-13.2176,-15.662,-9.57567,-20.942,-6.54895,-85.4945
61,6200,45,1478,461.333,384.477,-17.4476,3.80697,-25.6268,-6.30915,-14.8252,-11.3342,-10.917,-10.6976,-11.8868,-16.7165,-2.89224,-24.3324,-8.82324,-16.2671,-20.5221,-17.4002,-14.4895,-17.1832,-11.2131,-21.3307,-6.65255,-90.2826
62,6300,102,1034,466.5,310.144,-15.8704,6.17492,-22.8335,-6.00575,-13.8998,-12.8319,-9.1085,-12.2819,-10.1927,-15.9156,-2.09743,-25.0384,-8.81441,-17.0003,-20.297,-18.5916,-14.5042,-16.7573,-12.3481,-19.2433,-5.74895,-91.1875
63,6400,76,1435,421.033,325.91,-13.8082,7.2904,-20.7955,-7.30859,-13.4872,-15.9366,-9.66706,-12.7639,-11.3439,-15.8858,-2.18994,-26.9078,-9.26289,-15.2143,-20.0136,-18.4113,-13.9997,-16.0922,-11.0468,-19.013,-5.83195,-95.2163
64,6500,48,1597,428.867,386.179,-15.0565,7.15375,-19.9959,-7.84452,-11.1176,-17.9318,-10.011,-12.6301,-10.9169,-15.1561,-2.83792,-27.2428,-8.18504,-15.1903,-20.0374,-19.2416,-13.8704,-16.8427,-12.5754,-19.6473,-6.30324,-96.4415
65,6600,65,1286,374.967,277.292,-13.8143,7.45266,-21.8305,-6.89251,-11.2648,-19.0767,-8.86332,-11.4239,-10.2134,-13.7015,-3.05699,-29.2542,-8.15809,-14.9438,-19.249,-20.4048,-13.4448,-18.2584,-14.835,-20.8606,-5.38489,-101.469
66,6700,58,956,374.167,214.851,-13.9745,7.11499,-24.9303,-6.38494,-10.9153,-19.3384,-8.14826,-13.382,-10.7504,-14.2599,-2.51236,-30.1811,-6.97937,-12.3331,-20.6057,-19.8439,-15.1627,-18.7493,-10.6483,-19.2451,-6.312,-102.577
67,6800,23,1165,373.2,303.813,-13.3277,7.43857,-23.4911,-8.28045,-10.2471,-19.42,-7.07763,-12.8696,-10.135,-14.3952,-1.06697,-29.5117,-8.23481,-13.5659,-20.5198,-18.8444,-12.9159,-18.5424,-11.1458,-18.7193,-5.96665,-101.127
68,6900,83,1876,435.933,361.809,-14.0472,7.2308,-22.2853,-8.19545,-10.4947,-18.077,-7.50534,-12.4994,-9.60335,-15.3585,-1.58752,-29.8627,-8.54215,-15.2841,-20.6641,-19.3375,-13.167,-19.8938,-9.60288,-19.0838,-3.36793,-100.74
69,7000,52,1563,386.8,347.391,-13.696,8.249,-21.9343,-7.3992,-9.44063,-17.6242,-8.51951,-11.8343,-10.6891,-13.6946,-2.22688,-30.186,-8.45394,-14.5473,-22.5721,-19.936,-12.7817,-22.4813,-10.7489,-19.2326,-2.62037,-100.646
70,7100,88,2592,480.033,508.067,-15.074,9.32794,-19.7266,-6.87397,-8.99722,-17.577,-7.90123,-12.0504,-10.9581,-14.0664,0.724227,-29.1639,-9.65936,-16.6015,-22.6346,-20.1575,-13.4365,-22.3215,-14.0447,-19.544,-5.54919,-101.087
71,7200,94,1762,567.9,404.615,-15.8579,6.87203,-18.7156,-6.02351,-9.65796,-16.2008,-6.91954,-13.2068,-11.7194,-13.3649,0.826345,-27.7365,-10.2207,-18.1976,-21.6946,-20.4203,-12.9075,-23.8133,-16.1774,-19.5532,-5.67054,-99.3431
72,7300,73,1136,402.9,324.388,-17.1501,6.43328,-18.9266,-6.27242,-8.92284,-16.5682,-5.42595,-13.7493,-10.6723,-13.1745,0.822077,-26.7737,-10.4365,-17.6383,-22.0241,-21.8256,-12.4777,-23.5354,-15.4955,-17.7895,-7.40242,-100.418
73,7400,110,2167,591,513.6,-16.3678,6.8258,-18.1746,-7.20185,-7.75842,-15.9883,-3.90089,-12.8671,-9.8718,-12.2261,1.48363,-25.6931,-9.2543,-18.8721,-21.2938,-20.314,-11.2106,-23.3263,-14.3847,-17.2523,-9.97429,-100.398
74,7500,44,1209,459.7,333.708,-13.3679,6.89399,-17.7157,-5.21266,-7.61055,-16.5502,-4.53427,-12.6907,-11.2981,-12.876,0.680248,-27.7076,-11.5791,-19.7442,-21.3791,-21.7251,-11.6667,-23.3923,-13.7949,-18.0837,-8.75329,-100.37
75,7600,91,2141,558.067,481.844,-17.0058,4.88647,-17.7487,-4.04341,-7.49863,-15.0728,-3.48903,-12.5322,-10.3826,-13.0254,1.09576,-26.6087,-13.3669,-17.7881,-20.6576,-23.1361,-12.6539,-22.3565,-14.7942,-18.1448,-10.9873,-100.819
76,7700,78,1922,631.833,504.027,-15.6017,6.18016,-16.5836,-4.9259,-8.74086,-14.7119,-2.99061,-13.2059,-9.0131,-13.4453,0.0883671,-26.2378,-13.9314,-17.6938,-20.5988,-23.8872,-12.2693,-22.0599,-13.6523,-19.4787,-11.0447,-100.426
77,7800,39,1803,662.1,550.322,-19.8116,7.05079,-16.9744,-4.31568,-9.68549,-16.0813,-3.10967,-13.0999,-7.68558,-10.5911,2.21011,-26.8409,-13.8374,-19.1286,-20.0076,-24.1398,-13.5358,-21.3977,-13.8366,-19.9101,-9.78319,-105.907
78,7900,92,1718,647.067,388.604,-23.9593,8.72279,-16.5856,-5.35368,-9.59912,-16.5551,-2.88807,-12.2071,-5.6795,-10.2402,2.17811,-27.9353,-13.1183,-21.7378,-20.4954,-23.4075,-13.4202,-22.2751,-12.7869,-20.5034,-13.467,-105.285
79,8000,117,5952,1095.8,1171.91,-24.3209,8.11718,-16.7942,-3.25698,-6.29151,-16.0423,-2.8152,-11.1996,-4.4836,-11.4688,4.53187,-28.5363,-13.4549,-22.0551,-20.7924,-23.2004,-15.1462,-23.3696,-13.0558,-21.3822,-12.4443,-105.236
80,8100,84,2121,872.6,533.893,-23.4108,7.9836,-15.1034,-3.13581,-4.86263,-14.6464,-1.39288,-12.4159,-2.56288,-12.0395,5.25099,-28.7004,-13.1037,-22.6007,-20.8235,-21.2152,-17.3865,-22.6559,-14.1278,-20.6823,-10.87,-105.119
