generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,66,3637,1004.57,947.687,-7.09295,1.35458,-0.118324,-6.20021,-9.98261,-7.3603
1,200,685,87676,19937,22423.4,-7.68967,5.00563,-4.12184,-10.7198,-13.3696,-6.57857
2,300,782,89134,24917.1,21220.8,-7.11095,5.28989,-4.8027,-14.6583,-13.7335,-6.26226
3,400,374,72999,23074.1,19151,-6.90796,5.9839,-6.53445,-16.942,-17.4809,-6.46692
4,500,62,63481,25464.5,21009.2,-7.90465,4.63693,-6.34714,-16.4933,-17.533,-6.40828
5,600,2698,190880,37538.4,37200.1,-8.85698,4.9474,-6.09219,-16.9531,-18.515,-6.98824
6,700,65,120605,29378.7,30027.7,-8.72463,4.73492,-7.63652,-18.5186,-19.8839,-6.84835
7,800,1398,125985,31826.5,29585.6,-8.5962,5.9347,-7.42917,-19.3947,-20.3584,-6.90248
8,900,685,118548,27773.6,26991.3,-9.29653,6.57334,-7.76793,-20.4139,-20.2089,-7.96608
9,1000,1107,120000,43697.9,35294.3,-9.80883,5.34209,-7.06598,-19.6855,-19.5301,-8.08492
10,1100,29,77347,24856,21523.2,-10.3726,6.03599,-7.68848,-20.7075,-21.498,-9.43287
11,1200,142,92096,26296.5,19823,-10.6533,5.89229,-8.65798,-22.1527,-20.5637,-8.87782
12,1300,1117,89425,31407.3,24776.4,-11.2337,5.30541,-7.28443,-21.5371,-18.812,-8.54376
13,1400,1618,95299,31253.7,23617.9,-11.4178,5.77242,-7.1101,-21.0768,-19.9796,-8.45665
14,1500,1428,133884,29733,30871.8,-10.9608,5.34549,-6.61309,-21.124,-21.0518,-9.16269
15,1600,5777,118971,38132.6,26934.1,-11.6958,5.68724,-6.96685,-21.8227,-20.5645,-8.98655
16,1700,1073,100398,20682.6,22571.6,-11.7561,3.96523,-7.04212,-18.5808,-19.8285,-7.94022
17,1800,1071,126174,33665.8,35997,-11.2883,3.96231,-6.39554,-17.7662,-20.2009,-8.25468
18,1900,664,109513,33817.2,26705.8,-12.1819,2.42501,-6.82322,-18.3219,-18.8266,-8.18894
19,2000,2320,212990,37244.9,45331.4,-11.38,4.46294,-7.53053,-16.8706,-20.6132,-7.77814
20,2100,289,63574,21526.9,18176.7,-11.4554,5.35483,-7.52203,-16.7234,-19.6004,-8.90203
21,2200,1905,209386,38800.6,40695.1,-11.314,5.73249,-7.02732,-18.4878,-22.0183,-9.29704
22,2300,232,145343,25657.8,31633.7,-10.8568,5.65376,-7.35795,-17.6761,-21.7238,-9.21423
23,2400,547,94504,32525.7,23955.2,-10.2812,6.11843,-6.78499,-17.2738,-22.7056,-8.27215
24,2500,399,120424,27721.3,27220,-11.4908,6.68121,-8.05403,-18.2688,-22.8375,-9.23498
25,2600,364,83934,29996.6,23952,-11.6413,7.19802,-7.57125,-17.7206,-23.4469,-9.3476
26,2700,724,181877,30443.3,36622.4,-11.8073,7.36738,-7.96151,-18.4938,-23.9266,-8.66213
27,2800,123,201491,35356.8,39580.9,-11.2087,7.39537,-7.83906,-19.3511,-23.6035,-9.47476
28,2900,336,104076,30793.4,25111.8,-11.9627,7.96704,-8.02265,-20.1396,-24.7925,-9.75339
29,3000,2370,140936,39837.5,31844.9,-12.5434,7.51942,-7.91285,-21.088,-24.1196,-9.25821
30,3100,245,77144,24243.8,25635.5,-11.5057,6.77622,-8.03441,-21.0309,-24.3082,-10.5329
31,3200,3295,85926,26344.5,19462.7,-11.7325,6.72622,-7.92573,-20.6911,-23.4766,-10.8827
32,3300,541,157227,35187.6,36715.9,-12.0302,5.783,-7.35551,-22.2579,-23.6611,-10.4497
