generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,204,4780,1057.47,999.451,-5.76331,2.32206,-7.51883,-9.17964,-7.62763,-5.8283
1,200,481,64147,12169,12981.2,-9.20638,5.1559,-5.68817,-11.5081,-11.7031,-5.80221
2,300,107,53386,10612.8,11243.8,-11.8336,4.92187,-3.78744,-15.7626,-13.0022,-5.64992
3,400,481,53546,13044.2,14679,-11.4106,4.98046,-4.27872,-19.6463,-14.3432,-7.37919
4,500,2270,91831,24218.9,27459.8,-11.3583,5.31367,-5.76649,-19.9378,-14.2325,-7.43988
5,600,404,92224,25207.1,21375.8,-9.84543,5.85042,-5.612,-19.0909,-14.4486,-7.41108
6,700,323,131790,40825.7,37136,-7.65327,7.87456,-6.28336,-18.33,-14.4591,-7.43756
7,800,816,121314,27305.5,26489,-7.69391,9.11107,-6.60251,-19.8346,-16.3114,-7.92486
8,900,529,109506,34659.8,31120.3,-7.91313,9.32044,-7.69752,-20.0377,-15.9922,-7.33842
9,1000,604,130379,24552.2,26684.9,-9.00866,8.468,-7.20914,-19.0033,-15.9777,-7.34311
10,1100,1135,101571,28165.9,26696,-9.44821,10.0458,-6.62325,-19.3416,-18.121,-7.44226
11,1200,486,141058,36343.7,30207.8,-11.1209,10.176,-6.80936,-19.3432,-19.5433,-8.92002
12,1300,316,116410,32285.4,32938,-10.9152,9.15879,-7.71086,-21.0603,-20.8032,-8.44538
13,1400,2610,72015,25604.8,20829.6,-10.7186,11.846,-8.01943,-21.7108,-22.5891,-8.28853
14,1500,683,129154,32547.8,28110.3,-11.7901,8.33292,-8.46032,-24.7646,-23.2154,-9.04899
15,1600,2514,104753,28845.7,29154.7,-13.8821,10.5243,-9.5368,-25.9578,-23.9465,-9.62341
16,1700,175,127812,24764.6,30369.7,-14.297,10.4362,-10.6667,-26.4254,-25.3752,-11.0327
17,1800,226,168781,34357.3,38425.7,-15.0051,8.83024,-10.849,-27.7228,-27.4723,-11.2317
18,1900,605,203784,47395.7,43244.6,-14.1103,9.15377,-10.7373,-29.2283,-29.1632,-10.3863
19,2000,383,85826,24989.2,23346.4,-15.4903,8.61271,-11.3081,-29.0872,-26.8686,-10.6003
20,2100,617,92190,30656.9,26763.4,-14.6153,7.43041,-11.1709,-29.2227,-26.5357,-11.3551
21,2200,1208,134991,31852.4,28629.9,-17.79,8.47307,-10.1722,-30.7841,-26.0867,-12.5339
22,2300,991,104162,25367.2,25054.7,-18.5859,6.97128,-9.51734,-31.8198,-28.5592,-12.7562
23,2400,906,101696,33027.5,23274.6,-16.9373,6.4274,-10.3889,-31.8268,-28.5212,-12.5762
24,2500,141,117135,22676.4,25765.1,-17.6481,5.32111,-11.1518,-31.926,-29.5943,-12.1628
25,2600,99,134592,31569.2,31901.3,-16.7567,4.32754,-11.8447,-32.1592,-31.1075,-12.1266
26,2700,1216,188783,42775.9,45128.7,-18.3432,5.47824,-10.9075,-32.4315,-30.1735,-13.1887
27,2800,942,103261,24103.8,25240.8,-19.7351,5.75676,-11.1499,-30.5713,-31.536,-12.8581
28,2900,79,79232,23470.4,16835.3,-18.7617,5.95702,-10.5516,-30.833,-32.3541,-14.2893
29,3000,1797,171653,35335.6,36993.7,-18.5236,5.46617,-9.64709,-30.8124,-31.7137,-13.7656
30,3100,1921,150429,31396.6,33131.5,-17.8524,4.67626,-9.54006,-30.6348,-30.524,-14.4253
31,3200,1464,98457,22491.9,21710.9,-18.4792,4.77264,-9.26081,-30.6655,-30.9517,-14.6213
32,3300,500,88810,23703.1,25019.7,-19.9174,4.30183,-9.87283,-30.4648,-30.9592,-14.984
33,3400,996,80495,28714.8,23746.4,-21.0686,4.20738,-9.10798,-28.7964,-31.0345,-14.1386
34,3500,214,68535,19173.6,17480.4,-20.1035,3.98175,-8.48462,-29.5721,-31.3823,-14.9432
35,3600,479,89865,27053,21343,-20.7384,4.43095,-8.48655,-29.6047,-30.9675,-14.4224
