generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,5,0.5,1.33261,0.935872,0.479905,0.574851,-0.709709,-0.211926,-0.640448,-0.235409,0.206313,-0.595414,-0.633072,0.681874,0.124357,0.55541,0.167761,-0.331182,-0.393264,0.0789928,-0.85479,0.646645,0.377043,0.36395,0.700389,-0.573061
1,26,0,8,1.66667,2.12267,0.908599,0.242037,1.02008,-0.921638,-0.514528,-0.472653,0.271935,-0.0552616,-0.591269,-0.929236,1.17135,-0.260544,0.80431,-1.27814,-0.639074,-0.497757,0.458754,-1.18719,0.115461,0.112046,-0.284226,0.49254,-1.57273
2,39,0,6,1.03333,1.42595,0.933537,0.870781,1.2495,-1.03231,-0.772189,-0.29162,0.657434,-0.455317,-0.323208,-1.09046,0.0386239,0.411495,0.868053,-1.85528,-1.25932,-0.719405,-0.06963,-2.07263,0.0172963,0.539954,0.685673,1.00974,-3.14371
3,52,0,26,9.06667,6.90793,0.932681,0.798382,0.800731,-1.05247,-0.806822,-1.44249,0.00503705,-0.830355,-0.266319,-0.829021,-0.528803,0.0392991,0.373783,-2.32232,-1.78643,-0.554414,0.00717553,-2.00041,-0.623079,-0.0357374,0.0208462,0.055368,-2.46288
4,65,1,39,17.1667,10.2118,0.922788,0.926624,0.855754,-0.200025,-1.19361,-1.3897,0.291719,-1.11343,-0.0949309,-0.858774,-0.971569,0.545558,1.17227,-2.12213,-1.92269,-0.659543,0.476209,-1.24879,-0.745784,-0.132837,-0.295243,-0.463722,-2.66886
5,78,1,34,14.6667,8.54737,0.936376,1.00747,0.863979,-0.00296234,-1.04914,-1.69947,-0.289154,-0.294622,-0.104676,-1.42357,-1.20565,0.75208,1.18148,-2.04178,-2.1306,-1.13805,1.14284,-1.21124,-1.90529,-0.515019,-0.59512,-1.05408,-3.18115
6,91,0,92,29.2333,18.8106,0.965453,1.28251,0.885359,-0.531234,-1.13194,-2.28885,-0.430428,-0.143174,0.160474,-1.6996,-1.29454,0.13417,0.985235,-2.53032,-1.11863,-1.10832,0.46305,-1.25095,-2.88803,-0.828038,-0.937651,-0.953066,-4.23129
7,104,7,87,37.4,22.7241,0.987477,1.62431,1.28525,-0.252198,-1.3646,-3.11374,0.210193,-0.918069,0.378058,-1.61196,-1.65284,0.457821,0.531071,-2.91621,-1.00039,-1.83819,0.547414,-1.47823,-2.58357,-1.07194,-1.08426,-1.61323,-3.71642
8,117,6,54,23,11.7091,1.01134,1.53886,1.24364,-0.617487,-1.2923,-3.24789,0.797997,-0.0514029,0.182905,-1.85384,-1.42447,0.439606,0.501842,-2.5986,-1.79969,-2.62654,0.388191,-1.57628,-3.31315,-1.2251,-2.24112,-1.70557,-3.52043
9,130,9,64,29.3,14.9,1.01975,1.24585,1.89053,-0.120756,-1.53966,-3.84922,0.620488,-0.758441,-0.109904,-2.19153,-1.81312,0.13122,0.105393,-2.94908,-2.72469,-2.54116,0.294523,-1.30276,-3.15114,-1.10347,-1.851,-1.58858,-3.34977
10,143,13,71,39.9667,15.4194,1.05227,1.78458,1.52382,-0.585431,-1.04376,-4.29079,-0.198103,-1.09636,-1.22613,-3.03176,-2.39071,0.452278,0.310992,-3.59448,-2.49558,-2.25428,-0.269581,-2.3132,-3.80192,-1.49012,-2.9021,-1.74208,-3.17119
11,156,12,80,40.0333,16.888,1.11331,1.80207,2.41146,-0.468491,-1.30285,-5.36016,-0.214057,-1.73188,-1.526,-2.62446,-2.73477,0.459606,0.809819,-3.62185,-2.64787,-3.61208,-1.08532,-2.539,-4.93323,-1.39905,-2.9994,-0.912201,-4.55937
12,169,13,44,28.4333,9.23891,1.19426,1.97451,2.74838,-1.08589,-1.37138,-5.15986,-0.0659715,-1.42658,-1.99983,-3.38772,-3.38909,0.213017,0.977001,-4.30369,-2.28273,-4.43144,-1.77177,-4.21723,-5.33909,-0.690232,-3.67588,-1.72743,-4.71492
13,182,19,129,52.9333,22.2043,1.24114,2.1441,2.35352,-1.65421,-1.19506,-4.67312,-0.370105,-1.59713,-1.28903,-3.76705,-3.55391,-0.194087,0.514005,-4.57568,-2.46391,-4.01775,-1.97947,-4.2073,-5.00057,-0.765387,-4.02147,-0.649385,-6.06352
14,195,15,83,38.6333,17.1554,1.27475,2.76186,3.22564,-1.78812,-0.486874,-4.91384,0.347107,-1.15794,-1.49981,-4.01641,-3.55864,0.150202,1.18953,-4.1496,-2.1021,-3.99952,-2.39954,-4.6619,-5.43562,0.0601036,-3.97549,-0.999067,-6.4606
15,208,18,103,50.2333,19.2527,1.28791,3.12656,1.95684,-1.38965,-0.382987,-4.97461,0.83309,-0.352235,-1.02353,-3.79294,-3.78247,-0.258077,0.827468,-3.23195,-3.14999,-4.12758,-3.68642,-4.15415,-5.50341,-0.554638,-4.19563,-2.04781,-6.31645
16,221,7,112,46.1667,25.6731,1.28196,2.89298,1.82398,-1.35406,-0.682601,-6.33569,-0.499632,-0.655534,-1.59924,-4.09629,-3.56695,0.107299,1.37332,-3.53285,-2.85848,-4.43228,-2.43023,-4.532,-4.40753,-0.804323,-4.15923,-2.54594,-7.88482
17,234,16,125,54.5333,28.93,1.29774,2.7994,1.64736,-1.76074,-1.7116,-6.57154,-0.492895,-0.0981442,-2.44284,-5.37795,-3.40706,0.305928,1.17197,-5.06145,-3.42817,-4.26872,-2.16171,-4.39409,-4.26753,-0.863441,-5.10499,-3.70981,-8.36807
18,247,3,86,41.9333,21.0565,1.31421,2.88147,1.27833,-0.946858,-1.99174,-6.94441,-0.653309,-0.521127,-2.51972,-4.57763,-3.18462,1.95047,0.170729,-5.2017,-3.76104,-4.95277,-2.10388,-4.46216,-2.92197,-1.31715,-4.41683,-2.96905,-9.35725
19,260,18,174,74.2667,35.6215,1.34228,2.46232,1.24358,-0.072703,-3.15396,-8.55119,-0.940213,-1.37159,-2.5814,-3.60523,-3.29573,1.775,-0.20499,-4.98498,-4.23109,-4.7689,-1.77191,-3.99574,-3.5765,-2.34309,-4.37194,-2.22849,-10.2406
20,273,9,204,100.5,46.5171,1.33023,3.25852,0.353163,-0.546745,-2.50021,-7.38124,0.319848,-0.320783,-3.22523,-2.71613,-3.55375,1.14425,-1.29404,-4.07877,-3.67969,-4.87641,-1.69915,-3.13543,-2.61035,-2.36332,-2.89395,-2.56321,-9.15385
