generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,3,23,11.9333,5.17909,1.03539,-0.5909,-0.31571,0.41474,0.479555,-1.59971,-1.85676
1,12,85,644,269.833,147.205,1.00128,-1.23192,0.970535,-0.347145,0.0522377,-1.54136,-0.46078
2,18,19,209,85.0333,46.5969,1.06958,-1.30306,0.555767,-1.48793,0.492058,-3.04341,-1.34623
3,24,64,334,158.3,80.2922,1.0291,-0.547907,0.720606,-0.949507,0.324427,-3.13634,-1.37584
4,30,46,551,191.5,116.363,0.973665,-1.04672,1.25598,-0.405167,0.521968,-3.28782,-1.80344
5,36,64,516,201.533,114.314,0.927252,-1.81503,0.821308,-0.817088,0.369144,-3.66397,-2.22827
6,42,68,1142,315.067,234.242,0.825659,-1.40516,1.10573,-1.20423,0.143698,-3.31834,-1.08227
7,48,49,2766,718.767,610.221,0.801141,-2.0357,1.27354,-1.49077,-0.701485,-3.30484,-1.44959
8,54,151,10746,2267.2,2227.42,0.823312,-1.76231,1.30152,-1.63869,-1.55932,-3.07411,-0.476977
9,60,45,61090,10741.1,12243.4,0.816,-1.36119,1.95806,-0.765039,-1.5781,-3.26626,-1.15487
10,66,105,56737,11399,14094.1,0.812417,-0.960769,2.42199,-0.991312,-1.86743,-2.88045,-1.02737
11,72,927,27163,7825,5573.6,0.74849,-1.83625,1.59884,-1.03507,-1.08811,-4.1666,-1.09931
12,78,202,32950,11927.2,9114.58,0.765968,-2.20996,1.37552,-1.30267,-1.63422,-4.98627,-0.880473
13,84,74,38290,7396.37,8316.5,0.803994,-2.35116,1.76816,-0.608814,-1.58426,-5.76108,-1.52469
14,90,80,95542,18925.9,21191.5,0.780657,-2.0597,1.19981,-1.54791,-1.89344,-5.5989,-1.16457
15,96,40,22622,8471.87,6689.01,0.886285,-2.14026,0.24387,-2.13391,-3.22982,-4.50646,-0.954167
16,102,186,29576,6590.93,5804.31,1.02751,-1.81157,-0.398933,-2.17764,-4.09312,-4.45973,-1.36922
