generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,129,7472,2515.8,1975.23,-10.5055,4.09704,-4.98504,-7.96509,-8.64298,-5.76233
1,200,108,6465,1392.73,1487.82,-14.3,3.8538,-6.39115,-11.9489,-7.07365,-7.85493
2,300,688,73369,16126.5,19482.7,-11.4141,2.89724,-4.85639,-13.0756,-9.95363,-6.38628
3,400,300,83585,21772,22836.5,-9.48879,2.84351,-4.47232,-13.7143,-12.0753,-5.54464
4,500,383,109785,29860.3,28822.6,-8.74335,3.63963,-4.00196,-14.6002,-12.2973,-5.48579
5,600,516,81464,27297.2,21882.6,-8.753,2.95694,-4.02336,-14.1627,-12.3631,-5.91807
6,700,69,126013,35550,30724.2,-8.24151,2.56996,-4.07299,-14.4754,-12.3741,-5.98565
7,800,362,52682,19716.9,17167.2,-8.12155,2.6902,-4.08843,-14.4887,-12.3316,-6.15625
8,900,215,101493,27591.4,25904.1,-8.14062,3.0135,-4.20296,-13.8734,-12.3508,-6.17206
9,1000,1256,124669,37647.9,32083.2,-8.02877,3.05481,-4.50448,-13.7343,-12.3492,-5.9529
10,1100,255,116450,25727.1,23670.6,-8.02749,3.65687,-4.46934,-13.7536,-12.3389,-5.98724
11,1200,369,160752,33322.6,37452.3,-8.13303,3.6888,-4.50225,-14.0996,-12.3417,-6.05404
12,1300,590,68968,30482,22105.4,-8.02777,3.6913,-4.45053,-14.3142,-12.322,-6.00548
13,1400,151,131177,34723.7,34661.4,-7.98162,3.58018,-4.45349,-14.4757,-12.3293,-5.9311
14,1500,2606,93427,23040.2,21848.7,-7.98299,3.28257,-4.45995,-14.466,-12.355,-5.95813
15,1600,341,85114,27762.7,19289.2,-7.96499,2.9057,-4.41726,-14.4846,-12.3918,-5.92035
16,1700,458,112752,27385.1,25718.5,-8.02431,2.84051,-4.40856,-14.4503,-12.373,-5.90016
17,1800,1525,168194,36478.5,40391.1,-7.89695,2.72649,-4.4068,-14.4412,-12.3728,-5.9302
18,1900,1564,197787,29303.2,38282.5,-7.88892,2.78542,-4.38357,-14.4252,-12.3742,-5.92284
19,2000,1266,182729,43367.6,42779.5,-7.90738,2.73648,-4.38259,-14.5134,-12.3906,-5.92906
20,2100,209,79431,25983.2,24910.1,-7.8794,2.64292,-4.39885,-14.5095,-12.396,-5.93958
21,2200,231,90287,22737,19196.6,-7.88962,2.7435,-4.38505,-14.6257,-12.4006,-5.95697
22,2300,1584,116800,25232.2,28269.1,-7.8087,2.76768,-4.36142,-14.5544,-12.3991,-5.96399
23,2400,1227,66135,21967.9,18292.6,-7.79985,2.81906,-4.35397,-14.4704,-12.4023,-5.97856
24,2500,175,163456,27900.8,33235.2,-7.78793,2.92215,-4.34619,-14.5295,-12.4022,-5.98762
25,2600,1068,110306,33879.1,24597.9,-7.77008,2.97262,-4.33108,-14.5136,-12.406,-5.98053
26,2700,658,86286,28778.7,22898.6,-7.75608,2.89633,-4.3346,-14.5544,-12.4128,-5.98701
27,2800,325,113111,25583.8,25986,-7.76085,2.94915,-4.33314,-14.5533,-12.4118,-5.99484
28,2900,135,85749,24996.7,20851.9,-7.75762,2.88675,-4.33127,-14.5513,-12.4107,-5.99203
29,3000,261,98647,29963.3,25916.2,-7.7565,2.87496,-4.32891,-14.5766,-12.4114,-5.98782
30,3100,747,127626,27798.7,32197.2,-7.75729,2.9015,-4.33648,-14.5923,-12.413,-5.98641
31,3200,1532,152310,30696.4,32627.7,-7.75946,2.93609,-4.33801,-14.5912,-12.4156,-5.98434
32,3300,2921,162710,30290.6,32220.5,-7.75819,2.91468,-4.33016,-14.595,-12.4153,-5.98293
33,3400,446,90283,29801.9,21436.2,-7.7578,2.91616,-4.31814,-14.6178,-12.4151,-5.98357
34,3500,4032,140971,40191,31247.8,-7.75681,2.97228,-4.33267,-14.5934,-12.4154,-5.98314
35,3600,429,102487,30576,27780.4,-7.75914,2.92668,-4.33361,-14.624,-12.416,-5.98357
36,3700,125,86505,30923.2,22353.5,-7.75997,2.92168,-4.3362,-14.6181,-12.4151,-5.98317
37,3800,435,140916,44826.2,37355.7,-7.76053,2.92187,-4.33755,-14.5965,-12.4151,-5.98361
38,3900,1067,71753,28167.3,17939.3,-7.76108,2.94276,-4.34021,-14.6006,-12.4149,-5.98318
39,4000,2511,140327,33407.3,36179.6,-7.76176,2.87162,-4.33786,-14.6087,-12.415,-5.98337
40,4100,1334,108980,33640,30847.7,-7.7625,2.87466,-4.32973,-14.6136,-12.4148,-5.98302
41,4200,577,104032,26095.8,27895.4,-7.76263,2.88444,-4.32119,-14.6267,-12.4148,-5.98312
42,4300,1442,154905,33934.7,35004.8,-7.76259,2.86997,-4.32567,-14.6234,-12.4151,-5.98348
43,4400,559,108519,28107.4,30565,-7.76258,2.88375,-4.32335,-14.6285,-12.4154,-5.98303
44,4500,264,166733,40153,37728.4,-7.76246,2.87517,-4.3239,-14.6307,-12.415,-5.98273
45,4600,97,113458,29676.4,29422.6,-7.76262,2.90332,-4.32466,-14.6297,-12.4152,-5.9832
46,4700,846,121508,27284.7,24575.9,-7.7625,2.9228,-4.32581,-14.63,-12.4152,-5.98253
