generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,3,25,11.7,5.5594,0.928991,-0.623074,1.12099,0.390455,-0.49994,-0.161754,-0.627468
1,12,2,35,15.5333,7.58735,0.941148,-0.159346,1.93017,0.509573,-1.14749,-1.29593,-0.446752
2,18,65,4266,1235.2,1159.75,0.966763,-0.244369,2.19864,-0.434493,-1.33964,-1.91786,-1.05076
3,24,41,656,185.7,139.828,0.963288,-0.550816,1.78238,-1.70216,-1.03576,-1.40905,-1.0508
4,30,64,1841,546.3,419.75,1.01292,-2.22116,1.82425,-1.16219,-1.02101,-2.22979,-1.54147
5,36,174,9481,2934.07,2610.58,0.971075,-1.44445,2.50344,-0.734485,-2.00984,-2.06308,-1.69541
6,42,302,52117,12297,12051.6,1.00604,-1.65481,2.74993,-1.3005,-3.38867,-1.65482,-1.44001
7,48,174,84321,17779.2,22135.9,0.884089,-1.23763,1.36111,-1.02954,-2.18097,-1.58367,-0.996177
8,54,647,36416,9180.87,8486.62,0.776539,-1.38405,1.12485,-1.10009,-2.22254,-1.62276,-1.24492
9,60,206,28899,8254.77,7835.29,0.697063,-1.82808,1.01156,-1.00515,-2.26056,-1.71722,-0.913741
10,66,80,39795,7539.57,10232.2,0.670662,-2.20836,1.65924,-0.693815,-2.91722,-2.14254,-1.64749
11,72,747,158310,21679.9,28257.5,0.641734,-1.65781,1.88207,-0.910405,-3.43619,-2.38458,-1.20568
12,78,113,61843,18176.7,17341.3,0.618444,-1.59948,0.941312,-0.739312,-3.16161,-2.56055,-1.19817
13,84,162,40700,15111.9,10732.9,0.583203,-1.62923,1.73307,-1.44445,-2.89286,-2.8267,-1.18956
14,90,272,87172,25404.7,21473.5,0.618841,-1.92035,1.62899,-1.60912,-3.30653,-3.74678,-1.1927
15,96,594,83117,15913,17880.7,0.664463,-1.7971,2.00303,-1.78365,-3.47466,-4.36082,-1.1049
16,102,221,41705,13012.3,10698,0.6474,-2.31214,1.71252,-1.45859,-3.14833,-3.87758,-1.92562
17,108,1010,83511,21941.6,20186.5,0.641412,-2.24114,1.3162,-2.04299,-3.61892,-4.13638,-1.83071
18,114,258,44546,13313.9,12287,0.576535,-2.47861,1.20088,-1.67219,-3.05807,-3.24065,-1.55231
19,120,173,60028,14930.5,13647.7,0.521672,-2.08637,1.08332,-1.56123,-2.5735,-3.3612,-1.68733
20,126,1002,27060,9511.63,6577.97,0.477669,-2.04319,1.0454,-1.59717,-2.37869,-3.60815,-1.56679
21,132,329,83058,16080.4,18180.1,0.435469,-1.94512,0.707017,-1.56381,-2.70789,-3.52199,-1.6284
22,138,94,39076,8229.57,9067.71,0.396795,-2.0321,0.685114,-1.56957,-2.37485,-3.35187,-1.81669
23,144,602,32593,11378.3,8819.37,0.394477,-1.96952,1.23121,-1.68385,-2.54268,-4.10172,-1.99509
24,150,486,24484,6149.67,5663.3,0.418207,-1.92449,1.63392,-2.03047,-2.64134,-4.5457,-1.96325
25,156,442,42112,11758.8,11420,0.448567,-2.15464,2.00898,-1.82104,-2.60195,-4.79345,-2.24053
26,162,750,29972,11305.3,7385.69,0.481366,-1.88159,2.55728,-1.99022,-2.82895,-4.61433,-2.13596
27,168,187,17935,3354.97,4302.02,0.522723,-1.76222,3.00018,-2.21096,-2.66028,-4.83027,-2.23623
28,174,185,21513,6277.57,4750.68,0.616287,-1.68657,3.91233,-2.38675,-3.53623,-5.58629,-2.74354
29,180,114,22804,8215,6981.7,0.698833,-1.62932,4.56823,-2.44727,-3.92127,-5.70913,-2.88075
30,186,128,27991,7010.43,6924.58,0.746468,-2.06345,4.81423,-2.2849,-3.95061,-5.16503,-2.42686
31,192,542,26854,8221.83,7517.9,0.759777,-2.48183,4.97709,-2.04049,-4.14541,-5.61125,-2.83271
32,198,104,43038,11438.5,10071.4,0.800006,-2.19855,5.4871,-2.56256,-5.32991,-6.54199,-3.04354
33,204,247,23272,7794.8,6351.2,0.866562,-1.88147,5.76849,-3.08823,-5.89205,-7.80964,-3.28257
34,210,1051,45965,14165.6,11828.6,0.977804,-2.25005,6.93255,-3.49572,-7.02681,-9.03805,-4.12561
35,216,229,44096,19825.6,12637.8,1.14245,-2.53845,5.83766,-4.16672,-8.09711,-8.08713,-3.39503
36,222,299,52670,16783.4,14856.9,1.09938,-2.45879,6.00096,-3.76401,-6.86012,-7.24123,-2.95258
37,228,214,52816,12158.1,14186,1.05175,-2.52079,4.87598,-3.96059,-6.78199,-7.68032,-2.73091
38,234,131,35482,8642.2,8241.57,1.18361,-2.31467,7.06863,-5.39567,-8.31215,-9.8869,-2.35761
