generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,16,4.43333,3.89237,-8.44531,-0.626754,-2.12958,-5.16408,-1.53442,-1.32886,-9.50227,-4.60491,-0.935371,-0.408587,-0.608093,-3.58118,-0.0166756,-5.84822,3.28038,3.00692,-2.85791,-2.57266,3.38404,-1.27991,-2.79106,-5.22077
1,200,5,67,23.8,15.4482,-11.5679,-1.9808,-3.87398,-6.91077,-1.67138,-2.21072,-15.8847,-12.9841,-1.6712,-2.51071,-1.26774,-4.34338,-1.94727,-6.28028,-5.02135,0.333226,-3.67479,-3.11791,1.40131,-5.43108,-8.83945,-12.329
2,300,26,87,51.2,14.9514,-11.1357,-4.02737,-5.91097,-7.8107,-2.62662,-3.36998,-17.6247,-14.0145,-9.09697,-2.6681,-1.33568,-5.98801,-1.19435,-6.61005,-4.00953,-7.32611,-4.94991,-4.0602,-4.0827,-6.96167,-11.9355,-17.3335
3,400,28,148,75.0667,29.9251,-8.6572,-4.00522,-7.39908,-5.09454,-6.60679,-2.96771,-11.9316,-11.7011,-13.9839,-2.59647,0.653359,-7.63521,-2.30915,-7.53604,-7.65408,-8.32616,-5.85009,-3.6927,-7.03017,-8.8454,-14.0439,-19.5082
4,500,29,127,74.3667,28.8713,-9.32338,-3.9538,-7.43626,-3.47077,-7.3886,-1.67071,-9.77817,-13.3803,-12.8518,-3.13155,-0.628673,-7.19457,-4.51294,-7.46299,-2.69339,-9.41296,-5.8113,-4.2539,-8.55921,-6.38397,-15.4384,-22.0559
5,600,16,322,91.0333,58.4852,-9.48163,-4.22257,-7.02653,-3.04516,-8.59485,-3.3728,-9.23631,-11.5213,-13.8639,-1.91444,-0.603997,-6.36233,-5.94118,-7.38843,-3.91691,-9.54977,-7.46646,-4.93603,-10.9768,-6.36147,-14.9726,-23.3681
6,700,27,247,90.2667,50.0165,-9.84365,-4.34489,-7.89449,-5.79644,-9.29912,-3.12905,-9.12992,-11.084,-14.0025,-1.08745,-1.8777,-5.01842,-6.02495,-7.17646,-5.31353,-9.39592,-7.9791,-3.60145,-11.1962,-6.16605,-15.7246,-23.2075
7,800,26,158,86.7333,36.4956,-9.54158,-4.30818,-8.89505,-4.866,-8.49116,-3.47699,-9.02379,-10.868,-14.0541,-1.58433,-1.68431,-5.71573,-6.44767,-7.49501,-5.34742,-10.1726,-8.3183,-5.36128,-11.9476,-6.01604,-12.8364,-23.4033
8,900,16,254,112.233,65.61,-10.32,-4.17701,-9.82478,-6.10871,-6.58126,-3.1619,-9.76081,-10.8481,-13.9566,-1.95339,-2.19561,-6.24083,-5.71282,-6.82182,-4.79442,-9.48509,-8.04197,-5.57947,-11.684,-5.54822,-11.1636,-24.3529
9,1000,42,303,134.5,64.0871,-10.1413,-3.93434,-9.00968,-6.76883,-7.45446,-3.13163,-9.7309,-10.2266,-14.461,-2.11491,-2.91033,-6.77248,-5.85526,-5.42935,-5.43047,-8.44931,-8.3322,-5.43355,-11.5184,-5.82599,-10.6988,-25.3314
