generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,3,0.733333,0.907187,0.93036,0.582973,1.16255,0.440248,-0.35894,-0.701768,-0.074082
1,12,0,7,2.66667,1.58296,0.928871,0.715188,1.83479,0.0270486,0.781408,-1.19359,-0.644729
2,18,22,111,51.7667,20.0132,0.926809,-0.58178,2.27604,-0.416787,0.172885,-0.739286,-1.10201
3,24,31,171,73.1,35.4015,1.01673,-0.46582,2.32913,-2.05907,0.103486,-2.14903,-0.981942
4,30,45,316,156.1,75.6112,1.1785,-0.27036,2.7383,-2.38273,-0.674464,-3.79065,-1.8864
5,36,150,8131,2737.73,2253.66,1.31721,-0.36033,3.34404,-2.17315,-2.30254,-3.99256,-0.717566
6,42,89,4000,1457.43,1162.91,1.44728,-1.55264,2.70361,-3.13868,-3.15821,-4.41237,-2.0069
7,48,208,6463,2396.57,1778.71,1.44923,-1.39864,3.53777,-3.02599,-3.54786,-3.99293,-1.61286
8,54,135,6145,2371.8,1845.81,1.57261,-2.41355,5.09994,-4.30069,-4.94761,-5.46286,-1.30647
9,60,145,5976,1669.47,1456.19,1.58482,-2.54041,4.00199,-4.66676,-5.20101,-5.33221,-0.30213
10,66,204,5072,1439.9,1066.05,1.60634,-3.30371,2.94295,-4.46466,-3.38096,-7.00085,-0.69495
11,72,42,14551,2783.5,2944.52,1.44449,-1.60986,4.26027,-3.56614,-4.22382,-6.18501,-0.243014
12,78,540,51262,14073.4,12163.7,1.4261,-3.25764,3.72274,-3.75711,-6.0982,-7.38673,-0.968626
13,84,941,56342,16944.5,14515.5,1.43543,-2.44284,2.86212,-3.0727,-6.98527,-7.13981,-1.56464
14,90,753,65896,14741.4,14179.1,1.30319,-1.89282,3.46755,-3.478,-6.66746,-6.05514,-1.52519
15,96,242,54838,8605.3,11577,1.26513,-2.82402,2.60118,-4.21289,-8.00277,-6.45866,-1.5517
16,102,523,90459,17271.7,20981.4,1.1603,-2.04303,3.40206,-2.90981,-7.81832,-6.25666,-1.49667
17,108,169,73003,17725.1,16904.9,1.06346,-2.507,3.95452,-3.44982,-8.20561,-6.90554,-2.19986
18,114,209,62322,22168.3,16010.6,0.972433,-2.00297,3.01331,-2.98414,-7.77958,-6.41021,-2.50428
19,120,361,109828,19449.6,22995.2,0.909007,-3.0595,2.76836,-3.9544,-7.32317,-7.0865,-2.40558
20,126,640,72941,20732.5,17161.1,0.855365,-3.34723,3.08867,-3.91164,-7.61542,-7.94038,-2.47219
21,132,716,94189,22815.8,22077.6,0.82135,-3.7604,3.41199,-3.36912,-8.03729,-7.38609,-2.71464
22,138,247,64822,19725.1,17683.3,0.832834,-4.02521,3.69431,-2.65866,-8.01364,-7.22563,-2.56968
23,144,578,72708,21338.8,16139.9,0.954949,-5.37318,3.66697,-3.5734,-7.63915,-8.98798,-3.12546
24,150,267,87479,21616.5,20251.6,1.01708,-5.37617,4.23902,-3.68631,-7.27066,-9.34183,-2.68505
25,156,1227,36481,10987,8902.44,1.14799,-5.14511,5.78201,-4.24197,-6.90503,-10.4499,-2.65913
26,162,178,41665,11258.8,10840,1.1066,-5.67024,5.06931,-4.78551,-8.12243,-9.53794,-2.82769
27,168,491,58429,13798.5,13646.4,1.03519,-5.47991,5.48162,-4.20988,-7.77398,-9.74671,-3.38123
28,174,785,79470,23466.6,23006,0.933116,-5.06624,5.13471,-3.26933,-7.84577,-9.4188,-2.88694
29,180,267,47030,12683.5,12858,0.953798,-4.93144,6.40872,-3.16914,-7.95428,-8.53463,-2.73475
