generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,2,0.366667,0.718395,0.931996,0.637614,0.185079,-0.112917,-0.341046,-0.381627,0.884577,-0.533637,0.387404,0.174636,-0.248484,-0.570969,-0.731621,0.107621,-0.854862,0.800013,0.501517,0.263636,0.292457,0.561608,-0.0466779,0.408883,-0.183484
1,26,0,1,0.133333,0.345746,0.891837,1.00403,-0.0410409,-0.375813,-0.250046,-0.553257,1.05918,-1.26349,0.513354,0.202269,-0.152626,-0.776404,-1.36509,0.361091,-0.966037,-0.252591,-0.164109,-0.252203,-0.0495567,0.531526,-0.594325,1.0267,0.250818
2,39,0,4,0.6,1.03724,0.852688,0.908704,0.659638,-0.648442,0.0918849,-0.452531,0.87493,-1.03906,-0.211855,-0.0224204,-0.071786,-1.57803,-1.18259,0.487692,-1.30399,0.652284,-0.515067,-0.5415,0.113207,0.262315,-0.603335,0.986612,0.174014
3,52,0,4,0.7,1.1188,0.830264,0.738658,0.905395,-1.18299,-1.09741,-0.561786,0.961735,-1.05079,0.353584,0.0152455,-0.469315,-0.711003,-0.947771,0.741297,-1.48676,0.905474,-0.170806,-0.532199,-0.247066,1.25292,-1.04689,1.61353,-0.312476
4,65,0,2,0.933333,0.868345,0.814755,1.17204,0.271449,-0.737994,-2.03744,-0.779545,0.65005,-1.03426,0.8754,-0.319905,-0.452413,-0.746885,-0.924358,0.750099,-1.26841,1.0773,-1.07205,-0.469953,0.324341,0.364427,-1.17879,1.89565,-0.259341
5,78,0,4,0.9,1.21343,0.805529,0.982782,0.304749,-0.759046,-2.51381,-0.890973,0.507397,-0.76288,0.203361,-0.590561,-0.166073,-0.366943,-1.12713,1.0556,-1.77862,0.783987,-0.625439,-0.663587,0.566528,-0.540916,-1.77981,1.6141,-0.545781
6,91,0,8,2.9,2.05695,0.813229,1.15244,0.748557,-1.70752,-3.04346,-0.875248,0.208237,-0.308986,-0.324764,-0.322854,-0.48247,-0.687871,-1.40624,1.43692,-1.80668,-0.032666,-0.386467,-0.777754,-0.866741,-0.389903,-1.74398,1.59754,-0.880146
7,104,0,10,3.83333,2.29066,0.850249,0.798088,1.19026,-1.75486,-2.96194,-1.00703,-0.198126,-0.172092,-0.398931,-0.396411,-1.05635,-0.724018,-1.88699,1.91861,-1.78824,0.21752,-1.23447,-1.48504,-1.77584,-1.18014,-2.08292,1.93983,-1.37949
8,117,0,9,3.9,2.80824,0.885525,0.265814,1.29938,-2.41824,-2.86936,-0.533392,-0.323596,-0.276385,-0.674302,-0.772867,-1.17612,-1.52303,-0.871261,1.64986,-1.8654,0.104472,-2.19664,-1.08835,-1.1264,-1.56089,-2.90274,1.58771,-1.63455
9,130,0,8,3.66667,2.15492,0.948664,0.283512,1.15123,-2.78226,-2.85548,-1.69968,-0.586163,0.470664,-1.53483,-0.429313,-1.62669,-2.50315,-1.5289,1.81334,-3.0318,0.0308879,-2.18011,-1.28118,-1.81724,-1.29289,-3.57644,1.13066,-1.93447
10,143,2,17,6.36667,3.96087,0.993586,0.511488,0.173235,-3.17254,-3.17506,-1.81437,-0.776264,0.0513756,-1.85404,-0.833606,-1.79932,-2.28216,-2.05993,1.92651,-2.98268,0.397148,-1.85046,-1.68307,-2.35018,-1.55545,-3.28383,0.921592,-2.18124
11,156,2,16,8.83333,3.68673,1.02935,1.79115,-0.937307,-2.88429,-3.04763,-1.48232,-1.68884,-0.979042,-1.06455,-0.658284,-1.17895,-2.12724,-2.23348,2.57032,-3.07977,-0.939175,-2.17898,-1.67679,-2.32889,-1.20036,-3.48717,0.783628,-2.0165
12,169,0,31,11.7,6.33082,1.05808,1.74021,-0.88684,-3.03107,-2.78737,-0.94457,-0.863598,-1.21042,-0.921572,-0.613674,-1.12259,-2.2651,-1.9644,1.552,-4.56176,-1.04384,-3.03922,-1.57743,-2.61341,-0.660484,-3.5063,0.293939,-2.58684
13,182,9,74,30.7,14.4178,1.09069,1.7133,-1.29931,-2.96333,-2.86419,-0.642595,-1.47722,-1.53353,-0.200406,-1.97491,-0.593634,-1.79675,-2.03352,0.731321,-3.91541,-1.82055,-3.83771,-1.96183,-2.54855,-0.931023,-2.89767,0.578494,-3.20466
14,195,12,76,45.6333,17.1273,1.12833,1.02315,-1.61448,-3.34891,-3.47462,-0.842949,-1.8077,-1.26345,-0.679642,-2.81041,-0.668596,-0.978356,-2.7312,0.755307,-2.96659,-2.27974,-3.53371,-1.95381,-2.59555,-1.32801,-1.81152,-0.728759,-3.6995
