generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,76,1059,289.033,214.459,-6.7712,2.88938,-4.48798,-2.97421,-5.40017,-4.2431
1,200,201,10568,2354.07,2396.06,-5.34342,6.67652,-4.68081,-5.03293,-10.1716,-5.52866
2,300,433,43689,10531.9,9630.35,-5.78727,9.54161,-4.37705,-7.36347,-13.1308,-4.49233
3,400,501,76506,21627.2,18313.7,-4.1814,7.81876,-4.07762,-8.68833,-13.2649,-3.82637
4,500,98,141890,31621.2,34192.2,-4.99554,6.8689,-4.38635,-10.5146,-12.8914,-4.57757
5,600,4516,166516,26338.5,31123.2,-5.36235,6.59491,-5.59097,-12.2591,-14.0889,-4.7144
6,700,873,103680,34414.2,26611,-6.5009,5.32901,-4.86476,-12.0926,-12.8226,-5.14331
7,800,567,128323,29428.4,32790,-7.10921,6.70465,-5.3115,-13.5016,-14.0153,-4.9881
8,900,251,158891,30390.5,34276,-6.40335,6.40024,-5.08686,-11.8326,-13.5657,-5.51647
9,1000,236,105935,32550.9,31509.4,-6.3691,6.77949,-5.64993,-12.3165,-14.444,-5.77788
10,1100,537,80379,17760.8,18552.2,-6.23444,6.37389,-4.91396,-12.4997,-16.565,-6.75788
11,1200,600,156536,27782.9,30138.4,-6.87765,6.194,-4.98192,-12.0365,-16.2848,-6.0471
12,1300,2070,107271,32288.2,32583.8,-7.94624,5.26558,-4.50126,-13.3527,-15.8682,-6.73804
13,1400,2137,83605,25784.3,21810.7,-8.69592,6.69787,-5.99141,-14.6066,-16.7778,-7.59662
14,1500,219,113664,33532.5,29382.7,-7.88588,7.12048,-5.79723,-15.4278,-17.3446,-6.46537
15,1600,244,196454,26020.1,37068.7,-8.31954,7.4774,-5.73995,-15.7768,-18.092,-6.88061
16,1700,992,150189,27455.6,29788.4,-8.81442,7.67886,-5.6526,-17.4102,-19.3321,-7.41135
17,1800,1451,126872,35202.1,35023.5,-9.1433,5.9936,-5.53797,-17.3908,-21.5162,-7.71287
18,1900,830,75569,28562.4,20855.7,-9.9871,6.21781,-6.65378,-17.269,-22.6383,-7.56603
19,2000,1689,120689,31668,29574.1,-10.273,6.32045,-8.21342,-17.5012,-22.67,-8.08562
20,2100,1824,107953,30651.9,26953,-10.738,6.27952,-7.03011,-18.1515,-23.2894,-8.57729
21,2200,240,131632,31700.8,33919.1,-11.869,4.40712,-8.07614,-19.6205,-23.0212,-8.47955
22,2300,1013,176230,33896.2,37832.3,-12.2631,5.60177,-7.7087,-19.5334,-23.9236,-8.24356
23,2400,513,146978,23877.5,29965,-11.9828,5.46221,-8.62597,-20.9734,-22.0894,-7.90882
24,2500,2126,150389,30415.2,33337.8,-11.4296,6.41453,-8.64872,-22.5933,-20.6622,-9.10333
25,2600,285,74220,25413.6,22390.8,-11.1928,8.46716,-8.91617,-22.8092,-20.4996,-9.05733
26,2700,1348,88226,31317.1,24238.5,-12.6757,8.66736,-8.65592,-23.9726,-21.7042,-9.59339
27,2800,4343,235605,38579.8,47330.8,-12.9206,8.66554,-8.24631,-23.6674,-19.344,-10.5904
28,2900,1907,96295,35061.2,27851.6,-13.4207,8.78053,-9.30901,-25.3709,-19.8879,-10.048
29,3000,2859,143235,36034.3,30446.3,-13.1098,7.68294,-9.22494,-25.8567,-20.0724,-11.3956
30,3100,70,136279,30539.3,30044.6,-12.5223,9.27748,-7.77127,-26.0866,-20.4249,-10.1607
31,3200,517,93744,24701.1,22429.1,-12.6444,8.27832,-8.47173,-25.6712,-20.9466,-10.2931
32,3300,703,117026,32354.2,31746.9,-13.1209,7.36132,-8.77144,-24.9101,-22.1608,-10.2946
33,3400,138,113885,31317.1,29492.6,-13.5807,6.99269,-8.58031,-26.1136,-21.9311,-9.86959
34,3500,217,156200,29754.1,35475.7,-12.6187,6.67141,-9.04182,-26.0869,-21.2902,-10.4277
35,3600,3492,92779,28643.6,25667.1,-13.8286,7.06445,-8.64298,-25.7445,-21.2836,-9.5407
36,3700,1059,94107,24104.8,25091.1,-13.0755,7.61154,-8.41617,-23.7492,-21.5969,-9.57138
37,3800,184,125199,24607.5,26968,-14.203,6.70023,-8.06181,-24.2503,-22.7559,-10.786
38,3900,129,101236,32967.9,28212.5,-14.1149,7.0321,-8.22436,-24.5388,-22.6411,-10.7278
39,4000,5124,119857,42627.8,33380.7,-14.2786,6.66297,-9.08768,-23.7478,-22.7928,-10.4427
40,4100,646,110333,27407.6,25514.7,-14.7125,6.54594,-9.342,-22.4804,-22.0711,-10.1959
41,4200,1023,122357,30553.6,27001.8,-14.1895,6.19056,-8.80328,-22.8951,-22.8504,-9.84352
42,4300,1040,65169,29248.8,19052.5,-14.0517,7.88735,-8.40765,-22.7124,-23.5728,-10.7162
43,4400,463,54716,18762.8,17716.2,-13.1324,8.33552,-8.50591,-22.4752,-25.5483,-10.9813
44,4500,474,97991,24585,21813.6,-13.8292,9.26625,-7.99154,-22.6238,-25.3674,-10.9238
45,4600,1481,122660,28543.1,31232.4,-13.6756,8.47796,-8.69649,-22.4369,-24.6312,-11.0198
46,4700,1579,73424,24942.4,19221.7,-13.4789,7.16327,-8.46498,-22.4972,-22.838,-11.0124
47,4800,1829,137288,28348,33357.5,-14.036,8.23858,-8.58857,-22.299,-23.7705,-10.8053
48,4900,1812,77055,26508,22171,-13.3356,8.46151,-8.31355,-22.703,-22.9949,-11.3683
49,5000,1014,95890,30935.2,24905.6,-13.0863,8.07095,-8.33953,-22.8629,-24.2358,-11.0568
50,5100,2146,84599,27829.6,22308.6,-12.3308,7.95799,-8.2543,-23.2676,-22.6736,-11.2919
51,5200,467,73580,24822.4,20521.9,-12.7754,7.90161,-8.2,-23.4818,-21.7948,-11.4
52,5300,2210,132061,36503.6,36113.9,-12.8643,7.26243,-7.97571,-23.6066,-22.5398,-11.1729
53,5400,4589,128214,34960.2,29183.5,-12.8264,7.22459,-7.7627,-23.6345,-21.8706,-10.8729
54,5500,4811,166540,41959.3,40631.3,-12.9561,6.65982,-7.83236,-23.5024,-21.9363,-10.8648
55,5600,364,112413,31711.9,30765.6,-13.1721,6.4242,-7.86992,-23.535,-21.7589,-11.0417
56,5700,858,131009,33149.4,28785,-13.0427,6.43589,-7.95207,-23.7446,-21.204,-10.9587
57,5800,317,104059,29001.1,27797.2,-13.0816,6.40966,-7.76722,-23.7833,-21.3724,-11.1283
58,5900,588,121094,36248.7,29166.1,-13.0517,6.33948,-7.5616,-23.9781,-20.5194,-11.1415
59,6000,2095,75916,22038.5,20064.1,-12.9858,6.24474,-7.61925,-24.1146,-20.0612,-11.0968
60,6100,1371,106081,30479.9,30061.4,-12.9821,6.24159,-7.6224,-24.1624,-20.1299,-11.1071
61,6200,391,88404,21139.2,19800,-13.0031,6.35546,-7.69462,-24.1271,-19.6361,-11.1568
62,6300,59,108919,23904.2,22995.7,-12.987,6.3937,-7.68785,-24.1164,-18.4764,-11.0595
63,6400,30,66031,25365.8,19795.2,-12.9921,6.46724,-7.68702,-24.1671,-19.0166,-11.0446
64,6500,528,109354,26227.5,26097.4,-12.9883,6.53891,-7.66453,-24.1682,-18.8807,-11.0769
65,6600,2413,87599,25293.2,21798.3,-12.9866,6.49876,-7.66975,-24.1511,-18.5076,-10.976
66,6700,382,80375,26040.9,22907.4,-12.9699,6.50816,-7.67144,-24.1424,-18.7672,-10.9613
67,6800,1427,116327,24841.7,30441.7,-12.9806,6.51667,-7.67616,-24.1426,-18.9487,-11.0118
68,6900,796,64374,25668.9,19332.9,-12.9736,6.52842,-7.678,-24.1131,-19.2137,-11.0205
69,7000,415,160074,27820.1,32094.9,-12.9683,6.52628,-7.67915,-24.0981,-19.2364,-11.0343
70,7100,475,91727,25313.8,19431.6,-12.966,6.53094,-7.6875,-24.0988,-18.9516,-10.9867
71,7200,513,82034,21382.1,18533.9,-12.9656,6.53613,-7.69263,-24.0994,-18.7611,-10.99
72,7300,520,210845,35620.2,48245.9,-12.9644,6.53896,-7.70498,-24.0919,-18.7453,-10.9819
73,7400,533,88754,27495.1,26784.1,-12.9661,6.52816,-7.70544,-24.0972,-18.7113,-10.9687
74,7500,1099,140243,32084.2,33066.7,-12.9656,6.53038,-7.68801,-24.1093,-18.6979,-10.929
75,7600,307,115297,30024.4,31216.6,-12.9805,6.52801,-7.67108,-24.1033,-18.8325,-10.9261
76,7700,3887,151267,42205.6,33235.2,-12.9858,6.51138,-7.68,-24.0993,-18.916,-10.9175
77,7800,825,111369,38303.3,28255.9,-12.9865,6.50622,-7.68563,-24.1118,-18.8996,-10.9061
78,7900,801,97136,31943.7,30057.9,-12.9863,6.49649,-7.68607,-24.1098,-18.9151,-10.9185
79,8000,198,119647,31717.6,29122.9,-12.986,6.50253,-7.68689,-24.119,-18.9538,-10.9232
80,8100,1156,161843,27386.3,35098.6,-12.985,6.46136,-7.6894,-24.1118,-18.9402,-10.9297
