generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,68,1182,413.667,295.956,-8.31456,7.86833,-3.93193,-3.39339,-7.34421,-5.08601
1,200,210,25295,7313.93,6415.06,-7.68273,6.37947,-3.68101,-8.31902,-11.9977,-7.18021
2,300,2422,50685,16019.2,12724.5,-10.181,6.94209,-4.3874,-11.9655,-19.3829,-7.9366
3,400,77,41909,13548,11228,-11.5552,7.28866,-4.2434,-13.0365,-19.1183,-7.3221
4,500,815,108038,28506.9,24426.6,-10.3203,5.82922,-5.92047,-14.9351,-20.5913,-6.13842
5,600,355,82235,19522.1,19195.8,-10.5114,7.80637,-6.36093,-14.9079,-22.0265,-6.87293
6,700,160,97777,27906.9,27144.4,-9.96751,7.18899,-5.93605,-15.0679,-23.9,-7.77556
7,800,27,71508,18562.1,16000.8,-10.7753,8.46998,-7.44561,-16.1614,-24.9394,-9.06696
8,900,208,77150,22169.4,20980,-11.1907,6.1862,-7.883,-18.5586,-23.9555,-8.71164
9,1000,3441,114777,39480.3,31875.4,-10.9523,6.6581,-8.05127,-19.1584,-24.3749,-8.62595
10,1100,242,89007,33395.8,25939.6,-10.7269,6.82628,-7.67521,-18.8857,-21.49,-8.73501
11,1200,476,106029,33115.8,31426.8,-9.98076,8.18625,-6.96432,-19.1361,-17.4746,-9.25632
12,1300,1371,61956,22037,16995.1,-10.0232,9.49474,-8.7016,-21.478,-18.7052,-7.59684
13,1400,1868,165351,40290.8,32147.7,-10.4993,9.4727,-7.59597,-21.1995,-18.5735,-8.66969
14,1500,2144,74988,26637.9,20722.7,-11.2964,7.19608,-7.76257,-20.1942,-18.1782,-7.78134
15,1600,615,131039,28107.3,31369.6,-12.6192,7.74639,-7.86746,-20.5341,-19.0136,-8.59444
16,1700,3812,258511,40568.8,46187.1,-12.5325,6.23455,-7.93766,-20.4807,-20.1366,-8.74394
17,1800,356,131215,36935.2,37124.4,-11.8376,6.44517,-7.82088,-20.0579,-20.5983,-7.94525
18,1900,465,84771,26287.8,26090.3,-11.3014,6.7485,-7.26552,-21.0635,-19.5342,-7.68254
19,2000,2455,92600,32222.9,24657,-9.75783,5.71618,-7.26052,-20.4833,-20.57,-9.11315
20,2100,5361,117986,40016.8,29518.2,-10.8058,4.9294,-7.66909,-19.5744,-20.9197,-8.50646
21,2200,575,150530,30648.2,30759.4,-10.6003,5.03668,-7.77304,-18.3147,-23.6779,-9.05108
