generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,0,0,0,0.890564,0.288867,0.261881,-0.218924,0.401435,-0.296629,0.949831
1,12,0,0,0,0,0.833888,-0.729404,-0.0129331,0.153581,-0.739999,-0.49448,0.943157
2,18,13,1020,377.767,289.727,0.803375,-1.1256,-0.0035913,-0.610876,-0.926441,-0.829751,0.0606827
3,24,94,1827,501.1,410.855,0.925951,-2.19124,0.879731,-1.67374,-1.6752,-1.35416,-0.336089
4,30,150,5554,1351.87,1223.66,1.03181,-2.66868,0.0593882,-1.80767,-2.20769,-2.23252,-0.593661
5,36,153,3939,776.567,784.53,1.0437,-2.68278,-0.46138,-1.52884,-2.1964,-1.67676,-1.20709
6,42,70,1617,548.533,447.473,1.07989,-2.22401,-0.0732511,-2.6853,-3.29787,-1.5477,-1.38587
7,48,73,4404,1414.87,1280.04,1.06902,-2.92975,0.339021,-2.1143,-3.66103,-1.48536,-1.99894
8,54,853,26571,7276.17,6888.9,1.10787,-2.87009,-0.473259,-2.09753,-5.13646,-1.84618,-1.96323
9,60,704,88523,23042.6,22964.7,1.09297,-2.45428,0.167662,-1.41838,-5.30295,-1.35559,-1.28641
10,66,291,45282,11365.8,9550.35,1.08307,-2.99437,-0.389595,-2.28155,-5.93784,-2.68361,-2.47144
11,72,115,16411,5950.7,4053.06,1.19749,-3.22492,-1.00558,-2.90319,-7.32677,-4.29746,-2.45284
12,78,605,37984,13045.2,11259.4,1.23522,-3.63813,-0.777327,-2.97861,-7.43785,-4.86182,-2.07817
13,84,397,56314,10452.6,11559.1,1.26028,-3.96341,-1.19415,-2.34038,-8.93337,-4.65158,-2.37131
14,90,639,75720,26242.3,19020.4,1.20286,-4.23467,-0.350181,-2.72865,-8.58519,-5.17212,-3.12642
15,96,343,33957,11250.7,9141.91,1.13768,-3.67523,0.468479,-3.69316,-7.90301,-4.4252,-3.391
16,102,491,75078,19954.4,19168.4,1.1208,-3.87759,0.976821,-3.11626,-7.88216,-5.78491,-2.9322
17,108,1479,82768,19984.2,20475,1.07207,-4.31402,0.867241,-3.66189,-9.04956,-6.23889,-3.67929
18,114,716,69606,16829.1,15114.5,1.00018,-4.11343,1.62596,-3.67403,-8.13381,-4.9702,-2.87519
19,120,907,61015,15597.6,15545.6,0.916916,-3.84616,1.3164,-3.31136,-7.94524,-5.39787,-2.07612
20,126,447,56370,21174.2,16554.7,0.876339,-2.66828,1.22926,-2.69993,-7.47718,-5.1405,-2.19813
21,132,362,132683,30255.9,31780.6,0.863754,-3.07268,1.68881,-2.23865,-7.42973,-5.33243,-2.97534
22,138,149,108298,38458.3,28454.3,0.811446,-3.16721,1.68684,-2.08429,-7.68655,-5.69921,-2.45376
23,144,1258,119050,25610.5,23850.2,0.806836,-3.69312,1.50345,-2.5698,-8.64816,-7.03496,-2.71428
24,150,688,78526,28025.7,24086.1,0.707341,-3.03135,1.75333,-2.74022,-8.02317,-5.90552,-2.4198
25,156,1729,82170,21185.2,18598.1,0.631194,-3.5058,1.7888,-2.97583,-8.67015,-6.48444,-2.74496
26,162,1425,120689,29761.9,31008.8,0.605896,-3.87795,2.15237,-2.71821,-8.75982,-6.05577,-2.92988
27,168,1181,121496,34937.1,32596,0.607656,-3.60588,2.66019,-2.93909,-8.94826,-6.10818,-2.76472
28,174,654,295466,38190.1,58457.8,0.667939,-3.29737,3.31551,-3.28152,-8.76019,-5.62914,-2.67507
29,180,119,97604,29591.8,25237.3,0.731271,-3.33061,3.58398,-3.01276,-9.47812,-5.65916,-2.94784
30,186,384,68580,16967.8,17919.5,0.844105,-3.31086,4.72097,-3.29896,-9.39565,-5.73915,-3.30455
31,192,825,90609,22808.3,21799.8,0.892998,-4.23069,3.77081,-3.01692,-10.3923,-5.84478,-3.97836
32,198,425,162502,24525,30946.2,0.869007,-4.21046,3.25181,-2.44528,-10.3106,-5.77615,-3.62339
33,204,833,111252,32429.2,29305.5,0.766438,-3.68752,3.41012,-3.25863,-9.9624,-6.36414,-3.36199
