generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,5,0.433333,1.19434,0.939847,0.432958,0.137033,0.509876,0.753892,-0.939524,-0.338433,-0.761028,-1.06063,-0.201928,-0.394587,0.651374,-0.0596726,0.548789,0.38931,0.0354327,-0.00509696,0.141354,-0.670148,-0.191423,0.149624,-0.399855,-0.863114
1,26,0,2,0.2,0.484234,0.895229,0.69177,0.374691,-0.887105,0.678523,-0.205381,0.449446,-0.127295,-0.983873,1.02348,-0.856561,0.822925,-0.538893,0.547066,-0.307032,0.176184,0.0973933,0.304622,-0.436377,-0.238997,1.02369,-0.562102,-0.749022
2,39,0,2,0.366667,0.614948,0.857958,0.740511,0.94316,-1.00193,-0.281187,-0.423742,0.641114,-0.33841,-0.34364,0.902371,-0.685386,1.07969,-0.693405,0.89657,-0.416797,-0.521702,0.184742,0.325866,0.00109076,-0.532249,0.831997,-0.619427,-1.44298
3,52,0,21,4.96667,4.90238,0.839032,1.01013,0.485044,-0.75716,-0.520035,-1.33242,0.0586245,-0.141966,0.140488,1.22098,-1.52043,1.34703,-0.404168,0.65533,-0.547429,-0.58086,0.0456901,0.130097,0.0320114,-1.20491,0.817774,-0.622507,-1.91076
4,65,0,8,2.93333,2.54522,0.829222,1.27762,0.690502,-1.18893,-1.09286,-1.42353,-0.303851,-0.344428,0.422171,1.23234,-1.6943,1.69195,-0.15399,0.421842,-0.0131415,-0.534933,0.309577,-0.665859,-0.677345,-1.27034,0.675407,-0.591426,-1.93683
5,78,0,9,3.53333,2.50149,0.844976,0.913038,0.149312,-0.910883,-1.88472,-2.2236,-0.193863,-0.717279,1.45924,1.19512,-1.95711,1.0025,-1.31837,-0.438198,0.0972167,-0.408158,-0.195671,-1.16228,-0.409697,-1.10684,0.968889,-0.828761,-1.79051
6,91,0,19,5.63333,4.83153,0.860092,0.506117,0.169578,-0.801654,-1.43917,-3.33426,-0.369315,-0.497742,1.37987,0.842654,-2.08557,0.592416,-1.96666,-0.564299,-0.0569403,-0.905754,0.205848,-1.15026,-0.279719,-1.33874,0.865271,-1.07332,-1.64207
7,104,0,21,8.43333,6.11208,0.877131,0.571167,0.851495,-0.544226,-1.26957,-3.18147,0.120859,-0.985138,1.70974,0.855626,-2.04998,-0.261732,-2.3799,-1.15762,-0.451268,-1.29883,-0.145919,-1.28438,-0.0940674,-1.45986,0.739517,-1.56074,-1.75229
8,117,10,37,20.9,7.84043,0.886124,1.04311,1.12794,-0.601653,-1.08384,-3.20439,-0.120756,-1.19635,1.148,1.05868,-2.09128,0.49812,-1.95381,-1.80151,-0.398363,-1.34261,0.0959318,-1.05324,-0.167518,-1.73112,-0.0845025,-2.45202,-2.5082
9,130,3,70,22.4333,13.9449,0.88764,0.510265,1.33063,-0.883488,-0.639801,-2.53142,-0.376974,-1.61945,1.25884,0.873694,-2.22141,0.0559422,-2.09258,-1.58765,-0.119279,-1.79862,-0.035725,-1.78878,-0.045568,-1.31338,-0.136641,-2.75727,-2.85666
10,143,24,95,46.6,18.0011,0.906689,0.198679,1.44902,-1.46714,-0.463212,-2.48287,-0.299286,-1.94982,1.51477,0.65447,-2.35209,0.671743,-2.16373,-1.54528,-0.68491,-1.55771,-0.455741,-2.63898,-0.113667,-2.2343,-0.274214,-3.03244,-3.58735
11,156,11,91,40.6667,17.4718,0.932029,-0.40073,1.57777,-1.76715,-0.554755,-2.68738,-0.262016,-1.75657,2.11623,0.529834,-2.82321,0.554987,-1.63965,-0.824864,-0.999191,-1.68633,-1.33851,-2.3078,-0.66604,-2.6705,0.248096,-3.84769,-3.73568
12,169,7,71,39.8667,17.7584,0.947131,-0.521176,1.75921,-2.21007,-0.634439,-1.86079,-0.629144,-1.00821,1.30428,-0.325278,-3.07614,0.0261139,-2.07953,-1.62078,-0.424711,-1.77626,-0.795314,-1.87631,-0.672726,-2.99163,-0.127917,-3.97383,-4.06367
13,182,20,89,47,18.2983,0.981739,0.128179,2.6804,-2.70686,-0.913871,-1.43989,-1.21061,-2.14973,1.21719,0.0952349,-3.39601,-0.362031,-1.73673,-1.86774,-0.715565,-2.02765,-1.43463,-2.18934,-1.28211,-3.74365,-0.0210135,-4.1789,-4.35122
14,195,18,129,53.2667,23.3562,1.00461,0.607928,2.20729,-2.9737,-0.872451,-1.59943,-1.17464,-2.46315,0.168071,0.875004,-3.50655,0.428922,-1.28717,-1.66957,-1.18638,-1.87813,-1.6276,-2.25843,-1.51876,-4.40631,0.327255,-4.56926,-4.11418
15,208,12,109,52.2667,25.603,1.02748,0.125341,1.8683,-2.51727,-1.23278,-1.66814,-2.01249,-2.2556,-0.0943575,0.716548,-3.4874,0.145102,-0.579583,-1.93141,-1.19702,-2.68535,-1.42887,-2.69764,-1.95166,-4.34834,0.144069,-5.14667,-4.80608
16,221,22,177,73.5667,38.6252,1.05069,-0.254262,1.54692,-2.98416,-1.58456,-1.34722,-2.24288,-1.7741,-0.584797,0.278842,-4.05484,0.226368,-0.343279,-1.71692,-0.304787,-2.00177,-1.41062,-3.0205,-2.03817,-4.41166,-1.00792,-4.91712,-5.60858
17,234,17,234,64.5,39.9023,1.06869,-0.920005,1.6422,-3.10947,-1.86864,-0.478647,-2.85986,-0.820055,-1.42439,0.343125,-4.55921,0.95665,-0.536624,-1.71276,-0.545557,-2.43041,-1.74056,-2.32568,-2.30264,-3.67757,-0.696996,-4.41808,-4.89474
18,247,19,185,73.7,35.0243,1.08771,-1.84831,0.860757,-3.38595,-2.12121,-0.322369,-3.04385,-0.265231,-2.03276,1.07352,-4.07273,0.632822,-0.0769189,-1.52359,-0.562176,-1.97233,-1.10851,-2.25505,-2.25316,-2.80026,-0.529585,-3.45182,-5.34015
19,260,14,163,67.5333,40.8477,1.08017,-1.69641,1.00981,-3.98709,-2.4961,-0.796985,-2.73052,-0.407474,-1.8233,0.927925,-4.43881,0.829569,0.0122234,-1.4206,-0.833995,-1.72282,-1.48986,-2.50105,-1.67316,-3.59643,-0.162404,-3.73951,-6.12842
20,273,18,178,70.8333,42.0796,1.06552,-1.87855,0.394937,-2.7664,-2.93522,-0.519176,-2.9708,-0.406236,-1.57056,0.723347,-4.11939,-0.438534,-0.0290817,-2.24322,-1.10121,-1.97901,-1.78367,-3.09965,-1.49522,-3.6824,-1.13516,-4.09518,-6.17225
21,286,21,151,62.7333,33.8536,1.06191,-2.39745,0.0407418,-3.60766,-2.60801,-0.557721,-3.83093,-0.246345,-1.96169,0.791969,-3.99992,0.537894,-0.328552,-1.78025,-0.530087,-2.89893,-1.64943,-2.81847,-2.02684,-3.71576,-1.50104,-4.54257,-7.14056
22,299,22,135,70.6333,31.3528,1.03146,-1.58513,0.338096,-3.20135,-2.8001,-0.867488,-3.34717,-0.0358885,-1.49766,0.427529,-4.30381,0.997419,-0.267694,-1.80516,-0.217049,-2.81547,-2.08163,-3.123,-2.84008,-3.75438,-1.19379,-5.39372,-7.25333
23,312,25,219,72.4,41.0404,1.03367,-1.77191,-0.22152,-2.39429,-3.08929,-1.20762,-2.87977,-0.242219,-1.20049,-0.0769198,-4.25752,0.885318,-0.985028,-1.16217,-0.684672,-2.73885,-2.05304,-4.09359,-2.14946,-3.26291,-1.86927,-6.17152,-8.32073
24,325,9,219,87.9333,49.5768,1.07179,-1.41491,-0.107483,-2.06638,-3.55883,-1.2893,-2.85835,-0.0143333,-0.684095,-0.816133,-4.67223,0.610147,-1.20436,-1.0715,-1.37437,-3.97683,-3.18545,-4.24938,-3.5173,-3.15128,-2.56337,-6.16269,-8.92322
25,338,28,194,76.6333,35.6801,1.13072,-1.36687,0.109533,-2.88481,-3.04646,-0.425155,-3.24475,0.465149,-1.25204,-0.761025,-5.49071,0.778794,-1.08399,-1.08547,-2.46807,-4.60927,-2.49328,-4.0423,-5.0186,-4.3191,-3.39087,-6.89017,-9.74944
26,351,26,203,65.6,37.8933,1.16311,-1.32572,-0.709072,-3.32539,-2.75418,-0.616189,-3.03833,1.38633,-1.13553,-1.0461,-6.19785,1.87297,0.351748,-1.83936,-2.26201,-4.00071,-2.50265,-3.23595,-4.37505,-3.87502,-3.54982,-6.14372,-9.79886
27,364,20,251,66.5333,44.2608,1.14869,-1.65643,-0.27279,-3.28563,-2.44057,-0.573124,-3.05922,1.7574,-0.90579,-0.777241,-5.54334,1.91721,0.0307273,-1.52256,-2.35306,-4.50367,-2.90747,-2.84279,-4.46081,-4.49927,-3.41527,-5.57338,-8.53131
28,377,28,195,75.8333,31.2587,1.14816,-2.09036,0.355858,-2.73585,-2.18996,0.343922,-3.7105,1.49362,-0.184324,-0.701866,-5.37966,1.94999,-0.606354,-2.00932,-2.0705,-3.72414,-3.99969,-2.3088,-3.62722,-3.36539,-4.70557,-6.60704,-8.33645
29,390,13,152,59.9,30.2579,1.16442,-1.60179,0.425972,-3.85082,-2.96893,0.7496,-3.7687,2.20944,-0.0883094,0.0854243,-6.57724,2.33662,0.0262351,-1.48448,-2.84238,-3.29118,-3.7482,-2.70453,-4.20949,-3.59357,-5.1454,-7.43001,-9.79346
30,403,20,91,50.1333,17.2581,1.1575,-2.12325,0.950972,-3.86077,-3.27617,0.790083,-2.29119,1.38586,0.677493,0.297626,-6.55508,1.85683,-0.0740267,-1.95132,-2.26521,-2.76229,-2.70284,-3.44409,-2.99331,-3.23111,-5.56048,-7.29956,-9.30885
