generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,8,279,104.733,75.7455,-0.587178,2.57369,-7.81704,-6.36981,-4.36945,-2.67629
1,200,104,9124,2779.53,2538.35,-9.51492,6.22283,-5.55286,-8.08693,-9.05221,-5.15202
2,300,91,54375,14494.2,11609.6,-9.01427,6.65283,-4.20963,-9.83244,-12.3898,-4.45187
3,400,447,62368,18007.1,17392.5,-7.99146,5.63488,-4.23455,-10.64,-15.6127,-4.62099
4,500,390,73577,14847.8,14065.1,-7.2087,5.75852,-5.24527,-9.72705,-16.9474,-4.47604
5,600,3100,59616,24006.2,17013.3,-6.97792,5.42241,-5.76528,-10.8326,-16.44,-4.57346
6,700,1195,46958,17904.2,12967.4,-6.84701,5.0491,-5.90105,-11.1856,-16.7619,-4.57413
7,800,2025,111605,26123.2,23582.7,-7.20854,4.59159,-5.90965,-11.5181,-16.6796,-4.54288
8,900,2052,147207,23841.2,28267.9,-7.43876,4.4816,-5.84336,-11.4601,-16.5057,-4.83245
9,1000,3135,78167,31654.2,21246.1,-7.06446,4.27545,-5.45658,-11.3213,-16.7512,-4.88515
10,1100,630,115446,26076.3,24939.6,-6.99756,4.77795,-5.50276,-11.1573,-16.8449,-5.02951
11,1200,4289,143152,33462.1,31925.2,-7.08957,4.75059,-5.58109,-11.277,-16.8716,-4.87172
12,1300,1178,113657,30079.1,27266.4,-7.18041,4.56677,-5.56477,-11.1216,-16.8234,-5.04524
13,1400,1367,188624,41962.8,40856.2,-7.21692,4.5186,-5.48946,-11.2675,-16.793,-5.21976
14,1500,253,61613,20242.5,16810,-7.2594,4.65609,-5.59256,-11.2283,-16.7246,-5.43555
15,1600,1574,85717,24979.7,18573.7,-7.2678,4.49491,-5.6359,-11.1904,-16.6527,-5.61758
16,1700,3046,72301,26504.5,14950.5,-7.31884,4.41684,-5.69031,-11.2507,-16.7628,-5.68963
17,1800,498,80904,31035.4,24540.5,-7.33217,4.40105,-5.73248,-11.3123,-16.9911,-5.6852
18,1900,1208,61120,20936.2,16612.5,-7.41672,4.34623,-5.8211,-11.2374,-17.0303,-5.67959
19,2000,596,206391,30777.4,40522.4,-7.44591,4.29451,-5.79134,-11.2298,-17.1782,-5.68234
20,2100,918,104142,22380.7,23910.5,-7.48505,4.25941,-5.74771,-11.2561,-17.2484,-5.70738
21,2200,211,69649,28115.5,19706.1,-7.48315,4.27898,-5.80476,-11.2364,-17.2599,-5.70363
22,2300,2392,212703,39523.2,45596.7,-7.52522,4.29794,-5.74148,-11.224,-17.3944,-5.68085
23,2400,444,109814,25517.6,27094.8,-7.53807,4.25794,-5.76379,-11.2071,-17.383,-5.68423
24,2500,296,122649,23874,26789.8,-7.51839,4.25608,-5.73745,-11.2555,-17.2927,-5.69331
25,2600,1296,114534,23699,24720.8,-7.51614,4.25523,-5.75212,-11.2776,-17.29,-5.69692
26,2700,1959,98698,28021.7,26403.7,-7.5231,4.24408,-5.76745,-11.2777,-17.2661,-5.70393
27,2800,897,79526,33852.8,24300,-7.52765,4.25174,-5.75048,-11.4175,-17.4167,-5.72241
28,2900,3584,64648,26504.7,17808.5,-7.53293,4.25035,-5.71924,-11.505,-17.4392,-5.73106
29,3000,612,94812,33172.5,23623.6,-7.53173,4.24811,-5.7381,-11.418,-17.5782,-5.7311
30,3100,753,98975,29795.4,28083.5,-7.53536,4.25433,-5.71956,-11.4095,-17.6202,-5.71163
31,3200,481,218401,31852.8,41551.2,-7.5267,4.25512,-5.72511,-11.4499,-17.6206,-5.69322
32,3300,1890,91891,33769.2,25808.8,-7.52301,4.26433,-5.72272,-11.4119,-17.6162,-5.69865
33,3400,786,115290,30649.9,31952,-7.51655,4.26174,-5.74037,-11.3808,-17.6501,-5.70303
34,3500,917,140308,25701.9,29959.6,-7.52613,4.2634,-5.74162,-11.4571,-17.6496,-5.70991
35,3600,2815,128689,27752.8,28173.9,-7.52639,4.25971,-5.73918,-11.4669,-17.6309,-5.70929
36,3700,1128,123036,20430.8,27531.5,-7.52908,4.25731,-5.7334,-11.4767,-17.6481,-5.71181
37,3800,3052,82612,33058.1,24277.3,-7.53455,4.2566,-5.73347,-11.4512,-17.6074,-5.7109
38,3900,632,103135,27440.4,24891.9,-7.5342,4.25814,-5.7284,-11.5059,-17.6302,-5.71253
39,4000,225,64388,19824.1,17327.2,-7.53451,4.2608,-5.73281,-11.5654,-17.639,-5.71341
40,4100,1149,146739,31635.5,34746.9,-7.52963,4.26525,-5.72848,-11.4911,-17.644,-5.71238
41,4200,2046,145813,24964.3,26348.9,-7.52879,4.26192,-5.74133,-11.5112,-17.6357,-5.71407
42,4300,1149,106777,27447.7,26499.1,-7.53121,4.26057,-5.73404,-11.4683,-17.6259,-5.71639
43,4400,278,82010,27676.4,24453.3,-7.52969,4.26234,-5.72929,-11.5276,-17.6183,-5.71808
44,4500,2276,55396,25985.7,15985.5,-7.53165,4.26217,-5.73095,-11.5606,-17.6307,-5.71732
45,4600,4790,106072,32885.3,28819.4,-7.53761,4.2625,-5.73955,-11.6135,-17.6304,-5.71549
46,4700,529,103919,26077.7,23333,-7.54085,4.2629,-5.7408,-11.635,-17.6379,-5.71419
47,4800,522,167479,35355.8,40202.2,-7.54052,4.26293,-5.75553,-11.6148,-17.6386,-5.7129
48,4900,80,157721,28498.6,29538.2,-7.53874,4.26331,-5.75187,-11.6063,-17.641,-5.71383
49,5000,1259,147496,33018,34566.9,-7.53915,4.26274,-5.75813,-11.6202,-17.6385,-5.71407
50,5100,476,115676,27839.2,34190.5,-7.54539,4.26345,-5.75628,-11.6793,-17.6388,-5.71466
51,5200,1096,117299,23918.3,24954.9,-7.54515,4.26436,-5.7613,-11.6668,-17.6393,-5.71475
52,5300,1100,99689,25109.5,24667.6,-7.5443,4.26564,-5.76221,-11.6921,-17.6385,-5.71602
53,5400,994,242657,39405.1,49919.8,-7.54915,4.26532,-5.76233,-11.7411,-17.6406,-5.71667
54,5500,285,128478,37894.1,33585.7,-7.55448,4.26529,-5.76187,-11.721,-17.6387,-5.71635
55,5600,2693,146093,27307.4,29649.1,-7.55272,4.2658,-5.76062,-11.8137,-17.6392,-5.7162
56,5700,806,140291,34486.7,31300.8,-7.55463,4.26524,-5.76272,-11.8161,-17.641,-5.71626
57,5800,2488,85495,20666.3,18418.7,-7.54982,4.2663,-5.76245,-11.8089,-17.6417,-5.71569
58,5900,211,175823,37257.6,40037.4,-7.5513,4.2664,-5.76362,-11.8098,-17.6411,-5.71586
59,6000,661,76444,21832.1,19603.2,-7.55064,4.26669,-5.76481,-11.8152,-17.6425,-5.71566
60,6100,343,120274,26092.7,26590.7,-7.54961,4.2669,-5.76323,-11.8071,-17.6426,-5.71501
61,6200,417,89906,31064.1,24674.5,-7.55114,4.26759,-5.76257,-11.7981,-17.6444,-5.71582
62,6300,1798,77685,27907.7,22397.3,-7.55074,4.26758,-5.76298,-11.8014,-17.6436,-5.71583
63,6400,273,112286,34258.9,32345.6,-7.55297,4.26774,-5.76414,-11.7999,-17.6431,-5.71624
64,6500,702,99691,22094.1,26110.5,-7.557,4.26734,-5.76264,-11.7904,-17.644,-5.71596
65,6600,1045,94529,28027.5,25235.9,-7.56155,4.26726,-5.76477,-11.7848,-17.6436,-5.71625
66,6700,491,186473,36524.1,43230,-7.56183,4.26747,-5.7648,-11.7907,-17.6438,-5.71568
67,6800,225,89796,28826.3,21720.5,-7.56307,4.26783,-5.76689,-11.7909,-17.6437,-5.71543
68,6900,276,132061,22064.8,26058.7,-7.56421,4.26802,-5.76941,-11.7879,-17.644,-5.71578
69,7000,797,155828,34326,33661.8,-7.56402,4.26814,-5.76889,-11.7883,-17.6438,-5.71565
70,7100,1576,101165,30729.9,26008.7,-7.563,4.26799,-5.76901,-11.7888,-17.6439,-5.71562
71,7200,3540,76021,37147.7,22441.4,-7.55855,4.26763,-5.76716,-11.7919,-17.6455,-5.71555
72,7300,437,141920,32099,36803.6,-7.55921,4.26766,-5.76753,-11.7953,-17.6455,-5.71592
73,7400,472,81669,25982.3,24371.7,-7.5594,4.26775,-5.76915,-11.7922,-17.6452,-5.71593
74,7500,1211,245845,30632.8,46066.2,-7.55874,4.26754,-5.7686,-11.7926,-17.6453,-5.71594
75,7600,694,103631,32755.4,27129.2,-7.56143,4.26767,-5.76972,-11.7942,-17.6458,-5.71605
76,7700,2592,140363,34586.4,41398.8,-7.56145,4.26765,-5.77013,-11.792,-17.6457,-5.7158
77,7800,1004,183974,33623.9,36611.5,-7.56184,4.26751,-5.77001,-11.7907,-17.646,-5.71578
78,7900,1453,99299,26174,23476,-7.56559,4.26765,-5.77134,-11.7852,-17.646,-5.71583
79,8000,3013,102447,30911.9,23813.5,-7.5642,4.26772,-5.76998,-11.7834,-17.6459,-5.71587
80,8100,180,140773,30360.4,37537.8,-7.56412,4.26775,-5.77029,-11.7844,-17.6461,-5.71585
