generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,81,1495,502.5,393.402,-11.1238,4.04251,-4.37012,-7.27729,-4.00193,-7.1252
1,200,1534,87323,20437.9,22232.5,-9.44144,1.92443,-3.90823,-12.1457,-8.11104,-6.0394
2,300,489,112129,27324.8,31431.3,-8.13592,3.59021,-4.38955,-13.8079,-10.5703,-6.10982
3,400,166,106846,24866.6,27140.3,-7.9055,2.58148,-4.62529,-15.5313,-10.6545,-5.76735
4,500,825,100614,24633.5,28476.7,-8.21154,3.38558,-4.19971,-16.0853,-9.94758,-5.88567
5,600,3670,79810,29076.1,22116.9,-9.07928,3.63932,-4.59468,-16.5411,-9.5763,-5.6435
6,700,708,92777,26087.9,22916.3,-8.39279,5.01617,-6.28838,-19.195,-9.47849,-6.11154
7,800,1672,168926,25904.2,38528.5,-8.46527,4.3409,-6.11126,-22.1989,-9.83611,-7.02366
8,900,899,150019,36144,39230.8,-8.66653,4.14102,-5.29175,-21.4019,-9.93357,-6.19747
9,1000,195,109368,25776.2,24144,-8.77338,5.66953,-6.24118,-22.5287,-9.81301,-6.86173
10,1100,3167,162320,26579,31978.1,-8.26415,6.59871,-5.6948,-23.8412,-11.1948,-6.58795
11,1200,1823,109723,31109.1,24626.4,-8.47467,7.09088,-6.09369,-22.5447,-11.2749,-7.02517
12,1300,436,201938,33634.8,39206.9,-8.76102,6.66812,-6.49889,-23.1632,-11.013,-6.72755
13,1400,3049,114579,27779.6,27569.5,-8.40607,7.18844,-6.73893,-23.8269,-12.6862,-6.36273
14,1500,937,171523,32410.3,42200.5,-9.83322,8.08479,-6.86666,-22.6433,-13.5767,-6.95228
15,1600,1158,73011,27648.9,22511.8,-10.08,7.85876,-7.35188,-21.7277,-14.9318,-7.69693
16,1700,986,47859,17635.5,13721.4,-12.3631,9.059,-7.77219,-23.7563,-12.4726,-8.00539
17,1800,2495,93924,27085,20373.5,-12.32,9.71598,-7.69028,-24.9221,-13.6339,-9.00739
18,1900,668,69513,21334.4,20894.2,-11.7698,8.43278,-7.25394,-25.0193,-14.1184,-9.07025
19,2000,2673,65668,23294.1,18001.1,-11.8953,7.42223,-8.09171,-26.4646,-13.8213,-8.9169
20,2100,774,101039,26786.4,27014.2,-11.8719,8.29899,-7.85701,-25.9306,-13.0422,-8.97592
21,2200,429,81191,24101.8,19425.5,-12.4075,6.78227,-7.07501,-25.9151,-16.0212,-8.85361
22,2300,1752,78841,26045.2,24244.2,-13.4318,5.51795,-7.6474,-25.7224,-14.3034,-8.64826
23,2400,769,82299,27534.1,22545.5,-13.1076,5.82795,-8.50048,-28.0701,-13.4572,-8.63854
24,2500,148,114044,33033.7,30536.9,-13.3885,5.77234,-8.82136,-30.5272,-13.4538,-9.28836
25,2600,1965,116043,33421.2,35650.8,-13.6957,5.01522,-8.84846,-30.4476,-14.324,-10.3945
26,2700,405,66831,22042.6,18013.9,-13.1085,6.28771,-8.82669,-31.982,-15.0446,-11.2398
27,2800,833,74081,25800.8,20178.5,-13.35,6.28403,-9.35529,-30.8364,-15.4123,-12.5055
28,2900,204,119030,24057.2,23626.4,-13.9709,6.29678,-8.52061,-29.107,-16.5505,-11.7469
