generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,10,75,32.3333,15.3091,1.00448,-1.53233,-0.799955,-0.0664448,-0.0646941,-0.728648,-1.37168
1,12,38,323,153.367,72.9409,1.10129,-2.63497,-0.840814,0.124818,-1.08102,-1.77831,-2.0187
2,18,37,427,167.5,99.3009,1.12839,-2.76627,-0.515283,-0.750918,-0.251132,-2.40568,-1.86967
3,24,28,146,83.4,35.2152,1.13675,-3.61052,-0.821779,-1.12763,-0.70006,-1.62953,-2.63876
4,30,75,1197,423.1,288.535,1.11676,-3.89102,-0.494756,-0.793152,-1.07639,-3.01562,-1.87549
5,36,105,4213,1114.47,1073.28,1.0326,-3.14094,0.571643,-0.792521,-1.089,-2.72305,-1.62385
6,42,109,7219,1273.83,1542.15,1.09347,-3.43901,1.90498,-0.216643,-2.08465,-3.16922,-1.15713
7,48,158,33327,12472.6,9409.14,1.10062,-2.73373,1.83993,-1.04158,-2.61979,-3.3942,-1.17166
8,54,116,18580,3674.1,3742.73,0.980963,-3.03252,0.764299,-1.49738,-1.95143,-3.29174,-1.24042
9,60,567,69624,17707.7,17734.1,0.89785,-2.61675,0.82468,-0.856853,-2.70716,-3.40176,-1.57875
10,66,417,85388,17550.9,19216.1,0.880618,-1.82726,1.29695,-0.710592,-3.2068,-3.75689,-1.26458
11,72,1097,73566,19892.8,17934.9,0.799494,-2.02758,1.22114,-1.20123,-3.16455,-3.69553,-1.40252
12,78,441,86211,20691.6,21602.1,0.739125,-2.76841,1.29217,-1.11744,-3.57418,-4.13485,-1.29532
13,84,2209,114176,26575.4,24887.2,0.632912,-2.42554,1.28867,-1.38373,-3.26593,-3.77367,-1.20234
14,90,95,79540,14481.8,18120.6,0.567625,-2.47185,1.53301,-1.19107,-3.67932,-4.1287,-1.10465
15,96,329,104783,26515.1,23606.6,0.533282,-2.15171,1.6483,-1.75816,-3.14926,-3.99244,-1.26998
16,102,634,43251,10758.3,11284,0.469058,-2.60029,1.1149,-1.60704,-3.06977,-3.91651,-1.48665
17,108,67,134992,29771.2,32000.6,0.425385,-2.34719,1.00098,-1.18733,-3.00589,-3.74441,-1.5588
18,114,869,43117,12392,11296.6,0.410091,-2.56858,1.56803,-1.0471,-3.26109,-3.80489,-1.72783
19,120,242,79628,19518.5,21206.3,0.372699,-2.44612,1.24834,-1.0716,-3.34878,-3.98342,-1.82396
20,126,254,94653,27261.8,26001.9,0.341381,-2.30065,1.37611,-1.5427,-3.37116,-3.88342,-1.63349
21,132,1558,69789,18833.8,15875.1,0.333761,-2.66012,1.09774,-1.57418,-3.39188,-3.79146,-1.40435
22,138,179,69854,19420.1,19089,0.299814,-2.48305,1.32348,-1.35705,-3.03057,-3.72913,-1.48416
23,144,241,52961,18636.5,14308.4,0.287527,-2.41714,1.34124,-1.36993,-2.80024,-3.54149,-1.50544
24,150,198,65373,16440.7,14959.4,0.298739,-2.34233,1.17513,-0.927986,-2.83692,-3.37038,-1.49581
25,156,415,40955,11882,10704.2,0.289743,-2.35847,1.29471,-1.01398,-2.81258,-3.27958,-1.36037
26,162,713,45244,13945.4,12772.7,0.288354,-2.34014,1.68809,-0.891325,-3.05695,-3.45568,-1.39086
27,168,580,59200,13459.1,15943.9,0.277395,-2.3827,1.63954,-0.797674,-3.24377,-3.58253,-1.43713
28,174,289,36734,11434.3,10545.4,0.268152,-2.48271,1.73051,-0.800712,-3.27746,-3.67982,-1.28585
29,180,233,76029,14036.3,16136.9,0.259957,-2.21837,1.55789,-0.75965,-3.2708,-3.70086,-1.20529
30,186,777,42493,10581.6,8505.03,0.239892,-2.37666,1.45705,-0.688699,-3.22453,-3.70551,-1.24099
31,192,815,114840,16872.7,21434.3,0.232287,-2.30014,1.42626,-0.986886,-3.2403,-3.90106,-1.38698
32,198,1074,70009,25605.4,20436.6,0.236893,-2.12079,1.33098,-0.971431,-3.22949,-3.95642,-1.27301
33,204,820,70279,18909,18039.2,0.254928,-1.98742,1.06554,-0.890473,-3.04028,-3.85854,-1.23159
34,210,77,119919,21172.7,29534.9,0.258828,-2.35766,1.01557,-1.14574,-3.06131,-3.9741,-1.4882
35,216,478,90989,25040.3,22082.7,0.273924,-2.40305,0.895812,-1.02101,-3.32012,-4.20277,-1.57464
36,222,1530,119319,26883.5,25940.3,0.29195,-2.24028,0.784259,-1.01924,-3.43069,-4.00875,-1.68724
37,228,893,89779,27780.2,27754.4,0.3121,-2.35745,0.516417,-1.2906,-3.39211,-4.02131,-1.76049
38,234,1484,115197,30030.2,30608.3,0.320071,-2.65856,0.466028,-1.29387,-3.3627,-4.01885,-1.61952
39,240,398,109325,21710.6,22534.8,0.350652,-2.49949,0.207248,-1.34925,-3.29236,-3.86645,-1.27934
40,246,143,102762,19699.1,25178.7,0.396375,-2.7904,-0.122401,-1.50599,-3.32158,-3.63887,-1.49015
41,252,494,81353,14462.2,19424.9,0.400602,-2.59852,0.333279,-1.38084,-3.09909,-3.47022,-1.12501
42,258,463,65505,21326.7,15574.8,0.334042,-2.37321,0.583987,-1.16615,-3.14494,-3.74208,-1.40379
43,264,103,150206,31906.6,33997.6,0.305817,-2.24651,0.816195,-1.15364,-3.01459,-3.88205,-1.47783
44,270,1549,113541,33046.4,30216.6,0.290452,-2.23832,1.03391,-1.24734,-2.96644,-3.95533,-1.45454
45,276,429,61090,23640.7,16161.9,0.279183,-1.99858,1.10664,-1.13917,-3.15009,-3.97213,-1.25043
46,282,408,71332,19104.5,18033.1,0.264258,-2.22582,0.740674,-1.406,-3.23247,-3.79847,-1.46194
47,288,3463,91463,29267.3,22621.5,0.237157,-2.2271,0.88814,-1.39039,-3.19158,-3.77689,-1.42896
48,294,1483,95794,34642.1,26871,0.242757,-2.08317,0.885579,-1.52583,-3.4058,-4.00895,-1.4147
49,300,331,138567,29191,29602,0.228811,-2.08475,1.02739,-1.47056,-3.38757,-4.0303,-1.47979
50,306,452,97478,29209.2,29936.4,0.19998,-2.17325,0.726231,-1.46052,-3.25542,-3.951,-1.48514
51,312,1790,98453,22686.6,21450.4,0.176934,-2.18318,0.643924,-1.4542,-3.29776,-3.93688,-1.4388
52,318,875,135104,25562.2,28653.6,0.153548,-2.16173,0.833255,-1.5024,-3.25416,-3.96773,-1.43814
53,324,564,127827,24024.3,28090.2,0.136443,-2.18561,0.853492,-1.53712,-3.25224,-3.92655,-1.46116
54,330,837,69473,27790.1,23697.3,0.126094,-2.12711,0.807341,-1.5553,-3.34057,-3.91738,-1.42107
55,336,662,76084,25980.2,17839.1,0.13239,-2.24828,0.775583,-1.69713,-3.35412,-3.89492,-1.40446
56,342,324,114536,26783.1,28422.3,0.121506,-2.17423,0.915865,-1.58272,-3.30322,-3.90058,-1.37132
57,348,126,101133,28327.1,27131.4,0.121619,-2.07199,0.980771,-1.62341,-3.34325,-3.89286,-1.33421
58,354,947,99852,35587.3,25820.9,0.115709,-2.07485,0.927653,-1.60343,-3.29453,-3.83069,-1.38419
59,360,86,168555,36051.3,34668.4,0.117043,-1.99358,0.897569,-1.51575,-3.29697,-3.79409,-1.36615
60,366,453,101678,29393.1,30646.7,0.11042,-1.95461,0.986084,-1.5038,-3.30734,-3.88703,-1.3606
61,372,623,94936,21742.7,22379.4,0.103025,-1.96257,1.02033,-1.46875,-3.34389,-3.91079,-1.34563
62,378,357,101544,32929.5,27523.2,0.0961882,-2.04016,0.997016,-1.51901,-3.34122,-3.87662,-1.29083
63,384,1326,85657,27145,21769.5,0.107115,-2.0657,1.18862,-1.46953,-3.37151,-3.91559,-1.29814
64,390,1574,86268,25725.2,20587.5,0.124298,-2.15589,1.2077,-1.47177,-3.35671,-3.82208,-1.32544
65,396,322,61570,23743.2,18752.1,0.130153,-2.05697,1.25209,-1.44988,-3.2907,-3.81635,-1.21449
66,402,184,98917,22190.7,21680.8,0.137837,-1.98676,1.36004,-1.46944,-3.23646,-3.78164,-1.2307
67,408,209,224371,30783.1,40927.9,0.141528,-1.95038,1.437,-1.41553,-3.26827,-3.74809,-1.19283
68,414,1578,100048,29094,25083.2,0.137138,-1.90662,1.38985,-1.5015,-3.21717,-3.81318,-1.23001
69,420,2557,119896,36882.1,35432.1,0.137674,-1.86689,1.31611,-1.5832,-3.23628,-3.91141,-1.24609
70,426,242,49225,17954.7,12790.9,0.136915,-1.8944,1.41276,-1.53623,-3.14875,-3.87548,-1.19125
