generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,88,2140,641.7,469.307,-7.85889,1.69628,-5.92208,-7.58006,-3.79179,-5.01831
1,200,565,31470,9338.3,7102.66,-9.49587,7.01113,-7.65541,-15.5375,-8.13372,-6.91292
2,300,794,47527,12553,11969.7,-12.4223,6.93735,-6.15317,-18.843,-11.7316,-6.44947
3,400,1467,73075,20835.6,18565.2,-11.5622,6.43114,-7.04501,-19.5813,-11.4187,-6.49659
4,500,348,241873,42923.2,49409.9,-9.55805,4.5706,-6.28681,-19.5425,-12.2622,-7.03822
5,600,163,138124,26978.4,27571,-10.2013,3.62377,-6.06117,-20.1144,-11.8014,-6.95692
6,700,1070,82705,26721.3,22239.2,-10.5185,3.44883,-6.64431,-20.1032,-11.4716,-6.94733
7,800,2942,114986,34834,28036.4,-9.18194,3.68153,-6.70491,-19.962,-11.2904,-7.24675
8,900,1497,206910,39212.8,43235.2,-8.98894,3.72289,-6.56036,-19.9392,-11.1457,-6.93107
9,1000,47,108847,28743.6,30112.1,-9.43862,3.82333,-6.67756,-19.9487,-11.4274,-7.09692
10,1100,918,181957,38646.5,39215.5,-9.42937,3.99884,-6.49341,-20.1174,-11.3366,-7.15372
11,1200,295,109944,27388.8,27372.4,-9.43072,4.02734,-6.55419,-20.3692,-11.5888,-7.20375
12,1300,206,65778,20290,19144.2,-9.41461,3.79381,-6.59135,-20.2816,-11.2388,-7.18802
13,1400,663,125509,30652.2,32672.6,-9.5805,3.5243,-6.47654,-20.4919,-11.421,-7.20152
14,1500,540,103127,33093.4,31966.3,-9.54948,3.65879,-6.33507,-20.9241,-11.705,-7.24762
15,1600,1323,75666,25482.3,21492.8,-9.37647,3.54796,-6.24633,-20.9724,-11.7352,-7.26961
16,1700,27,76647,22440.7,21659.8,-9.45337,3.5902,-6.26226,-20.7521,-11.7649,-7.27775
17,1800,163,104746,32769,27623,-9.41614,3.53119,-6.23712,-20.6175,-11.9676,-7.30009
18,1900,709,103961,29031.7,29557.9,-9.38239,3.53003,-6.12513,-20.7129,-11.9406,-7.29439
19,2000,1667,92397,31605.6,27127.5,-9.41293,3.50527,-6.11548,-20.5818,-11.8437,-7.29906
