generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,3,0.133333,0.571346,0.940311,-0.423463,-0.562574,-0.309299,0.622834,0.819038,0.261376,0.607488,-0.363263,-0.747203,-0.302218,-0.18885,-0.513999,0.947473,-1.09607,-0.036744,-0.0977359,0.196354,0.0834243,-0.502617,0.313536,0.657309,0.452436
1,26,0,1,0.0666667,0.253708,0.911923,-0.156817,-0.138132,-0.698067,-0.0639686,1.1301,-0.397764,-0.0673314,-1.18221,-0.664784,0.343108,0.486223,-0.501803,1.38607,-1.71729,0.545367,0.388365,-0.0245746,-0.106784,-0.920014,0.453428,1.3251,0.176763
2,39,0,1,0.0666667,0.253708,0.890993,-0.290813,-0.114282,-1.26421,0.344056,1.37326,-0.777985,0.279108,-1.27755,-0.870412,0.505635,0.343334,-0.390598,1.29733,-1.64117,0.384185,0.907361,0.469518,-0.320114,-1.41527,0.644016,1.66154,0.217292
3,52,0,3,0.3,0.651259,0.876435,0.310791,0.173334,-0.844311,0.1731,0.681389,-1.51578,0.21252,-2.13852,-0.850518,0.84953,0.9425,0.358121,0.724017,-0.863477,0.10583,0.384706,1.00372,-0.174997,-1.9316,0.951634,1.24013,-0.52108
4,65,0,3,0.7,0.794377,0.858437,0.561148,0.179698,-0.0502181,0.2492,1.06918,-1.72746,-0.660193,-1.76481,-0.619039,0.132539,0.984536,0.492444,0.566659,-1.11799,-0.645853,0.46752,0.780876,-0.352558,-1.89584,-0.0523817,1.81496,-1.02338
5,78,0,8,2.13333,1.9954,0.865772,1.48707,0.0845726,-0.39021,0.331108,0.69591,-1.33097,-0.524516,-2.56421,-0.548128,0.125446,1.06971,0.302713,0.0610562,-1.36225,-0.631092,0.791936,0.469121,-1.26219,-2.53769,0.663502,2.03759,-1.74
6,91,0,10,1,2.1009,0.879953,2.00672,0.162465,-0.202018,0.271147,0.39922,-1.59842,0.0619636,-2.979,-0.545432,-0.637411,1.07677,-0.514505,0.0840692,-0.698047,-0.392136,1.35618,0.597281,-1.40706,-2.50125,0.860526,2.2897,-2.08445
7,104,0,7,2.4,2.22215,0.872902,1.3766,0.197844,0.276624,1.37103,0.426618,-1.85218,-0.739221,-3.02395,-1.02821,-0.391411,0.655974,-0.358637,0.386765,-0.544036,-0.0090847,0.783957,0.417169,-2.11782,-2.20105,1.14546,2.32322,-1.61946
8,117,0,13,3.6,3.04676,0.865735,2.21748,-0.221871,-0.219481,1.0171,0.426198,-1.44987,-0.5184,-3.02354,-1.9328,-0.279777,-0.0704123,-0.10052,0.636358,0.246266,-0.0239923,0.924341,-0.198017,-1.72191,-2.06532,0.443174,2.59287,-1.92893
9,130,0,6,1.26667,1.68018,0.893021,2.87185,0.136648,0.708596,1.8935,0.167954,-1.72203,-0.809631,-2.9377,-2.49052,-0.959338,0.0336823,0.814598,0.489502,0.0900787,-0.400575,0.52734,-0.568714,-1.73094,-1.73237,0.469537,3.59316,-2.12239
10,143,0,12,3.13333,2.78832,0.91827,2.94053,0.502187,0.743193,2.01961,0.335737,-2.47023,-1.5967,-3.18381,-2.25919,-1.4559,-0.167389,-0.0284198,0.554755,0.0743205,-0.0612575,0.308758,-1.34569,-1.86694,-1.50761,0.613174,3.22974,-2.78748
11,156,0,6,2.9,1.80707,0.950966,4.05251,0.366076,0.608211,1.90197,-0.129875,-2.79318,-1.67617,-3.74695,-2.86513,-1.87118,0.0371058,-0.270359,0.0962995,0.304859,0.407125,0.117727,-0.864005,-2.11501,-1.26842,0.575022,3.44674,-2.95213
12,169,0,10,3.76667,2.64814,0.990682,3.63098,0.367708,1.16709,2.28032,0.974285,-3.08531,-1.63817,-3.46283,-3.7868,-1.47305,-0.32474,-0.72962,1.01604,0.172809,0.76442,-0.855444,-1.09602,-2.86093,-1.39557,0.585459,3.52123,-3.66333
13,182,0,16,6.73333,3.60969,1.03443,3.73111,0.766702,0.710233,1.48588,0.761374,-3.72069,-2.03511,-3.60736,-4.19372,-2.00283,0.430762,-1.23984,0.860915,-0.612489,-0.318942,-1.14763,-0.855072,-2.91428,-1.28509,0.23431,2.64508,-4.86177
14,195,0,13,5.2,3.76371,1.04191,3.23519,0.641254,0.21609,1.49127,0.601658,-3.77974,-1.00562,-3.84044,-4.0545,-2.80394,0.829505,-1.49912,1.03739,-0.469773,-0.059137,-0.843692,-1.17351,-3.11731,-1.59317,0.704833,2.38038,-4.49454
15,208,0,12,3.66667,2.55064,1.05173,3.38338,0.856762,-0.508865,1.63362,1.33084,-4.84574,-1.48896,-4.15888,-4.15443,-3.04515,1.27389,-1.69159,1.42544,0.0730988,-0.346935,-0.62281,-0.00798403,-2.92956,-1.84455,0.681978,1.93271,-3.95748
16,221,0,12,5.63333,2.65854,1.06448,2.92337,0.865451,-0.100916,1.58891,1.34411,-4.74856,-1.73289,-4.19445,-4.59388,-3.48125,1.82427,-1.22981,1.3494,-0.367483,-0.364428,-2.04303,-0.458781,-2.53735,-0.51582,0.804017,1.48375,-4.43318
17,234,1,17,7.03333,4.20577,1.09985,3.8012,1.42954,0.747219,1.69789,1.28632,-4.3355,-1.2687,-4.64858,-4.73352,-4.32817,1.26348,-1.56838,1.16989,0.380676,-1.65782,-2.67416,-0.877606,-3.15534,-0.398103,-0.347167,1.5157,-5.86937
