generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,102,1514,643.6,439.787,-10.7193,5.53231,-4.50007,-4.40312,-9.90685,-5.56828
1,200,80,36280,8268.47,7928.65,-13.9985,7.63477,-6.31827,-13.6348,-13.056,-8.06991
2,300,201,55271,15751.9,14060.4,-14.1122,5.21913,-6.42655,-17.8633,-16.9924,-9.03797
3,400,690,123452,23717.6,23193.3,-11.3082,6.02708,-6.98029,-17.7247,-17.4433,-8.3111
4,500,633,74743,30041.4,21271.6,-10.016,6.89322,-7.92627,-18.9103,-18.7654,-8.57741
5,600,1167,119155,25507.7,24989.8,-10.9802,8.23511,-8.49936,-19.2593,-19.8311,-7.44249
6,700,582,119606,32964.3,35255.7,-10.1063,9.07699,-8.23694,-20.9233,-20.277,-7.75245
7,800,1988,65564,24375.6,19500.2,-10.7584,8.42176,-8.45832,-21.9739,-19.2536,-8.54436
8,900,899,172102,32334.5,43228.8,-11.2325,7.68547,-8.45411,-23.2285,-19.2019,-8.95011
9,1000,2276,130635,37060.9,33265.6,-11.7246,6.83164,-8.56575,-24.7019,-19.1775,-9.43779
10,1100,2501,68795,23678.8,19273.3,-10.8782,5.84126,-8.02334,-23.1199,-19.9316,-9.28762
11,1200,118,79900,29861.1,19022.8,-11.9585,4.88199,-8.1978,-22.9583,-19.4667,-8.97259
12,1300,2336,100877,33586.4,29791.2,-13.2218,6.67491,-7.92147,-20.8026,-20.37,-9.42197
13,1400,799,139080,32765,31504.4,-13.1334,6.73882,-7.92333,-22.0155,-20.5972,-10.1067
14,1500,304,193645,34151.9,38405.5,-13.8078,8.23408,-8.40894,-21.7369,-20.7574,-9.20127
15,1600,610,101086,33882.8,27108.9,-12.8093,7.94511,-9.16933,-23.6141,-19.8892,-9.92649
16,1700,229,110234,26196.1,27696,-12.6115,8.91393,-9.05324,-24.0985,-20.8866,-10.9169
17,1800,1207,153471,28860.7,33340.1,-12.9952,9.99785,-8.91813,-25.2433,-20.6164,-10.0051
18,1900,1524,141442,38696.7,36872.5,-13.5722,9.7621,-9.72279,-25.5291,-20.7216,-10.3989
19,2000,189,126396,22628.2,26084,-11.5935,10.0078,-8.9518,-26.3731,-19.7325,-9.87211
20,2100,515,117098,24815.6,26828.4,-12.3461,8.53229,-9.38832,-26.2607,-20.5897,-10.2424
21,2200,292,96254,24201.6,25658.9,-12.8628,10.2443,-9.57012,-27.038,-21.7651,-12.0116
22,2300,999,75222,16490.6,16289.1,-13.7938,11.2621,-10.161,-28.7604,-23.3778,-11.7328
23,2400,95,273353,39627.3,51364.5,-13.9077,8.70808,-9.70246,-29.168,-22.8937,-11.2715
