generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,377,36548,11252.9,9022.58,-4.79693,2.779,-3.936,-9.07277,-6.95638,-5.56423
1,200,476,25778,7015.97,7537.33,-9.7275,7.22112,-6.05746,-11.1893,-8.74218,-5.58009
2,300,407,147509,25810.5,34957.2,-10.2355,5.55068,-4.54986,-12.4333,-12.7145,-5.98029
3,400,1664,132118,20853.9,24861.9,-9.61979,5.15871,-5.18894,-13.076,-15.6963,-6.24347
4,500,535,82919,24910.6,22455.6,-9.12235,5.21085,-7.08319,-15.4216,-16.3989,-6.21688
5,600,1643,129496,21128.9,24608.5,-9.94541,5.91452,-6.68975,-15.9667,-16.5758,-6.29184
6,700,73,104252,26370.5,27054.3,-11.2046,5.65373,-7.01901,-18.746,-17.1075,-7.23644
7,800,242,72935,20866.4,20888,-12.5538,4.24732,-7.08978,-19.2596,-15.5378,-7.98727
8,900,802,67946,21249,18770.3,-11.5093,3.62346,-6.83759,-20.722,-15.4647,-8.8756
9,1000,1271,54653,22006.6,14035.8,-10.6041,4.25496,-6.92678,-20.5829,-14.8304,-8.7721
10,1100,1993,152407,29794.4,34068.4,-11.5203,4.80871,-7.22431,-22.2029,-14.6686,-8.34568
11,1200,913,76356,21264.5,17484.8,-11.8567,5.32999,-7.76192,-22.7099,-14.5254,-9.33615
12,1300,77,91012,26292.1,22678.1,-12.0824,2.09113,-8.46732,-23.4166,-16.1955,-9.1566
13,1400,1082,113420,30909.7,30335.6,-11.8891,4.23297,-7.63003,-24.958,-15.6781,-8.66711
14,1500,100,88235,29942.5,25433.2,-12.6294,5.42725,-7.43208,-27.1881,-16.1906,-9.37445
15,1600,794,52610,19471.6,15406.9,-12.3434,5.51586,-7.65627,-25.663,-15.2342,-7.5531
16,1700,984,195409,29828,38793.8,-13.0869,5.24595,-7.92702,-26.2092,-17.6886,-8.25394
17,1800,1004,123227,29481.6,28151.8,-13.2196,5.92319,-7.57255,-27.1111,-20.4449,-9.27842
