generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,7,1.66667,2.12267,4.90549,1.03064,-5.44864,-0.240158,-2.47971,-2.53162,2.13201,-2.08971,-0.570064,-5.7142,6.19596,-0.360299,3.71566,-5.14032,3.35361,1.60409,0.697661,0.416885,3.73314,-1.31966,2.53489,-10.9621
1,200,1,34,9.7,8.46147,2.24505,-4.14647,-4.80535,-3.61648,-5.0881,-4.48319,1.8666,-3.90888,-2.24362,-8.69842,4.25418,-5.59701,1.10289,-8.58048,-1.2605,-7.14428,-14.4869,-0.00224102,4.0996,-1.12307,-0.483035,-18.6471
2,300,4,76,29.7,18.1586,1.7654,-6.60064,-4.40106,-5.14332,-9.3448,-9.45575,1.98364,-3.67805,0.694733,-5.96494,7.98837,-9.5453,3.11641,-9.1267,-3.17167,-8.20438,-14.1809,-3.8211,-1.28644,-3.55573,-4.40026,-23.2709
3,400,27,134,76.6333,35.3138,-2.1689,-5.02102,-3.99664,-6.17757,-5.61738,-10.6655,1.50938,-4.14026,-1.08795,-7.28081,2.35559,-8.37543,0.238623,-12.7035,-3.93226,-10.2152,-13.6344,-3.9907,-3.67233,-3.0077,-8.91117,-23.5435
4,500,7,266,89.9333,50.4982,-1.01966,-5.75072,-1.24152,-5.8049,-5.87413,-9.87918,0.0386782,-6.47014,-2.9972,-7.93378,-0.101799,-7.64169,-3.37145,-15.1652,-4.87791,-11.2332,-9.39779,-4.2252,-2.22901,-3.58587,-10.8206,-23.9967
5,600,20,248,99,55.9372,-2.40977,-6.42568,-2.70562,-7.01981,-4.60928,-9.95188,-1.16445,-8.14966,-3.12624,-7.63073,-0.24391,-9.06802,-5.48942,-12.7508,-4.98439,-10.2883,-9.36886,-4.76777,-4.63762,-6.12377,-11.9611,-24.485
6,700,29,345,120.867,66.7769,1.93458,-4.84891,-2.49992,-6.46716,-5.97081,-9.57312,0.467793,-6.88189,-1.89236,-7.6326,0.0584157,-9.90258,-5.51849,-14.5891,-4.98957,-9.02293,-9.11218,-5.69938,-6.83153,-7.00512,-11.0611,-31.5425
7,800,45,445,153.967,90.8654,-2.06462,-0.544153,-2.12838,-6.61927,-5.9269,-10.2193,-1.59892,-8.06193,-2.32729,-7.27161,-1.46829,-10.3165,-4.6591,-13.7894,-8.2384,-9.6185,-6.89909,-7.69096,-4.70293,-9.04454,-12.0707,-33.4736
8,900,14,601,180.833,135.914,-2.68221,-4.35658,-1.89387,-6.5109,-7.20698,-10.8467,-0.930035,-7.70713,-1.09953,-7.17168,-1.98738,-9.81021,-3.96999,-14.0953,-8.33732,-9.55338,-7.93811,-8.51642,-4.04012,-8.60216,-10.2339,-37.9938
9,1000,48,765,214.533,144.656,7.72585,-3.21817,-2.1852,-5.5379,-8.15238,-11.4398,-1.31086,-6.45418,-3.12969,-4.52171,-3.23326,-8.33665,-3.81915,-12.6053,-7.90696,-7.91216,-6.19329,-10.1111,-6.70611,-10.7116,-8.99327,-38.1378
10,1100,21,469,185.3,119.584,9.59905,-2.04997,-2.20983,-3.86984,-10.3707,-11.2188,-2.43721,-7.56229,-1.82373,-5.4443,-2.87505,-9.505,-5.6677,-10.8369,-7.16389,-8.12762,-5.99095,-11.9741,-6.79762,-11.6453,-8.83989,-40.6533
11,1200,58,552,231.1,136.786,12.1859,-1.48548,-3.05984,-3.4682,-10.3537,-10.2736,-2.26736,-6.99508,-1.59053,-7.76428,-0.109166,-10.5805,-5.06665,-12.0048,-7.40463,-7.53979,-5.86482,-12.0551,-8.34143,-10.296,-8.13977,-39.7594
12,1300,63,645,243.033,146.024,16.2212,-3.12599,-3.58631,-3.4391,-10.8324,-9.93835,-3.0863,-7.61671,-3.38498,-8.68788,0.58341,-11.2372,-5.07302,-13.9059,-7.53858,-7.91452,-7.02373,-11.5696,-7.96638,-9.64357,-7.85197,-39.9704
13,1400,34,684,213.767,152.07,16.0735,-2.41257,-2.7543,-1.89073,-10.3186,-9.92115,-1.97764,-7.76559,-3.95585,-8.78407,1.0971,-12.6988,-5.21056,-15.0544,-8.84938,-9.60069,-6.6483,-12.7166,-8.62755,-9.83984,-8.83944,-40.6898
14,1500,27,445,209.133,115.396,16.9949,-3.11993,-3.09389,-1.71929,-8.68691,-9.12675,-1.47603,-7.01735,-4.48826,-7.89428,2.75619,-13.2136,-4.15079,-15.4949,-11.5324,-11.0149,-6.61475,-12.293,-7.93095,-10.2735,-8.43118,-40.8175
15,1600,47,469,205.5,130.517,16.9233,-2.37678,-3.95946,-5.24013,-8.64095,-10.9097,-0.912065,-7.2956,-3.42703,-9.76361,3.49396,-13.1351,-3.36923,-14.5016,-12.6376,-10.5955,-7.02393,-12.3198,-7.2658,-12.2395,-6.22685,-41.9134
16,1700,70,481,210.267,102.802,16.8921,-1.85925,-5.19618,-5.81274,-9.2601,-10.6097,0.141501,-9.27234,-5.39063,-10.0898,2.10895,-12.2102,-1.83587,-12.365,-11.3694,-10.6177,-7.08393,-11.7427,-6.92989,-10.7287,-6.62254,-41.8822
