generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,13,5.1,2.79593,0.919499,0.560651,0.238027,-0.156407,-0.223662,-0.362697,-0.150457,-0.693278,-0.0146881,0.159976,-0.524185,-0.764411,-0.637163,-0.584476,-0.125731,0.254417,-0.554708,0.123287,-0.38123,-0.0574542,-0.406477,-0.0619217,-0.518398
1,26,0,11,6.5,3.03713,0.876947,0.635001,-0.28129,0.0244345,-0.0952714,-0.426037,-0.264719,-1.49568,0.0399205,-0.515188,-0.721217,-0.752153,-0.83928,-1.09867,-0.751111,0.3025,-0.824914,-0.484333,-0.485126,0.0156216,-0.615234,-0.796213,-0.467732
2,39,2,38,14.8333,7.80399,0.87362,0.266065,-0.430611,-0.573391,0.164648,0.0151689,-0.07666,-2.23507,-0.662204,-0.680303,-0.57914,-0.786786,-1.15758,-0.997508,-0.88304,0.569547,-1.3126,-1.13279,-0.481495,-0.704803,-0.792339,-1.15048,-1.6471
3,52,1,25,12.8,5.70783,0.860223,0.78543,0.0387486,-0.690943,-0.635034,0.302935,-0.644158,-1.85292,-0.589185,-0.612903,-1.47114,-0.661568,-0.942397,-0.79596,-1.14334,1.13132,-0.860497,-0.974219,-0.837401,-0.965448,-0.509368,-1.21307,-1.89487
4,65,6,38,20.3333,8.99169,0.859794,0.832882,-0.0648346,-0.56519,-0.390777,0.744714,-0.36828,-1.78486,-0.448074,-0.18163,-1.82694,-0.396152,-1.40663,-0.933782,-0.774113,0.418093,-1.50887,-0.922994,-1.10566,-1.66227,-0.646343,-2.20115,-2.22306
5,78,8,57,25.2,10.7106,0.872496,1.40209,-1.32839,-0.505416,-0.940299,1.19863,-1.05028,-1.58732,-0.200023,-0.666657,-1.83792,-0.0340448,-1.52964,-0.766921,-1.32913,0.213636,-2.10177,-0.455444,-0.993832,-1.95602,-1.11635,-2.00335,-2.20781
6,91,5,53,24.8667,10.2275,0.884358,0.899216,-1.47177,-0.412486,-1.24589,0.667975,-0.485577,-1.59999,0.0520247,-0.250517,-1.70137,0.181782,-1.75189,-1.50589,-1.51363,-0.528152,-1.94185,0.0521827,-1.20284,-2.47904,-1.98762,-2.44641,-1.70198
7,104,10,58,25.2,12.3355,0.915881,1.40122,-1.73993,-0.807045,-1.21267,0.14068,-0.216469,-1.78178,0.0815064,-0.249491,-2.12549,-0.0584105,-1.76565,-1.7853,-1.29764,-2.09325,-1.55161,-0.155395,-1.11221,-3.05575,-2.05214,-2.99027,-1.87476
8,117,10,55,31.3667,9.47404,0.969606,1.24856,-1.36973,-0.37748,-1.73578,-0.325245,-0.729595,-1.7702,-0.241473,0.0471061,-2.98469,-0.159616,-2.22027,-1.54637,-1.54214,-2.81231,-1.83802,-0.299777,-1.04281,-3.88998,-2.44068,-3.59195,-2.41107
9,130,16,76,40.8667,17.443,0.976319,1.02442,-1.06352,-0.351127,-2.05745,-1.09503,-1.14268,-1.27326,-0.176591,0.433037,-3.05136,-1.00928,-2.19201,-1.61114,-1.90111,-1.99967,-1.51162,-0.724726,-1.3707,-3.33892,-1.59664,-2.94555,-2.56423
10,143,9,105,41.4333,18.9567,1.00963,0.738604,-1.99851,-0.546261,-1.17046,-1.86578,-1.95721,-1.53927,-1.48737,0.72098,-4.06267,-1.45116,-2.1656,-1.69657,-1.52074,-2.43861,-1.72262,-1.17216,-1.51611,-2.74857,-1.76455,-3.06838,-3.04906
11,156,10,127,54.3333,27.8807,1.03428,1.12957,-1.62364,-0.618821,-1.0036,-1.96635,-2.12812,-1.21037,-1.56025,0.446428,-4.7969,-1.61726,-2.37401,-1.15322,-1.57057,-2.34815,-1.607,-1.17377,-1.85615,-3.27949,-1.95235,-3.24152,-3.72519
12,169,16,76,38.2333,16.8127,1.06517,1.03329,-2.03674,-1.34127,-1.33379,-2.14365,-2.81638,-1.73166,-2.05825,0.672791,-4.21829,-1.05259,-1.92524,-1.84744,-0.629229,-3.49933,-1.87298,-2.17173,-1.81423,-4.16385,-1.61701,-3.43421,-3.41994
13,182,13,137,59.0333,28.3336,1.10078,1.49272,-2.22989,-1.97844,-1.43911,-1.88169,-2.85143,-1.77234,-0.989205,1.17255,-3.92791,-0.910241,-2.55942,-2.80682,-0.574792,-3.41492,-1.82521,-2.24369,-2.2849,-4.74204,-2.36823,-3.9256,-5.17127
14,195,12,67,40.4667,14.9176,1.1153,2.32922,-2.84667,-2.445,-1.50215,-1.66474,-2.51224,-2.59135,-0.261442,0.0783343,-4.17963,-0.759806,-2.28465,-2.97551,-0.913596,-4.06271,-1.86366,-2.85212,-1.9238,-4.9017,-1.73019,-3.97347,-4.08481
15,208,12,92,38.5667,19.5954,1.12377,2.41327,-2.64065,-2.70643,-2.14528,-2.13165,-2.23086,-2.43753,-0.874173,-0.3587,-4.45504,-1.30941,-2.52522,-3.27417,-0.904646,-4.22727,-0.498338,-3.44273,-1.10726,-4.59524,-1.28213,-3.96794,-3.79783
16,221,4,68,31.1667,16.5177,1.16922,2.54529,-1.71029,-4.13416,-2.92104,-1.60131,-2.08601,-3.55191,-1.11585,-0.780872,-4.39637,-1.69431,-2.10572,-3.98436,-1.06313,-4.12072,-0.887436,-4.7965,-1.01334,-5.50004,-1.24105,-3.88959,-3.60646
17,234,8,98,40.3667,21.8419,1.1811,2.69507,-2.1471,-3.76446,-2.61171,-1.29157,-3.52983,-4.20202,-1.84042,-1.42005,-4.25897,-2.10422,-2.59653,-3.72599,-1.7422,-3.68065,-0.495875,-4.23672,-1.09294,-3.93323,-1.16592,-3.94655,-3.75779
18,247,13,122,35.7,19.7749,1.19124,2.32443,-1.81417,-4.13057,-2.93181,-1.85,-3.11747,-5.35485,-2.04184,-0.351759,-3.96997,-2.33753,-2.87305,-3.33746,-0.556978,-4.47028,-0.541997,-4.42592,-1.45987,-3.03857,-1.84881,-3.64118,-3.16323
19,260,8,87,36.1667,17.6851,1.18086,1.62272,-2.83265,-4.61406,-2.44469,-1.66713,-2.9012,-4.82446,-1.85018,-1.20592,-4.02026,-2.75515,-3.33266,-2.50129,-0.989139,-4.89382,-0.0430884,-4.12145,-0.791958,-3.53747,-2.38459,-3.31207,-4.18176
20,273,21,102,43.9333,18.1164,1.16397,1.17028,-2.96245,-4.44679,-2.79143,-1.32072,-2.83626,-5.00648,-2.32724,-0.94472,-5.37286,-2.40106,-3.1913,-1.84211,-1.40304,-4.19648,-0.715961,-4.59494,-2.3,-3.50651,-3.19702,-4.38589,-5.01419
21,286,12,136,45.7333,25.3947,1.16404,2.01706,-3.39703,-4.48444,-2.58419,-1.03521,-2.68296,-5.45056,-2.98116,-1.7877,-6.30164,-1.07953,-3.39777,-2.48584,-0.998383,-4.91057,-1.83167,-4.46469,-2.19896,-3.29888,-3.78112,-4.23835,-5.59306
