generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,0,0,0,0.936816,-0.494724,-0.628225,0.107779,-0.191857,0.691259,-0.378899,-0.202795,0.659595,-1.03616,0.123966,-0.0359067,0.917916,-0.837626,0.346173,0.363193,-0.471509,0.57933,0.430123,-0.335852,0.265571,-0.329193,0.351804
1,26,0,0,0,0,0.909519,-0.481408,-0.328062,0.381205,-0.0846829,2.02971,-0.702772,0.135846,1.35603,-0.660814,-0.123127,-0.521989,1.52312,-1.28763,0.308303,-0.0448877,-0.497794,0.0457565,0.469645,-0.656443,0.161512,-0.310031,-0.338268
2,39,0,0,0,0,0.902181,-0.920091,-0.28844,0.33197,0.709902,1.97523,-0.620675,0.118154,1.33434,-1.19911,-0.739771,-0.930457,2.27407,-1.1667,0.656263,0.494744,0.343108,-0.126584,1.3255,0.0466483,-0.129527,-0.13695,-0.768811
3,52,0,0,0,0,0.93968,-1.38268,0.384249,1.23061,-0.439317,2.89704,-0.00340553,0.786095,2.37461,-0.114918,-0.0593238,-0.900486,2.92171,-1.26744,0.443094,0.360602,0.205542,0.468037,2.4094,0.934794,0.404031,0.315338,-0.627102
4,65,0,1,0.0333333,0.182574,0.968554,-1.84864,0.85789,0.870076,0.307461,3.83152,-0.573308,-0.676807,1.84262,-0.209559,0.432299,-0.785788,3.29251,-1.18679,0.476877,0.747954,0.0858937,0.557046,2.54091,0.371709,0.806362,0.337374,-0.404173
5,78,0,2,0.0666667,0.365148,0.951408,-1.39165,0.698482,0.833755,1.06956,3.83506,-1.23497,-0.465727,1.2153,-0.547669,0.660524,-0.902982,2.86792,-0.758837,0.309631,0.569253,-0.421959,0.46108,1.75275,0.0662795,0.279205,-0.472695,0.337121
6,91,0,0,0,0,0.936585,-1.02682,0.442161,0.911221,1.11324,3.29656,-0.1922,-0.183306,0.750653,0.0565674,1.51341,-1.64163,2.14051,-1.00116,0.169095,0.317721,-1.12697,1.41374,2.19762,-0.336883,0.555809,-0.313525,1.02941
7,104,0,0,0,0,0.924059,-1.26011,1.54876,0.723715,0.975933,3.31855,-0.651644,-0.155191,1.08501,0.216904,1.80914,-2.04122,2.30952,-0.863361,0.256009,0.800825,-1.65723,0.719063,2.56414,0.450565,0.735868,-0.660863,0.638378
8,117,0,0,0,0,0.941033,-1.56634,1.93884,0.142087,1.27242,3.77222,-1.16156,-0.121037,1.43868,0.752123,2.4925,-1.51617,2.95829,-1.63246,0.944624,1.2622,-2.23716,1.06476,2.67243,1.12406,1.00352,-0.855384,0.0919736
9,130,0,1,0.0333333,0.182574,0.947526,-1.88522,2.39155,-0.163907,1.22225,3.39057,-0.44634,0.544976,1.8366,1.20989,2.7098,-0.786341,2.64985,-1.91978,1.52764,0.633475,-2.14894,1.27275,2.16377,1.2075,0.108857,-0.899228,0.222897
10,143,0,0,0,0,0.968992,-3.08925,1.55206,-0.0398983,1.86177,3.55309,-0.433325,-0.00295988,1.30116,1.64999,3.30268,-1.13789,2.4984,-2.4566,2.33129,1.46884,-1.60339,1.32436,1.31832,0.799129,-0.473673,-0.721503,0.204829
11,156,0,0,0,0,0.979501,-2.6329,1.93848,0.369721,1.59863,3.39773,-0.284548,0.625861,0.991835,2.33004,3.11699,-0.513403,3.04522,-2.84844,2.35956,1.07858,-1.8439,2.62856,1.97673,0.485775,-0.270332,-0.115627,0.396495
12,169,0,1,0.0333333,0.182574,0.99003,-3.12565,3.4634,0.533029,1.11973,3.25861,-0.845759,0.445502,0.654845,2.0249,2.46559,-0.123707,2.51031,-2.68727,3.33188,0.897376,-2.26012,2.48678,1.76728,0.780915,-0.0436679,-0.375382,0.234763
13,182,0,0,0,0,0.973779,-2.99003,2.57673,0.578309,0.614995,4.00554,-0.669594,0.0931367,0.413189,1.10631,2.65567,-1.00834,2.32201,-3.26795,3.75839,0.654469,-2.1152,2.12962,1.79381,1.03612,0.125084,-0.0296867,0.892288
14,195,0,1,0.0666667,0.253708,0.968457,-2.82508,2.45097,0.418726,0.254463,4.28224,-0.303867,0.717411,0.929628,2.02363,2.76967,-1.59564,1.4946,-3.58806,3.91324,1.28388,-2.12537,2.75589,2.44169,1.66718,0.366688,-0.340421,1.20573
15,208,0,0,0,0,0.975346,-3.66372,2.4294,0.640668,0.334902,4.98868,-0.489353,0.745908,0.843931,2.13955,2.92537,-1.84808,1.4241,-3.5012,3.72582,1.37022,-2.20178,3.15907,3.50583,2.57739,0.452344,-0.247592,1.4715
