generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,2,0.266667,0.52083,0.936967,-0.473816,-0.291895,-0.215295,0.451935,-0.210739,0.51991,-0.140272,-1.23077,0.0255406,0.475248,-0.132262,-0.295097,0.961692,0.43602,0.0114046,-0.471425,0.450608,0.341611,0.34454,-0.691656,-0.902401,-0.203377
1,26,0,5,1.13333,1.35782,0.931821,-0.391929,-0.760581,-0.816663,1.79799,-0.430373,0.75929,-1.10346,-0.839149,-0.626249,0.586562,0.250412,-0.938114,1.43045,0.445304,-0.104021,0.0164509,-0.0461161,1.50635,0.334956,-0.976323,-0.706517,-1.4296
2,39,0,5,1.06667,1.43679,0.915082,-0.109312,-0.848853,-0.694458,1.98189,-1.29915,1.32839,-0.824822,-1.0387,-0.30569,0.255147,0.384787,-1.1715,1.49193,0.147164,-0.500147,-0.574252,0.401376,0.84914,0.643365,-0.708696,-0.826416,-1.55035
3,52,0,4,0.9,1.06188,0.918607,-0.367876,-1.1823,-0.495736,1.76666,-0.991907,1.25006,-1.2841,-1.12287,0.783609,-0.738364,0.979151,-1.87069,1.83304,0.418674,-0.967737,-0.820199,0.051517,1.34214,0.873962,-0.115735,-1.53309,-1.6386
4,65,0,7,2.1,2.07364,0.908234,-0.901979,-1.32513,-0.609303,1.9314,-1.43474,0.603745,-1.04868,-0.733535,0.585713,-0.954504,0.693287,-1.73935,2.22295,-0.403124,-1.08,-0.205472,-0.454007,1.56011,0.651835,-0.411437,-0.92868,-2.1633
5,78,0,10,3.56667,2.73777,0.914597,-1.77709,-1.20678,-1.48254,0.738332,-1.44103,0.668098,-0.288735,-1.55804,-0.252921,-1.26469,1.39754,-1.57547,2.36573,-1.11263,-1.47211,0.420413,-0.127303,1.30426,0.381291,-1.08265,-1.00151,-2.16031
6,91,0,10,4.06667,2.69013,0.92436,-1.84076,-1.5514,-1.54474,0.179882,-1.91453,1.02839,-0.375013,-1.60472,-0.419192,-1.38283,1.03044,-1.68154,1.95054,-1.68633,-2.21845,-0.279099,0.029944,0.398617,0.548688,-1.37315,-0.964591,-2.45171
7,104,0,17,4.83333,3.67736,0.931704,-2.06165,-1.34539,-1.87253,0.217158,-1.17899,0.673796,-0.495796,-1.47395,-0.498775,-1.72636,0.536111,-1.09969,1.5504,-2.36814,-2.49876,-0.703428,-0.820974,0.187617,0.89142,-0.891546,-0.447867,-2.87912
8,117,3,16,9.56667,3.59773,0.950176,-1.66134,-1.04714,-2.46865,0.667823,-1.32941,-0.227788,-0.717131,-2.63748,0.212219,-1.46146,0.127851,-1.78453,1.06567,-1.81521,-3.11023,-0.817834,-0.621939,-0.457173,0.731704,-0.585135,-0.573156,-3.68054
9,130,1,43,9.96667,7.48093,0.99254,-1.89607,-0.990964,-2.89943,0.0903255,-0.89884,-0.289929,-0.164396,-2.80849,0.0389225,-2.13747,-0.668654,-1.86487,0.695285,-1.29473,-2.87565,-1.64384,-0.462011,-1.82378,0.809903,-0.604654,0.826497,-3.66211
10,143,0,31,8.76667,6.24601,1.04004,-2.18451,-1.4119,-3.03897,0.491822,-0.609401,-0.411442,0.415352,-3.16477,-0.0494036,-2.51081,-0.451607,-1.58114,0.122491,-1.72081,-2.57201,-2.53353,-1.31285,-1.72049,0.14622,-0.836681,1.74363,-3.5738
11,156,1,22,10.8667,5.04281,1.08996,-2.44175,-1.59789,-3.28665,0.172159,-0.340119,-0.847485,-0.0875752,-2.73897,1.21471,-2.31525,-1.01186,-1.26667,-0.443369,-2.20623,-2.75319,-2.8754,-1.72905,-2.03475,0.365634,-1.59187,1.96181,-3.91739
12,169,2,32,12.2667,8.17875,1.12435,-3.14303,-1.92961,-3.35941,-0.742489,-0.920065,-0.791445,0.463255,-2.71036,0.613878,-2.06298,-1.17349,-1.97222,0.607217,-3.26248,-3.14201,-3.23864,-1.70333,-1.41014,0.270651,-2.10666,2.21179,-3.87557
13,182,2,28,12.2,6.4935,1.1758,-3.19892,-2.17567,-2.71154,-1.212,-0.997166,-1.3518,0.438475,-3.43523,0.400283,-1.33719,-2.67378,-2.22948,0.674725,-3.75053,-2.50109,-3.47907,-2.7719,-1.9192,0.282997,-2.61743,2.15356,-4.01981
