generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,136,4251,917.867,882.083,-7.50968,-2.04656,-8.10522,-9.59409,-11.2802,-5.47081
1,200,397,75370,19301.3,19942.6,-10.7855,5.58621,-7.54115,-10.0378,-22.8032,-5.76669
2,300,463,170878,30800.7,35657.9,-11.3363,6.04131,-7.22489,-13.5256,-25.0715,-7.04379
3,400,304,85535,25212.4,21193.1,-10.491,3.84562,-7.18649,-14.8686,-23.8824,-8.23628
4,500,115,71067,19750.7,17484.2,-11.3653,3.57949,-8.89429,-17.6499,-22.9156,-7.07069
5,600,967,63277,24605.7,20015.5,-11.5675,5.13863,-7.62953,-19.4351,-23.3696,-7.76401
6,700,38,120932,25355.8,28222.4,-10.7027,5.90986,-8.56042,-22.0357,-21.4039,-8.16815
7,800,310,83800,20197.6,19772.3,-11.8241,6.99617,-9.19405,-24.5896,-21.2299,-7.98207
8,900,277,60366,25477.7,17526.7,-10.6743,7.93717,-9.0715,-25.4023,-21.1171,-8.11341
9,1000,4691,149037,42906.8,43533.2,-11.8951,8.37575,-8.81573,-26.4962,-20.8873,-8.85934
10,1100,516,144649,34898,33078.7,-12.7492,8.90889,-9.27797,-26.5884,-21.4986,-9.7678
11,1200,1421,95480,29050.1,24827.2,-11.863,10.0364,-10.4614,-28.4604,-22.2889,-9.47522
12,1300,4213,94877,35261.3,24549.2,-13.6671,9.80037,-9.80298,-28.9263,-21.7322,-10.4595
13,1400,2161,207643,32143.5,39600.9,-14.6542,11.2911,-9.89466,-31.7846,-22.2807,-12.6721
14,1500,1540,82574,20680,19687,-15.7642,10.8962,-9.26074,-33.5454,-22.0891,-13.5714
15,1600,355,93494,25509.1,25396.9,-13.9348,11.1227,-9.32648,-34.4048,-22.4547,-12.5184
16,1700,1439,185964,32356,38577.6,-14.4812,11.7042,-8.77612,-31.9179,-21.1915,-12.3199
17,1800,2142,80491,26328.7,20776.1,-16.6353,10.5768,-10.3048,-31.1058,-19.514,-11.1335
18,1900,1494,107710,24552.8,23942.6,-16.6745,11.5544,-10.6091,-32.1448,-21.3186,-11.3981
19,2000,447,68274,25428.7,19462.2,-17.2553,11.9459,-10.1753,-35.1236,-22.4881,-12.2107
20,2100,2020,118986,22544,24708.1,-16.517,14.0562,-10.6521,-34.7826,-22.3248,-11.2294
21,2200,1002,75186,30467.2,23126.4,-16.241,13.0878,-12.1097,-35.7658,-21.4149,-11.5158
22,2300,1310,127218,32583.4,26883.7,-16.0877,13.2399,-11.4932,-36.2275,-19.8611,-11.5065
23,2400,579,127808,36695.4,38168.2,-14.4732,12.4381,-10.7782,-36.1476,-19.3941,-11.8672
24,2500,141,197848,28678.2,38693.9,-14.1063,13.0504,-11.9173,-36.443,-20.276,-12.9931
25,2600,840,91589,20799.3,20998.1,-14.5374,13.031,-11.7798,-35.9528,-18.1824,-13.8106
26,2700,607,108177,22143.9,23299.2,-14.0065,12.9937,-11.3572,-35.3106,-18.3564,-13.1805
27,2800,135,110487,39182.9,30401.4,-13.816,13.3513,-12.158,-34.9526,-20.061,-12.3278
28,2900,1159,78976,20166.1,20264.8,-13.9522,14.7502,-11.7131,-34.7799,-20.5209,-11.8762
29,3000,2462,91453,28573.7,23061.7,-15.3163,14.0203,-11.5152,-35.2083,-19.9269,-12.5058
30,3100,417,74640,27930.9,23323,-14.9207,11.4793,-10.3369,-36.5981,-19.8754,-12.2723
31,3200,1133,138877,35904.9,32506.8,-15.2169,9.76768,-10.3071,-36.7273,-20.7368,-11.5553
32,3300,1344,71913,23227.9,21913.6,-15.6132,8.60852,-11.4503,-36.0054,-21.3432,-11.1178
33,3400,1595,122270,31304.7,33688.9,-15.9076,8.51572,-11.9271,-36.3023,-21.5856,-11.7937
34,3500,1906,96454,30018.1,26855.8,-14.9825,10.8193,-10.8811,-37.3116,-22.7321,-12.5077
35,3600,2592,107421,32844.8,30736.8,-15.8674,10.383,-10.4606,-37.3015,-22.8553,-12.4548
36,3700,2387,137444,32447.9,35480,-16.691,10.0026,-10.8635,-37.5959,-21.5068,-11.9916
37,3800,230,115043,40271,29663.5,-16.6045,9.40337,-11.0297,-37.2324,-22.3799,-12.2169
38,3900,2338,65929,24470.7,18661.8,-16.282,9.41368,-11.5931,-37.6199,-22.3327,-11.8751
39,4000,1518,103134,27145.2,26429.9,-16.527,9.86527,-11.2325,-37.701,-20.6887,-12.0897
40,4100,405,124685,25672.6,27340.5,-16.1713,9.94249,-10.979,-37.7639,-20.5057,-12.2571
41,4200,881,90240,24756.3,25556.9,-15.5797,9.93146,-10.5375,-38.138,-20.6094,-12.1071
42,4300,469,130394,36553.4,38808.6,-15.5711,9.3429,-10.392,-36.875,-20.5156,-12.4295
43,4400,749,125846,28218.5,27813.4,-16.1362,9.39132,-11.0701,-39.1166,-20.8271,-12.2511
44,4500,212,103313,25512.7,23245.2,-16.3218,9.80359,-10.7346,-38.3158,-21.5851,-12.7062
45,4600,130,143343,32777.5,34985.2,-16.6151,9.47097,-10.557,-38.0068,-21.8186,-13.5964
46,4700,609,124536,29213.2,31352.9,-16.344,9.18512,-10.5631,-38.1294,-21.7674,-13.6552
47,4800,1285,128225,38051.1,34667.6,-16.4828,9.35361,-10.9557,-38.8056,-21.8073,-14.4033
48,4900,480,106471,32980,28512.1,-16.4455,9.51142,-10.7745,-38.3294,-21.7073,-15.1438
49,5000,1535,192777,28058.7,38256.2,-16.4282,9.92656,-10.7577,-38.3582,-21.597,-14.8972
50,5100,934,157278,30016.9,31411.2,-16.1909,10.1303,-10.6248,-38.3353,-21.5128,-15.3188
51,5200,556,132322,28399.2,31112,-16.7042,10.318,-10.5958,-38.2173,-21.3235,-15.5995
52,5300,800,81092,23077,21829.3,-16.9369,10.4202,-10.5226,-38.3148,-21.4531,-15.1751
53,5400,1303,185407,48000.5,43492.6,-17.2002,9.97227,-10.593,-38.5086,-21.2693,-15.0608
54,5500,1448,129825,35160.5,35172.6,-17.3638,9.80563,-10.376,-38.5443,-21.1084,-14.8199
55,5600,1150,95692,35451,29902.7,-17.4422,9.61702,-10.3928,-38.6324,-21.1476,-14.7978
56,5700,130,100124,29593.1,25721.4,-17.5185,9.56454,-10.1239,-38.6587,-21.1919,-14.8787
57,5800,982,118725,30744.9,29116.4,-17.4912,9.512,-10.3076,-39.0349,-21.2022,-15.0533
58,5900,1343,135272,32133.9,32857.6,-17.3383,9.49636,-10.3585,-38.9803,-21.0767,-15.1043
59,6000,3978,180764,36361.8,37397.4,-17.6907,9.4787,-10.3556,-38.6536,-21.094,-15.1514
60,6100,1352,112396,33666.7,25658.1,-17.5296,9.65139,-10.2592,-38.7846,-21.1864,-15.2241
61,6200,1342,70483,23641.3,17129,-17.7451,9.61709,-10.2422,-38.6788,-21.1435,-15.244
62,6300,2187,93353,26063.7,24299.2,-17.7175,9.59542,-10.2977,-38.7346,-21.198,-15.3527
63,6400,815,124418,23239,26012.3,-17.6359,9.52932,-10.2129,-38.8466,-21.2412,-15.3828
64,6500,1928,111787,25341.4,30807.4,-17.6573,9.55278,-10.2626,-39.046,-21.4045,-15.3846
65,6600,115,60452,20893,16715.6,-17.7226,9.57186,-10.2175,-39.1553,-21.3316,-15.3897
66,6700,1100,106855,33816,30754.5,-17.7898,9.59176,-10.2542,-39.0878,-21.3884,-15.3936
67,6800,1842,67742,25871.6,19272.8,-17.6565,9.57097,-10.2629,-39.1723,-21.4295,-15.3799
68,6900,3090,105663,27224.5,24371.5,-17.8029,9.55957,-10.2463,-38.9882,-21.4435,-15.3629
69,7000,459,136129,37864.6,37029.9,-17.6655,9.5633,-10.2462,-39.1088,-21.607,-15.3513
70,7100,169,73909,28365.9,20562.3,-17.6241,9.57003,-10.2397,-38.846,-21.6246,-15.3491
71,7200,627,105033,27338.9,26722.8,-17.606,9.57223,-10.2193,-39.1888,-21.7658,-15.3615
72,7300,1091,95735,19637.9,21885.9,-17.7139,9.52761,-10.2208,-38.9972,-21.7617,-15.3575
73,7400,1940,152810,24811,32194.2,-17.7999,9.51964,-10.2132,-38.7785,-21.7294,-15.3579
74,7500,140,72658,21568,21513.9,-17.6685,9.49863,-10.218,-38.8762,-21.6886,-15.3562
75,7600,495,90233,26346.1,23405.1,-17.5868,9.48885,-10.2219,-38.9052,-21.7003,-15.3528
76,7700,4150,95170,35722.6,26599.1,-17.64,9.48035,-10.2232,-38.9389,-21.6988,-15.3541
77,7800,112,109010,29942.3,29830.5,-17.5558,9.47016,-10.2287,-38.8763,-21.6917,-15.3544
78,7900,826,119335,28130.6,30193.6,-17.5195,9.48341,-10.2403,-38.885,-21.6818,-15.3631
79,8000,1385,113879,29113.1,25283.1,-17.5496,9.46999,-10.2431,-38.9646,-21.6912,-15.3699
80,8100,754,40194,15089.6,11791.3,-17.5314,9.50117,-10.2418,-39.0272,-21.699,-15.3776
