generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,14,4.63333,3.52805,0.947335,-0.240239,0.292307,-0.415983,0.274985,0.177361,-0.808282,0.29848,-1.00351,-0.386807,0.139237,0.214682,-0.64515,0.550966,0.115436,-0.26249,0.0452744,-0.134925,-1.08775,1.16819,0.0577257,-0.603308,-1.09902
1,26,0,13,6.46667,3.56935,0.909537,-0.433597,-0.0639459,0.156105,0.042006,0.034171,-1.16228,-0.705961,-0.2144,-0.20566,-0.28828,0.308124,-0.123309,0.478769,0.268134,-0.368422,-0.22652,-0.927352,-1.88963,1.19321,-0.0470279,-1.15312,-1.06832
2,39,3,43,20.1667,9.35537,0.867663,-1.1189,-0.0826758,-0.139838,-0.192079,-0.58924,-0.847123,-0.643785,-0.459069,-0.0739537,-0.516733,-0.23126,-0.841898,0.131296,-0.282949,-0.627715,-0.168915,-0.985395,-1.7454,0.603425,0.205745,-1.08412,-1.4923
3,52,0,37,9.13333,8.6572,0.855348,-0.809654,0.236917,-0.407369,-0.167158,-1.58195,0.12158,-0.918397,-0.935356,0.0889424,-1.14217,0.27238,-0.614021,-0.574233,-0.0133504,-0.923656,-0.217765,-1.42079,-1.89928,0.559048,0.308069,-1.25145,-1.93829
4,65,2,63,22.9333,16.3537,0.883246,-0.65534,0.563343,-0.785412,-0.308379,-1.54997,0.134588,-0.529745,-1.19994,0.139132,-1.415,0.699792,-0.0790552,-0.383366,-0.71806,-1.28274,-0.805356,-2.23094,-2.11006,0.760259,0.905846,-2.71356,-2.66182
5,78,0,38,15.8333,11.1389,0.899165,-0.386659,0.186165,-1.47529,-0.0172053,-1.2526,0.502487,-1.5053,-0.899748,0.0617147,-1.05483,1.12608,0.00265883,-0.0655185,-0.211561,-1.96621,-0.81247,-2.43316,-2.00966,1.16141,0.483917,-2.60365,-2.90275
6,91,1,74,33.4,16.9331,0.942531,0.562953,0.039729,-1.79216,0.31787,-0.703204,-0.266971,-1.84724,0.347698,0.439058,-0.987846,1.78744,0.0522394,-0.180386,-0.313071,-1.89615,-1.20412,-3.40289,-1.3946,0.0800775,0.401905,-3.62571,-3.12981
7,104,17,95,49.6333,18.9655,0.982609,1.15401,-0.263303,-1.51202,0.306157,-0.729283,-0.303144,-2.26816,-0.204677,0.490928,-0.841451,2.09059,-0.610838,-0.993058,-0.451839,-1.84661,-2.17083,-3.18791,-2.17316,-0.097439,-0.127547,-3.852,-3.54692
8,117,13,99,42.5333,22.7622,1.01063,1.37481,0.427011,-1.10438,-0.0129579,-0.469122,-0.737314,-3.45835,-0.264148,0.811633,-0.78574,1.80296,-1.54194,-1.46739,-0.318719,-0.956384,-1.84773,-3.01722,-2.2861,-1.06491,-0.853375,-2.76857,-3.18703
9,130,16,82,37.2667,17.0616,1.04134,1.46833,0.447919,-1.30609,-0.654818,-0.478369,-1.64681,-3.17511,0.0110379,0.977223,-1.28092,1.16206,-1.41886,-2.29755,-0.467776,-1.05606,-1.50718,-3.87752,-1.99835,-1.90833,-1.05851,-3.06515,-3.20746
10,143,12,62,32.7,13.3859,1.03114,1.29874,0.561561,-1.84342,0.0286796,0.0535105,-1.34213,-3.17243,0.883364,0.936775,-0.78868,1.18891,-0.468266,-1.50246,-1.01825,-1.8282,-1.62295,-3.35763,-2.46361,-1.78835,-1.14252,-3.00341,-2.90573
11,156,12,102,43.9667,22.7133,1.01247,1.72482,0.357861,-1.80921,0.469492,-0.150737,-0.342257,-2.71125,0.6652,0.666321,-1.29619,1.33085,-0.163605,-1.8655,-1.63725,-1.22125,-1.58119,-3.47468,-2.84987,-2.25356,-0.813704,-2.98663,-3.64896
