generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,10,2.43333,2.75034,-2.95327,-4.66392,0.392582,1.14061,0.680619,-1.42407,-2.76217,1.92217,-0.35972,-5.94526,4.20707,-3.45629,-1.79666,-3.10474,-5.93157,4.48242,-1.91213,-1.46822,0.829896,-0.504106,0.367471,-6.81282
1,200,1,20,8.6,5.19682,-4.18268,-3.40103,1.76725,5.54418,-4.38189,-7.82368,-5.70778,-0.393213,0.511442,-7.59681,6.9881,-6.38126,-2.00872,-1.3825,-7.9912,2.90317,-5.58126,-1.46415,-6.18664,-3.52057,-4.52781,-8.68409
2,300,5,46,17.7333,10.9637,-1.84915,-3.43793,0.0234219,3.11006,-3.53494,-6.72774,-13.0085,-3.15298,-2.18022,-9.57359,6.73011,-7.26625,-6.50636,-1.64076,-3.68675,2.16387,-9.14923,-3.78261,-5.27414,-6.67348,-7.31818,-10.4958
3,400,14,65,39.2,15.5395,-2.19132,-4.15828,1.9444,-0.905905,-4.1049,-9.0996,-13.3603,-0.59289,-2.53898,-9.27269,4.54704,-7.52715,-3.719,-4.47067,-4.82382,-1.21749,-12.4391,-4.41318,-7.58506,-9.36541,-16.191,-11.9416
4,500,13,77,29.4667,14.4311,-1.36681,-3.9524,-0.524853,-2.28383,-3.65737,-8.18821,-13.9428,0.435468,-0.899648,-8.6373,1.93709,-7.85572,-3.21155,-5.1199,-3.39431,-1.10051,-13.3493,-5.15373,-7.03049,-9.5536,-22.6208,-11.857
5,600,16,64,32.6,12.099,-3.27377,-3.48125,0.570638,-4.29523,-2.82678,-9.92622,-14.7874,0.216061,-0.262101,-9.377,-0.670239,-6.78052,-3.43908,-5.11438,-3.88366,-3.34276,-12.728,-4.46471,-7.35763,-8.14013,-32.8018,-11.9972
6,700,9,67,34.2667,14.5719,-5.14654,-3.96156,0.648811,-8.86084,-2.89253,-7.69662,-14.8583,-0.604475,-1.94468,-9.93071,-1.13599,-6.94329,-3.54404,-6.16994,-5.3283,-3.47,-13.3031,-3.75766,-5.24583,-7.56763,-25.093,-12.0602
7,800,12,67,35.7333,15.9242,-6.44224,-3.15481,0.031612,-8.86059,-3.87231,-7.65463,-13.2865,-0.946477,-2.60215,-10.1606,-0.962772,-6.14923,-3.96204,-4.98747,-2.80785,-4.27913,-12.6556,-4.61138,-6.933,-7.3966,-26.8309,-11.9263
8,900,12,113,37.6,23.3424,-7.71712,-3.55796,0.135078,-7.86324,-3.98115,-8.59087,-13.2123,-0.396811,-3.86029,-10.8979,-0.45916,-5.78449,-3.8798,-4.62806,-2.70277,-4.32357,-11.9839,-3.95758,-5.02571,-7.23119,-26.5881,-12.0116
9,1000,13,89,37.7,17.058,-3.84772,-3.97183,0.202626,-7.75493,-4.10983,-7.95186,-13.8596,1.03073,-3.72237,-10.343,1.04997,-5.49792,-4.0886,-4.35878,-3.28579,-4.71856,-11.2657,-5.64671,-5.11944,-7.1161,-23.5882,-12.0266
10,1100,18,69,38.7667,12.1192,-2.646,-3.70489,0.881112,-7.99907,-4.56873,-7.13016,-14.6914,2.43984,-3.37687,-11.2156,-0.740386,-5.10601,-3.74934,-3.54341,-3.2647,-4.92,-11.1943,-4.5589,-6.00437,-7.54052,-21.7205,-12.35
11,1200,21,82,45.3333,18.3309,-0.670263,-4.36912,0.139941,-7.68123,-3.6364,-7.56868,-15.1182,2.58341,-2.98406,-10.7458,-0.594586,-5.60944,-3.66411,-3.50155,-2.685,-5.05719,-11.918,-5.24974,-6.2218,-7.83717,-22.1173,-12.7322
12,1300,23,113,48.8667,23.0123,-3.21794,-4.2607,0.374966,-8.31129,-3.24616,-7.76391,-14.8822,1.9393,-3.295,-10.989,-0.449928,-5.61193,-3.60425,-3.79669,-3.08645,-5.45765,-12.2546,-4.25983,-5.62244,-5.49996,-20.8974,-13.5609
13,1400,24,97,54.4,18.9893,-4.62469,-4.15834,0.134335,-8.64336,-3.5388,-8.01839,-14.8623,1.83016,-3.95748,-9.54828,-0.696091,-5.91384,-4.00857,-3.94352,-3.08805,-5.73013,-12.0879,-3.26673,-5.36733,-4.42963,-16.4571,-13.9733
14,1500,29,128,62.4667,23.8483,-6.31939,-4.14576,0.349009,-8.86568,-3.53872,-8.04619,-15.4275,1.82835,-3.72919,-10.3072,-0.519683,-5.51121,-3.76977,-4.05117,-3.09187,-5.4363,-11.5823,-4.84517,-5.88542,-4.42011,-13.098,-14.4713
15,1600,28,143,62.2,23.4497,-4.76637,-4.07594,0.25118,-8.46115,-3.63217,-8.13295,-15.206,2.43563,-3.42584,-9.92724,-0.585285,-5.67771,-3.73664,-4.2321,-3.07544,-5.87379,-11.5158,-5.73648,-6.09766,-4.24621,-11.9533,-14.6412
16,1700,36,146,59.5667,22.8166,-3.96632,-4.07183,0.220518,-8.63062,-3.7358,-8.0947,-15.4238,2.21104,-3.37504,-8.98934,-0.686389,-5.46432,-3.5824,-4.268,-2.70509,-5.61017,-11.6424,-6.604,-6.06105,-3.86354,-8.9793,-15.0522
17,1800,32,114,64.9333,23.077,-3.60995,-3.97998,0.282943,-9.85328,-3.78002,-8.08329,-15.4964,2.27138,-3.19502,-9.20095,-0.369602,-5.43874,-3.79469,-4.24216,-2.81579,-5.42042,-11.729,-7.127,-6.00141,-4.18035,-7.49946,-15.2765
18,1900,21,207,74,35.9166,-4.02609,-4.01309,0.241134,-9.82747,-3.83639,-8.15024,-15.4324,2.26849,-3.40213,-8.735,-0.471026,-5.55291,-4.12762,-4.19072,-2.90414,-5.645,-11.7533,-7.1337,-5.90305,-4.16095,-8.14447,-15.2604
19,2000,19,215,67.2333,35.0218,-2.33726,-3.92732,0.41563,-9.6796,-3.8723,-8.05846,-15.5017,2.17565,-3.8006,-8.84878,-0.364125,-5.60134,-3.6832,-4.08728,-3.01388,-5.92351,-11.8389,-6.04404,-5.82372,-4.23489,-8.19423,-15.091
20,2100,37,168,78.6667,32.9611,-2.04752,-3.95804,0.406955,-9.98594,-3.92781,-8.07568,-15.4333,2.27763,-4.17976,-9.03144,-0.301967,-5.79962,-3.9078,-4.09299,-2.97822,-6.02693,-11.8527,-5.96196,-5.81199,-4.11571,-8.34388,-15.1366
21,2200,33,172,80.5333,34.578,-3.75135,-3.89716,0.486718,-9.97514,-3.87569,-8.04767,-15.51,2.23995,-3.94902,-9.16534,-0.240136,-5.62801,-4.045,-4.12227,-3.0959,-6.10096,-11.8947,-6.16236,-5.72104,-3.80563,-8.2413,-15.336
22,2300,28,178,72.6333,38.1743,-3.75079,-3.93663,0.693113,-9.70485,-3.89913,-8.00784,-15.5375,2.39066,-3.9738,-9.10964,-0.0900355,-5.60976,-3.80153,-4.12939,-3.26781,-5.92892,-11.934,-6.43712,-5.8091,-3.75133,-8.17731,-15.2503
23,2400,30,131,72.3333,24.9307,-4.25789,-3.89948,0.643313,-9.57295,-3.87856,-7.97367,-15.4982,2.27564,-3.82151,-9.18359,-0.0426374,-5.57628,-3.9587,-4.13089,-3.26844,-5.61114,-11.9835,-6.35906,-5.80747,-3.84891,-8.51629,-15.2175
24,2500,23,125,67.0333,28.9548,-4.27939,-3.9382,0.624975,-9.66421,-3.85694,-7.92447,-15.4379,2.39112,-3.83327,-9.34021,0.0613997,-5.58343,-4.08838,-4.12593,-3.26019,-5.67081,-11.9939,-6.60429,-5.72537,-3.86444,-8.34753,-15.187
25,2600,32,188,75.1667,35.1441,-4.13259,-3.87463,0.567998,-9.55283,-3.85591,-7.94401,-15.3889,2.40504,-3.74345,-9.3385,0.130336,-5.79036,-4.48545,-4.13722,-3.2685,-5.77623,-11.9541,-6.94968,-5.73821,-3.81692,-8.24827,-15.1581
26,2700,21,151,67.2,25.9992,-4.23417,-3.88116,0.534651,-9.60215,-3.90567,-7.95468,-15.3959,2.33514,-3.69782,-9.33997,0.167577,-5.89646,-4.09175,-4.13659,-3.27591,-5.67508,-11.9472,-6.93089,-5.75242,-3.78706,-8.58594,-15.2127
27,2800,25,146,71.9333,31.6598,-4.84223,-3.84769,0.498411,-9.62554,-3.93452,-7.94657,-15.3066,2.30298,-3.72096,-9.28849,0.172064,-5.92777,-4.122,-4.14429,-3.24713,-5.66995,-11.9764,-7.27455,-5.71658,-3.8171,-8.59729,-15.2492
28,2900,28,176,78.7,40.9425,-4.55417,-3.92821,0.514915,-9.58489,-3.91264,-7.94028,-15.2843,2.30808,-3.74002,-9.35376,0.273232,-5.91153,-4.16221,-4.14352,-3.28407,-6.112,-11.9905,-7.15934,-5.64942,-3.77053,-8.48921,-15.351
29,3000,21,127,71.3667,26.5648,-4.73931,-3.94017,0.512144,-9.59451,-3.97171,-7.9421,-15.2559,2.29299,-3.7517,-9.37539,0.286346,-5.83667,-4.17585,-4.14877,-3.2886,-5.94365,-11.9879,-7.13039,-5.64794,-3.8527,-8.49768,-15.2963
30,3100,22,148,73.3,32.4963,-4.92185,-3.92239,0.512023,-9.53468,-3.92764,-7.93803,-15.2367,2.2854,-3.79553,-9.399,0.296837,-5.95881,-4.21921,-4.14303,-3.24948,-5.89397,-11.9853,-7.13739,-5.62799,-3.81738,-8.58129,-15.2334
31,3200,27,150,71.1333,34.8531,-4.816,-3.93022,0.525606,-9.54517,-3.91705,-7.94233,-15.226,2.30235,-3.82884,-9.41971,0.269521,-5.79777,-4.31463,-4.14695,-3.22721,-5.72703,-11.9698,-7.20768,-5.61437,-3.87351,-8.53249,-15.2393
32,3300,28,128,71.2,26.2198,-4.88772,-3.92112,0.523446,-9.61792,-3.93781,-7.94376,-15.26,2.32681,-3.82159,-9.44216,0.244768,-5.77579,-4.33916,-4.15232,-3.20819,-5.79628,-11.9698,-7.23853,-5.61946,-3.7997,-8.34335,-15.185
33,3400,10,108,63.3667,23.9215,-4.83857,-3.93489,0.513091,-9.68481,-3.9671,-7.93876,-15.2433,2.32625,-3.82475,-9.42832,0.232933,-5.83882,-4.34807,-4.1463,-3.20946,-5.7627,-11.9536,-7.20108,-5.58106,-3.84513,-8.43363,-15.1875
34,3500,20,146,67.1667,31.6817,-4.8266,-3.92243,0.512977,-9.67287,-3.92207,-7.94106,-15.2483,2.32126,-3.82497,-9.43538,0.215608,-5.85752,-4.31717,-4.14628,-3.18008,-5.7517,-11.9322,-7.23734,-5.57193,-3.80841,-8.44665,-15.2308
35,3600,19,159,67.1,29.4482,-4.82355,-3.91743,0.510618,-9.65575,-3.91787,-7.9409,-15.2365,2.32257,-3.82472,-9.44241,0.225184,-5.86304,-4.38373,-4.14549,-3.16297,-5.76927,-11.921,-7.25867,-5.58051,-3.78881,-8.43461,-15.2262
36,3700,30,149,71.5667,28.9669,-4.81885,-3.93207,0.52355,-9.65341,-3.94316,-7.93866,-15.2469,2.32114,-3.81328,-9.45595,0.205791,-5.85857,-4.46472,-4.1479,-3.14662,-5.75224,-11.9139,-7.26745,-5.59912,-3.78887,-8.42218,-15.2698
37,3800,3,174,73.4333,33.8655,-4.71771,-3.9503,0.523071,-9.64842,-3.93079,-7.93981,-15.2451,2.33283,-3.79838,-9.45405,0.215493,-5.86713,-4.45812,-4.14643,-3.15836,-5.76506,-11.9067,-7.26712,-5.6122,-3.7942,-8.4437,-15.2468
38,3900,22,150,70.1333,30.7411,-4.74318,-3.95927,0.521483,-9.6245,-3.93518,-7.94081,-15.2566,2.31776,-3.79109,-9.43699,0.219863,-5.88293,-4.40924,-4.14824,-3.1574,-5.75851,-11.9417,-7.29414,-5.60023,-3.79519,-8.45534,-15.2542
39,4000,32,153,74.2667,30.4619,-4.75183,-3.95499,0.528419,-9.56383,-3.92515,-7.93868,-15.2619,2.3152,-3.79967,-9.46678,0.220181,-5.87954,-4.47718,-4.14792,-3.15376,-5.7387,-11.9269,-7.27919,-5.56333,-3.83147,-8.45233,-15.2664
40,4100,15,202,75.0667,39.9818,-4.79755,-3.93886,0.519043,-9.57573,-3.91651,-7.93716,-15.2601,2.32263,-3.80547,-9.44259,0.216144,-5.87863,-4.4521,-4.14438,-3.15606,-5.7464,-11.9015,-7.32639,-5.5723,-3.85898,-8.44201,-15.2821
