generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,70,988,290.6,228.049,-8.98545,5.58685,-0.168138,-9.43626,-4.79755,-11.3008
1,200,222,26916,5726.83,6951.67,-8.81943,8.77531,-5.24263,-12.0388,-9.96231,-8.53223
2,300,134,96450,18598.8,21706.7,-8.82269,8.64356,-5.46239,-14.8723,-11.4386,-7.34694
3,400,411,49744,16134.3,12986.3,-8.30017,8.59373,-5.75987,-18.7031,-10.5801,-7.10535
4,500,3845,151126,31500.9,32616.7,-9.02139,7.49584,-5.85254,-18.9166,-10.7253,-6.52174
5,600,579,199646,30926.8,40057.1,-8.91566,7.17058,-5.77108,-19.0231,-11.9963,-6.73685
6,700,1840,71702,23212.1,17802.8,-8.73627,6.95315,-5.71912,-18.5347,-12.1813,-6.65248
7,800,578,172738,26102.1,33970.4,-9.39884,6.66799,-5.83873,-18.658,-12.7702,-6.54383
8,900,514,80706,30476,25218.2,-9.24719,6.55745,-5.62018,-18.6087,-12.355,-6.49971
9,1000,189,175221,39564.2,40915.1,-8.36645,6.56178,-5.63479,-18.5942,-12.5712,-6.50128
10,1100,345,95141,27911,25456.1,-8.22639,6.41145,-5.5697,-19.0488,-12.5447,-6.54727
11,1200,1536,65763,25160.9,19623.9,-8.2165,6.43141,-5.60342,-19.139,-12.5234,-6.55664
12,1300,669,142606,29629.9,30460.9,-8.36737,6.63277,-5.62004,-19.0965,-12.5202,-6.53971
13,1400,295,103550,23816.7,22125.6,-8.39703,6.57151,-5.61213,-19.1763,-12.5199,-6.56217
14,1500,829,128053,24934.4,25224.5,-8.4226,6.65287,-5.6313,-19.2731,-12.6163,-6.60153
15,1600,525,94072,24685.2,23167.6,-8.46033,6.69867,-5.63015,-19.1363,-12.5998,-6.64589
16,1700,1288,122414,39137.9,35420.7,-8.48048,6.73172,-5.59937,-19.2222,-12.5231,-6.65019
17,1800,578,83451,22318,21213,-8.48943,6.69843,-5.57058,-19.2258,-12.4451,-6.64656
18,1900,545,164357,32967.2,36077.4,-8.49985,6.76589,-5.6059,-19.2606,-12.507,-6.62363
19,2000,142,171535,30539.5,32978.4,-8.49648,6.73512,-5.5766,-19.2459,-12.5508,-6.6254
20,2100,922,89036,19243.8,18658.9,-8.49064,6.71732,-5.54571,-19.2871,-12.554,-6.63121
21,2200,404,103730,28703.5,29152.5,-8.51137,6.73589,-5.62882,-19.2884,-12.5542,-6.64675
22,2300,841,97772,24737.1,22121.3,-8.5249,6.73966,-5.66251,-19.2997,-12.5439,-6.6563
23,2400,424,60293,20760.3,16517.1,-8.52347,6.71733,-5.69195,-19.3336,-12.6008,-6.64583
24,2500,1192,63814,22041.5,18786.8,-8.53471,6.71174,-5.70408,-19.3318,-12.5663,-6.65114
25,2600,384,92159,24608,21652,-8.53721,6.72606,-5.7386,-19.3101,-12.5723,-6.64464
26,2700,38,98684,22778.4,22415,-8.53903,6.71302,-5.73945,-19.2704,-12.5723,-6.64803
27,2800,2731,176445,37021.5,35777.6,-8.54046,6.71613,-5.73324,-19.2631,-12.6016,-6.63489
28,2900,128,69660,20795.8,18785.6,-8.53403,6.72639,-5.73488,-19.275,-12.6481,-6.6364
29,3000,342,165779,33113.7,39181,-8.5404,6.74423,-5.72794,-19.2807,-12.6555,-6.63411
30,3100,456,138396,41260.4,35312.5,-8.53194,6.74693,-5.72824,-19.2741,-12.6218,-6.63393
31,3200,280,159108,28345.3,30248.2,-8.53124,6.75818,-5.71687,-19.2698,-12.6338,-6.63392
32,3300,91,129783,25197.2,30443.1,-8.53563,6.73757,-5.71566,-19.2726,-12.6399,-6.63359
33,3400,890,59513,17234.3,18725.4,-8.53124,6.73325,-5.71267,-19.2769,-12.6215,-6.6328
34,3500,312,118861,32611.3,36112.6,-8.55468,6.72681,-5.71305,-19.2755,-12.6124,-6.63209
35,3600,741,133614,32597.4,36821.2,-8.56508,6.73145,-5.72026,-19.2738,-12.624,-6.62851
36,3700,298,95716,28541.9,23717.1,-8.55847,6.7272,-5.71834,-19.281,-12.6078,-6.63038
37,3800,664,76824,23571.3,18555.6,-8.55466,6.72256,-5.71803,-19.2809,-12.5915,-6.63166
38,3900,159,84942,24103,21416.1,-8.5559,6.72376,-5.71635,-19.2778,-12.5708,-6.63093
39,4000,435,103825,35745.8,23716.5,-8.55607,6.72043,-5.71566,-19.2805,-12.5632,-6.62565
40,4100,218,105683,26988.9,24503.8,-8.5552,6.71398,-5.71824,-19.2758,-12.5412,-6.62673
41,4200,416,92720,37652.2,24776,-8.55009,6.71344,-5.71988,-19.2831,-12.5445,-6.62644
42,4300,2973,82747,24027.8,20805.9,-8.55452,6.71338,-5.72206,-19.2842,-12.5408,-6.62661
43,4400,557,86293,23174.3,24928,-8.54703,6.71303,-5.72668,-19.2864,-12.5356,-6.62928
44,4500,684,88997,26854.4,19813.3,-8.5489,6.71075,-5.72726,-19.2864,-12.543,-6.62944
45,4600,966,94429,28542.6,24580.3,-8.55205,6.7112,-5.72546,-19.2889,-12.5362,-6.62855
46,4700,513,97460,30045.8,24211.9,-8.55307,6.71592,-5.72634,-19.2884,-12.5348,-6.63011
47,4800,1533,179560,34658.4,39771,-8.55208,6.7175,-5.72485,-19.286,-12.5257,-6.62995
48,4900,274,223616,37418.1,49517.2,-8.55185,6.7143,-5.72466,-19.287,-12.5181,-6.62949
49,5000,560,113465,24619.2,26308.3,-8.54875,6.71459,-5.72287,-19.2897,-12.5195,-6.63098
50,5100,2170,86597,29972.5,24657.3,-8.54859,6.71659,-5.72276,-19.2879,-12.5193,-6.63069
51,5200,1733,267895,42792.5,53847.4,-8.54884,6.71778,-5.72344,-19.2909,-12.5215,-6.63078
52,5300,397,120178,31328.7,29685.9,-8.54893,6.72124,-5.72313,-19.2918,-12.5271,-6.63101
53,5400,2724,97742,27699.3,27015.1,-8.54829,6.72515,-5.72304,-19.2926,-12.5273,-6.63144
54,5500,121,104271,25490.9,23963.2,-8.5485,6.72435,-5.72301,-19.2925,-12.5298,-6.63038
55,5600,1265,124734,26796.5,28205.7,-8.54989,6.72301,-5.72281,-19.2916,-12.5305,-6.63132
56,5700,6137,127870,37908.8,27008.7,-8.55028,6.72536,-5.72329,-19.2933,-12.5304,-6.63207
57,5800,230,96056,24494.7,23719.4,-8.55049,6.72632,-5.72344,-19.2934,-12.5289,-6.63308
58,5900,1856,62194,26203.7,17641.5,-8.55057,6.72692,-5.72346,-19.2904,-12.5253,-6.63241
59,6000,560,128677,22916.6,27262.9,-8.55067,6.7275,-5.7235,-19.291,-12.5274,-6.63291
60,6100,956,114586,27215.7,26509.5,-8.55071,6.72718,-5.72347,-19.2925,-12.5278,-6.63338
61,6200,1592,94705,30262.5,22235.7,-8.5507,6.72757,-5.72348,-19.2924,-12.5271,-6.63382
62,6300,1272,122095,28809.2,26068.6,-8.55056,6.72708,-5.72346,-19.292,-12.5266,-6.63357
63,6400,76,107257,27889.7,28698.1,-8.55093,6.72649,-5.72357,-19.2924,-12.5265,-6.63343
64,6500,2000,142530,24319.2,29604,-8.55081,6.72615,-5.72351,-19.2915,-12.5298,-6.63431
65,6600,475,87542,25201.8,19928.1,-8.55062,6.72633,-5.72353,-19.2919,-12.5325,-6.63496
66,6700,3284,108707,25214.2,24727.2,-8.55044,6.72575,-5.72349,-19.2909,-12.5294,-6.63526
67,6800,2500,149244,31887.4,33631.2,-8.55041,6.72705,-5.72347,-19.2914,-12.5319,-6.63476
68,6900,461,98873,30897.7,29590.1,-8.55051,6.72727,-5.72347,-19.2916,-12.5339,-6.63419
69,7000,1201,106357,20230.1,22714.1,-8.55043,6.72715,-5.72346,-19.2914,-12.5354,-6.63488
70,7100,1901,82644,27932.9,21470.5,-8.55031,6.72706,-5.7235,-19.2914,-12.5351,-6.63539
71,7200,700,154909,28538.6,29801.7,-8.55028,6.72707,-5.72348,-19.2916,-12.5341,-6.63507
72,7300,5060,159593,34484.7,41569.9,-8.55037,6.72705,-5.72346,-19.2922,-12.5336,-6.63551
73,7400,112,107367,29856.9,26837.8,-8.55036,6.72713,-5.72346,-19.292,-12.5339,-6.63486
74,7500,241,125507,28343,30253.8,-8.55034,6.72717,-5.72347,-19.2921,-12.5333,-6.63484
75,7600,2664,156860,27610.6,30060.6,-8.55029,6.72712,-5.72349,-19.2922,-12.5332,-6.63437
76,7700,527,86863,28095.3,27845.5,-8.55029,6.72728,-5.72349,-19.2922,-12.5334,-6.63468
