generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
10,143,9,89,32.9667,18.5537,1.1212,-1.58255,-0.15483,-1.27382,-1.40608,1.75626,-0.983676,-0.649471,-0.960005,-1.48705,0.363144,-2.39678,-1.15284,0.0702807,-1.54755,0.0382024,-1.22534,1.14335,-2.76329,-2.8976,-3.99109,-6.00214,-5.61607
11,156,1,77,35.4667,21.4198,1.15376,-1.15742,0.454692,-1.16164,-2.3132,1.19481,-1.03022,-1.46194,-1.53772,-1.38461,0.517471,-1.9509,-2.34263,-0.275401,-1.71948,-0.170876,-1.37139,0.724023,-3.27558,-3.29077,-3.21388,-6.53796,-6.02115
12,169,21,101,50.4,18.526,1.21783,-1.42238,0.968581,-2.12742,-2.63019,0.197148,-1.13082,-1.05907,-0.870049,-2.12342,0.314485,-1.89737,-3.58272,-0.293286,-2.28973,0.0769603,-1.08237,0.229469,-3.44802,-3.41393,-4.86874,-7.40651,-7.06418
13,182,6,132,64.4667,32.2284,1.25393,-1.51362,0.728315,-2.42881,-1.80784,-0.306415,-1.44475,-0.909802,-0.404395,-2.40348,0.221345,-1.98163,-3.37677,1.34686,-1.36921,-0.231753,-0.711313,0.586113,-2.96327,-2.64832,-5.33198,-7.56919,-7.29582
14,195,17,169,58.0333,37.7692,1.31197,0.335425,0.73306,-2.46263,-1.1139,-1.24367,-1.3044,-1.54777,0.175757,-1.79183,0.963263,-1.7176,-3.93096,0.901699,0.23909,0.297521,-1.83088,0.571668,-3.29266,-2.24621,-4.33225,-8.06439,-8.57069
15,208,6,144,70.9,36.0425,1.35289,0.0570156,0.552027,-2.1786,-1.03538,-1.39632,-1.71084,-2.05591,-0.673743,-1.96594,1.40687,-1.09735,-4.11801,0.770001,-0.353786,0.713061,-2.70154,-0.470967,-3.51894,-1.75661,-4.06843,-7.97765,-9.57777
16,221,8,252,69.7333,45.9857,1.35274,0.262696,0.143474,-1.80449,-0.833765,-1.47596,-1.50315,-1.96021,-0.62219,-1.26645,0.580416,-1.26286,-2.87168,0.569553,0.196735,0.197949,-3.0186,-0.310437,-3.55696,-1.95606,-3.59476,-6.75832,-10.2257
17,234,10,118,62.5667,25.2487,1.37116,1.05178,0.0435528,-2.30297,1.12065,-0.372995,-0.704219,-2.29815,-0.088048,-0.916245,0.931945,-2.20428,-2.2844,-0.170601,-0.410907,-0.552192,-2.68849,-0.114994,-5.45075,-3.2109,-4.87358,-7.8112,-10.2568
18,247,6,140,65.1667,32.6434,1.42904,2.49048,0.0224004,-2.6609,1.62887,-0.208348,-0.23945,-2.38299,0.434679,-1.41669,0.954067,-2.81388,-2.48556,-0.774557,-0.647476,0.215913,-2.0328,-0.0870926,-5.37292,-3.74359,-5.84436,-8.52843,-12.588
19,260,8,156,66.1,44.0018,1.46983,3.45128,0.800561,-2.11928,0.37239,0.341081,-0.0094329,-2.22369,-0.18964,-1.36301,1.31898,-3.32662,-2.65746,-1.57496,-1.62367,-0.352672,-1.49616,-0.408248,-6.39385,-3.1923,-4.83365,-9.07606,-12.9848
20,273,7,112,48.1667,28.5163,1.48641,2.38951,1.10478,-1.6956,-0.613775,0.852239,-1.57589,-2.64908,-0.787957,-1.15599,1.6687,-4.73252,-3.29112,-1.80752,0.083239,-0.882724,-2.23475,-0.750005,-6.89352,-2.43581,-4.70359,-9.07938,-13.2213
21,286,13,214,63.0333,41.9601,1.4765,2.87208,2.07233,-3.13788,0.122542,-0.18062,-1.45708,-3.57653,-0.483901,-0.703341,0.746112,-3.47839,-3.85119,-1.54173,-0.393572,-0.650107,-1.70329,0.0515958,-6.92551,-1.77416,-4.89758,-9.33535,-13.8536
22,299,14,109,43.1,23.8665,1.48009,3.12116,3.14095,-4.27317,-0.146281,0.266195,-1.2868,-3.60181,-0.752825,-1.21471,0.590392,-3.06062,-2.32475,-1.91528,-1.1426,-0.395957,-2.02696,0.859045,-7.46262,-1.23606,-5.99558,-9.65185,-14.4267
23,312,7,147,59.9,34.0794,1.48584,3.38347,2.88451,-5.06119,-0.120581,0.928635,-1.51025,-2.64663,-0.885469,-2.05921,1.22858,-3.67889,-2.40278,-1.74576,-2.52565,-1.05858,-1.7082,0.124735,-7.8398,-1.43272,-6.98258,-8.9215,-15.4561
24,325,8,196,89.2333,50.4105,1.50175,3.18913,3.31391,-5.70203,-0.0710192,0.298962,-1.12975,-2.99589,-1.24748,-1.7506,1.69196,-2.96616,-2.742,-1.80166,-2.85255,-0.941407,-2.56055,-0.332693,-7.71631,-0.0905206,-5.95699,-8.71787,-16.9354
25,338,32,177,89.6333,47.481,1.5247,2.94228,3.67244,-5.73413,0.855121,0.70763,-0.667299,-0.990051,-0.598052,-1.15857,2.07347,-2.54949,-3.89378,-2.70773,-2.60398,-1.45738,-2.04991,-2.22111,-7.16156,0.150875,-5.51687,-10.6817,-16.9365
26,351,31,206,100.567,48.8232,1.51433,3.37102,4.74077,-6.53283,0.784096,-0.11717,-0.491967,-1.39457,-0.512541,-2.63778,1.42486,-3.47217,-4.10795,-3.40212,-2.51359,-0.768875,-2.80047,-1.75049,-6.51432,-1.59518,-5.7913,-9.36045,-17.1434
27,364,20,237,114.467,55.395,1.4703,3.91512,3.20681,-4.65949,-0.944469,-0.712496,-0.93243,-1.99136,-1.17611,-2.45377,1.33402,-3.12877,-3.2708,-2.94469,-2.98396,-0.168518,-4.13016,-3.10847,-6.26932,-1.46128,-4.97964,-8.90703,-16.5924
28,377,20,473,121.4,85.7416,1.46696,4.41287,2.32742,-4.37448,-1.36009,-1.68474,-1.01327,-2.98924,-1.60254,-2.8568,0.880023,-1.68047,-3.46182,-3.08072,-2.70057,-0.0774095,-4.43091,-4.67598,-6.042,-1.47618,-5.33421,-8.37254,-16.538
29,390,25,242,100.467,58.2307,1.49004,3.35928,3.43876,-4.48141,-2.28611,-2.36257,-1.14582,-2.52724,-0.499469,-4.23988,0.34339,-0.895997,-3.00728,-3.09459,-2.13391,-0.789137,-4.52465,-6.05058,-6.47416,-1.06745,-5.49872,-8.84518,-16.0089
30,403,27,321,126.733,71.3606,1.50978,3.21167,3.15933,-4.3878,-1.77577,-3.32191,-0.235465,-3.00736,0.107602,-4.72236,-0.775516,-1.09875,-2.37162,-3.2132,-2.49274,-1.49212,-3.1034,-5.89317,-7.7097,-0.857075,-4.53396,-7.58048,-15.1596
31,416,21,308,109.5,66.5348,1.54602,4.45307,2.67437,-4.12659,-2.0616,-2.91645,0.515282,-2.18774,1.15297,-5.13424,-1.77703,-0.568367,-2.42275,-3.28672,-2.69489,-1.39787,-0.700194,-5.51073,-7.95997,-1.64863,-3.64545,-7.13009,-15.2646
32,429,7,263,113.467,66.8048,1.51055,3.17484,1.75384,-4.47893,-1.91864,-1.91402,-0.217169,-2.26227,1.96146,-4.74889,-1.68886,-2.02044,-3.37634,-2.83995,-2.98005,-0.839832,-1.42033,-4.07997,-8.48994,-1.63824,-3.47955,-7.07065,-15.6793
33,442,64,283,130.133,63.2056,1.45826,2.56134,0.946864,-3.88732,-1.50153,-1.70776,0.121939,-1.73338,2.16662,-4.32453,-0.602908,-1.30768,-3.48291,-3.05937,-3.71395,-1.17086,-2.11122,-4.83053,-7.31941,-0.992851,-3.15023,-7.07117,-16.6688
34,455,18,354,96.8667,69.2256,1.37054,3.00483,1.89838,-4.56934,-0.259873,-0.79509,-0.316902,-1.69126,1.36381,-3.52876,-0.471152,-1.60111,-4.71412,-3.03643,-4.16606,-0.591861,-1.44834,-4.51226,-7.33341,-1.44135,-3.1158,-8.03855,-16.2308
35,468,10,219,82.4333,46.011,1.3146,1.61578,2.07995,-5.13179,-0.72421,-0.547274,0.0465899,-1.34694,1.93979,-3.65317,0.263053,-1.73583,-5.86105,-2.51859,-4.47224,-0.842713,-1.5723,-4.80246,-7.50923,-1.60347,-3.70057,-8.65158,-16.6946
36,481,24,188,86.2333,46.5386,1.28371,1.10397,3.52321,-4.91965,-0.173404,-0.0103297,0.50537,-2.40798,0.280015,-4.08481,-0.123008,-2.27185,-5.97132,-2.70012,-5.09257,-0.974562,-2.51232,-4.79582,-8.44574,-0.910262,-4.49846,-8.88443,-18.6471
37,494,10,186,88.6667,43.2111,1.30098,0.418999,4.65473,-5.26507,-0.00430343,-0.741956,0.280469,-3.33883,0.318004,-2.28873,0.615827,-3.35687,-6.48573,-3.32668,-5.70381,0.634283,-3.28474,-4.73281,-8.38591,-1.23893,-4.18591,-9.44818,-19.0724
38,507,23,180,88.7333,39.1416,1.32152,-0.984911,4.7349,-4.888,0.479594,-1.33109,0.517154,-2.64829,-0.429187,-2.95948,0.741053,-3.34226,-7.68127,-2.29176,-5.23898,-0.216217,-3.7159,-5.36802,-7.6443,-0.923203,-3.62821,-9.31991,-18.5071
39,520,12,125,62.9333,27.6168,1.33892,-1.50445,4.74008,-4.33434,1.08737,-0.802517,1.26462,-2.68737,-1.65324,-2.49272,0.28206,-2.78137,-7.10383,-2.28606,-5.0045,-0.0381648,-4.11498,-5.82177,-6.95331,-0.838743,-3.29735,-8.38205,-17.5166
40,533,15,267,100.3,58.1046,1.33293,-1.89142,5.39583,-3.95302,0.944361,-0.704232,1.47118,-2.70825,-0.683971,-2.77172,0.0256527,-2.57567,-7.06765,-2.6256,-5.62069,-0.895186,-4.36838,-5.652,-6.53057,-0.31964,-4.24098,-8.34551,-17.8925
41,546,37,187,85.2,33.1251,1.31383,-1.12029,4.93849,-3.57249,1.35269,-0.447295,1.32611,-2.1594,-0.647481,-3.33261,0.441962,-2.29933,-7.03901,-2.34919,-6.76947,-1.17228,-3.80933,-5.29423,-5.52865,0.422026,-5.05886,-8.18822,-18.0087
42,559,28,290,94.5333,55.6056,1.2724,-1.21609,5.13022,-4.12107,1.04846,-0.999517,0.892069,-2.44117,-1.41529,-3.1974,0.614042,-2.55404,-6.01629,-2.97278,-6.00907,-1.18366,-3.79009,-5.97998,-4.65453,-0.916216,-5.04385,-8.25585,-18.6402
43,572,13,249,95.9,57.5694,1.23037,-1.47606,4.92666,-5.39913,1.326,-1.0334,0.999149,-2.74753,-2.41363,-3.73859,0.703612,-1.96678,-5.29857,-2.90275,-5.66708,-1.28814,-3.14891,-6.29252,-6.36365,-1.43323,-4.89059,-8.99998,-19.7756
44,585,32,155,76.1667,32.771,1.22334,0.141596,4.69726,-5.76827,1.69558,-1.31731,0.675964,-3.41985,-3.31716,-4.94914,1.54078,-1.55933,-4.63329,-3.0027,-6.41499,-1.36319,-3.47658,-5.21906,-6.27805,-2.27407,-5.05969,-9.90232,-19.9788
45,598,23,236,83.6333,50.7472,1.22039,-0.35257,5.35488,-6.29442,2.32206,-1.47662,1.12255,-3.35543,-3.20611,-4.70629,1.29789,-2.73457,-4.86335,-4.21968,-7.44437,-1.90334,-3.33258,-4.15309,-7.20549,-2.60077,-5.4779,-9.85475,-19.1897
46,611,23,242,88.9667,46.088,1.16284,0.527708,4.66281,-5.54181,2.11949,-2.097,0.89384,-3.69804,-1.88782,-4.74116,1.09004,-2.36043,-4.41543,-3.54503,-7.22238,-1.56221,-4.1145,-5.10681,-6.11981,-2.30866,-4.64391,-8.93578,-18.723
47,624,12,370,112.5,80.2452,1.09262,0.493384,4.65279,-5.04497,0.945799,-2.63734,0.740664,-2.78985,-2.57003,-4.48869,0.950344,-1.61126,-4.17579,-3.75144,-5.89067,-1.71257,-3.99474,-5.08846,-5.35722,-1.61803,-4.5731,-8.54695,-17.2508
48,637,47,287,101.967,55.9664,1.04907,-0.11739,5.05486,-5.00809,1.02315,-2.04021,0.291608,-2.40924,-2.99695,-4.76168,1.12808,-1.7677,-3.51579,-3.85263,-5.40293,-1.63629,-2.94992,-4.67183,-4.55039,-1.78467,-3.91606,-8.52652,-16.2826
49,650,42,187,99.0333,35.2963,1.02776,0.665602,4.69167,-4.92979,1.64078,-1.22301,0.385322,-2.32992,-2.71416,-3.62585,1.236,-1.00864,-2.29059,-4.32501,-5.43983,-1.52802,-2.87428,-4.43992,-4.14398,-2.03493,-3.89554,-8.01739,-15.32
50,663,8,205,87.6333,41.5804,1.03151,1.69175,5.23137,-4.46616,0.906236,-1.08666,0.120584,-2.6689,-2.6285,-4.17375,0.736685,0.103391,-1.63895,-4.47932,-4.73139,-1.31777,-2.69899,-3.66336,-3.95522,-1.90054,-3.76476,-7.65482,-15.3214
51,676,43,215,90.6333,41.2582,1.03311,1.94645,5.79517,-3.99346,0.726528,-0.95578,0.0961609,-2.89565,-3.10328,-4.20346,0.740439,-0.259815,-1.74431,-4.42505,-4.78369,-2.00694,-2.29443,-2.89948,-4.03833,-2.4202,-3.65367,-7.68829,-15.1689
52,689,20,264,125.5,64.0785,1.03782,2.51956,5.23747,-4.2662,0.515346,-1.40755,0.0240583,-2.42558,-3.49285,-4.29883,0.837516,0.0718064,-2.26617,-4.08097,-3.79527,-1.75832,-2.94473,-2.23773,-3.15477,-2.77137,-3.85129,-7.50213,-14.7316
53,702,32,307,112.033,68.4203,1.04494,2.57682,4.33381,-3.3071,0.105976,-2.26296,-0.808845,-2.56332,-2.6992,-3.9314,-0.0554034,-0.345301,-2.41092,-4.13417,-2.99018,-1.54544,-2.43506,-2.02057,-2.69929,-2.31301,-3.10592,-6.96365,-13.7673
54,715,37,257,130.1,60.2451,1.03211,2.77489,3.96662,-3.61751,0.720944,-2.17479,-1.44086,-3.30783,-2.44924,-3.73539,-0.186261,-1.13559,-2.70125,-3.48396,-2.8928,-1.80833,-1.85867,-2.62213,-3.597,-2.62394,-2.78866,-6.81772,-14.0901
55,728,16,197,88.4333,43.9135,0.99958,2.80542,4.67232,-4.32961,0.587131,-2.39471,-1.30722,-3.62832,-2.21308,-4.19005,-0.185607,-1.03187,-2.49,-3.72324,-2.99897,-1.86845,-1.74399,-2.15528,-3.87439,-1.87923,-2.60723,-7.21365,-13.9508
56,741,24,332,97.8,62.4149,0.938977,2.24397,4.61908,-3.7601,0.192279,-2.18422,-1.38401,-3.13946,-2.0311,-4.37012,-0.260083,-0.975105,-2.31561,-3.19752,-3.62047,-2.2993,-1.77687,-3.22894,-4.11806,-1.79382,-2.32637,-7.36929,-14.4902
57,754,17,246,115.867,62.4559,0.900065,2.96213,5.02592,-3.39439,-0.159737,-2.01518,-0.935723,-3.56433,-1.61221,-3.45804,-0.46037,-0.996775,-1.98245,-3.18774,-2.98137,-1.40756,-2.11853,-2.73455,-4.43964,-1.77167,-2.14774,-7.16529,-14.963
58,767,34,323,148.633,68.1952,0.874197,3.32513,4.36266,-3.46734,-0.0132393,-2.12799,-1.5931,-2.96614,-1.67206,-3.18612,-0.633124,-0.33352,-2.10045,-2.32346,-2.64078,-2.26425,-1.80221,-2.6267,-4.15585,-1.34052,-1.89224,-6.887,-14.5038
59,780,44,444,174.633,105.511,0.879403,3.0281,4.23591,-3.20903,0.0509417,-2.60863,-1.69481,-2.54529,-2.31657,-2.26026,-0.988985,-0.200162,-3.04516,-1.5213,-3.2633,-2.35739,-2.22979,-2.80479,-3.44217,-0.599726,-1.9574,-6.87396,-15.1332
60,793,36,356,163.867,86.8561,0.880838,3.61381,3.77804,-3.3277,0.145578,-1.62461,-1.60261,-2.71693,-2.59912,-1.88264,-0.745462,0.14205,-2.71428,-1.89721,-3.34197,-2.7693,-2.02543,-2.90232,-4.33467,-0.507135,-2.18125,-6.81742,-15.9451
61,806,44,712,172,126.8,0.858724,3.59554,3.71469,-3.05252,-0.237365,-1.52377,-1.61245,-2.71979,-2.90247,-2.20033,-1.14549,-0.210634,-3.18613,-2.26429,-3.33592,-2.86864,-2.39942,-3.10086,-3.76446,-0.942296,-3.03076,-6.67577,-15.6849
62,819,48,318,164.8,68.2361,0.848727,4.81445,4.06468,-2.97628,0.2423,-1.70334,-0.905906,-3.21405,-3.00626,-2.66723,-0.585993,-0.327609,-3.38594,-2.0084,-3.01203,-2.61832,-2.59398,-2.8552,-4.4273,-1.02689,-3.89079,-7.07225,-16.6143
63,832,57,458,188.5,100.108,0.819962,4.11922,4.19859,-3.99753,0.357614,-2.27307,-1.29823,-3.212,-3.13053,-3.00345,-0.464023,-0.0747289,-3.63855,-1.89299,-2.81275,-2.94363,-2.89421,-3.11044,-4.44406,-1.1823,-4.15204,-7.78395,-17.2389
64,845,53,397,159.167,82.2075,0.774208,3.495,4.09439,-3.48369,0.116635,-2.34078,-1.50784,-2.95928,-3.54449,-3.1381,0.115028,-0.0486376,-3.33357,-1.72187,-2.8068,-2.6945,-2.87746,-2.84381,-4.13261,-1.80105,-3.73352,-7.60793,-17.0203
65,858,51,372,157.8,89.4652,0.729311,3.8937,3.66072,-3.91046,0.336548,-1.93903,-1.07658,-3.16967,-3.21083,-3.2932,0.472641,-1.01,-3.10109,-2.29205,-3.30969,-2.35694,-3.30712,-2.97046,-4.94081,-1.6508,-4.32673,-7.59955,-17.1783
66,871,31,428,138.767,93.9463,0.722131,4.30281,3.94422,-3.53862,0.213863,-2.2012,-0.741657,-3.15571,-3.63661,-3.77779,0.89705,-1.30617,-4.05588,-2.59284,-3.25581,-2.11376,-3.51844,-3.19796,-5.67695,-2.11144,-4.26256,-8.34057,-18.6019
67,884,11,289,133.233,70.2806,0.710777,4.31857,4.12686,-3.26303,0.162821,-2.68887,-0.845638,-2.9051,-3.22071,-3.12413,0.891907,-1.08787,-3.88367,-2.8568,-3.81019,-1.92187,-3.88092,-3.25398,-5.49905,-1.41762,-3.92617,-8.63664,-19.1173
68,897,39,425,191.233,112.563,0.708734,4.47629,4.02904,-3.39291,-0.226607,-2.84416,-0.548071,-2.51118,-3.26228,-2.85058,0.827804,-1.15436,-3.9284,-3.05861,-3.90548,-2.20598,-3.89663,-3.19589,-4.8694,-0.931941,-4.56986,-8.37254,-19.5895
69,910,50,513,178.567,111.362,0.706785,4.41012,4.01808,-3.38861,-0.475151,-3.1829,-0.445371,-2.44868,-3.56584,-2.88249,0.781421,-1.19621,-3.82121,-3.07551,-4.04851,-2.91986,-4.19024,-3.32871,-5.43994,-0.847823,-4.28017,-7.69804,-19.4768
70,923,38,544,178,131.969,0.70566,4.538,3.78661,-3.32424,-0.939412,-2.93511,-1.08456,-2.33003,-3.92747,-3.06265,0.434722,-0.801901,-3.07742,-3.96104,-3.74373,-3.03929,-4.21423,-2.71233,-4.92825,-0.916477,-3.85177,-7.50062,-18.9991
71,936,71,399,160.2,79.3206,0.703555,4.58359,4.16951,-4.0599,-0.943425,-2.96723,-1.06408,-2.38106,-4.18699,-2.96801,0.107137,-0.634229,-3.06792,-3.73379,-4.00628,-3.02372,-4.34378,-3.03791,-5.17231,-0.731198,-4.33091,-8.28891,-20.3804
72,949,57,364,192.9,93.2088,0.686684,4.80536,3.8169,-3.82157,-1.19996,-3.11524,-0.989724,-2.70894,-3.56911,-2.52578,0.16234,-0.416836,-3.43288,-3.70286,-3.83001,-2.78567,-4.48795,-2.94525,-5.07496,-0.931388,-4.60726,-7.56159,-20.2082
73,962,62,749,229,158.985,0.695218,4.39161,3.43046,-4.29122,-1.95482,-3.07324,-0.945354,-2.46741,-3.40344,-2.30493,-0.307251,-0.137805,-3.26793,-4.08492,-4.14949,-2.78979,-4.39691,-3.55542,-5.5063,-0.576194,-4.57056,-7.16644,-20.3118
74,975,67,559,238.567,123.055,0.693602,4.50424,3.25668,-4.3747,-2.14619,-2.85085,-0.662176,-2.36759,-3.27355,-2.52663,-0.769182,0.0124919,-3.17807,-4.18301,-4.30489,-2.78318,-4.48635,-2.90283,-4.66837,-1.31622,-4.79362,-7.66968,-19.7164
75,988,32,567,213.833,147.805,0.71226,3.98729,3.2087,-4.54432,-2.582,-3.15,-0.880765,-2.59134,-3.39761,-2.83045,-1.10711,0.222257,-2.99481,-4.48877,-5.09149,-2.85146,-5.10481,-3.31635,-5.00973,-1.48765,-4.96565,-7.50222,-20.0921
76,1001,42,507,209.767,108.267,0.730053,3.40321,3.47093,-4.70296,-2.66532,-3.25105,-0.762775,-2.31249,-3.63365,-3.04979,-1.20339,-0.10701,-4.05753,-3.82898,-5.63076,-2.35245,-4.6399,-3.4529,-5.23967,-1.56746,-5.13032,-7.58261,-21.422
77,1014,45,609,233.967,154.618,0.771945,3.30213,3.17301,-4.89604,-3.16183,-3.27129,-0.923873,-1.80453,-2.64914,-3.05855,-1.29848,0.440196,-4.19311,-3.89433,-5.49188,-1.582,-4.74368,-3.10753,-4.66107,-1.25871,-5.40315,-7.24987,-21.8464
78,1027,63,1100,304.467,260.585,0.791048,3.26464,3.68352,-4.45998,-2.69392,-2.87869,-0.564237,-2.35494,-2.78917,-2.56064,-1.90947,1.00618,-3.77425,-4.60212,-5.79186,-2.12451,-4.15824,-3.13425,-5.22477,-1.01331,-5.08363,-7.37605,-22.1305
79,1040,62,720,237.967,158.223,0.800412,3.30456,3.68479,-3.66227,-2.51144,-2.25359,-0.882657,-1.99929,-2.49549,-2.07617,-1.69335,1.00094,-4.08874,-4.78042,-5.82115,-2.12067,-4.5657,-3.02892,-4.97614,-1.66972,-5.15717,-6.87996,-21.6173
80,1053,67,1203,347.9,292.324,0.800067,3.04249,3.72602,-3.72222,-2.32805,-2.36253,-0.62853,-2.43886,-2.46369,-2.38472,-1.74922,0.810853,-4.43693,-4.49888,-5.67118,-1.49276,-4.39796,-3.07951,-4.74851,-1.74813,-4.97241,-6.98735,-22.6192
81,1066,80,1222,341.8,285.618,0.817683,3.00121,3.21698,-3.52833,-2.03807,-2.26306,-0.402735,-2.65757,-1.84457,-2.10548,-1.58244,0.949777,-4.99539,-4.81587,-5.70555,-0.724117,-3.88197,-2.94887,-5.00793,-1.93857,-5.30631,-6.99364,-22.7676
82,1079,76,629,304.8,154.022,0.835349,2.86267,2.94044,-3.70042,-2.55071,-1.68305,-0.931092,-2.20857,-2.07745,-1.81647,-1.26996,0.963323,-4.66715,-5.27197,-6.04115,-0.456997,-4.34,-2.9875,-5.66895,-1.61588,-5.60589,-6.77612,-23.5599
83,1092,3,580,285.2,178.401,0.853042,3.03655,3.33504,-2.83336,-2.34832,-1.53638,-0.631446,-1.98874,-1.95929,-1.74065,-0.00617254,1.54935,-4.83241,-5.11562,-5.69078,-0.444611,-4.70724,-3.06985,-5.18564,-2.15711,-5.43778,-6.521,-23.4273
84,1105,33,1448,351.5,322.176,0.861525,2.66379,3.34022,-3.04778,-1.83987,-1.46196,-1.07082,-2.10199,-1.69416,-1.78169,0.142706,1.92867,-4.43451,-4.97609,-5.07504,-0.502651,-4.71828,-2.90117,-5.27601,-1.61653,-5.48357,-6.70273,-23.8788
85,1118,37,1038,369,254.435,0.858042,2.99876,4.37801,-3.31262,-1.86666,-1.50899,-1.20712,-1.88192,-1.45665,-1.5598,-0.201971,1.52352,-4.79562,-4.46887,-5.21488,-0.385574,-4.49127,-2.95716,-5.76112,-2.00708,-6.0038,-7.43981,-24.8261
86,1131,79,1118,404.233,278.009,0.837097,2.87538,4.65084,-3.73354,-1.56509,-1.91078,-1.2155,-1.93699,-1.51958,-1.49395,-1.00403,0.996898,-5.01281,-4.24732,-6.11785,-0.441834,-3.90997,-2.70197,-5.74097,-1.92923,-5.94527,-6.95097,-24.848
87,1144,92,2051,485.2,423.135,0.817824,2.97303,5.07012,-3.70605,-1.56101,-2.19238,-1.23864,-2.42579,-1.41139,-0.886183,-0.408802,1.07658,-4.75777,-4.31219,-6.01791,-0.807906,-4.46377,-3.03915,-5.10897,-2.1068,-6.08046,-6.07119,-24.0758
88,1157,136,1213,382.867,255.248,0.796528,2.31481,5.1202,-3.96739,-1.3929,-1.72271,-1.03794,-2.468,-1.23083,-0.890599,-0.172309,1.95199,-5.10336,-3.84593,-5.62704,-0.229493,-4.01487,-3.2803,-5.1445,-1.53483,-5.93583,-6.4646,-23.7602
89,1170,44,1688,468.867,398.97,0.770233,1.65235,5.4814,-4.45818,-1.35521,-2.39858,-0.968318,-2.24255,-1.45003,-1.29702,-0.076533,1.19265,-5.55242,-4.24809,-5.59015,-0.397218,-3.98143,-2.87588,-4.9875,-1.63104,-5.7492,-7.19863,-24.6521
90,1183,69,843,325.967,187.028,0.7476,2.05077,5.28664,-4.56717,-1.24671,-2.75234,-1.04243,-2.30818,-1.01888,-1.86798,0.378657,0.788336,-5.93996,-4.30428,-5.80961,-0.369215,-4.18539,-3.27569,-5.12093,-1.15848,-5.36155,-7.10965,-25.2471
