generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,4,0.666667,1.24106,0.937914,-0.395588,-0.0811359,0.463949,-0.184595,0.153678,-0.194051,-0.237304,-0.0111503,0.176779,-0.255329,0.408771,0.230932,0.643763,0.121128,0.588138,-0.133142,-0.484012,-1.72185,-0.287022,-0.473078,0.440576,-0.800317
1,26,0,6,1.13333,1.38298,0.914345,-0.291978,-0.290443,0.0761088,0.222611,0.220021,-0.820762,-0.545815,-0.530552,0.280951,-1.05392,0.287975,0.43125,1.4559,0.480396,0.797865,-0.717257,-0.182308,-2.15573,-0.402609,-0.786168,1.02733,-1.11707
2,39,0,11,3.93333,2.54522,0.912222,0.204707,-0.522783,0.0607277,0.456524,-1.04149,-1.09168,-0.945883,-0.524197,0.0225541,-1.54535,0.476707,-0.5419,0.918661,-0.28778,2.01206,-0.278984,-0.23353,-2.08893,-0.908106,-1.1377,0.773946,-1.63171
3,52,0,8,3.3,2.23066,0.905315,-0.264063,-0.916338,0.441617,0.57756,-1.00226,0.0797686,-1.93631,-0.819625,-0.0557344,-1.66038,0.537508,-0.0091152,1.4051,-0.240522,2.4304,-0.261833,-0.35356,-1.76658,-0.342431,-1.12582,0.782401,-1.63395
4,65,0,10,3.26667,2.55874,0.90861,-0.0048801,-1.00858,0.293293,-0.0090767,-0.50239,0.192011,-2.6597,-0.564789,0.883118,-2.30815,0.505529,-0.308002,1.79182,-0.832971,2.3332,-0.848982,-0.819905,-1.14701,-1.08403,-0.846733,1.2079,-1.35236
5,78,0,11,3.6,2.88396,0.930341,0.469316,-0.865542,0.547268,0.198508,0.0515935,-0.269581,-2.83026,-0.963209,1.62849,-2.36707,0.118091,-0.417905,2.41122,-0.805774,2.30187,0.239967,-1.21697,-1.77653,-0.580597,-1.90373,1.12,-2.67439
6,91,0,10,3.33333,2.97499,0.953512,0.580018,-1.01247,0.313054,-0.122426,-0.0237996,-0.758072,-2.74965,-1.74261,2.14757,-2.62624,-0.631881,-0.343283,3.00891,-0.766726,1.32211,0.134388,-1.15336,-1.69592,-0.173569,-1.91911,1.82313,-2.80943
7,104,0,19,8.16667,5.01778,0.954378,0.731819,-1.02211,0.578591,-0.337418,-0.166802,-0.437171,-2.40236,-1.81583,2.00223,-2.48335,-1.62776,-0.847576,2.31216,-0.509216,0.993043,-0.708374,-1.58369,-1.8779,-0.492638,-2.04672,0.823136,-3.0142
8,117,3,28,9.96667,5.06157,0.943309,0.663106,-1.384,-0.16016,-0.654948,-0.157627,-0.263361,-2.10375,-1.90787,1.96211,-2.90648,-1.49419,-0.806276,1.78485,-0.308085,0.920148,-0.991987,-1.72314,-1.70712,-0.827609,-2.13738,-0.0400535,-3.15085
9,130,2,18,9.43333,4.36825,0.961008,1.20444,-1.41435,-0.86397,-1.16041,-0.629878,-0.558173,-2.47246,-1.47004,2.5833,-3.75495,-1.31145,-1.1672,1.97677,-1.18432,0.604999,-1.22267,-1.5425,-1.54492,-1.32285,-1.1237,-0.990367,-3.34649
10,143,7,28,17.8667,7.08925,1.02339,0.533005,-2.06295,-0.849096,-1.47126,-0.573656,0.0860633,-2.83885,-1.12988,2.77959,-4.88583,-1.85137,-1.30611,1.13378,-1.70357,0.978811,-1.09643,-1.89219,-1.75817,-2.5031,-1.79093,-2.24078,-3.95573
11,156,5,41,19,8.41591,1.03795,0.922183,-1.47515,-0.261313,-1.42452,-0.764325,0.59734,-2.02228,-0.801287,3.06955,-4.09398,-1.26524,-0.816669,0.859079,-1.96136,1.00878,-1.16633,-1.87986,-1.70801,-2.13931,-2.23792,-2.22142,-4.25893
12,169,6,60,26.4,13.4077,1.02789,1.10069,-0.733141,-0.391257,-0.965671,-1.10738,0.308153,-1.94806,-0.962991,2.07124,-3.4685,-1.09471,-1.41291,0.747271,-2.21146,1.13501,-1.3746,-2.6147,-1.91373,-1.78844,-2.79026,-2.64676,-3.8815
13,182,15,92,38.2333,18.7059,1.00702,0.916898,-0.300506,-0.34086,-0.312977,-0.974461,-0.325361,-1.5807,-0.756657,1.82863,-3.76248,-1.21406,-1.04283,-0.176451,-1.62271,0.687219,-1.14664,-2.71581,-1.34077,-1.48027,-2.58005,-2.97063,-4.04063
14,195,6,43,19.5333,11.6048,0.997865,0.722193,0.413132,0.530814,-0.259934,-2.13488,0.23487,-1.72993,-0.787604,1.38986,-4.03388,-1.36055,-1.4276,-0.26193,-2.12741,1.04258,-1.43932,-2.43832,-1.30899,-0.993215,-2.62438,-3.32269,-3.91041
15,208,21,76,42,13.4626,0.994465,0.585374,0.914714,-0.346768,0.139264,-2.82774,-0.564083,-1.66806,-1.09684,1.57896,-3.32997,-0.711022,-0.917949,-0.656045,-1.67188,-0.417629,-2.00386,-2.37901,-1.23074,-2.03823,-1.94856,-3.26203,-3.72829
16,221,12,113,52.7,21.7718,0.999985,0.545545,0.414344,-1.23837,-1.36968,-3.18162,0.106056,-1.48764,-1.62077,1.50669,-2.74613,-0.426822,-1.04656,-0.857244,-2.09161,-1.36749,-1.63987,-2.58837,-0.287545,-1.53459,-2.31375,-3.12517,-3.8901
17,234,23,75,43.6,15.0209,1.002,0.761994,0.518132,-1.25872,-0.740818,-3.24171,-0.473809,-1.14852,-1.75839,1.1341,-2.81341,-1.06275,-1.50004,-0.222146,-2.61237,-1.8434,-1.73482,-2.79611,-0.833623,-2.42897,-1.75574,-4.22677,-3.906
18,247,19,90,47.9667,19.356,0.979819,0.841242,0.15245,-1.33393,-0.209052,-3.00533,-1.22909,-1.54069,-2.10604,1.43036,-2.76411,-1.55752,-1.4806,-0.30384,-1.9497,-1.7018,-2.08217,-2.5607,-0.625803,-1.9381,-1.60714,-4.26907,-4.42955
19,260,19,122,63.3667,23.5833,0.978751,1.18976,0.121217,-1.933,-0.184186,-2.68377,-0.969199,-1.61357,-2.33534,0.953613,-3.4799,-2.21392,-1.56654,-0.776024,-1.79997,-1.88882,-1.96326,-2.57943,0.153925,-1.90499,-1.35656,-5.20578,-5.00655
20,273,16,93,47.1,20.4659,0.962608,1.22031,0.246877,-1.61115,-0.507932,-2.68621,-0.483085,-2.80424,-2.1598,0.198651,-3.77379,-2.07794,-2.11167,-1.33368,-1.91671,-2.41323,-1.47003,-2.60426,-0.103741,-1.64973,-1.3575,-4.48043,-4.30333
21,286,16,147,49.9667,26.7433,0.958726,2.71036,0.377589,-1.53155,-0.647344,-3.25847,0.352607,-1.98276,-2.5474,0.490546,-3.68164,-2.11025,-2.48762,-1.16214,-2.47884,-2.15198,-1.63249,-1.52594,-0.397344,-1.36948,-1.39074,-5.15712,-4.85548
22,299,20,73,45.1667,13.5343,0.927871,2.75456,-0.291625,-1.26539,-0.869846,-3.60898,0.109355,-2.39566,-1.84929,0.753694,-4.18007,-1.50608,-2.1993,-1.16288,-2.04005,-1.74882,-0.623807,-1.67271,-1.05221,-1.17893,-1.62913,-4.69765,-4.73751
23,312,14,97,48.0333,22.7846,0.892491,2.19891,-0.462995,-1.58655,-0.678932,-3.50462,0.400175,-2.17588,-1.40291,1.1304,-4.25155,-1.59171,-2.22056,-1.26289,-1.84635,-1.82831,-1.24306,-1.37605,-0.747635,-1.39408,-0.946482,-5.6787,-5.3285
24,325,12,108,46.4667,25.7263,0.864022,1.65244,-0.550511,-1.62268,-0.421367,-2.88133,0.488864,-2.63087,-2.05651,1.63529,-4.00525,-2.6302,-2.25215,-1.71038,-2.95907,-2.19054,-1.61769,-1.77087,-0.130066,-1.44817,-1.41553,-6.06859,-5.73716
25,338,18,122,48.4,22.5459,0.843727,1.68599,-0.422224,-2.24824,-0.863626,-2.42954,0.313776,-3.42374,-2.44329,0.910502,-3.72535,-1.88155,-2.96557,-1.91782,-2.58126,-2.49429,-1.31706,-2.5284,-0.565626,-1.39742,-1.30971,-6.45512,-5.55576
26,351,12,139,52.2333,28.9359,0.838612,1.82606,-0.371256,-2.79938,-0.632847,-1.70552,-0.130856,-2.24692,-2.8351,0.820847,-3.64801,-2.14502,-2.25831,-1.47239,-2.865,-2.8967,-1.65647,-1.91177,-0.533552,-0.566067,-1.70885,-6.83054,-6.44608
27,364,17,145,57.3,28.8243,0.820773,1.4953,-0.393749,-2.83441,-0.82184,-2.53249,-0.452919,-2.17671,-2.64478,0.134641,-4.15657,-2.00816,-2.26267,-0.586117,-3.01381,-2.68204,-1.94081,-2.22001,-1.403,-1.0521,-1.83509,-7.26473,-5.79059
28,377,15,80,48.2333,16.0724,0.814764,1.52448,0.28814,-3.12728,-0.885031,-1.75448,-0.543674,-1.92017,-2.61626,0.56483,-4.49023,-1.51651,-2.69364,-0.246842,-3.70482,-2.4481,-1.74357,-1.89767,-1.85337,-1.29679,-1.4227,-7.01831,-6.22915
29,390,16,131,59.2,28.8198,0.812746,1.89376,0.202114,-2.7118,-0.962798,-2.10168,-0.689356,-2.28638,-3.31732,-0.233664,-4.01462,-0.588389,-2.2454,-0.789706,-3.55597,-3.0905,-1.58354,-1.47708,-2.20203,-1.5906,-1.91898,-7.22622,-6.32667
30,403,20,140,62.4,26.6052,0.835759,1.85464,0.372327,-2.94281,-1.65215,-1.67793,-1.04361,-2.11563,-3.83245,-1.02846,-3.82165,-0.72617,-2.20126,-0.749316,-4.24264,-3.5316,-1.96425,-2.17027,-2.64636,-1.33643,-1.98529,-7.00765,-6.92543
31,416,23,161,82.1,44.4036,0.855403,2.19415,0.0113724,-3.89075,-1.82247,-1.68223,-1.62397,-1.83433,-3.80997,-1.77964,-4.07042,-0.498876,-2.19299,-0.56418,-3.33103,-3.91188,-1.61884,-1.95632,-1.79255,-1.0756,-2.00885,-6.52807,-6.85981
32,429,22,134,72.1333,27.8948,0.880195,1.87469,0.266888,-3.94707,-2.26597,-1.54712,-1.969,-1.45473,-4.18325,-1.61812,-4.16083,-0.396202,-2.90093,-0.66618,-3.53842,-3.95961,-1.67866,-1.75242,-2.22292,-1.67011,-2.24754,-6.58327,-7.97056
33,442,37,189,88.6,32.0717,0.883554,1.42823,0.672345,-3.76932,-1.62796,-1.69699,-1.80652,-1.82556,-3.6366,-1.59631,-4.62883,-0.57823,-2.41839,-1.17672,-2.75274,-3.86622,-2.13788,-2.09434,-1.83903,-1.43414,-2.86892,-6.86408,-8.668
34,455,34,218,86.8333,46.4328,0.894613,0.793155,0.790535,-2.77261,-1.74193,-2.21503,-1.51574,-1.67445,-4.00084,-2.055,-4.9312,-0.590801,-1.99747,-0.815521,-3.18979,-3.81532,-1.76975,-1.86951,-1.56431,-1.11456,-3.2975,-7.07575,-9.31254
35,468,31,232,95.8,42.5671,0.892341,0.734508,-0.145164,-2.57138,-2.25916,-2.48365,-1.53941,-1.95796,-3.91582,-2.18096,-4.80618,0.26561,-1.65445,-0.351279,-3.05366,-3.95218,-1.53404,-2.04474,-1.75228,-1.1213,-3.7866,-6.7524,-8.64028
