generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,1,184,56.8,45.6746,0.973014,-0.293367,1.49916,-0.555236,0.112508,-1.17,0.222636
1,12,64,408,183.833,106.266,0.880777,-0.42115,1.17377,-0.827819,-0.365299,-0.786415,-0.399345
2,18,596,48791,17331.3,13640.3,0.80705,-0.725011,0.485567,-0.362955,-0.8956,-1.12217,-0.516111
3,24,100,4656,1526.5,1284.93,0.768201,-0.989538,1.12554,-0.392645,-1.00327,-1.05647,-1.21521
4,30,34,65947,12027.3,13861.7,0.744462,-1.09014,0.937592,-0.498207,-1.42634,-1.88318,-1.01457
5,36,592,16470,7125.8,4353.56,0.771367,-1.93765,0.981682,-0.337134,-1.67664,-2.4781,-0.903193
6,42,604,49017,12839.1,11952.5,0.886397,-1.81649,-0.304982,-1.0906,-2.41388,-3.3568,-1.15766
7,48,297,24451,6723,5945.72,1.01915,-2.20932,-0.152347,-1.93059,-2.67077,-4.43404,-1.16283
8,54,705,47235,14828.2,12147.5,1.07972,-1.87378,0.394418,-1.9254,-3.10752,-4.9152,-1.09711
9,60,367,110586,27551.5,26634.3,1.15416,-2.08653,0.961007,-2.01064,-4.01404,-5.86352,-1.60831
10,66,609,47346,11732.3,11611.1,1.15996,-2.60229,-0.562096,-2.01414,-4.55459,-5.25865,-1.90617
11,72,111,47410,10001,10805,1.20569,-3.18083,-0.420739,-2.70982,-5.6993,-6.96063,-1.94191
12,78,184,21879,6082.23,5089.5,1.24508,-3.21465,-0.627623,-3.14897,-6.56479,-8.05164,-1.63853
13,84,35,11657,2645.73,2656.83,1.35907,-3.11132,-0.615782,-4.62906,-7.86281,-9.93195,-2.29337
14,90,166,56676,16383.6,15751.1,1.39485,-3.18817,0.834643,-3.13793,-8.00421,-9.84955,-2.64502
15,96,77,15900,3818,3407.1,1.43165,-2.48795,-0.350941,-2.53855,-8.36425,-10.8588,-2.83644
16,102,123,52843,16446,12454.7,1.39032,-3.34611,1.0491,-3.48051,-9.28402,-10.5538,-2.82972
17,108,791,97696,15760.5,19578.1,1.41831,-3.12405,2.50408,-2.53351,-9.15168,-9.4431,-3.48754
18,114,2383,76012,18871.2,16594.3,1.39226,-3.81604,2.33649,-2.55459,-8.85998,-8.77605,-4.19638
19,120,106,77022,22142,18657.8,1.26144,-4.00139,1.38429,-3.78656,-8.56879,-9.67994,-4.00256
20,126,529,66573,16990.7,17156.3,1.29745,-4.25757,2.418,-4.3939,-8.33314,-12.0053,-3.56578
21,132,378,86520,27091.1,24874,1.22539,-4.41833,2.03379,-4.13626,-8.76175,-12.4786,-3.45879
22,138,194,48056,16382.8,12342,1.09159,-3.17203,1.47108,-3.05407,-7.9227,-10.4578,-2.88008
23,144,1136,74491,21722.5,18472.2,0.916962,-3.7978,2.17752,-3.40595,-8.45929,-10.6321,-3.37654
24,150,161,89553,29717,25069.1,0.861103,-3.27477,2.16651,-2.8461,-6.90795,-9.92831,-2.94033
25,156,82,52115,16242.4,15473.8,0.955805,-2.58789,3.1518,-2.41211,-5.68306,-9.64834,-3.24449
26,162,661,111566,25073,26416.2,0.876568,-3.07509,2.58078,-2.47373,-6.52237,-8.64568,-2.68592
27,168,1227,55641,16605,13686.9,0.921513,-2.98803,3.30016,-2.86627,-5.43259,-7.60087,-2.30102
28,174,156,71779,22263.1,21281.1,0.823301,-3.11044,3.17253,-2.88831,-6.24027,-8.4932,-3.00668
29,180,340,68026,24001.4,20128.9,0.814418,-3.86076,3.78795,-3.3579,-6.87207,-8.72984,-3.05566
30,186,435,114116,21833.4,23342.1,0.834712,-4.01991,4.06339,-3.51417,-7.71615,-8.85077,-3.66252
31,192,1079,109221,32436.6,26983.3,0.814872,-4.2092,3.97766,-3.81271,-8.00906,-9.52813,-4.00996
32,198,1177,59590,19415.1,15998.3,0.713441,-3.97747,3.74569,-3.47398,-7.24154,-8.61533,-3.62561
33,204,638,82785,27220.5,23509.4,0.686346,-4.08781,4.02812,-3.41459,-7.87696,-8.21687,-3.50835
34,210,353,97471,24993.9,26412.8,0.632256,-4.28268,3.84618,-3.56091,-7.65245,-8.5817,-3.09565
35,216,378,74890,23261.5,20264.2,0.631914,-4.56396,3.88333,-3.26221,-7.04725,-7.70785,-3.05928
36,222,286,119065,33338.6,33707.4,0.617934,-5.01906,3.77619,-3.75489,-8.23242,-8.7152,-3.27294
37,228,177,65798,18169.4,18213,0.625349,-5.1944,3.69918,-4.15107,-9.06594,-9.82117,-3.96532
38,234,502,110213,30884,29649.5,0.576381,-4.59254,3.70042,-3.26965,-8.27749,-8.81537,-3.72262
39,240,877,70834,24256.2,19237.6,0.558764,-4.61118,3.99715,-3.16761,-8.41642,-8.21082,-3.35381
40,246,937,141402,28156.4,34340.3,0.570469,-4.55913,4.33963,-2.96345,-7.7207,-7.08024,-3.08388
41,252,252,41457,14482.7,12508.7,0.593334,-4.75496,4.81772,-2.9615,-7.41127,-7.09119,-2.8622
42,258,1336,60394,14989.7,15005.7,0.595914,-4.32689,5.13359,-2.91206,-7.17302,-7.09556,-3.03833
43,264,309,70751,20799.4,17439.4,0.517592,-4.30197,4.67594,-3.02324,-7.54562,-7.64001,-3.23455
44,270,3561,106153,30680,27901.3,0.470014,-4.65049,4.3786,-3.36512,-8.30511,-8.66588,-3.50522
45,276,1733,137588,25377.8,28813.2,0.460632,-4.64187,4.72025,-3.08774,-8.56954,-8.37215,-3.62657
46,282,1155,92055,28321.7,22703.8,0.44683,-4.69269,4.40547,-2.93755,-8.09874,-7.39424,-3.39372
47,288,185,52101,22734.1,16912.7,0.420844,-4.62046,4.35284,-2.9398,-8.32677,-7.59289,-3.61646
48,294,2793,98134,25611.9,26342.7,0.39249,-4.75449,4.47323,-2.96544,-8.5424,-8.0091,-3.81464
49,300,2239,79081,26200.7,21881.8,0.373367,-5.03477,4.45647,-3.10053,-8.37465,-8.01116,-3.65673
50,306,594,60546,21206.5,16474.6,0.37209,-5.18489,4.59301,-3.23392,-8.60717,-8.60603,-3.82753
51,312,196,127664,20340.5,25853.6,0.385356,-5.32848,4.83074,-3.38657,-8.34617,-8.16726,-3.70002
52,318,837,111978,33953.7,29807.3,0.372597,-5.24215,4.24802,-3.46402,-8.70502,-8.26234,-3.67149
53,324,257,80908,27451.3,26226.1,0.381188,-5.23477,4.14562,-3.70673,-9.08111,-8.49777,-3.77837
54,330,428,66037,25030.1,19212,0.356734,-5.22507,4.66,-3.54164,-8.99995,-8.65613,-3.78852
55,336,3524,82181,24205.1,21799.5,0.370313,-5.22925,4.85418,-3.59106,-9.29151,-9.30114,-4.03026
56,342,117,83901,17844,17592,0.394873,-5.54473,4.58505,-3.9446,-9.98617,-9.45377,-4.19059
