generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,145,13064,2689.53,2846.94,-12.6556,0.810001,-3.87081,-7.94399,-7.66438,-4.43065
1,200,338,19800,6290.9,5029.9,-15.1148,4.90067,-5.65124,-15.7437,-9.31369,-7.6345
2,300,88,66791,11778.4,13286.2,-16.7418,3.07376,-4.09889,-19.6498,-9.97713,-7.27968
3,400,500,129269,16337.5,24711.9,-18.71,2.29943,-5.83864,-23.035,-11.0918,-8.14844
4,500,75,103121,14446.9,20685.5,-14.9594,0.89565,-6.24206,-25.5344,-13.7356,-8.36665
5,600,831,118086,24192.4,26003.3,-16.5491,-0.182466,-7.10333,-25.7434,-15.4766,-9.724
6,700,318,152838,24487.4,31086.8,-18.149,1.82548,-7.64109,-25.5391,-17.9216,-8.92161
7,800,309,83485,21650.6,24643,-17.4316,1.05615,-7.12841,-26.2902,-16.5293,-9.31114
8,900,1142,59709,16810.9,13801.1,-16.1088,1.99175,-8.38157,-27.0799,-17.585,-9.0933
9,1000,899,104124,29268.3,28551.6,-14.281,2.18704,-8.25368,-27.2245,-17.5664,-10.0783
10,1100,3097,58899,25800.3,15977.6,-13.9989,2.30153,-7.78739,-27.4812,-20.2115,-11.001
11,1200,2812,121869,25533,28329.8,-13.4372,5.05314,-7.7884,-27.7151,-18.4529,-11.5356
12,1300,474,63282,18445.3,16818.2,-13.7391,6.17685,-8.75818,-28.3081,-18.7751,-11.3007
13,1400,370,151854,29494.2,35084.4,-14.8539,5.25523,-8.68265,-29.1502,-20.5963,-10.8716
14,1500,1065,128557,28732.6,26457.5,-15.3918,6.20545,-9.47546,-29.1704,-20.4958,-10.0831
15,1600,248,95345,26112.9,27299,-15.0681,4.86034,-9.39244,-29.7887,-19.617,-10.5645
16,1700,62,174084,25176.1,35436.1,-13.7402,5.11807,-10.0078,-29.5944,-19.6655,-11.2864
17,1800,436,83403,29502,23273.9,-14.8294,5.62,-10.5038,-27.8451,-19.6185,-11.284
18,1900,612,123660,38962.6,37233,-14.0795,6.37668,-8.9503,-27.0363,-20.0455,-8.83492
19,2000,2928,151152,34471.6,36215.7,-14.0835,6.88634,-9.34127,-26.8374,-18.8674,-9.24012
20,2100,769,89926,18564,20860,-15.1488,5.85726,-10.0669,-29.514,-19.3893,-10.2871
21,2200,2227,117646,35730.5,28324.3,-14.6197,6.53973,-8.77983,-30.744,-18.922,-10.1423
22,2300,1044,113645,24639.9,24644.4,-15.2262,6.1326,-9.38744,-31.6684,-18.4927,-11.6709
23,2400,1561,193727,38628.1,42530,-15.2359,6.34624,-10.2169,-32.5899,-17.5611,-12.1495
24,2500,798,114247,32621.6,30866.4,-16.1664,6.19694,-10.0319,-33.1734,-17.9421,-12.0643
25,2600,218,104572,27852.3,25575.7,-15.5016,6.11109,-10.1741,-32.9305,-17.2284,-11.3931
26,2700,139,65187,21062.2,19044.1,-13.4718,5.87049,-9.47578,-32.8157,-17.7024,-12.6798
