generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,0,0,0,0.897913,0.279252,0.781061,0.339376,0.739666,-0.187685,0.395828
1,12,1,18,8.26667,4.63817,0.881713,0.14613,0.66534,0.311514,-1.05443,-0.848595,-0.83091
2,18,10,60,25.0333,13.0503,0.860664,-0.240368,-0.0612829,0.427675,-0.726502,-1.80697,-0.586288
3,24,64,3086,706.933,648.315,0.85005,-0.684314,-0.17549,-0.019842,-0.922772,-2.27829,-0.851691
4,30,13,68,34.1333,13.7433,0.900929,-0.736863,-1.38119,0.469745,-1.16467,-2.93423,-1.28492
5,36,6,45,20.4667,8.02897,0.975627,-1.62685,-2.15979,0.991611,-1.27619,-3.1998,-1.2626
6,42,16,87,43.3333,19.0884,0.978072,-1.20527,-0.870405,0.774917,-1.59158,-3.23369,-2.535
7,48,47,242,110,46.3673,1.00983,-1.61059,1.01954,0.433775,-1.87106,-3.20524,-2.16785
8,54,648,32966,10124.1,8276.85,0.95834,-1.7508,-0.0923513,-0.39916,-2.18741,-2.68381,-1.25316
9,60,45,649,228.3,166.484,0.902563,-1.41014,-0.604827,0.0684401,-2.83218,-3.55283,-2.27803
10,66,41,448,199.633,113.505,0.835579,-1.67506,-0.465293,0.207544,-3.02724,-3.69988,-2.6353
11,72,98,7418,2023.97,1957.75,0.907002,-3.13916,-0.259584,-0.460587,-3.41375,-3.29142,-3.13404
12,78,109,7026,2218.3,2076.41,0.908968,-2.712,0.435199,-0.662833,-3.68747,-2.75721,-2.98421
13,84,455,23124,8365.97,6434.07,0.973798,-2.96267,1.47929,-0.955798,-4.2144,-1.96523,-2.33778
14,90,633,41290,15175.4,10502,1.03414,-2.46767,1.56462,-1.33938,-4.61398,-1.15372,-1.79018
15,96,309,30226,5019.13,5916.32,0.986989,-3.27322,1.15442,-1.59814,-4.36896,-1.72916,-2.45095
16,102,124,41254,7336.93,8052.35,0.959442,-3.88328,0.72938,-1.69577,-4.47945,-1.57699,-1.78544
17,108,226,19337,5322.73,5045.41,0.917651,-2.89334,0.693083,-1.69604,-3.94189,-1.48132,-0.71693
18,114,109,25273,4395.07,5846.38,0.81643,-3.19921,0.255549,-1.92062,-3.97579,-1.52482,-1.57489
19,120,1062,68202,22565.3,20573.5,0.762423,-3.47342,0.597269,-1.22281,-4.75741,-2.6152,-2.04291
20,126,252,63450,22402.8,17969.2,0.721072,-2.86631,1.54016,-1.55022,-4.79912,-2.2425,-1.67504
21,132,169,58630,19815.7,17902.1,0.739313,-3.23829,1.52084,-2.12534,-5.74773,-2.58141,-2.39936
22,138,347,76614,19946.6,17597.4,0.694051,-3.03658,1.48209,-2.12354,-5.53435,-2.63917,-2.07463
23,144,608,58971,21407.6,16842.3,0.663454,-2.65313,1.92326,-1.7598,-5.80501,-2.47921,-1.91871
24,150,562,67024,22031.4,20254.4,0.737886,-2.27517,2.43255,-1.82636,-6.53591,-3.26266,-1.76307
25,156,622,73402,19570,18214,0.717331,-2.2637,2.59566,-1.61301,-6.29699,-2.93995,-1.94539
26,162,238,68900,19847.8,19882.6,0.718412,-2.42455,2.87009,-1.97727,-6.96824,-3.44299,-1.95491
27,168,939,99970,27655.7,26193.1,0.688442,-2.10452,2.89793,-2.06848,-6.46139,-3.41284,-1.5438
28,174,1339,78598,19548.3,18748.4,0.642514,-2.40514,2.01508,-1.6157,-5.9606,-3.68365,-1.48976
29,180,713,54003,16992.2,14883.9,0.621654,-1.80582,1.65829,-1.2355,-5.88259,-3.5125,-1.56578
30,186,1325,171601,26584.9,33375.5,0.556345,-2.16054,1.69108,-1.70582,-5.74811,-3.63316,-1.48425
31,192,2852,96231,30842.6,23328.4,0.558027,-1.79844,1.71206,-1.8076,-5.24788,-3.40191,-1.88006
32,198,275,78196,21196.9,21048.2,0.551035,-1.66226,1.63924,-2.0247,-5.10365,-3.45434,-1.49317
33,204,187,154843,28076.4,31015,0.570912,-1.91337,1.78484,-1.7937,-4.78942,-3.93541,-1.98524
34,210,1086,84043,23027.2,22056.8,0.525851,-1.98618,1.49991,-1.95827,-5.22654,-3.75097,-2.15711
35,216,443,157894,31659.5,35756.4,0.490395,-2.14842,1.49609,-2.25747,-5.47626,-3.79763,-2.12151
36,222,1048,66949,21806.1,17602.8,0.444842,-2.04524,1.2655,-2.18753,-5.11361,-3.82859,-2.02387
37,228,897,68083,21699,18057.5,0.40288,-2.14749,1.92269,-2.08956,-5.32096,-3.73697,-1.9488
38,234,341,100149,23814.3,23749.6,0.404698,-1.99919,2.36777,-2.33927,-5.43274,-3.65352,-1.68428
39,240,133,64605,22171.4,18939.8,0.367546,-1.91838,2.18269,-2.20023,-5.46897,-3.93477,-1.83106
40,246,1587,56619,21682.1,15769.7,0.343113,-1.94793,2.38096,-2.18667,-5.60232,-3.8247,-1.59677
41,252,573,109085,23614,22972.1,0.371737,-2.31768,2.76821,-2.34139,-6.03642,-3.96898,-1.55092
42,258,212,95413,18584.7,22248.2,0.416728,-2.23896,3.09058,-2.65085,-6.39037,-4.07769,-1.39524
43,264,386,50024,17128.2,16296.4,0.424049,-2.23617,2.70356,-2.50691,-6.03773,-4.1562,-1.22359
