generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,5,1.13333,1.25212,0.940875,0.223428,-0.596721,-0.367353,-0.604978,0.379092,0.686983,-0.355962,-0.346117,-0.202246,-0.470393,0.469865,-0.460729,1.00094,-0.917339,-0.0576514,-0.168087,0.780724,-0.895163,0.023872,0.565079,-0.233981,-0.516555
1,26,0,11,5.36667,3.02271,0.918771,-0.0818636,-0.876143,-0.0646748,-0.641048,0.518621,0.404193,-0.763518,-0.446858,-0.521134,-1.08437,0.162766,-0.186749,0.826343,-0.74358,0.14817,-1.63887,1.19002,-0.887381,0.338413,0.618536,-1.3126,-1.36156
2,39,0,7,1.16667,1.53316,0.944693,-0.910608,-1.03289,-0.415819,-0.376498,0.638773,0.362972,-0.476516,-0.430443,-0.888616,-1.87571,-1.1734,-0.00477736,0.31224,-1.39653,0.729966,-2.87294,1.44787,-0.956211,0.709929,1.12256,-1.63276,-1.63663
3,52,0,7,1.46667,1.88887,0.960285,-0.421546,-0.499714,0.585741,-1.30588,0.408876,0.416214,-0.944925,-0.294449,-1.10626,-2.58297,-0.619931,0.449272,0.152461,-2.06128,1.49049,-2.7738,1.52976,-0.254601,1.06206,0.862081,-1.07338,-1.44337
4,65,0,10,3.46667,2.43159,0.97104,-0.17744,0.530064,-0.0356897,-0.751335,0.679599,0.269513,-0.652602,-0.698732,-1.53219,-3.35659,0.323955,0.140714,0.582341,-2.26464,0.762376,-2.67639,1.4192,0.309274,0.0515859,0.21717,-1.94308,-1.83813
5,78,0,6,2.63333,1.69143,0.99074,-0.318085,0.61325,0.762952,-0.572126,0.722833,0.350932,-0.47136,-1.45294,-1.23029,-3.62391,0.690872,0.241509,0.626854,-3.26746,0.162695,-3.10343,1.89555,0.128993,-0.160896,0.889784,-2.10682,-1.65352
6,91,0,14,3.76667,2.93238,0.990988,-0.387358,-0.258097,0.6708,-0.702598,1.10667,-1.19295,0.445188,-0.877981,-1.1015,-3.25117,0.487092,-0.248231,0.880049,-3.25885,-0.190542,-2.74313,1.75839,0.318837,-0.556689,1.00207,-2.26411,-2.25932
7,104,0,16,4.36667,3.1457,1.00611,-0.669174,-0.970031,0.924299,-1.05577,1.15542,-1.52631,0.674748,-1.04015,-1.98503,-3.33921,0.710864,-1.06423,0.444272,-3.37348,0.351797,-3.13432,1.69929,0.128963,-1.02191,1.63403,-1.8527,-3.01812
8,117,1,22,8.5,4.44701,1.03071,-2.03721,-1.41662,0.230295,-0.941909,0.0363821,-1.47985,0.148599,-1.3711,-2.68198,-3.70483,1.14805,-1.78556,0.359354,-3.05295,0.0175847,-2.36722,1.37213,-0.0645684,0.488027,1.61636,-3.2963,-2.91676
9,130,0,11,5.23333,3.09263,1.06046,-2.07166,-1.56859,0.390139,-1.01481,-0.389977,-1.46239,0.00110875,-0.995938,-3.20263,-2.91478,0.535248,-2.39728,1.11195,-4.25342,0.853902,-1.4495,0.796168,0.225283,1.45896,2.01457,-2.83461,-2.74787
10,143,0,9,2.53333,2.7131,1.08427,-1.43073,-0.655756,0.970997,-1.61824,0.332518,-1.31503,-0.834933,-1.32686,-3.29529,-1.94164,-0.182002,-1.71789,1.58851,-4.77355,1.48129,-0.410716,1.12498,0.504955,1.16214,2.02591,-3.76831,-2.68497
11,156,0,13,4.83333,3.93992,1.11881,-1.45912,-0.729188,0.707896,-2.75379,0.304265,-1.76344,-0.77579,-1.23707,-3.86225,-2.16453,-0.415714,-1.60834,1.38779,-4.88353,1.65863,0.47088,0.803993,0.523297,0.767493,2.20841,-4.14441,-3.52706
12,169,0,17,5.63333,4.40598,1.12893,-1.85352,-1.27962,0.0647877,-2.66705,-0.210629,-1.59102,-0.11811,0.273984,-3.48766,-2.43609,-0.303381,-1.11191,0.378242,-4.10571,1.25367,0.283118,1.32032,0.534027,0.324407,2.09452,-5.19012,-4.0271
