generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,70,3244,814.7,809.963,-8.68463,3.89784,-4.45132,-6.50761,-6.17328,-8.37562
1,200,920,58813,12722.9,14768.9,-11.4629,1.17685,-4.83908,-16.301,-13.6661,-10.3211
2,300,507,147351,42855.7,42157.9,-9.68364,2.42318,-5.60689,-16.3621,-15.8816,-8.41849
3,400,501,130593,27582.7,27033.5,-9.58629,2.68089,-6.37336,-16.5417,-17.7236,-7.95774
4,500,1750,111699,27247.9,25023.4,-10.0056,2.38467,-6.38379,-17.1563,-20.7218,-7.58885
5,600,837,133399,38268.6,34300.3,-10.4531,2.78845,-6.48552,-18.3607,-18.569,-7.86401
6,700,889,84205,25202.7,24379.8,-10.5833,3.93382,-6.21028,-16.7458,-19.0946,-7.67464
7,800,337,137281,24849.2,29616.4,-10.4333,3.82057,-6.15569,-17.6992,-20.7175,-7.41355
8,900,1372,181428,34031.4,40061.8,-10.4348,4.22343,-6.23608,-17.2328,-20.4882,-7.25199
9,1000,4048,93780,31425,25557.2,-10.3125,4.84502,-6.20915,-16.6128,-20.472,-7.29462
10,1100,752,114827,29901.6,26691.9,-10.3222,4.7613,-6.20623,-16.8804,-20.4903,-7.13909
11,1200,656,129986,25678.2,28892.4,-10.3466,4.85591,-6.21119,-17.6867,-20.5893,-7.39101
12,1300,542,125685,28363.1,30480.7,-10.3444,4.94275,-6.24826,-17.4048,-20.6116,-7.57098
13,1400,4649,83728,25098.7,19976.9,-10.3343,5.15165,-6.31635,-18.0966,-20.5987,-7.74422
14,1500,2377,83353,21217.1,19609.3,-10.3406,5.05265,-6.36913,-17.5823,-20.5865,-7.67345
15,1600,1645,76426,24531.1,18829.6,-10.2951,5.07614,-6.37799,-17.5813,-20.6229,-7.75304
16,1700,1727,79718,27969.4,20453.6,-10.2509,5.05753,-6.36012,-17.9438,-20.6281,-7.62482
17,1800,1078,178151,33086.4,35871.1,-10.3051,5.04336,-6.34523,-17.9891,-20.6713,-7.85172
18,1900,1111,79606,28679.8,23041.6,-10.3168,4.96901,-6.3315,-17.8954,-20.6746,-8.28457
19,2000,1029,108747,25715.8,25843,-10.3148,4.96937,-6.34397,-18.0594,-20.7288,-8.16449
