generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,3,0.4,0.770132,0.947241,-0.223789,-0.412912,-1.13164,0.18115,-0.912368,0.852444
1,12,0,5,0.766667,1.04,0.947723,-0.468851,0.404286,-1.94789,1.21531,-0.90817,0.170141
2,18,0,4,1.36667,1.0662,0.949764,0.178552,0.31148,-2.43954,1.22809,-1.27167,-0.595603
3,24,0,8,1.26667,1.57422,0.95752,0.31538,0.370056,-2.88055,1.63719,-1.63479,-1.02569
4,30,0,5,2.1,1.34805,0.924267,0.565295,-0.375915,-2.67225,1.13049,-2.03626,-1.21098
5,36,0,9,3,2.57307,0.892705,0.457354,-1.37265,-2.09817,0.489577,-2.11321,-0.405997
6,42,3,22,9.03333,3.88173,0.888953,0.180103,-0.92279,-2.19938,0.662607,-3.33244,-0.877493
7,48,12,76,46.7333,15.2585,0.948769,-0.749396,-0.967713,-1.68116,0.420348,-4.09437,-1.1319
8,54,16,83,44.6667,16.9387,1.021,-1.85381,-0.892091,-2.2731,0.568892,-4.24909,-0.0212637
9,60,18,354,117.733,73.0432,1.0196,-2.14372,-0.483383,-1.96206,0.26835,-4.16554,-0.717072
10,66,261,20920,5401.43,4494.14,1.04832,-1.48278,-0.338726,-0.357467,-1.04614,-3.84844,-1.06473
11,72,37,445,137.933,86.8423,1.11895,-1.0741,-0.836281,0.104219,-1.94874,-4.59258,-1.80152
12,78,242,4441,1866.73,1407.06,1.09811,-1.02667,-0.429124,-1.05823,-1.20506,-5.65486,-1.73575
13,84,34,12644,3221.57,3303.49,1.18064,-1.64703,-0.025563,-2.36143,-1.45865,-7.13396,-1.26128
14,90,104,11187,3219.47,3176.67,1.21312,-2.07675,0.288039,-2.50628,-1.63814,-7.38917,-2.17755
15,96,136,4355,1180.4,1089.43,1.09402,-2.26167,0.0682398,-2.38507,-1.43904,-5.39243,-1.55783
16,102,250,30449,8321.77,8579.6,0.993198,-1.88151,0.392729,-1.69419,-1.86375,-5.41693,-0.758147
17,108,330,74586,17819.4,15425.8,0.897066,-2.15748,0.786515,-1.44913,-1.97354,-5.29242,-1.35463
18,114,488,64186,18952.7,16124.3,0.800737,-1.20343,0.582617,-1.28687,-1.90465,-5.1546,-1.5767
19,120,685,46398,9250.33,10015.8,0.787373,-1.19715,-0.200675,-0.482068,-1.31917,-4.19646,-1.41043
20,126,52,22257,5885.5,5257.8,0.814821,-2.45195,-0.299831,-0.742015,-0.795541,-4.18281,-1.40788
21,132,112,4815,1370.87,1200.96,0.823779,-2.22548,0.179602,-0.843207,-0.149222,-4.51245,-1.88498
