generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,45,350,163.5,75.373,-7.49718,5.7663,-8.78746,-4.37059,-6.56002,-4.85743
1,200,127,2186,815.733,530.258,-6.80254,11.484,-8.25361,-8.47501,-9.51655,-6.57985
2,300,353,41513,13265.1,11429.3,-5.39949,9.55719,-5.91361,-12.0109,-12.475,-5.44507
3,400,2020,110808,32335.4,29210.2,-5.96347,7.16424,-5.4765,-13.7483,-12.118,-6.20658
4,500,466,72087,22557.3,20297.4,-7.69344,6.40545,-5.16759,-14.2755,-13.809,-6.97569
5,600,1848,70462,20088.3,18414.3,-7.67129,6.26974,-5.2588,-15.9275,-14.2143,-7.43643
6,700,1779,138936,27124.9,30343.3,-9.32369,6.14281,-6.0469,-17.2366,-14.7679,-7.22571
7,800,58,82138,21812.6,19823.4,-10.0852,5.05584,-6.11987,-18.1405,-15.2027,-8.06097
8,900,900,101682,28944.3,22771.3,-10.2137,3.99237,-6.05106,-17.8562,-14.4911,-7.83897
9,1000,1293,120821,28714.5,25523.4,-10.4622,3.0291,-6.85013,-19.0906,-15.461,-7.3626
10,1100,204,102716,29178.6,30514.6,-10.4194,2.90874,-7.02687,-20.2144,-17.7323,-7.36952
11,1200,315,84362,22858,20843.7,-12.6971,3.90912,-6.87696,-19.6823,-17.9488,-7.5624
12,1300,503,83411,33804.9,28015.7,-12.0388,4.87973,-7.58873,-19.7733,-18.0804,-8.05461
13,1400,2546,146876,41773.5,36839.5,-10.1027,4.19308,-6.548,-19.9764,-18.073,-7.70293
14,1500,597,100591,26084.1,27724.1,-10.1611,4.90095,-5.90986,-19.899,-18.1273,-7.75413
15,1600,5409,161281,50632.1,35375.3,-11.5023,4.95804,-6.85771,-21.0704,-17.3496,-8.10758
16,1700,612,111502,23246.2,24899.2,-11.5959,5.85291,-7.12294,-21.1449,-18.2291,-8.37094
17,1800,1988,137374,31135.3,31201.4,-11.6668,5.19305,-7.35217,-20.8077,-17.227,-7.94282
18,1900,697,112144,31135.7,24605.5,-11.9532,5.45203,-7.43232,-20.6388,-15.3906,-7.68067
19,2000,1140,191551,34669.8,41057.7,-10.5691,4.43693,-7.31011,-21.1495,-17.3908,-8.0996
20,2100,773,117650,26943.3,26635.9,-11.6695,3.73906,-6.78751,-22.4428,-16.0169,-7.81749
21,2200,297,144999,35053.3,40182.4,-11.2801,5.30714,-6.48242,-22.7797,-15.467,-8.59383
22,2300,676,130919,29238.6,30977.8,-11.9455,6.59186,-6.89763,-21.4433,-16.9847,-8.83486
23,2400,1643,84071,30081.5,22813.2,-11.4387,6.09321,-7.02828,-20.6588,-19.4673,-10.8976
24,2500,129,123562,25528.2,28530.9,-11.4052,6.83805,-8.17211,-22.7391,-19.5119,-11.0915
25,2600,3472,118966,29938.6,30115.7,-11.8411,7.37153,-7.37577,-23.86,-20.2233,-11.3046
26,2700,2139,146911,42495.3,39719.2,-11.2693,7.24749,-8.09484,-24.7223,-21.7337,-10.3148
27,2800,2033,100358,28835.8,23125.7,-11.1284,7.21045,-8.72071,-25.8972,-23.5728,-9.96308
28,2900,1652,85526,24642,21925.7,-12.5654,7.86139,-9.3887,-25.8361,-25.0981,-11.3461
29,3000,527,113549,27291.4,27595,-13.056,6.72634,-10.8707,-27.9267,-26.7256,-10.8549
30,3100,88,89722,18068.3,19809.4,-13.9976,7.63776,-11.979,-28.0977,-27.0286,-10.5059
31,3200,1106,141369,20769,25546.2,-14.5673,6.19864,-9.87548,-26.8641,-27.6151,-10.0215
32,3300,685,58616,24073.2,18008.8,-16.6976,5.40855,-9.88269,-27.808,-28.284,-11.6043
33,3400,1575,161854,38492.7,36388.3,-16.7114,5.58626,-10.3063,-27.8217,-27.9255,-11.9089
34,3500,3654,156068,39322.9,33531,-16.4395,7.60938,-10.1358,-28.2262,-26.7357,-11.9048
35,3600,758,70843,30068,24436.8,-16.3179,7.77429,-9.91064,-28.9702,-26.6699,-12.0454
36,3700,1063,71530,25094.5,20933.3,-17.9703,7.35386,-9.81563,-27.7054,-27.1839,-11.9548
37,3800,1044,178714,34054,41504,-18.4048,6.67383,-9.75108,-30.0608,-25.8455,-11.5115
38,3900,2012,129523,28192.4,28518.6,-17.9852,7.35805,-9.29071,-31.7735,-26.0623,-12.8067
39,4000,391,106293,21841.6,24537.3,-15.5313,8.68322,-10.5961,-32.101,-24.1143,-12.9291
40,4100,581,131466,28537.4,28977.3,-16.5131,9.22617,-11.0499,-32.3697,-25.4544,-12.736
41,4200,372,93521,23622.2,25701.6,-16.1683,9.11927,-10.861,-34.3737,-26.5131,-12.8512
42,4300,1779,140800,39476.9,40816.3,-15.7588,9.66888,-11.8678,-34.0854,-26.7906,-13.2969
43,4400,241,77486,17979.5,18164,-19.188,9.87775,-11.7985,-32.4239,-26.9392,-10.9289
44,4500,137,125527,33485.8,30760.3,-18.6956,9.95889,-12.4815,-32.6355,-26.9288,-10.4288
45,4600,2605,102587,33321.2,30965.4,-18.6925,9.442,-11.5523,-34.2014,-26.7357,-11.5737
46,4700,2722,107368,23835.7,24778.9,-17.6064,11.1409,-11.6437,-33.8407,-26.8533,-11.8328
47,4800,162,83170,24873.5,18533.9,-17.572,11.263,-10.2771,-34.569,-28.4027,-10.6324
48,4900,2482,114979,30914.1,26279.8,-16.3848,11.8932,-10.3614,-34.6265,-28.411,-12.2937
49,5000,340,91712,27809.8,25351.4,-16.6159,11.3376,-11.7357,-34.0227,-29.2506,-12.7663
50,5100,843,93752,30153.8,28685.8,-17.4836,10.5852,-11.6631,-36.3423,-27.8396,-13.8128
51,5200,1920,118776,27464.2,24145.3,-17.1447,9.77005,-13.5412,-37.6028,-28.166,-13.487
52,5300,1238,129245,29589.3,26015.1,-18.0867,10.113,-14.9718,-39.2252,-28.705,-13.4552
53,5400,1317,119523,29583.6,28926.3,-17.9195,9.85788,-14.2764,-40.2818,-28.88,-14.1836
54,5500,628,100435,34607.2,28964.4,-17.9826,10.674,-14.1159,-43.2044,-26.8091,-14.9905
55,5600,947,108595,32166.4,30200.9,-17.8155,10.4121,-13.2298,-44.142,-27.4635,-14.2413
56,5700,3382,110557,37224.7,30856.2,-17.6281,9.97742,-13.8385,-44.5402,-23.3525,-13.7278
57,5800,344,169835,29691.2,36092.2,-17.1846,9.80674,-12.8176,-45.0849,-21.9974,-13.8283
58,5900,2690,87552,26494.8,24162.6,-18.7938,10.1297,-12.6994,-46.0725,-21.8939,-14.5867
59,6000,218,101507,30286.9,27217,-18.9251,8.13521,-12.385,-46.5465,-20.2005,-14.1182
60,6100,2797,143014,34857.5,30538.3,-20.3064,7.3814,-12.3816,-45.5844,-18.6178,-13.1829
61,6200,375,83287,23047.5,23950.1,-21.0028,9.71495,-13.2939,-45.569,-19.8745,-14.1146
62,6300,2878,173503,34405.9,34621.5,-20.1133,10.6333,-13.2918,-44.9076,-19.2957,-14.2817
63,6400,565,154980,39644.6,42475.6,-18.8021,10.9042,-14.1825,-44.1312,-19.3645,-12.8031
64,6500,1302,136299,28530.6,32163.3,-18.0657,11.6773,-13.8713,-43.611,-18.9346,-11.8201
65,6600,578,105856,25080.4,28034.8,-17.1606,12.3981,-13.9185,-43.4191,-19.413,-12.499
66,6700,949,187493,39475.4,42277.3,-16.2684,11.5687,-14.1646,-43.1576,-21.6393,-12.7327
67,6800,4257,144252,31066,32881,-17.4691,10.7992,-12.7779,-42.6415,-23.2713,-12.7915
68,6900,181,115287,33400.1,30206.4,-17.4934,9.17356,-13.0242,-40.9571,-22.5028,-12.9643
69,7000,343,81961,25971.8,21406.5,-17.5654,10.8593,-13.1058,-40.5501,-23.2631,-11.7821
70,7100,1286,127086,30898.6,29726.9,-17.2967,11.9715,-13.0786,-40.8277,-22.6602,-11.761
71,7200,1158,111828,24189.3,26125.9,-18.0641,13.1405,-13.7798,-41.5318,-22.2651,-12.8847
72,7300,1812,116871,35763.5,30009.4,-17.5998,13.4632,-14.0252,-40.995,-24.0213,-13.4664
73,7400,859,88468,22510.3,21937.6,-18.4293,13.0863,-15.153,-41.5214,-24.7782,-13.383
74,7500,775,102785,24770.2,25739.6,-16.6189,12.6118,-13.6037,-41.6401,-25.5929,-13.1543
75,7600,769,128963,36342.1,37665.8,-17.2372,12.3065,-14.0356,-41.8193,-25.8893,-13.7674
76,7700,1213,78910,27995.1,19468.1,-17.8788,12.9632,-14.4199,-40.8521,-26.1459,-14.0962
77,7800,422,113804,33344.6,26175.4,-18.0668,11.3985,-15.3104,-42.8175,-26.4128,-15.4057
78,7900,3756,157532,33997,32004.7,-18.0657,14.475,-15.4237,-41.6845,-26.9429,-14.9791
79,8000,274,94786,28472.3,26997.3,-19.7752,15.7192,-14.8446,-41.596,-27.8251,-15.0637
80,8100,902,88481,29526.5,21111.1,-21.6226,14.9041,-15.0126,-43.0311,-30.5867,-14.9072
