generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,7,1.9,1.74889,0.85804,0.30874,0.258132,0.0485314,0.168894,-0.670299,-0.0499142
1,12,1,15,4.3,3.153,0.869944,0.53841,0.0300486,-0.597545,0.521284,-1.65408,-1.246
2,18,48,567,205.533,155.361,0.800945,-0.69098,-0.27423,-0.29238,-0.426122,-0.487538,-0.678189
3,24,50,658,238.733,146.999,0.79709,-0.732951,-0.456136,0.0360716,-0.118975,-2.07904,-0.520462
4,30,52,1218,391.033,278.728,0.799559,-1.11034,-0.597825,-0.232007,-0.743525,-2.11644,-1.30332
5,36,765,61874,14600.3,16212.4,0.831438,-1.03521,-0.182004,-0.578991,-1.24982,-3.05917,-0.854357
6,42,75,3898,1033.47,930.328,0.965095,-1.41817,0.568298,-0.713366,-1.11952,-4.12177,-2.63696
7,48,163,7100,2408.1,1893.06,1.2116,-2.23515,1.18444,-1.07543,-2.64593,-5.56739,-3.40817
8,54,242,28786,10001,7815.95,1.40591,-2.53384,-0.257564,-0.981757,-4.4643,-4.84045,-2.57153
9,60,52,11352,3604.27,3183.56,1.51281,-3.41207,0.868893,-0.605123,-4.57451,-5.11327,-1.34699
10,66,591,32546,7714.77,7786.61,1.43093,-3.71547,0.258525,-0.526645,-3.43663,-4.96714,-2.43113
11,72,254,33466,8551.63,7197.14,1.33463,-4.09292,0.761152,-0.929139,-3.49023,-5.90466,-2.94485
12,78,359,31980,10455.6,10271.2,1.32389,-4.96313,1.81051,-1.25993,-3.49559,-7.61996,-3.45842
13,84,42,11262,3726.2,3071.79,1.30857,-6.0309,2.05344,-0.521404,-3.94289,-7.25993,-3.39823
14,90,116,34612,6587.23,7017.22,1.45087,-7.78634,1.90018,-2.23199,-4.61327,-10.0751,-4.19671
15,96,349,32396,9691.23,7667.33,1.49369,-7.55956,1.76517,-2.31229,-5.58227,-10.682,-5.89046
16,102,135,74549,15237.7,15813.5,1.61345,-8.11885,0.988062,-2.8099,-7.12369,-12.3394,-4.87752
17,108,584,39366,10041,8745.33,1.77268,-8.27615,-0.493907,-3.9841,-7.76007,-12.9681,-5.54431
18,114,395,81869,17369.5,19258.6,1.56167,-6.25395,1.08569,-2.13363,-5.80902,-10.3169,-3.31456
19,120,597,89576,18789.6,19621.8,1.51588,-4.8556,-0.378104,-3.13888,-6.35749,-8.89446,-3.01425
20,126,252,43430,12643.7,13781.4,1.43133,-5.71539,-0.0361361,-3.33955,-7.23371,-8.81442,-4.39305
21,132,256,30673,8890.87,9262.2,1.51367,-4.60277,-0.390742,-2.40269,-5.71877,-4.10871,-3.2677
22,138,193,46131,16468.1,13991,1.58786,-4.89065,-0.153734,-1.76544,-7.58545,-4.10963,-3.50558
23,144,266,34670,9606.37,9331.1,1.55809,-4.62989,-0.0325307,-1.6082,-7.69738,-3.82446,-3.60715
24,150,110,105315,23815.5,23090.6,1.49041,-5.9804,1.23222,-2.09216,-8.27488,-5.21882,-3.45833
25,156,531,64654,16892.7,16463.1,1.38066,-6.54332,0.496034,-2.56343,-9.2008,-6.01141,-4.2153
26,162,543,138094,29476.2,35420.7,1.54262,-5.561,1.35652,-3.66275,-11.4176,-8.18628,-5.02117
27,168,102,158329,29796.5,30547.8,1.69341,-7.60947,1.8805,-4.12697,-13.119,-11.4352,-6.90629
28,174,1580,182118,32940.3,37519.5,1.81732,-8.76108,2.00287,-5.59914,-14.2786,-14.0939,-7.1146
29,180,2790,86739,30791.2,23856.9,2.01252,-10.1958,3.31568,-6.27259,-16.9122,-15.0927,-8.41138
30,186,384,104213,25205.4,24699.6,2.07716,-9.61736,2.28991,-5.32026,-17.9619,-13.9818,-8.05218
31,192,913,62375,20488.2,17505.3,2.22283,-10.4406,3.84036,-6.46207,-20.4467,-17.5071,-11.3337
32,198,377,146999,28280.4,35620.8,2.23408,-12.2013,4.46128,-6.58802,-19.2428,-15.1132,-10.5276
33,204,152,86702,24491.6,24731.8,2.46036,-14.3704,7.82943,-8.15377,-22.702,-19.5518,-12.5078
34,210,366,50984,15750,15119.4,2.48984,-15.3289,6.97598,-6.8227,-22.6283,-20.5276,-14.2133
35,216,482,53867,14194.5,13910.5,2.25602,-13.313,6.62685,-6.4139,-21.5885,-20.1321,-13.0362
36,222,175,114108,29619.5,29338.7,2.36042,-11.0264,2.20407,-6.70059,-17.1914,-18.7326,-7.74173
37,228,699,77481,23083.5,18418.8,2.36991,-9.43519,0.801526,-4.95624,-12.966,-14.613,-5.81382
38,234,868,99691,25406.2,19249.2,2.27963,-10.8222,1.25392,-5.18758,-13.4545,-17.3972,-7.12533
39,240,563,118678,31330.6,29714.9,2.25136,-11.7086,1.47696,-5.55252,-16.9727,-20.5839,-7.0004
40,246,255,170575,22036.1,32492.3,2.134,-14.27,2.40181,-7.28713,-18.7147,-23.153,-9.17564
41,252,156,70805,21805.7,20698.5,1.93558,-14.587,2.87231,-6.77928,-19.5714,-21.8767,-9.01004
42,258,1084,69886,15305.8,13678.6,1.87682,-14.2155,0.754683,-6.99373,-16.9147,-22.3185,-8.87852
43,264,656,117133,17462.5,24688.1,1.84777,-15.3394,1.14048,-6.97988,-15.83,-22.0219,-8.85785
44,270,309,89236,23916.4,22924.3,1.68197,-13.7552,1.58093,-6.2315,-15.3329,-18.6026,-7.16782
45,276,767,54753,16591.5,17397,1.6905,-12.8928,3.02172,-6.24778,-16.3838,-17.0989,-6.36525
46,282,1552,45516,15036.2,11991,1.79583,-13.0086,3.75824,-6.08587,-16.225,-15.086,-5.3987
47,288,524,67774,18823,17560.8,1.7045,-11.7461,3.67492,-5.61098,-15.0871,-15.7864,-5.81145
48,294,111,181936,24364.3,33332.9,1.85868,-12.0912,6.48367,-6.89207,-18.3015,-17.2552,-6.8445
49,300,926,113782,28726.8,27259.8,1.66456,-11.7154,3.90697,-5.79331,-15.3605,-17.4652,-6.58191
50,306,1246,83549,18562.1,18290.4,1.46261,-13.3325,3.4736,-6.35117,-16.4484,-20.0054,-7.37914
51,312,233,179713,26463.7,36850.5,1.34411,-13.5917,2.29577,-6.45619,-15.8588,-18.5589,-6.64311
52,318,1335,85866,27277.4,21835.4,1.30782,-14.0162,2.15113,-7.37913,-16.2598,-21.0261,-6.9124
53,324,97,42406,17042.3,12536.7,1.45302,-15.9909,1.29152,-7.58311,-16.8773,-22.8606,-6.63942
54,330,447,76526,20551.4,17116,1.64214,-16.4798,0.412732,-8.08079,-18.1663,-27.1298,-8.2992
55,336,526,101883,27193.1,27189.8,1.67654,-17.2783,1.58168,-9.14196,-19.4287,-26.3307,-8.04712
56,342,140,66181,15098.6,15720.4,1.54466,-16.8414,0.958013,-8.38829,-18.7184,-26.2658,-8.17713
57,348,212,103337,20234.3,24103.8,1.37443,-15.176,0.629613,-7.97325,-17.7342,-24.4337,-7.36171
58,354,74,49776,17442.3,12418.1,1.42215,-15.9428,-1.00847,-8.88451,-17.7997,-26.1421,-8.36801
59,360,65,78373,16458.3,19019.7,1.40117,-16.5127,-1.06459,-8.55088,-16.8204,-27.505,-8.79658
60,366,477,120743,20224.6,24611.3,1.28303,-16.6181,-0.0117662,-8.68586,-17.7434,-28.3331,-9.08407
61,372,1962,97715,21103.6,21878.1,1.30482,-18.6469,-1.00479,-9.6836,-18.7247,-31.9911,-9.70909
62,378,1485,57706,15143,15436.3,1.18861,-18.376,-0.489859,-9.38207,-18.3119,-30.3463,-9.27099
63,384,221,116480,18182.3,23237.3,1.11894,-18.216,-0.266668,-9.43719,-19.0022,-32.0561,-10.1722
64,390,715,59539,18899.9,14572.6,1.14607,-19.1902,0.0219428,-10.2959,-20.4509,-34.4446,-10.3038
65,396,1950,92070,23756.2,24237,1.18133,-19.6683,0.678282,-10.9964,-21.2502,-35.4801,-10.8189
66,402,681,87188,20049.4,20331.8,1.15718,-19.4171,0.940783,-10.9354,-20.8175,-35.3699,-11.0692
67,408,803,64364,16241.6,16283.7,1.2152,-20.3516,1.38666,-11.3386,-21.5267,-38.1333,-11.8696
68,414,145,63890,19441.9,16735,1.33111,-20.3046,2.34741,-11.4269,-21.9718,-39.2648,-12.0296
69,420,269,128122,27237.1,29181.3,1.52764,-19.8937,3.73177,-11.1045,-22.3863,-39.9988,-12.7916
70,426,2480,90784,28355.6,23567,1.51968,-18.4654,2.78001,-10.0295,-20.89,-36.7008,-11.8722
71,432,662,119521,25542.4,25487.6,1.59399,-18.6242,2.3734,-9.0967,-20.2046,-36.6443,-12.2522
72,438,750,131134,23147.6,29885,1.6271,-18.9194,2.38075,-9.35822,-21.2807,-38.614,-12.1044
