generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,11,77,34.1333,14.524,0.976101,-1.28537,-0.59413,-0.518773,0.225891,-1.29711,-0.435474
1,12,12,52,32.2667,10.6478,1.03708,-2.50999,-1.54626,-0.592093,-0.229849,-1.11108,-1.25998
2,18,51,481,177.867,95.873,1.10514,-2.89897,-1.36749,-0.191758,-0.647445,-2.42324,-1.85281
3,24,30,1317,341.667,306.813,1.11797,-3.36341,-0.835895,-0.585887,-1.49203,-1.30517,-2.03253
4,30,68,2352,664.067,554.122,1.23069,-5.03273,-1.16876,-0.257994,-2.66188,-1.07582,-1.23733
5,36,66,6459,1478.47,1491.6,1.25357,-4.64144,-0.264242,-0.626773,-3.19892,-1.37873,-1.10544
6,42,88,2002,740.133,608.283,1.28402,-4.44486,1.12835,-0.423014,-2.7464,-1.85885,-2.79385
7,48,185,6447,1289.43,1363.03,1.12171,-4.25367,0.105518,-0.394643,-2.81194,-1.51639,-1.5639
8,54,397,52803,13445.3,12701.4,1.1227,-2.66768,-0.435135,-0.642751,-4.00286,-1.87228,-1.49401
9,60,241,58705,16846.8,16681,1.02563,-2.46594,-0.0183704,-0.636464,-3.68989,-1.76944,-1.44391
10,66,603,68658,16750.1,17023.8,1.0495,-2.20422,0.266368,-1.35541,-4.70879,-2.34388,-2.22603
11,72,120,52767,11338.8,12580.5,1.05674,-3.7096,0.154662,-1.64039,-5.17156,-2.83575,-2.93202
12,78,381,54053,12948,11659.2,1.19049,-3.81365,-0.353866,-1.5307,-7.17037,-1.21112,-2.93348
13,84,866,28263,9267.53,7745.8,1.17696,-3.85188,0.450713,-1.3192,-6.34044,-0.898133,-3.17914
14,90,718,28216,6984.03,6247.63,1.13227,-3.13195,0.60621,-1.33133,-6.84765,-0.913985,-3.37835
15,96,382,82503,14422.3,15954.1,0.999253,-3.06395,0.572317,-1.39373,-6.33204,-2.16035,-2.80244
16,102,196,146850,31743.1,34254.4,0.881163,-2.81422,0.53945,-1.30232,-6.29423,-1.68685,-2.07269
17,108,812,42348,15679.4,12022.1,0.786274,-3.30876,0.769835,-1.82746,-6.70035,-1.89264,-2.5202
18,114,2531,99920,28871.4,25203.2,0.761132,-2.21257,1.04185,-1.65587,-6.36873,-2.15121,-1.65706
19,120,1167,90525,27941.7,24046.3,0.825809,-1.97492,1.69207,-2.29404,-6.78351,-2.83235,-1.49579
20,126,489,54616,18628.1,15929,0.847352,-2.34499,1.65609,-2.11425,-7.58882,-2.25736,-1.13107
21,132,94,83415,24140,22930.2,0.811338,-2.07248,1.25023,-1.3751,-7.79473,-1.5226,-1.55849
22,138,415,36338,11096.6,9246.83,0.789975,-1.63561,1.71841,-1.2897,-8.03077,-1.45234,-1.61723
23,144,96,43498,16037.3,13296.5,0.728459,-2.44531,1.42976,-1.33573,-8.46336,-1.36754,-1.91008
24,150,268,25274,6168.03,6410.47,0.683396,-2.79389,1.37065,-0.820929,-7.97734,-1.73818,-2.02558
25,156,292,49868,14155.7,12932.4,0.615723,-2.81646,0.975168,-1.12733,-8.31365,-1.85089,-2.16086
