generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,33,3.73333,5.94766,-3.42598,0.917002,-3.05198,-4.24217,-2.31098,0.855872,-3.80048,2.11789,4.8402,-7.72668,-4.98969,-1.63263,-1.19858,-4.54744,-0.9833,1.22434,-2.13283,-2.53626,0.300226,-6.44403,-0.195378,-6.74738
1,200,7,44,24.0333,10.8738,-0.54782,0.4218,-6.84864,-2.25166,-1.45846,1.47495,-12.025,-3.59067,6.58245,-6.61233,0.163454,-2.16164,-2.76997,-13.6912,0.386922,0.183172,-9.37835,-8.06862,-3.14087,-9.90005,-5.95928,-11.7086
2,300,14,62,26.7333,10.6413,1.48781,-1.57321,-12.1391,-0.865041,-1.95474,-3.30979,-12.6107,-4.83908,6.09126,-7.48802,2.95903,-5.48419,-3.40316,-14.3073,-2.59856,-3.90915,-9.2721,-7.17626,-4.10888,-13.7693,-11.8792,-14.0999
3,400,16,77,41.4,17.4249,-3.57142,2.14082,-12.6695,-10.095,-0.336954,-2.35466,-11.5017,-11.8922,3.60384,-11.2003,1.32319,-6.99942,-3.14385,-15.1488,-1.85918,-3.74458,-6.7387,-5.77686,-7.62525,-13.0988,-22.5352,-15.3707
4,500,28,148,63.5667,27.4838,-5.06945,2.40163,-13.277,-11.3438,-1.03516,-6.62551,-11.3793,-11.1084,2.80171,-16.1854,1.83277,-7.42075,-4.93029,-13.5393,-6.95235,-5.54773,-5.19864,-6.67339,-7.72668,-10.2886,-24.7882,-19.9557
5,600,15,122,57.9333,23.9308,-5.62926,2.43613,-11.6153,-12.3711,-2.98556,-6.94617,-11.9985,-11.3988,2.80619,-16.9375,2.21738,-8.62425,-3.73943,-10.3055,-7.12574,-6.73054,-8.11798,-8.1448,-10.5419,-10.233,-23.7832,-19.3286
6,700,22,215,80.2667,36.1366,-8.19243,0.948839,-11.9032,-12.1315,-3.26724,-7.10965,-12.2045,-12.18,-2.08023,-18.5792,2.40276,-7.42619,-6.34539,-10.7981,-8.68228,-5.99808,-8.30241,-7.37385,-9.23215,-12.5858,-21.1167,-23.0031
7,800,23,205,100.233,43.8199,-5.49143,-0.777154,-10.3604,-12.1139,-4.7767,-8.5593,-11.9109,-10.8325,-4.434,-19.0986,2.85007,-4.90841,-3.30889,-10.1109,-12.0001,-6.80736,-6.46326,-7.04397,-8.71431,-13.0745,-21.6699,-26.5888
8,900,12,300,144.6,72.0936,-6.75178,0.638171,-10.8639,-10.4351,-5.83916,-8.97001,-12.8718,-10.4933,-4.33448,-19.3246,2.93813,-5.06464,-2.4884,-10.647,-9.79291,-8.43186,-5.36298,-6.29036,-9.38144,-12.1095,-16.7226,-28.7679
9,1000,34,352,138.5,79.8044,-5.68729,0.0762267,-13.6889,-10.6437,-6.59471,-8.08478,-11.8505,-11.0037,-5.14579,-19.4383,4.23556,-6.01261,-3.8575,-10.9225,-7.62562,-6.28043,-6.42966,-6.80312,-8.43521,-11.2989,-17.912,-28.9161
10,1100,33,272,108.967,57.833,-5.27721,-0.466583,-15.0738,-11.3238,-7.63242,-8.03823,-11.6263,-9.38445,-6.1291,-19.6698,3.65878,-6.2102,-4.38069,-11.0542,-6.6627,-6.81007,-7.27876,-7.65929,-8.30893,-10.1147,-21.8271,-31.9296
11,1200,35,311,153.133,80.9243,-5.16903,0.973985,-13.6508,-12.1459,-7.68208,-8.84264,-10.9384,-13.003,-5.98976,-18.8873,3.37532,-5.90251,-7.7109,-9.93667,-8.2708,-6.66155,-7.86705,-7.89083,-8.9553,-10.6881,-20.337,-34.3845
12,1300,47,501,185.667,105.89,-4.64703,-0.286393,-13.8082,-10.9811,-8.23533,-10.4055,-10.1619,-12.5579,-6.22598,-19.4088,2.42554,-6.02063,-5.60226,-11.1068,-8.26356,-7.87922,-8.91413,-7.08027,-8.20347,-11.2938,-18.722,-36.8227
13,1400,42,373,180.867,91.8014,-4.73619,0.0358786,-16.2662,-9.7474,-8.03751,-11.5392,-9.98978,-12.1705,-7.28713,-20.3896,4.81385,-7.63147,-8.54444,-10.3992,-8.66989,-8.9521,-9.81656,-8.56719,-7.70028,-12.3922,-18.4616,-41.42
14,1500,37,406,155.9,89.2904,-5.98497,-0.053567,-15.5077,-9.87206,-9.09363,-9.42261,-10.3404,-12.9194,-8.95899,-20.5954,4.2456,-8.2046,-5.8412,-9.23573,-9.06069,-8.60529,-8.84499,-9.55217,-9.12441,-11.6209,-17.1773,-43.0128
15,1600,47,576,220.133,145.335,-5.1061,0.846425,-16.44,-10.6029,-8.41912,-10.2244,-10.4818,-13.4647,-7.33172,-20.9591,4.88885,-8.59868,-6.07047,-11.1077,-9.32568,-9.10195,-9.70877,-8.82653,-10.4419,-9.53315,-17.3804,-44.7211
16,1700,30,469,189.233,111.008,-4.64137,-0.0356236,-18.9278,-11.5959,-7.45984,-12.0896,-11.7302,-14.2883,-5.97567,-22.4948,2.72935,-8.75457,-5.88755,-12.1027,-10.9297,-9.39005,-9.94502,-9.33098,-9.32416,-8.38021,-17.5895,-46.1604
17,1800,61,419,210.133,111.198,-3.86212,-3.20929,-19.2838,-12.7088,-9.22555,-13.5349,-10.6632,-11.9747,-5.84227,-21.4001,2.71553,-6.6902,-5.95828,-13.0783,-9.5312,-10.8332,-10.0246,-8.59186,-8.9672,-8.75239,-16.8469,-46.6601
18,1900,57,486,242.367,109.442,-4.94062,-2.02127,-19.7121,-14.9339,-9.01364,-13.6608,-10.9939,-11.1874,-5.45573,-20.923,1.3555,-7.02761,-6.82666,-9.3917,-8.70039,-8.39781,-9.75493,-8.90904,-8.58679,-9.07164,-16.0378,-46.2844
19,2000,48,431,212.267,118.747,-5.35707,-1.51044,-21.078,-15.8573,-10.6437,-14.2282,-11.5076,-13.8038,-5.98305,-22.0124,0.865893,-6.91068,-7.88062,-10.1399,-9.16369,-6.75404,-9.0106,-8.98581,-8.64398,-10.6053,-16.6827,-47.0419
