generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,92,3564,1064.97,958.98,-7.0735,4.14179,-5.14441,-9.46198,-3.14073,-6.50233
1,200,632,30601,8595.8,7618.4,-10.1536,3.99062,-5.06578,-9.9483,-10.5144,-5.84095
2,300,359,120351,32842.5,28106.6,-8.85501,4.00859,-5.36516,-14.3248,-14.9208,-5.28111
3,400,355,91560,29135.4,24263.2,-8.77771,3.85474,-4.9104,-15.6525,-14.1228,-6.87153
4,500,418,121645,22706.5,29021.6,-9.18812,4.34958,-5.73879,-16.8005,-14.9958,-6.54899
5,600,1001,166111,30841.4,33003.1,-8.6795,5.72731,-6.32494,-18.7157,-15.9979,-6.92596
6,700,2099,90342,28471.9,22548.4,-8.96275,5.33985,-6.10763,-17.9118,-14.8137,-7.69816
7,800,1781,78078,24420.8,19763,-8.95526,5.91725,-6.62199,-19.1629,-15.9229,-7.87291
8,900,332,158934,29220.4,37796,-10.9169,6.53112,-7.21919,-21.2995,-16.6003,-8.63362
9,1000,110,109439,23274.1,27426.8,-12.068,7.13446,-7.80556,-21.7971,-17.8897,-7.99405
10,1100,1439,95004,24239.7,21975.2,-10.8363,7.82909,-8.42876,-23.4489,-19.5321,-8.72921
11,1200,3298,95739,28882.8,23098.1,-11.0051,9.24581,-8.04615,-23.0349,-17.9031,-8.83448
12,1300,3167,149755,36946.6,39509.3,-11.472,9.02487,-8.96439,-23.8126,-19.7668,-9.46498
13,1400,356,91385,25035.6,21307.3,-11.5762,8.74349,-8.67249,-24.1676,-21.3412,-10.9346
14,1500,1644,201554,26567.9,39217.8,-11.7434,8.53195,-8.85788,-23.5066,-20.7744,-9.31546
15,1600,417,138240,35047.1,34886.9,-13.9957,7.88178,-8.49309,-23.5356,-20.6568,-9.74755
16,1700,387,109295,34459.2,29912.4,-14.6556,7.58063,-7.89049,-23.6821,-21.8117,-10.1781
17,1800,363,167618,27893.8,32176.4,-14.7869,6.35994,-8.83221,-24.0888,-23.0984,-10.8704
18,1900,2218,137751,35610.6,36356.9,-14.1556,6.32741,-9.18922,-23.5844,-24.0222,-9.96318
19,2000,2218,63646,25043.4,19082,-14.4769,6.08403,-9.37346,-25.0478,-23.9036,-9.6103
20,2100,826,133252,31258.8,32898,-14.4683,5.97177,-9.91618,-28.0525,-23.9319,-9.64739
21,2200,719,87423,24274.4,24686.2,-16.0888,7.63583,-9.03702,-28.9263,-23.6363,-10.5085
22,2300,911,106787,24508.6,29338.8,-16.8725,8.33003,-9.58,-29.3074,-24.0741,-9.96602
23,2400,1050,106860,30415.6,30228.7,-15.4595,7.53888,-9.68391,-30.2358,-23.7011,-10.8526
24,2500,727,120979,38231,37497.9,-15.5756,8.29377,-10.4746,-33.0165,-23.9628,-11.8121
25,2600,1461,84877,28132,24590.4,-15.3404,8.09284,-11.267,-34.3204,-25.7396,-13.1703
26,2700,905,121207,39514.2,34861.4,-15.9834,10.1976,-12.031,-35.1966,-25.3832,-13.1361
27,2800,733,70544,22491.5,19386.8,-16.429,12.3664,-12.4537,-34.0638,-24.6071,-12.4386
28,2900,4396,94923,30138.4,25767,-14.7742,12.9721,-11.7867,-36.9317,-24.7235,-12.6069
29,3000,637,126527,33221.9,27615.4,-16.3236,12.8526,-12.542,-36.3632,-26.7161,-13.3675
30,3100,786,204331,44414.2,53528.3,-16.0354,14.0064,-12.3935,-37.9148,-28.2392,-13.4434
31,3200,3472,125606,29128.9,26529.4,-16.6878,13.9336,-11.7711,-40.5915,-27.8434,-13.6625
32,3300,743,93988,21206,21862.8,-17.2644,16.9432,-11.9599,-38.7022,-27.9207,-13.9271
33,3400,425,114180,32545.8,32850.1,-18.0047,16.4044,-13.4016,-40.7684,-26.7574,-12.3218
34,3500,2676,78348,29582.9,20180.9,-17.0522,16.5709,-12.9221,-39.6219,-24.8039,-12.6346
35,3600,1992,94422,26648.9,24021.3,-15.3229,16.2749,-12.4371,-39.8781,-23.7942,-12.3129
36,3700,935,80673,25732.8,22970.2,-16.1435,14.0971,-12.4553,-38.9592,-24.7648,-11.5666
37,3800,1008,96548,28847.1,24048.6,-17.5883,13.883,-12.1506,-38.4801,-24.2028,-12.1421
38,3900,1048,95601,26535.5,27098,-17.3067,13.8857,-12.88,-37.9226,-25.1461,-12.9663
39,4000,153,71201,21217.4,18040.2,-17.2388,15.4033,-12.6755,-38.6275,-25.1144,-12.6185
40,4100,954,81785,33126.4,20074.5,-16.7876,15.5108,-15.0456,-39.1463,-24.056,-13.9154
41,4200,1192,142923,31404.5,34630.8,-17.4936,16.2862,-13.8342,-39.7068,-25.2105,-13.8181
42,4300,4345,126791,37450.2,31531.2,-16.8737,17.5989,-14.092,-42.0732,-25.5838,-14.0165
43,4400,1003,121444,28422.9,29612.9,-16.6421,15.8626,-14.438,-41.9326,-24.1032,-14.2691
44,4500,2128,152519,33394.3,36644.9,-16.5882,15.2806,-12.1253,-42.8368,-22.5804,-14.6148
45,4600,1481,93501,29144.7,24334.9,-16.6091,14.3737,-12.9461,-42.6208,-22.3067,-14.1961
46,4700,453,131469,36197.9,35705.3,-16.1444,13.1802,-13.8341,-42.8715,-22.8947,-13.6733
47,4800,106,207065,46758.9,46749.3,-15.4223,14.2875,-12.5424,-42.8191,-20.8881,-13.3621
48,4900,2661,112655,30311,29616.7,-18.2037,13.0574,-11.7648,-44.001,-22.5189,-12.6663
49,5000,314,158255,33998.2,30053.9,-18.7551,12.5172,-12.1095,-44.6711,-21.5743,-14.7637
50,5100,225,141660,31465.2,32558.6,-20.6281,11.2212,-11.8,-45.3169,-20.8114,-14.4336
51,5200,340,112150,29354.6,25349.5,-19.9268,10.0218,-11.4804,-45.844,-20.709,-14.2562
52,5300,777,143359,37467.6,39458.5,-19.4352,12.3256,-12.9165,-46.4141,-20.5862,-14.4579
53,5400,2184,130184,29375.4,29103.3,-17.6425,12.9008,-13.0744,-47.1662,-22.0779,-13.7981
54,5500,1000,87241,23100.6,20952.2,-17.8667,14.4039,-13.931,-46.2048,-23.3634,-12.9467
55,5600,1932,151384,34889.9,37247.4,-16.9727,15.2998,-13.9733,-45.0844,-25.7411,-14.0622
56,5700,1838,106159,27343.9,25453.1,-15.2974,15.3818,-13.2774,-43.8822,-25.3133,-14.994
57,5800,879,125820,38014,33586.1,-15.5775,13.0337,-12.9086,-45.9533,-25.0494,-15.3718
58,5900,1070,75107,20146.8,15317.7,-16.8447,12.9525,-12.2432,-46.454,-24.4068,-16.6284
59,6000,341,206276,36370.6,41395.2,-16.9959,11.5459,-12.6663,-49.2213,-23.1214,-15.9742
60,6100,537,66033,26780.2,22995.9,-17.4108,11.9927,-14.7966,-47.5874,-23.0446,-16.1827
61,6200,2664,91314,25225.7,23120.6,-18.4181,14.0441,-13.9906,-49.2998,-23.0207,-16.7474
62,6300,165,109833,27905.1,34045.6,-21.0622,15.766,-15.3047,-47.7478,-23.1462,-18.187
63,6400,1379,80977,22843.4,19932.3,-21.5047,14.9962,-14.0052,-48.0399,-21.0914,-19.0279
64,6500,1457,79418,24281.5,17745.7,-21.7347,12.8589,-13.3177,-50.7334,-20.7109,-17.8925
65,6600,1115,97064,25010.6,22980.6,-24.3881,11.9503,-14.0464,-51.8344,-21.392,-17.8848
66,6700,1344,105643,33763.3,29714.7,-23.5053,12.9401,-14.8514,-51.4635,-22.2317,-17.3024
67,6800,583,99600,27523.7,26482.4,-23.8125,13.3083,-14.7778,-50.4261,-20.6991,-18.0106
68,6900,1005,79280,20527.7,19585.3,-22.4215,13.2289,-14.4736,-52.5742,-21.9567,-18.153
69,7000,79,151445,29422,32410.9,-23.0507,11.5645,-14.9566,-54.1833,-22.4526,-17.5251
70,7100,402,98577,33863.8,30300.4,-23.8273,11.0631,-15.7844,-54.6454,-22.8854,-18.224
71,7200,2668,51899,22471.2,14986.4,-24.7637,11.3539,-14.9751,-56.3338,-22.5451,-19.4153
72,7300,2092,110769,32502.8,27575.9,-24.457,9.32447,-15.3693,-57.1985,-22.453,-18.1139
73,7400,2507,87825,30009,24902.6,-24.4294,11.2004,-15.134,-58.6029,-24.627,-18.2026
74,7500,823,136484,29339.8,32239.2,-24.979,9.09052,-14.966,-59.3169,-24.9139,-18.4051
75,7600,559,135185,34036.7,32079.6,-25.3564,8.6069,-15.4808,-58.0259,-26.8606,-18.1807
76,7700,2410,125419,39427.7,31109.8,-26.4148,7.98014,-15.2977,-58.8001,-27.9785,-18.6064
77,7800,371,152870,24946.9,31910.5,-26.1266,9.42814,-13.5982,-59.14,-28.7418,-16.5573
78,7900,367,118525,27333.3,28471.7,-25.443,8.00746,-15.3823,-57.8781,-30.2889,-18.764
79,8000,174,144617,28327.3,32336.3,-26.1933,9.06065,-15.4984,-55.9309,-30.1458,-19.5821
80,8100,48,228491,36573.9,45320,-26.0878,10.9719,-15.4178,-56.3199,-28.6169,-20.2996
