generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,13,0,2,0.233333,0.568321,0.931204,0.771296,-0.78432,0.383152,-0.259254,-0.708551,-0.225271,0.411493,0.351213,0.511297,-0.0745878,0.0234411,-1.15402,-0.165507,-0.0968768,-0.895368,-0.101031,-0.0135516,-0.0887653,-0.0879362,-0.384044,0.369252,-0.274317
1,26,0,11,3.96667,2.82212,0.890568,0.115363,-0.593528,0.0653432,0.26964,-1.18896,-0.826376,0.435863,0.375745,0.453592,0.166762,-0.708354,-1.11371,-0.111663,0.0129238,-1.14007,0.240163,0.387901,-0.465049,-0.897603,-1.23808,0.0736284,-0.94353
2,39,0,4,0.933333,1.04826,0.867442,-0.101716,-1.38496,-0.0899401,-0.209557,-1.07952,-0.863596,0.281232,0.932062,0.314215,0.970746,-0.349311,-0.773613,-0.559391,0.270752,-1.38024,0.141234,0.687757,-0.584615,-0.808509,-1.58952,0.659975,-1.45091
3,52,0,9,2.8,2.49689,0.856944,-0.680573,-1.08944,-0.535658,-0.0076285,-1.74799,-0.637927,0.115413,1.11424,0.47339,0.966199,-0.756962,-0.780182,-0.286061,-0.153881,-1.69117,-0.00535917,0.920695,-1.12739,0.0348819,-2.18684,0.731512,-1.52895
4,65,0,9,4.13333,2.44573,0.858961,-0.515461,-1.69182,-0.872213,-1.18986,-1.8943,-0.761918,0.439727,1.08267,1.01342,0.336554,-1.02622,-0.538156,-0.315752,-0.846786,-1.46568,0.116332,0.610219,-0.368586,0.44077,-2.90501,0.186244,-1.66965
5,78,2,18,7.83333,3.72395,0.843366,-0.359664,-1.59596,-1.15849,-1.26737,-1.65469,-0.239316,0.153889,1.12729,0.632234,0.683293,-0.969268,-1.47238,-0.369265,-0.932505,-1.66197,0.189896,0.379584,-0.288134,0.553311,-2.56243,0.414057,-2.22456
6,91,4,17,10.1,3.61367,0.830287,-1.00493,-1.06156,-0.734029,-1.5233,-1.90163,-0.448428,0.818568,0.797846,0.391697,-0.279851,-0.850217,-1.55794,-0.492438,-0.596298,-0.935155,-0.785574,0.243144,-0.635184,0.816917,-2.96464,0.36958,-2.4491
7,104,4,27,13.7333,6.66402,0.827326,-1.28781,-1.46424,-0.974247,-1.6847,-2.00983,-1.10045,0.346797,0.534815,0.224004,0.16462,-1.11334,-1.48481,-0.397269,-0.748907,-1.03658,-1.2785,0.316327,-0.753418,0.769434,-3.48054,0.5117,-3.02657
8,117,6,29,15.1667,6.01769,0.813284,-1.76686,-0.78132,-1.36307,-0.603042,-1.48572,-1.01255,0.509306,-0.861087,0.549245,-0.268525,-0.857117,-1.42931,-0.353267,-0.876129,-1.26221,-1.5727,0.862694,-1.01885,0.38302,-2.5916,0.635979,-2.54783
9,130,4,37,17.2333,7.57802,0.788101,-1.67443,-0.66563,-1.22728,-0.500183,-1.29452,-1.1034,0.070083,-0.751567,0.739695,-0.402732,-0.476778,-1.54616,-0.14879,-1.37375,-0.980438,-1.69654,0.292005,-1.35728,0.0738797,-2.10357,0.682735,-2.60626
10,143,5,43,22.8667,8.63726,0.77385,-2.15931,-0.123983,-1.40611,-1.02772,-2.23585,-1.09694,0.254723,-0.952138,0.696308,-0.480515,-1.10094,-1.29604,-0.328823,-1.32987,-1.23951,-1.08433,-0.193826,-1.65945,0.180297,-2.50712,0.298388,-3.16887
11,156,17,119,52.1,26.3365,0.754283,-2.2522,-0.685261,-1.69686,-1.11829,-1.32535,-1.13594,-0.262401,-1.14118,0.121039,-0.362696,-1.00133,-1.46916,-0.23826,-1.44054,-0.902584,-1.45077,-0.818773,-1.05524,0.0761294,-2.50237,0.127159,-3.18034
12,169,15,88,53.8667,21.2128,0.732639,-2.51163,-0.217563,-1.64164,-1.56488,-0.929237,-1.1889,-0.0762283,-1.09987,0.512885,-0.296171,-0.972732,-1.65773,-0.112109,-1.31771,-0.60666,-1.25352,-0.901491,-1.3357,-0.573349,-2.29523,-0.0239685,-2.91466
13,182,12,117,59.3333,30.5042,0.730769,-2.50992,0.0307991,-1.27057,-1.84436,-0.230304,-1.94619,0.107072,-1.38919,0.600838,-0.132576,-1.12543,-0.858146,-0.294003,-1.87721,-0.784818,-1.35479,-0.834639,-1.51432,-0.87259,-2.18249,-0.267449,-3.1472
14,195,29,165,74.8,34.7726,0.730822,-2.11509,0.157566,-1.29494,-1.87481,0.0675903,-1.63871,0.178587,-1.3888,0.113704,-0.221747,-0.867942,-1.66365,-0.69245,-2.32362,-0.439411,-1.42764,-0.805787,-1.69344,-0.898217,-2.32295,-0.991122,-3.4654
15,208,29,135,66.1667,25.9961,0.739346,-2.64089,0.191161,-1.57309,-1.81096,-0.0283609,-1.89594,-0.362031,-1.41977,-0.541147,-0.601532,-0.865995,-1.98051,-0.854337,-2.43023,-0.517276,-1.8906,-0.574306,-1.6359,-1.03963,-1.60886,-1.33802,-3.6178
16,221,17,114,63.4,29.1081,0.732359,-2.93055,-0.398163,-1.54368,-1.80772,-0.184678,-2.1817,0.337649,-1.03722,-0.559042,-0.870188,-1.37019,-2.50629,-0.535717,-2.0469,-1.01246,-2.37967,-0.629275,-1.46026,-1.12325,-1.83444,-1.16158,-3.20259
17,234,20,114,63.3,24.2986,0.726371,-3.128,0.276669,-2.14776,-2.1598,-0.420255,-2.00267,0.177684,-0.649272,-0.580206,-0.958882,-1.35534,-2.29512,-0.343306,-2.06188,-0.925642,-2.16997,-1.29798,-1.49434,-1.6316,-1.8317,-1.46311,-3.59902
18,247,22,137,59.1667,26.0465,0.71898,-2.75302,0.360327,-1.81112,-2.54361,-0.760336,-1.65431,0.105676,-0.387618,-1.06844,-1.03729,-1.43893,-2.38359,-0.70891,-1.38362,-0.894759,-1.68167,-1.21464,-2.33708,-1.76199,-1.82777,-1.60685,-3.69549
19,260,31,173,72.8,34.1774,0.705026,-2.63626,0.657802,-1.6677,-1.93937,-0.840864,-2.24092,-1.21091,-1.19388,-0.95979,-1.10087,-1.31703,-2.12974,-1.25737,-1.46832,-0.843513,-1.77995,-0.397961,-2.28594,-1.29091,-1.36676,-1.54304,-3.36204
20,273,28,149,81.2333,27.436,0.702936,-2.09698,0.599695,-2.19007,-2.08138,-1.19787,-2.30534,-1.02573,-0.901217,-1.37378,-1.6404,-2.20789,-1.84985,-1.44996,-1.85921,-1.30578,-2.4886,-0.815252,-1.78128,-0.920804,-1.44818,-1.47632,-3.44496
21,286,26,111,58.9667,22.2455,0.675253,-1.99386,-0.0570281,-1.8826,-1.63558,-0.526396,-2.45799,-1.02664,-0.469368,-1.50659,-1.1376,-1.54295,-1.88725,-1.6107,-2.07172,-0.819983,-2.65525,-0.597127,-1.82425,-1.22067,-1.74185,-1.26861,-3.23765
22,299,23,94,51.4,18.1879,0.686356,-2.36334,-0.144091,-1.99544,-2.31951,-1.04351,-3.17894,-1.54565,-0.226772,-2.11967,-1.71476,-1.84438,-2.0051,-1.9809,-2.60001,-1.04829,-3.00985,-0.625974,-1.85564,-1.34852,-1.5958,-1.02171,-2.97529
23,312,21,156,65.3667,32.3946,0.711803,-3.13373,-0.0282362,-2.3183,-2.42858,-1.21578,-3.31342,-1.51545,-0.392295,-3.12267,-1.61382,-1.89257,-1.72114,-2.07518,-3.01434,-1.23544,-3.21241,-1.36295,-2.28415,-0.913684,-1.75452,-1.16355,-3.09778
24,325,23,93,50.1333,17.7662,0.708424,-3.05496,0.129867,-2.16059,-2.02312,-1.55824,-2.99039,-0.889932,-0.163372,-2.75848,-1.96052,-2.0662,-1.09003,-2.23756,-2.69152,-1.21476,-2.76685,-0.906392,-2.27339,-0.794378,-1.70738,-1.59436,-2.59533
25,338,20,101,51.8667,18.4592,0.704385,-3.43633,-0.130469,-2.70713,-1.86702,-1.58941,-2.46268,-0.493739,-0.248779,-3.39909,-1.97286,-2.01521,-1.63233,-1.4321,-2.87876,-1.24439,-2.44113,-1.42056,-2.2793,-0.937188,-1.98925,-2.0846,-2.94663
26,351,24,138,63.9,30.5517,0.699845,-4.04037,-0.732722,-2.86756,-1.669,-1.63186,-2.47693,-1.06756,-0.336676,-3.47181,-1.67215,-2.25338,-1.68729,-1.41213,-2.71697,-1.714,-2.66111,-1.15051,-2.43956,-0.834924,-2.20892,-2.16132,-3.1016
