generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,1,0.0666667,0.253708,1.14121,-1.62894,-4.41589,2.90273,-4.94403,-3.21297,-0.42229,-2.51973,2.68739,0.246754,2.09569,-1.56205,-1.66201,-0.122197,-0.390846,1.60318,4.29981,0.868171,-2.24572,1.37589,1.89843,-1.51343
1,200,0,26,6.6,6.07766,-2.20832,-5.28967,-7.65497,6.51869,-4.89682,0.134064,-4.54746,-1.4416,1.63011,-5.39383,-1.9344,-6.77678,-3.77017,-3.21767,3.56233,2.251,-3.30916,-4.26374,-7.43014,-4.074,-1.73846,-10.9579
2,300,7,56,25.9333,13.6304,-2.61187,-9.4103,-10.2424,4.496,-3.3623,0.3176,-4.56835,-2.86754,2.97764,-7.58963,-5.33586,-13.2382,-7.98953,-6.85988,1.43665,-5.94289,-9.87703,-3.38629,-8.07784,-4.91044,-2.62226,-16.6415
3,400,10,57,30.4,13.2914,-5.35155,-7.05693,-12.6161,0.511863,-3.48619,0.4334,-4.9346,-0.602616,3.15788,-8.12254,-4.80533,-15.2338,-11.1601,-6.36461,-0.875701,-8.33705,-10.9272,-2.5909,-7.1444,-8.08249,-3.76286,-18.3493
4,500,16,104,54.6667,22.4996,-5.82589,-2.44818,-13.7011,3.17136,-1.85482,-0.304183,-6.10959,-1.27854,3.3009,-7.46029,-2.37311,-9.78541,-7.1878,-7.68874,-2.41223,-9.32963,-12.4403,-4.4909,-9.88835,-8.98089,-8.14527,-21.3545
5,600,29,117,68.4667,26.0487,-6.20721,-2.40516,-11.4631,1.21154,-1.47465,-0.627699,-5.66354,-2.481,2.6038,-7.00098,-3.11718,-9.55469,-8.22666,-9.8093,-4.25282,-10.5031,-11.2919,-6.19313,-10.0805,-7.67055,-12.9776,-24.0118
6,700,25,153,55.8333,27.4227,-4.58387,-0.425718,-11.5774,3.39558,-1.13171,-1.297,-2.26048,-3.49927,1.72245,-6.97375,3.18986,-9.78804,-8.88258,-10.3823,-3.89245,-10.5461,-13.8917,-7.20621,-10.4856,-7.14286,-20.56,-27.8873
7,800,22,225,93.0333,50.4111,-3.3774,3.97638,-12.2604,3.12803,-1.93397,-1.68575,-4.15475,-4.39358,2.43172,-7.41158,5.03426,-9.23451,-9.86631,-7.59897,-6.12648,-9.3878,-10.0934,-5.91003,-8.14123,-6.5546,-20.1457,-28.5994
8,900,51,312,128.233,67.261,-3.16855,5.63075,-13.158,1.3925,-2.8216,-5.10776,-5.94757,-5.71435,0.897887,-7.38273,5.72176,-7.83201,-9.24218,-7.83367,-7.11609,-9.90052,-13.221,-5.55128,-8.71451,-7.83609,-18.5428,-30.132
9,1000,25,262,113.367,57.7554,-2.74462,8.21087,-14.3958,0.796082,-4.66242,-3.2677,-4.70855,-5.93286,0.694941,-8.21627,1.91116,-8.18214,-9.67614,-7.21719,-9.29977,-8.74937,-14.9456,-7.42359,-7.88146,-8.34965,-14.5274,-31.807
10,1100,49,499,157.467,105.783,-4.49912,8.47381,-13.7483,3.66716,-6.02864,-3.60706,-3.104,-5.55217,-0.879869,-8.80602,3.43573,-8.46491,-9.91855,-8.65841,-9.90399,-7.78557,-12.5097,-5.89494,-8.01807,-9.05805,-11.7326,-32.3731
11,1200,51,387,161.267,83.1119,-5.56166,7.5411,-12.7973,2.0048,-7.28147,-2.131,-3.40558,-6.93251,-0.312524,-10.1784,4.85542,-11.2825,-8.39805,-7.90753,-9.82448,-7.21966,-12.2028,-5.60091,-7.24588,-7.46792,-11.5342,-32.7188
12,1300,37,639,238.633,136.646,-6.18552,7.17812,-11.6288,-0.409349,-8.01204,-0.834501,-3.46784,-7.11879,-1.92247,-10.4044,4.63586,-9.95916,-7.58069,-8.75848,-8.88086,-6.16463,-12.1445,-5.80534,-6.25513,-9.0638,-12.5299,-34.9678
13,1400,54,661,262.7,177.518,-4.68049,5.00859,-12.3551,0.183908,-8.1436,-2.09244,-1.98028,-8.20067,-3.40409,-10.5744,4.79241,-10.1011,-7.20655,-9.77527,-7.79288,-6.90667,-9.02813,-7.3808,-7.77688,-9.10611,-10.5988,-35.2991
14,1500,48,1325,266.467,258.869,-5.49584,5.3453,-11.296,0.572638,-7.25813,-1.46797,-2.53649,-7.8663,-3.64991,-9.49964,5.30572,-11.2378,-7.64362,-10.8125,-9.17977,-7.07384,-9.04178,-8.19381,-9.53404,-9.45696,-8.73858,-37.3136
15,1600,31,1012,334.9,208.521,-3.75803,5.2445,-12.6418,0.35755,-7.92378,-1.91803,-2.11269,-8.79394,-1.19718,-10.8889,3.96154,-9.31468,-5.425,-11.3442,-8.75279,-9.8326,-9.69506,-6.46672,-9.46533,-9.41658,-8.21658,-40.2619
16,1700,27,1075,280.267,243.604,-4.87106,4.93272,-12.8919,0.265289,-9.40338,-1.56803,-2.5305,-8.30616,-0.414963,-13.554,4.25215,-10.6563,-6.89653,-9.56247,-6.70895,-11.304,-9.16789,-7.97128,-8.78269,-9.13781,-9.48648,-41.5708
17,1800,74,559,210.367,112.764,-5.56736,5.33786,-11.7581,0.400434,-7.33962,-1.98735,-2.83776,-7.35331,-0.846534,-13.1753,6.83447,-11.8703,-7.12256,-11.3479,-6.28597,-12.1114,-8.57889,-8.0443,-7.92596,-7.23352,-11.3459,-40.876
18,1900,55,737,299.133,196.477,-1.26602,5.09577,-10.5749,0.79251,-6.23953,-3.23133,-3.17514,-6.24189,-0.816968,-14.1494,6.64708,-12.1403,-6.17168,-11.1937,-4.97162,-12.2573,-7.84868,-8.48825,-8.13769,-7.34151,-11.0326,-41.4947
19,2000,61,844,333.967,167.014,-0.604953,5.22818,-11.0083,-2.07556,-6.29384,-3.62039,-4.2044,-7.59969,-1.73642,-13.2451,4.77099,-11.7303,-6.56753,-12.5432,-5.27295,-10.3613,-6.7876,-10.4613,-7.65802,-8.92639,-11.6856,-44.2849
20,2100,104,1023,375,243.445,-0.137525,5.66688,-9.53745,-3.72565,-6.98799,-4.66208,-6.37267,-5.48089,-3.68073,-11.3671,5.1404,-10.6321,-7.00954,-8.8405,-5.11822,-11.0678,-6.33711,-9.80058,-7.17885,-10.3779,-9.95265,-45.4596
21,2200,36,1727,535.8,450.888,-2.58228,3.73162,-9.70579,-4.11117,-5.90596,-4.92746,-7.29963,-6.35193,-2.5504,-11.3457,6.64418,-11.4911,-5.63494,-11.0377,-6.94944,-10.2961,-5.47564,-9.24109,-6.53944,-11.8642,-8.44247,-49.1472
22,2300,99,1423,446.533,320.774,-5.67342,3.45609,-11.5847,-5.03955,-6.64692,-5.55593,-7.35174,-6.41737,-0.503728,-12.9124,6.55738,-11.4288,-4.53286,-12.0611,-7.04137,-9.03817,-6.26564,-8.05338,-6.13046,-12.5235,-8.65653,-51.3312
23,2400,72,2572,891,646.874,-5.68161,5.4436,-12.8836,-2.36936,-6.49723,-5.31563,-4.01865,-5.90046,-0.216142,-12.8644,7.26867,-13.3617,-6.13173,-11.1889,-5.68443,-9.07253,-6.31687,-10.2175,-6.69722,-12.5285,-6.98531,-53.4745
24,2500,74,1188,473.533,286.548,-7.4402,5.09529,-11.3182,-2.63355,-7.19017,-3.82265,-4.14083,-7.03577,-0.253415,-13.3682,7.66336,-15.1323,-6.88738,-9.73901,-5.12854,-8.9312,-5.15024,-9.73049,-6.07197,-12.1239,-7.66052,-54.2495
25,2600,15,996,409.3,275.358,-7.6874,5.49984,-11.4321,-2.02657,-6.17669,-5.41542,-3.10392,-7.05593,-2.05357,-12.6952,9.11545,-12.4446,-8.62133,-8.69071,-4.19405,-10.526,-6.01797,-10.9638,-6.34688,-12.2084,-9.91503,-54.183
26,2700,48,2263,664.433,574.721,-6.6558,6.22702,-11.3967,-3.77882,-6.20182,-4.45343,-2.89629,-6.89387,-2.24509,-10.2447,5.9544,-13.3105,-9.1362,-7.42297,-4.57666,-10.281,-6.44215,-10.8766,-6.3272,-11.6596,-8.52761,-55.9565
27,2800,69,3603,685.8,714.776,-8.76984,7.12085,-9.9736,-3.64971,-5.63722,-4.68162,-3.34431,-6.63646,-1.36951,-9.30451,6.7859,-13.4516,-8.50074,-9.22978,-7.87363,-8.50873,-8.4333,-10.2589,-7.3468,-12.7008,-7.85928,-58.6291
28,2900,178,4095,1174.43,962.531,-11.6879,6.2088,-10.4906,-1.37259,-5.70601,-3.76473,-2.77655,-4.93897,-2.78436,-8.93769,6.27858,-13.2714,-6.70726,-9.27958,-7.06101,-8.28401,-8.75666,-10.7221,-7.39136,-13.7134,-8.10341,-58.7612
29,3000,21,5288,1299.9,1216.21,-11.8948,6.87615,-11.1118,-0.826239,-6.62969,-4.92915,-2.27505,-5.34345,1.60286,-10.0222,7.0482,-12.2788,-5.61424,-10.9875,-8.23538,-8.99929,-8.64664,-10.9035,-7.49351,-13.1481,-7.88744,-57.2215
30,3100,54,2871,780.533,747.094,-16.1466,6.99525,-9.69282,-0.796259,-7.92247,-4.18262,-2.31864,-5.81312,0.667177,-10.0606,6.37832,-13.9116,-7.56809,-11.789,-9.27171,-11.2667,-7.56907,-10.7961,-5.83607,-12.8274,-7.60945,-56.745
31,3200,96,3728,1148,957.095,-16.31,8.01674,-8.74918,-0.287845,-7.53359,-4.33307,-3.71457,-5.35625,2.0131,-10.1742,7.32991,-15.2034,-7.51312,-11.6981,-9.45229,-10.8242,-7.07396,-9.75274,-8.54571,-11.5988,-8.22987,-58.3714
32,3300,41,3192,1100.6,842.667,-16.6365,6.34485,-8.01172,0.0435943,-8.69786,-3.30075,-2.14067,-4.38536,0.584124,-10.641,5.71619,-14.2577,-7.68636,-11.2254,-11.2818,-12.8314,-8.72347,-10.5585,-8.9877,-12.5014,-6.42327,-58.6671
33,3400,54,2919,903.2,786.593,-17.7734,6.8221,-6.32642,0.134148,-8.90006,-2.43855,-2.08608,-5.25696,1.75418,-9.82115,5.45773,-12.1269,-7.82418,-11.7188,-11.7426,-12.7805,-8.98892,-10.894,-9.17544,-11.4022,-7.26078,-58.6381
34,3500,91,5393,1430.17,1243.69,-14.9035,7.01406,-5.87225,0.446681,-8.00278,-1.08679,-2.23366,-6.52594,1.89833,-9.3895,4.44981,-12.2683,-9.70905,-11.8145,-12.6864,-12.0074,-10.0519,-12.2476,-7.59067,-13.1804,-6.97162,-61.4945
35,3600,19,3581,1207.37,945.052,-11.3413,6.28722,-7.34815,2.42081,-5.93523,-3.08512,-0.597473,-7.18659,1.9181,-8.1803,5.77052,-11.4502,-9.91992,-11.8644,-13.0385,-10.4545,-11.0541,-13.7259,-9.005,-13.8577,-7.92584,-62.8251
36,3700,28,5146,1401.53,1169.41,-12.224,7.67684,-7.86802,3.4421,-7.01011,-3.01497,-0.197813,-7.44951,1.08606,-6.59855,7.00263,-14.3912,-11.4829,-12.0088,-12.9892,-9.20004,-12.0003,-14.9684,-9.77643,-12.821,-7.4878,-63.3366
37,3800,145,3906,1057.13,933.75,-11.8754,5.57361,-6.64325,2.68244,-7.24963,-2.9199,0.507854,-8.21859,0.394351,-6.18424,7.03297,-13.5526,-9.86891,-12.5416,-11.4766,-9.41129,-11.868,-15.0177,-8.25282,-12.2286,-7.8274,-64.4483
38,3900,156,5897,1311.73,1254.58,-12.1242,6.89113,-8.08254,2.55635,-4.43891,-2.57819,1.13892,-8.62206,0.433201,-6.59434,7.10634,-13.8132,-9.40207,-11.0589,-11.8276,-10.1056,-11.2657,-15.5902,-8.18084,-13.1299,-7.96985,-64.7519
39,4000,90,4866,1284.7,1321.86,-14.9498,7.22951,-8.92728,1.96046,-5.78782,-3.32499,-0.317658,-8.25789,1.04977,-8.17593,5.71445,-13.1268,-11.6438,-10.4371,-12.3899,-9.67366,-11.9021,-16.5597,-6.40498,-13.5084,-7.16941,-65.5048
40,4100,133,3568,1397.83,895.338,-17.0003,9.91882,-10.1195,-0.636728,-4.9692,-4.02092,-0.434849,-8.41502,1.34894,-9.71263,6.34635,-14.5185,-11.6224,-10.9281,-13.0161,-10.0643,-12.9841,-16.0284,-5.39734,-14.3167,-7.20402,-67.0012
41,4200,78,4875,1433,1260.7,-15.3382,11.605,-10.8742,-2.69244,-6.36461,-3.77891,0.182825,-7.66316,1.10184,-9.56673,3.82069,-16.2173,-12.8669,-11.72,-12.185,-9.91834,-14.673,-15.1386,-5.5322,-14.2163,-7.15864,-66.9759
42,4300,22,8488,1106.33,1607.3,-15.9037,11.5802,-9.78071,-3.68884,-6.66079,-2.14587,-0.649549,-8.94559,0.999997,-8.96414,3.99737,-15.6002,-13.3962,-12.3647,-12.7641,-10.4514,-14.2625,-13.8479,-5.28612,-13.6994,-7.7624,-65.5506
43,4400,31,3746,1092.97,1092.89,-15.3835,11.3295,-7.92697,-2.89596,-4.10544,-1.7311,-0.791189,-8.78118,0.549468,-8.42715,3.83817,-16.1914,-12.3756,-11.1796,-11.7032,-10.9739,-12.6203,-12.8744,-6.317,-14.5975,-6.54401,-69.265
